[['2, k, 0', [0.00168018, -0.41605, 1.0]], ['2, k, 1', [-0.00683684, -0.115051, 1.0]], ['2, k, 2', [-0.0151593, 0.180513, 1.0]], ['2, k, 3', [0.00979424, 0.331502, 1.0]], ['2, k, 4', [-0.167775, 0.0946215, 1.0]], ['2, k, 5', [-0.250431, -0.158849, 1.0]], ['2, k, 6', [-0.333758, -0.392787, 1.0]], ['2, k, 7', [-0.35152, -0.443047, 1.0]], ['2, k, 8', [0.15722, 0.0822704, 1.0]], ['2, k, 9', [0.247591, -0.161193, 1.0]], ['2, k, 10', [0.333771, -0.384439, 1.0]], ['2, k, 11', [0.34179, -0.444839, 1.0]], ['2, k, 12', [-0.0722478, -0.408711, 1.0]], ['2, k, 13', [-0.111811, -0.856371, 1.0]], ['2, k, 14', [-0.124337, -1.22106, 1.0]], ['2, k, 15', [-0.0668204, -1.27016, 1.0]], ['2, k, 16', [0.0755637, -0.414283, 1.0]], ['2, k, 17', [0.107907, -0.85138, 1.0]], ['2, k, 18', [0.144618, -1.20231, 1.0]], ['2, k, 19', [0.159123, -1.25886, 1.0]], ['2, k, 20', [-0.013107, 0.107359, 1.0]], ['2, k, 21', [-0.380978, -0.481755, 1.0]], ['2, k, 22', [-0.281852, -0.461552, 1.0]], ['2, k, 23', [0.384911, -0.487725, 1.0]], ['2, k, 24', [0.374831, -0.410559, 1.0]]]
[['2, k, 0', [0.00402343, -0.399233, 1.0]], ['2, k, 1', [0.00443989, -0.100806, 1.0]], ['2, k, 2', [0.00379515, 0.190264, 1.0]], ['2, k, 3', [0.00330772, 0.326237, 1.0]], ['2, k, 4', [-0.139684, 0.174283, 1.0]], ['2, k, 5', [-0.26612, 0.405027, 1.0]], ['2, k, 6', [-0.342143, 0.641955, 1.0]], ['2, k, 7', [-0.351386, 0.732839, 1.0]], ['2, k, 8', [0.10016, 0.113862, 1.0]], ['2, k, 9', [0.254906, 0.371048, 1.0]], ['2, k, 10', [0.330559, 0.652879, 1.0]], ['2, k, 11', [0.35403, 0.755728, 1.0]], ['2, k, 12', [-0.0677999, -0.39761, 1.0]], ['2, k, 13', [-0.102236, -0.737568, 1.0]], ['2, k, 14', [-0.128429, -1.11895, 1.0]], ['2, k, 15', [-0.15189, -1.15846, 1.0]], ['2, k, 16', [0.0756641, -0.394766, 1.0]], ['2, k, 17', [0.105212, -0.720989, 1.0]], ['2, k, 18', [0.133541, -1.10162, 1.0]], ['2, k, 19', [0.0826105, -1.18068, 1.0]], ['2, k, 20', [0.00401, 0.118264, 1.0]], ['2, k, 21', [-0.372035, 0.786832, 1.0]], ['2, k, 22', [-0.265064, 0.760785, 1.0]], ['2, k, 23', [0.3967, 0.805926, 1.0]], ['2, k, 24', [0.279527, 0.779961, 1.0]]]
[['2, k, 0', [0.00410412, -0.397986, 1.0]], ['2, k, 1', [0.00449782, -0.100796, 1.0]], ['2, k, 2', [0.0040599, 0.189819, 1.0]], ['2, k, 3', [0.00304461, 0.325142, 1.0]], ['2, k, 4', [-0.13963, 0.174276, 1.0]], ['2, k, 5', [-0.264725, 0.405055, 1.0]], ['2, k, 6', [-0.342285, 0.641786, 1.0]], ['2, k, 7', [-0.370176, 0.720689, 1.0]], ['2, k, 8', [0.100486, 0.113794, 1.0]], ['2, k, 9', [0.254688, 0.370881, 1.0]], ['2, k, 10', [0.322563, 0.651856, 1.0]], ['2, k, 11', [0.346651, 0.752674, 1.0]], ['2, k, 12', [-0.06761, -0.395831, 1.0]], ['2, k, 13', [-0.101627, -0.737568, 1.0]], ['2, k, 14', [-0.129168, -1.11942, 1.0]], ['2, k, 15', [-0.152524, -1.15886, 1.0]], ['2, k, 16', [0.0756687, -0.393443, 1.0]], ['2, k, 17', [0.105636, -0.719699, 1.0]], ['2, k, 18', [0.132003, -1.10831, 1.0]], ['2, k, 19', [0.0865105, -1.18618, 1.0]], ['2, k, 20', [0.00416344, 0.118028, 1.0]], ['2, k, 21', [-0.443738, 0.768706, 1.0]], ['2, k, 22', [-0.307354, 0.764697, 1.0]], ['2, k, 23', [0.385916, 0.804808, 1.0]], ['2, k, 24', [0.270756, 0.781536, 1.0]]]
[['2, k, 0', [0.00411091, -0.398611, 1.0]], ['2, k, 1', [0.00431752, -0.101595, 1.0]], ['2, k, 2', [0.00368874, 0.188715, 1.0]], ['2, k, 3', [0.00272943, 0.323362, 1.0]], ['2, k, 4', [-0.139606, 0.174188, 1.0]], ['2, k, 5', [-0.263119, 0.40484, 1.0]], ['2, k, 6', [-0.354704, 0.663369, 1.0]], ['2, k, 7', [-0.363275, 0.730028, 1.0]], ['2, k, 8', [0.100581, 0.113689, 1.0]], ['2, k, 9', [0.257594, 0.367768, 1.0]], ['2, k, 10', [0.322596, 0.65092, 1.0]], ['2, k, 11', [0.347604, 0.753744, 1.0]], ['2, k, 12', [-0.0677272, -0.396325, 1.0]], ['2, k, 13', [-0.101403, -0.737942, 1.0]], ['2, k, 14', [-0.130815, -1.11875, 1.0]], ['2, k, 15', [-0.154083, -1.15817, 1.0]], ['2, k, 16', [0.0757721, -0.393852, 1.0]], ['2, k, 17', [0.105053, -0.719272, 1.0]], ['2, k, 18', [0.132301, -1.10791, 1.0]], ['2, k, 19', [0.0906231, -1.18837, 1.0]], ['2, k, 20', [0.00385491, 0.117001, 1.0]], ['2, k, 21', [-0.398777, 0.782957, 1.0]], ['2, k, 22', [-0.284723, 0.759523, 1.0]], ['2, k, 23', [0.394882, 0.810612, 1.0]], ['2, k, 24', [0.266548, 0.776204, 1.0]]]
[['2, k, 0', [0.00355384, -0.397452, 1.0]], ['2, k, 1', [0.00394052, -0.101296, 1.0]], ['2, k, 2', [0.00306476, 0.188884, 1.0]], ['2, k, 3', [0.00305388, 0.321979, 1.0]], ['2, k, 4', [-0.139529, 0.17419, 1.0]], ['2, k, 5', [-0.262745, 0.404368, 1.0]], ['2, k, 6', [-0.352276, 0.654255, 1.0]], ['2, k, 7', [-0.360044, 0.727819, 1.0]], ['2, k, 8', [0.100713, 0.113605, 1.0]], ['2, k, 9', [0.25745, 0.3677, 1.0]], ['2, k, 10', [0.329337, 0.632528, 1.0]], ['2, k, 11', [0.354785, 0.738047, 1.0]], ['2, k, 12', [-0.0682887, -0.394051, 1.0]], ['2, k, 13', [-0.101367, -0.738145, 1.0]], ['2, k, 14', [-0.133695, -1.10888, 1.0]], ['2, k, 15', [-0.156821, -1.14829, 1.0]], ['2, k, 16', [0.0752687, -0.393201, 1.0]], ['2, k, 17', [0.106226, -0.718299, 1.0]], ['2, k, 18', [0.13234, -1.10432, 1.0]], ['2, k, 19', [0.106641, -1.14381, 1.0]], ['2, k, 20', [0.00333307, 0.117191, 1.0]], ['2, k, 21', [-0.390485, 0.78843, 1.0]], ['2, k, 22', [-0.275016, 0.761342, 1.0]], ['2, k, 23', [0.401151, 0.798493, 1.0]], ['2, k, 24', [0.281474, 0.773472, 1.0]]]
[['2, k, 0', [-0.000336821, -0.375452, 1.0]], ['2, k, 1', [0.00241146, -0.0967947, 1.0]], ['2, k, 2', [0.00246679, 0.18816, 1.0]], ['2, k, 3', [0.00254736, 0.31999, 1.0]], ['2, k, 4', [-0.13953, 0.174146, 1.0]], ['2, k, 5', [-0.262747, 0.403439, 1.0]], ['2, k, 6', [-0.351625, 0.65384, 1.0]], ['2, k, 7', [-0.362513, 0.728359, 1.0]], ['2, k, 8', [0.100221, 0.113175, 1.0]], ['2, k, 9', [0.25713, 0.366894, 1.0]], ['2, k, 10', [0.326118, 0.647116, 1.0]], ['2, k, 11', [0.348059, 0.733691, 1.0]], ['2, k, 12', [-0.0690156, -0.357302, 1.0]], ['2, k, 13', [-0.104114, -0.735769, 1.0]], ['2, k, 14', [-0.133917, -1.10981, 1.0]], ['2, k, 15', [-0.156883, -1.149, 1.0]], ['2, k, 16', [0.0643729, -0.362739, 1.0]], ['2, k, 17', [0.10645, -0.718338, 1.0]], ['2, k, 18', [0.132382, -1.10422, 1.0]], ['2, k, 19', [0.0907593, -1.19043, 1.0]], ['2, k, 20', [0.00271699, 0.117368, 1.0]], ['2, k, 21', [-0.386914, 0.781362, 1.0]], ['2, k, 22', [-0.287191, 0.759937, 1.0]], ['2, k, 23', [0.387846, 0.802456, 1.0]], ['2, k, 24', [0.257116, 0.765642, 1.0]]]
[['2, k, 0', [-0.000949018, -0.371198, 1.0]], ['2, k, 1', [0.00199477, -0.0941228, 1.0]], ['2, k, 2', [0.00257763, 0.187878, 1.0]], ['2, k, 3', [0.00252419, 0.319621, 1.0]], ['2, k, 4', [-0.139615, 0.174153, 1.0]], ['2, k, 5', [-0.265219, 0.403079, 1.0]], ['2, k, 6', [-0.351935, 0.647202, 1.0]], ['2, k, 7', [-0.375976, 0.719663, 1.0]], ['2, k, 8', [0.100703, 0.113183, 1.0]], ['2, k, 9', [0.257776, 0.366619, 1.0]], ['2, k, 10', [0.329563, 0.64664, 1.0]], ['2, k, 11', [0.34899, 0.732018, 1.0]], ['2, k, 12', [-0.068897, -0.356966, 1.0]], ['2, k, 13', [-0.10309, -0.736435, 1.0]], ['2, k, 14', [-0.136557, -1.12171, 1.0]], ['2, k, 15', [-0.159369, -1.16078, 1.0]], ['2, k, 16', [0.0642576, -0.362526, 1.0]], ['2, k, 17', [0.106376, -0.719154, 1.0]], ['2, k, 18', [0.132346, -1.10444, 1.0]], ['2, k, 19', [0.0762253, -1.18171, 1.0]], ['2, k, 20', [0.00272809, 0.117444, 1.0]], ['2, k, 21', [-0.432353, 0.769483, 1.0]], ['2, k, 22', [-0.307322, 0.759044, 1.0]], ['2, k, 23', [0.384811, 0.802237, 1.0]], ['2, k, 24', [0.259669, 0.755676, 1.0]]]
[['2, k, 0', [-0.00124641, -0.367595, 1.0]], ['2, k, 1', [0.00192207, -0.0927762, 1.0]], ['2, k, 2', [0.00298188, 0.18676, 1.0]], ['2, k, 3', [0.00247798, 0.318276, 1.0]], ['2, k, 4', [-0.139845, 0.174134, 1.0]], ['2, k, 5', [-0.265194, 0.403292, 1.0]], ['2, k, 6', [-0.358918, 0.644901, 1.0]], ['2, k, 7', [-0.376719, 0.720688, 1.0]], ['2, k, 8', [0.100748, 0.113018, 1.0]], ['2, k, 9', [0.258206, 0.366075, 1.0]], ['2, k, 10', [0.326923, 0.641065, 1.0]], ['2, k, 11', [0.346141, 0.740481, 1.0]], ['2, k, 12', [-0.0685571, -0.355549, 1.0]], ['2, k, 13', [-0.102142, -0.739901, 1.0]], ['2, k, 14', [-0.136035, -1.11013, 1.0]], ['2, k, 15', [-0.158904, -1.14926, 1.0]], ['2, k, 16', [0.0641427, -0.362199, 1.0]], ['2, k, 17', [0.106375, -0.718495, 1.0]], ['2, k, 18', [0.132384, -1.10444, 1.0]], ['2, k, 19', [0.10692, -1.14366, 1.0]], ['2, k, 20', [0.00285924, 0.117221, 1.0]], ['2, k, 21', [-0.430578, 0.768683, 1.0]], ['2, k, 22', [-0.307168, 0.757076, 1.0]], ['2, k, 23', [0.389155, 0.796152, 1.0]], ['2, k, 24', [0.271209, 0.767932, 1.0]]]
[['2, k, 0', [-0.00133803, -0.366874, 1.0]], ['2, k, 1', [0.00159693, -0.0921929, 1.0]], ['2, k, 2', [0.00253936, 0.185885, 1.0]], ['2, k, 3', [0.00222266, 0.317075, 1.0]], ['2, k, 4', [-0.139863, 0.173848, 1.0]], ['2, k, 5', [-0.265196, 0.403228, 1.0]], ['2, k, 6', [-0.357423, 0.644172, 1.0]], ['2, k, 7', [-0.374355, 0.718597, 1.0]], ['2, k, 8', [0.10173, 0.1132, 1.0]], ['2, k, 9', [0.259004, 0.366377, 1.0]], ['2, k, 10', [0.324005, 0.645875, 1.0]], ['2, k, 11', [0.346222, 0.747354, 1.0]], ['2, k, 12', [-0.0685561, -0.355534, 1.0]], ['2, k, 13', [-0.102268, -0.738246, 1.0]], ['2, k, 14', [-0.132858, -1.11613, 1.0]], ['2, k, 15', [-0.155469, -1.15518, 1.0]], ['2, k, 16', [0.0641609, -0.36212, 1.0]], ['2, k, 17', [0.106499, -0.718767, 1.0]], ['2, k, 18', [0.131967, -1.10628, 1.0]], ['2, k, 19', [0.0566924, -1.17105, 1.0]], ['2, k, 20', [0.00250306, 0.11691, 1.0]], ['2, k, 21', [-0.418637, 0.774508, 1.0]], ['2, k, 22', [-0.300896, 0.756197, 1.0]], ['2, k, 23', [0.386567, 0.799727, 1.0]], ['2, k, 24', [0.272087, 0.770132, 1.0]]]
[['2, k, 0', [-0.00308115, -0.357563, 1.0]], ['2, k, 1', [0.000673367, -0.0889583, 1.0]], ['2, k, 2', [0.00235849, 0.185201, 1.0]], ['2, k, 3', [0.00228317, 0.315862, 1.0]], ['2, k, 4', [-0.140045, 0.173729, 1.0]], ['2, k, 5', [-0.265583, 0.401248, 1.0]], ['2, k, 6', [-0.355468, 0.643211, 1.0]], ['2, k, 7', [-0.369656, 0.723825, 1.0]], ['2, k, 8', [0.128107, 0.144055, 1.0]], ['2, k, 9', [0.270086, 0.383567, 1.0]], ['2, k, 10', [0.326649, 0.648525, 1.0]], ['2, k, 11', [0.346559, 0.745302, 1.0]], ['2, k, 12', [-0.070195, -0.348147, 1.0]], ['2, k, 13', [-0.101019, -0.742132, 1.0]], ['2, k, 14', [-0.133544, -1.11332, 1.0]], ['2, k, 15', [-0.141578, -1.15251, 1.0]], ['2, k, 16', [0.0628484, -0.353217, 1.0]], ['2, k, 17', [0.105915, -0.719593, 1.0]], ['2, k, 18', [0.131798, -1.10693, 1.0]], ['2, k, 19', [0.1212, -1.14621, 1.0]], ['2, k, 20', [0.00232954, 0.116892, 1.0]], ['2, k, 21', [-0.414494, 0.776886, 1.0]], ['2, k, 22', [-0.297095, 0.759759, 1.0]], ['2, k, 23', [0.390083, 0.802819, 1.0]], ['2, k, 24', [0.270307, 0.768061, 1.0]]]
[['2, k, 0', [-0.00188571, -0.355356, 1.0]], ['2, k, 1', [0.000856671, -0.0870417, 1.0]], ['2, k, 2', [0.00213889, 0.184997, 1.0]], ['2, k, 3', [0.00201944, 0.315002, 1.0]], ['2, k, 4', [-0.139978, 0.173701, 1.0]], ['2, k, 5', [-0.265594, 0.401297, 1.0]], ['2, k, 6', [-0.355096, 0.643149, 1.0]], ['2, k, 7', [-0.36969, 0.725233, 1.0]], ['2, k, 8', [0.135941, 0.155729, 1.0]], ['2, k, 9', [0.269969, 0.383619, 1.0]], ['2, k, 10', [0.324411, 0.666251, 1.0]], ['2, k, 11', [0.347501, 0.738397, 1.0]], ['2, k, 12', [-0.0691286, -0.347, 1.0]], ['2, k, 13', [-0.101056, -0.742719, 1.0]], ['2, k, 14', [-0.133781, -1.11354, 1.0]], ['2, k, 15', [-0.138401, -1.1527, 1.0]], ['2, k, 16', [0.0651245, -0.350513, 1.0]], ['2, k, 17', [0.107218, -0.720999, 1.0]], ['2, k, 18', [0.131282, -1.10467, 1.0]], ['2, k, 19', [0.124101, -1.14394, 1.0]], ['2, k, 20', [0.00215051, 0.117132, 1.0]], ['2, k, 21', [-0.394935, 0.78078, 1.0]], ['2, k, 22', [-0.296332, 0.758466, 1.0]], ['2, k, 23', [0.394703, 0.795027, 1.0]], ['2, k, 24', [0.273859, 0.769243, 1.0]]]
[['2, k, 0', [-0.00177299, -0.350602, 1.0]], ['2, k, 1', [0.000464051, -0.0844831, 1.0]], ['2, k, 2', [0.00197808, 0.184889, 1.0]], ['2, k, 3', [0.00156834, 0.314732, 1.0]], ['2, k, 4', [-0.140218, 0.17344, 1.0]], ['2, k, 5', [-0.265605, 0.401354, 1.0]], ['2, k, 6', [-0.353648, 0.643122, 1.0]], ['2, k, 7', [-0.370894, 0.722887, 1.0]], ['2, k, 8', [0.137557, 0.161463, 1.0]], ['2, k, 9', [0.270128, 0.382782, 1.0]], ['2, k, 10', [0.325315, 0.663922, 1.0]], ['2, k, 11', [0.347363, 0.748577, 1.0]], ['2, k, 12', [-0.0688139, -0.343383, 1.0]], ['2, k, 13', [-0.101368, -0.742867, 1.0]], ['2, k, 14', [-0.133706, -1.11358, 1.0]], ['2, k, 15', [-0.0636626, -1.18505, 1.0]], ['2, k, 16', [0.0651458, -0.34674, 1.0]], ['2, k, 17', [0.107021, -0.721125, 1.0]], ['2, k, 18', [0.131728, -1.10509, 1.0]], ['2, k, 19', [0.126223, -1.14438, 1.0]], ['2, k, 20', [0.0019378, 0.117311, 1.0]], ['2, k, 21', [-0.408486, 0.77553, 1.0]], ['2, k, 22', [-0.30383, 0.757327, 1.0]], ['2, k, 23', [0.384135, 0.805247, 1.0]], ['2, k, 24', [0.273038, 0.770025, 1.0]]]
[['2, k, 0', [-0.00157345, -0.347866, 1.0]], ['2, k, 1', [0.000352775, -0.0829271, 1.0]], ['2, k, 2', [0.00187191, 0.184755, 1.0]], ['2, k, 3', [0.00125205, 0.314884, 1.0]], ['2, k, 4', [-0.140326, 0.17339, 1.0]], ['2, k, 5', [-0.265801, 0.40147, 1.0]], ['2, k, 6', [-0.353522, 0.64257, 1.0]], ['2, k, 7', [-0.377125, 0.718913, 1.0]], ['2, k, 8', [0.137899, 0.163075, 1.0]], ['2, k, 9', [0.270317, 0.381729, 1.0]], ['2, k, 10', [0.331112, 0.633463, 1.0]], ['2, k, 11', [0.345062, 0.735823, 1.0]], ['2, k, 12', [-0.0685031, -0.341131, 1.0]], ['2, k, 13', [-0.100029, -0.744169, 1.0]], ['2, k, 14', [-0.133824, -1.11474, 1.0]], ['2, k, 15', [-0.13638, -1.15394, 1.0]], ['2, k, 16', [0.0653211, -0.344167, 1.0]], ['2, k, 17', [0.107029, -0.721126, 1.0]], ['2, k, 18', [0.131795, -1.10488, 1.0]], ['2, k, 19', [0.126673, -1.1442, 1.0]], ['2, k, 20', [0.00184906, 0.117413, 1.0]], ['2, k, 21', [-0.426335, 0.772436, 1.0]], ['2, k, 22', [-0.30511, 0.751222, 1.0]], ['2, k, 23', [0.379009, 0.803929, 1.0]], ['2, k, 24', [0.270164, 0.765239, 1.0]]]
[['2, k, 0', [-0.00157607, -0.347909, 1.0]], ['2, k, 1', [0.000153277, -0.082441, 1.0]], ['2, k, 2', [0.00157063, 0.185009, 1.0]], ['2, k, 3', [0.00025678, 0.314869, 1.0]], ['2, k, 4', [-0.140582, 0.173498, 1.0]], ['2, k, 5', [-0.266332, 0.401956, 1.0]], ['2, k, 6', [-0.353941, 0.643101, 1.0]], ['2, k, 7', [-0.373022, 0.72117, 1.0]], ['2, k, 8', [0.138112, 0.163948, 1.0]], ['2, k, 9', [0.270305, 0.382006, 1.0]], ['2, k, 10', [0.328416, 0.65124, 1.0]], ['2, k, 11', [0.342306, 0.741086, 1.0]], ['2, k, 12', [-0.0686321, -0.341671, 1.0]], ['2, k, 13', [-0.0998393, -0.744361, 1.0]], ['2, k, 14', [-0.134328, -1.11256, 1.0]], ['2, k, 15', [-0.136802, -1.1518, 1.0]], ['2, k, 16', [0.0654705, -0.344792, 1.0]], ['2, k, 17', [0.106679, -0.722558, 1.0]], ['2, k, 18', [0.135978, -1.10908, 1.0]], ['2, k, 19', [0.130894, -1.1484, 1.0]], ['2, k, 20', [0.0014705, 0.117906, 1.0]], ['2, k, 21', [-0.416924, 0.773279, 1.0]], ['2, k, 22', [-0.302894, 0.756647, 1.0]], ['2, k, 23', [0.377554, 0.800755, 1.0]], ['2, k, 24', [0.262045, 0.769165, 1.0]]]
[['2, k, 0', [-0.000983991, -0.347758, 1.0]], ['2, k, 1', [0.000485328, -0.0815349, 1.0]], ['2, k, 2', [0.00154553, 0.185475, 1.0]], ['2, k, 3', [8.44782e-05, 0.315683, 1.0]], ['2, k, 4', [-0.140809, 0.173539, 1.0]], ['2, k, 5', [-0.266159, 0.39947, 1.0]], ['2, k, 6', [-0.35231, 0.642416, 1.0]], ['2, k, 7', [-0.360131, 0.725024, 1.0]], ['2, k, 8', [0.141104, 0.166923, 1.0]], ['2, k, 9', [0.272837, 0.385029, 1.0]], ['2, k, 10', [0.326638, 0.644432, 1.0]], ['2, k, 11', [0.343163, 0.7428, 1.0]], ['2, k, 12', [-0.0673265, -0.341939, 1.0]], ['2, k, 13', [-0.099674, -0.742171, 1.0]], ['2, k, 14', [-0.136939, -1.11634, 1.0]], ['2, k, 15', [-0.138486, -1.15556, 1.0]], ['2, k, 16', [0.0674581, -0.344295, 1.0]], ['2, k, 17', [0.10712, -0.720784, 1.0]], ['2, k, 18', [0.135035, -1.10755, 1.0]], ['2, k, 19', [0.130863, -1.14687, 1.0]], ['2, k, 20', [0.00148931, 0.118666, 1.0]], ['2, k, 21', [-0.387985, 0.782404, 1.0]], ['2, k, 22', [-0.275153, 0.755696, 1.0]], ['2, k, 23', [0.393401, 0.795314, 1.0]], ['2, k, 24', [0.272861, 0.772455, 1.0]]]
[['2, k, 0', [-0.000702129, -0.347309, 1.0]], ['2, k, 1', [0.000576615, -0.0807199, 1.0]], ['2, k, 2', [0.00143191, 0.185667, 1.0]], ['2, k, 3', [-0.000616078, 0.315869, 1.0]], ['2, k, 4', [-0.140821, 0.173546, 1.0]], ['2, k, 5', [-0.267709, 0.397943, 1.0]], ['2, k, 6', [-0.350649, 0.644877, 1.0]], ['2, k, 7', [-0.370542, 0.724043, 1.0]], ['2, k, 8', [0.140629, 0.172894, 1.0]], ['2, k, 9', [0.267793, 0.369711, 1.0]], ['2, k, 10', [0.325058, 0.636257, 1.0]], ['2, k, 11', [0.343549, 0.738209, 1.0]], ['2, k, 12', [-0.0672584, -0.341801, 1.0]], ['2, k, 13', [-0.099782, -0.742111, 1.0]], ['2, k, 14', [-0.13658, -1.11507, 1.0]], ['2, k, 15', [-0.0812852, -1.19421, 1.0]], ['2, k, 16', [0.0676848, -0.343823, 1.0]], ['2, k, 17', [0.106903, -0.721075, 1.0]], ['2, k, 18', [0.134333, -1.10811, 1.0]], ['2, k, 19', [0.132769, -1.1474, 1.0]], ['2, k, 20', [0.00138974, 0.119114, 1.0]], ['2, k, 21', [-0.401689, 0.777436, 1.0]], ['2, k, 22', [-0.300616, 0.756453, 1.0]], ['2, k, 23', [0.383282, 0.801457, 1.0]], ['2, k, 24', [0.270516, 0.768196, 1.0]]]
[['2, k, 0', [-0.000262236, -0.34595, 1.0]], ['2, k, 1', [0.000386303, -0.0796377, 1.0]], ['2, k, 2', [0.00093888, 0.185858, 1.0]], ['2, k, 3', [-0.00127243, 0.317506, 1.0]], ['2, k, 4', [-0.14088, 0.173417, 1.0]], ['2, k, 5', [-0.26948, 0.401194, 1.0]], ['2, k, 6', [-0.34923, 0.636535, 1.0]], ['2, k, 7', [-0.374686, 0.726571, 1.0]], ['2, k, 8', [0.140739, 0.17281, 1.0]], ['2, k, 9', [0.268017, 0.371714, 1.0]], ['2, k, 10', [0.323604, 0.632512, 1.0]], ['2, k, 11', [0.345511, 0.738342, 1.0]], ['2, k, 12', [-0.0664243, -0.339811, 1.0]], ['2, k, 13', [-0.0996548, -0.74199, 1.0]], ['2, k, 14', [-0.136806, -1.11533, 1.0]], ['2, k, 15', [-0.135841, -1.15453, 1.0]], ['2, k, 16', [0.0682694, -0.339564, 1.0]], ['2, k, 17', [0.105977, -0.71991, 1.0]], ['2, k, 18', [0.134323, -1.10689, 1.0]], ['2, k, 19', [0.13267, -1.14618, 1.0]], ['2, k, 20', [0.000926832, 0.119551, 1.0]], ['2, k, 21', [-0.412384, 0.776759, 1.0]], ['2, k, 22', [-0.297479, 0.753926, 1.0]], ['2, k, 23', [0.384332, 0.800544, 1.0]], ['2, k, 24', [0.266856, 0.768016, 1.0]]]
[['2, k, 0', [-0.000333114, -0.343286, 1.0]], ['2, k, 1', [0.000542365, -0.0779711, 1.0]], ['2, k, 2', [0.00108109, 0.186056, 1.0]], ['2, k, 3', [-0.00426717, 0.317727, 1.0]], ['2, k, 4', [-0.141184, 0.173394, 1.0]], ['2, k, 5', [-0.270161, 0.391874, 1.0]], ['2, k, 6', [-0.347777, 0.632932, 1.0]], ['2, k, 7', [-0.360967, 0.723723, 1.0]], ['2, k, 8', [0.140957, 0.172776, 1.0]], ['2, k, 9', [0.268236, 0.373275, 1.0]], ['2, k, 10', [0.323153, 0.628852, 1.0]], ['2, k, 11', [0.342473, 0.736455, 1.0]], ['2, k, 12', [-0.0667124, -0.334975, 1.0]], ['2, k, 13', [-0.0996616, -0.745219, 1.0]], ['2, k, 14', [-0.136643, -1.11566, 1.0]], ['2, k, 15', [-0.135801, -1.1549, 1.0]], ['2, k, 16', [0.0676891, -0.337945, 1.0]], ['2, k, 17', [0.105872, -0.719847, 1.0]], ['2, k, 18', [0.1339, -1.10698, 1.0]], ['2, k, 19', [0.13213, -1.14632, 1.0]], ['2, k, 20', [0.00109894, 0.120081, 1.0]], ['2, k, 21', [-0.371569, 0.783315, 1.0]], ['2, k, 22', [-0.277052, 0.752198, 1.0]], ['2, k, 23', [0.386418, 0.791891, 1.0]], ['2, k, 24', [0.253006, 0.766573, 1.0]]]
[['2, k, 0', [0.00163768, -0.338229, 1.0]], ['2, k, 1', [0.000784161, -0.0767204, 1.0]], ['2, k, 2', [0.000857284, 0.185778, 1.0]], ['2, k, 3', [-0.00374813, 0.318267, 1.0]], ['2, k, 4', [-0.139574, 0.164651, 1.0]], ['2, k, 5', [-0.273967, 0.392783, 1.0]], ['2, k, 6', [-0.35359, 0.629026, 1.0]], ['2, k, 7', [-0.378084, 0.717106, 1.0]], ['2, k, 8', [0.141152, 0.172761, 1.0]], ['2, k, 9', [0.269402, 0.373489, 1.0]], ['2, k, 10', [0.321448, 0.624992, 1.0]], ['2, k, 11', [0.342337, 0.730083, 1.0]], ['2, k, 12', [-0.0622502, -0.329929, 1.0]], ['2, k, 13', [-0.100103, -0.744474, 1.0]], ['2, k, 14', [-0.13945, -1.1147, 1.0]], ['2, k, 15', [-0.0781663, -1.19274, 1.0]], ['2, k, 16', [0.0694981, -0.328588, 1.0]], ['2, k, 17', [0.105316, -0.732265, 1.0]], ['2, k, 18', [0.124404, -1.11285, 1.0]], ['2, k, 19', [0.124117, -1.15218, 1.0]], ['2, k, 20', [0.00102386, 0.120087, 1.0]], ['2, k, 21', [-0.399509, 0.770396, 1.0]], ['2, k, 22', [-0.331305, 0.753938, 1.0]], ['2, k, 23', [0.385414, 0.791115, 1.0]], ['2, k, 24', [0.255929, 0.762389, 1.0]]]
[['2, k, 0', [0.00203996, -0.341105, 1.0]], ['2, k, 1', [0.00176663, -0.0772025, 1.0]], ['2, k, 2', [0.00308725, 0.186067, 1.0]], ['2, k, 3', [-0.00334254, 0.317671, 1.0]], ['2, k, 4', [-0.139484, 0.162364, 1.0]], ['2, k, 5', [-0.277593, 0.394755, 1.0]], ['2, k, 6', [-0.35282, 0.624491, 1.0]], ['2, k, 7', [-0.373614, 0.714736, 1.0]], ['2, k, 8', [0.141151, 0.172769, 1.0]], ['2, k, 9', [0.269912, 0.376137, 1.0]], ['2, k, 10', [0.324186, 0.612684, 1.0]], ['2, k, 11', [0.346169, 0.722519, 1.0]], ['2, k, 12', [-0.0632976, -0.335333, 1.0]], ['2, k, 13', [-0.100128, -0.744288, 1.0]], ['2, k, 14', [-0.137958, -1.11255, 1.0]], ['2, k, 15', [-0.0845678, -1.19121, 1.0]], ['2, k, 16', [0.0703983, -0.336232, 1.0]], ['2, k, 17', [0.105315, -0.731276, 1.0]], ['2, k, 18', [0.131285, -1.09407, 1.0]], ['2, k, 19', [0.0488117, -1.16144, 1.0]], ['2, k, 20', [0.00285897, 0.120315, 1.0]], ['2, k, 21', [-0.40188, 0.765357, 1.0]], ['2, k, 22', [-0.298619, 0.745439, 1.0]], ['2, k, 23', [0.387166, 0.786571, 1.0]], ['2, k, 24', [0.252461, 0.754852, 1.0]]]
