[['2, k, 0', [0.0377507, -0.451163, 1.0]], ['2, k, 1', [0.0301378, -0.119005, 1.0]], ['2, k, 2', [0.0225468, 0.206658, 1.0]], ['2, k, 3', [0.0306951, 0.354101, 1.0]], ['2, k, 4', [-0.14818, 0.10436, 1.0]], ['2, k, 5', [-0.208681, -0.166055, 1.0]], ['2, k, 6', [-0.227903, -0.400676, 1.0]], ['2, k, 7', [-0.225118, -0.46332, 1.0]], ['2, k, 8', [0.199532, 0.0945446, 1.0]], ['2, k, 9', [0.278006, -0.156919, 1.0]], ['2, k, 10', [0.278619, -0.385686, 1.0]], ['2, k, 11', [0.283091, -0.448078, 1.0]], ['2, k, 12', [-0.0418356, -0.443533, 1.0]], ['2, k, 13', [0.0144575, -0.901491, 1.0]], ['2, k, 14', [-0.0690587, -1.21454, 1.0]], ['2, k, 15', [-0.163537, -1.28526, 1.0]], ['2, k, 16', [0.116432, -0.447994, 1.0]], ['2, k, 17', [0.0939117, -0.919294, 1.0]], ['2, k, 18', [0.146395, -1.23535, 1.0]], ['2, k, 19', [0.152974, -1.28938, 1.0]], ['2, k, 20', [0.0244468, 0.126141, 1.0]], ['2, k, 21', [-0.231457, -0.526262, 1.0]], ['2, k, 22', [-0.168288, -0.493172, 1.0]], ['2, k, 23', [0.299193, -0.499087, 1.0]], ['2, k, 24', [0.240022, -0.467836, 1.0]]]
[['2, k, 0', [0.0331359, -0.434193, 1.0]], ['2, k, 1', [0.0155129, -0.0920219, 1.0]], ['2, k, 2', [-0.000908298, 0.242733, 1.0]], ['2, k, 3', [0.0471896, 0.365091, 1.0]], ['2, k, 4', [-0.0979852, 0.0808442, 1.0]], ['2, k, 5', [-0.0115577, 0.113859, 1.0]], ['2, k, 6', [0.1769, 0.104565, 1.0]], ['2, k, 7', [0.232217, 0.0980057, 1.0]], ['2, k, 8', [0.152184, 0.170357, 1.0]], ['2, k, 9', [0.173159, 0.101323, 1.0]], ['2, k, 10', [0.449049, 0.149576, 1.0]], ['2, k, 11', [0.588161, 0.153956, 1.0]], ['2, k, 12', [-0.0256785, -0.434176, 1.0]], ['2, k, 13', [-0.0498466, -0.846033, 1.0]], ['2, k, 14', [-0.0438381, -1.14344, 1.0]], ['2, k, 15', [-0.0780188, -1.19983, 1.0]], ['2, k, 16', [0.0905609, -0.42581, 1.0]], ['2, k, 17', [0.105826, -0.770328, 1.0]], ['2, k, 18', [0.105104, -1.12916, 1.0]], ['2, k, 19', [0.133158, -1.1868, 1.0]], ['2, k, 20', [0.00312463, 0.160096, 1.0]], ['2, k, 21', [0.277346, 0.0750746, 1.0]], ['2, k, 22', [0.176934, 0.0830859, 1.0]], ['2, k, 23', [0.667684, 0.151175, 1.0]], ['2, k, 24', [0.561855, 0.122702, 1.0]]]
[['2, k, 0', [0.027635, -0.426929, 1.0]], ['2, k, 1', [0.0148178, -0.0917733, 1.0]], ['2, k, 2', [-0.000797245, 0.23994, 1.0]], ['2, k, 3', [0.0436203, 0.36345, 1.0]], ['2, k, 4', [-0.1067, 0.202469, 1.0]], ['2, k, 5', [-0.0252493, 0.187406, 1.0]], ['2, k, 6', [0.144497, 0.109513, 1.0]], ['2, k, 7', [0.208561, 0.0969679, 1.0]], ['2, k, 8', [0.151972, 0.169495, 1.0]], ['2, k, 9', [0.216056, 0.147664, 1.0]], ['2, k, 10', [0.488246, 0.160727, 1.0]], ['2, k, 11', [0.583912, 0.140122, 1.0]], ['2, k, 12', [-0.0354736, -0.422091, 1.0]], ['2, k, 13', [-0.0493447, -0.846506, 1.0]], ['2, k, 14', [-0.0424207, -1.14378, 1.0]], ['2, k, 15', [-0.0767083, -1.19793, 1.0]], ['2, k, 16', [0.0876944, -0.420606, 1.0]], ['2, k, 17', [0.108039, -0.768041, 1.0]], ['2, k, 18', [0.105244, -1.12321, 1.0]], ['2, k, 19', [0.132058, -1.1859, 1.0]], ['2, k, 20', [0.00294596, 0.158626, 1.0]], ['2, k, 21', [0.258376, 0.0832811, 1.0]], ['2, k, 22', [0.148531, 0.0822033, 1.0]], ['2, k, 23', [0.62771, 0.141239, 1.0]], ['2, k, 24', [0.513807, 0.125436, 1.0]]]
[['2, k, 0', [0.0290083, -0.421178, 1.0]], ['2, k, 1', [0.0159873, -0.0908604, 1.0]], ['2, k, 2', [0.00372148, 0.23637, 1.0]], ['2, k, 3', [0.0407137, 0.35982, 1.0]], ['2, k, 4', [-0.106585, 0.201106, 1.0]], ['2, k, 5', [-0.084355, 0.123473, 1.0]], ['2, k, 6', [0.0842477, 0.112959, 1.0]], ['2, k, 7', [0.19679, 0.0973315, 1.0]], ['2, k, 8', [0.169559, 0.195378, 1.0]], ['2, k, 9', [0.408032, 0.159681, 1.0]], ['2, k, 10', [0.556161, 0.137486, 1.0]], ['2, k, 11', [0.571209, 0.138617, 1.0]], ['2, k, 12', [-0.0359473, -0.418338, 1.0]], ['2, k, 13', [-0.0479281, -0.848478, 1.0]], ['2, k, 14', [-0.0423131, -1.14585, 1.0]], ['2, k, 15', [-0.0730432, -1.19605, 1.0]], ['2, k, 16', [0.0931488, -0.412562, 1.0]], ['2, k, 17', [0.108831, -0.767244, 1.0]], ['2, k, 18', [0.103975, -1.12363, 1.0]], ['2, k, 19', [0.131039, -1.186, 1.0]], ['2, k, 20', [0.00632402, 0.156553, 1.0]], ['2, k, 21', [0.238054, 0.0819979, 1.0]], ['2, k, 22', [0.143249, 0.0859928, 1.0]], ['2, k, 23', [0.618569, 0.126652, 1.0]], ['2, k, 24', [0.506342, 0.121606, 1.0]]]
[['2, k, 0', [0.028367, -0.418449, 1.0]], ['2, k, 1', [0.0155808, -0.0889118, 1.0]], ['2, k, 2', [0.00345908, 0.237035, 1.0]], ['2, k, 3', [0.0396609, 0.35989, 1.0]], ['2, k, 4', [-0.106672, 0.201355, 1.0]], ['2, k, 5', [-0.0904979, 0.122304, 1.0]], ['2, k, 6', [0.078008, 0.113276, 1.0]], ['2, k, 7', [0.168799, 0.0966661, 1.0]], ['2, k, 8', [0.163577, 0.193561, 1.0]], ['2, k, 9', [0.371913, 0.166637, 1.0]], ['2, k, 10', [0.514621, 0.140396, 1.0]], ['2, k, 11', [0.563857, 0.135535, 1.0]], ['2, k, 12', [-0.0371843, -0.41524, 1.0]], ['2, k, 13', [-0.0468949, -0.847329, 1.0]], ['2, k, 14', [-0.0415744, -1.14467, 1.0]], ['2, k, 15', [-0.0750391, -1.19553, 1.0]], ['2, k, 16', [0.0930868, -0.410686, 1.0]], ['2, k, 17', [0.109695, -0.765077, 1.0]], ['2, k, 18', [0.0997023, -1.11703, 1.0]], ['2, k, 19', [0.130805, -1.18589, 1.0]], ['2, k, 20', [0.00613512, 0.157171, 1.0]], ['2, k, 21', [0.209822, 0.0733642, 1.0]], ['2, k, 22', [0.11334, 0.0857894, 1.0]], ['2, k, 23', [0.587615, 0.115011, 1.0]], ['2, k, 24', [0.486717, 0.119281, 1.0]]]
[['2, k, 0', [0.0282866, -0.416486, 1.0]], ['2, k, 1', [0.0153057, -0.0876337, 1.0]], ['2, k, 2', [0.00298811, 0.23746, 1.0]], ['2, k, 3', [0.0351649, 0.359821, 1.0]], ['2, k, 4', [-0.106831, 0.201287, 1.0]], ['2, k, 5', [-0.0904439, 0.126177, 1.0]], ['2, k, 6', [0.0433258, 0.110793, 1.0]], ['2, k, 7', [0.150013, 0.0965992, 1.0]], ['2, k, 8', [0.163069, 0.193487, 1.0]], ['2, k, 9', [0.366568, 0.163852, 1.0]], ['2, k, 10', [0.50513, 0.154962, 1.0]], ['2, k, 11', [0.552024, 0.133438, 1.0]], ['2, k, 12', [-0.0382719, -0.412882, 1.0]], ['2, k, 13', [-0.0464916, -0.846272, 1.0]], ['2, k, 14', [-0.0414249, -1.14379, 1.0]], ['2, k, 15', [-0.0749927, -1.19663, 1.0]], ['2, k, 16', [0.0939093, -0.409268, 1.0]], ['2, k, 17', [0.109126, -0.765214, 1.0]], ['2, k, 18', [0.102788, -1.11444, 1.0]], ['2, k, 19', [0.130996, -1.18485, 1.0]], ['2, k, 20', [0.00580785, 0.157601, 1.0]], ['2, k, 21', [0.189487, 0.0798301, 1.0]], ['2, k, 22', [0.0909501, 0.0918074, 1.0]], ['2, k, 23', [0.567979, 0.110084, 1.0]], ['2, k, 24', [0.48184, 0.122845, 1.0]]]
[['2, k, 0', [0.0272192, -0.413953, 1.0]], ['2, k, 1', [0.0149405, -0.0871111, 1.0]], ['2, k, 2', [0.00276295, 0.237172, 1.0]], ['2, k, 3', [0.0348528, 0.359316, 1.0]], ['2, k, 4', [-0.107576, 0.201032, 1.0]], ['2, k, 5', [-0.0987754, 0.129722, 1.0]], ['2, k, 6', [0.0355164, 0.111198, 1.0]], ['2, k, 7', [0.119772, 0.0963255, 1.0]], ['2, k, 8', [0.163071, 0.19328, 1.0]], ['2, k, 9', [0.360802, 0.159296, 1.0]], ['2, k, 10', [0.494211, 0.153589, 1.0]], ['2, k, 11', [0.538696, 0.132771, 1.0]], ['2, k, 12', [-0.0399376, -0.410629, 1.0]], ['2, k, 13', [-0.0342647, -0.794866, 1.0]], ['2, k, 14', [-0.0415731, -1.12276, 1.0]], ['2, k, 15', [-0.0725242, -1.19177, 1.0]], ['2, k, 16', [0.0935924, -0.406783, 1.0]], ['2, k, 17', [0.107612, -0.764868, 1.0]], ['2, k, 18', [0.105195, -1.11187, 1.0]], ['2, k, 19', [0.130597, -1.18516, 1.0]], ['2, k, 20', [0.00564825, 0.157479, 1.0]], ['2, k, 21', [0.156715, 0.0670406, 1.0]], ['2, k, 22', [0.0499278, 0.0869149, 1.0]], ['2, k, 23', [0.577459, 0.122726, 1.0]], ['2, k, 24', [0.477489, 0.12237, 1.0]]]
[['2, k, 0', [0.0251457, -0.411778, 1.0]], ['2, k, 1', [0.0137832, -0.085246, 1.0]], ['2, k, 2', [0.00238088, 0.237887, 1.0]], ['2, k, 3', [0.0313709, 0.359093, 1.0]], ['2, k, 4', [-0.107847, 0.200857, 1.0]], ['2, k, 5', [-0.100787, 0.130767, 1.0]], ['2, k, 6', [-0.0178441, 0.11153, 1.0]], ['2, k, 7', [0.0728715, 0.101259, 1.0]], ['2, k, 8', [0.166918, 0.191331, 1.0]], ['2, k, 9', [0.354784, 0.162056, 1.0]], ['2, k, 10', [0.468116, 0.157947, 1.0]], ['2, k, 11', [0.525831, 0.130975, 1.0]], ['2, k, 12', [-0.0430573, -0.408029, 1.0]], ['2, k, 13', [-0.0436368, -0.848509, 1.0]], ['2, k, 14', [-0.0413061, -1.14589, 1.0]], ['2, k, 15', [-0.0811043, -1.19616, 1.0]], ['2, k, 16', [0.0924357, -0.405171, 1.0]], ['2, k, 17', [0.107286, -0.763824, 1.0]], ['2, k, 18', [0.100013, -1.11775, 1.0]], ['2, k, 19', [0.130934, -1.18599, 1.0]], ['2, k, 20', [0.00516232, 0.158293, 1.0]], ['2, k, 21', [0.113132, 0.0952134, 1.0]], ['2, k, 22', [-0.00414519, 0.0841784, 1.0]], ['2, k, 23', [0.566485, 0.125902, 1.0]], ['2, k, 24', [0.468005, 0.118934, 1.0]]]
[['2, k, 0', [0.0248792, -0.411584, 1.0]], ['2, k, 1', [0.0134277, -0.0846444, 1.0]], ['2, k, 2', [0.0020053, 0.238488, 1.0]], ['2, k, 3', [0.0306476, 0.359401, 1.0]], ['2, k, 4', [-0.10803, 0.200591, 1.0]], ['2, k, 5', [-0.101762, 0.131133, 1.0]], ['2, k, 6', [0.0638391, 0.109971, 1.0]], ['2, k, 7', [0.0738802, 0.099171, 1.0]], ['2, k, 8', [0.167265, 0.190645, 1.0]], ['2, k, 9', [0.351223, 0.163019, 1.0]], ['2, k, 10', [0.46046, 0.15608, 1.0]], ['2, k, 11', [0.511616, 0.129034, 1.0]], ['2, k, 12', [-0.0435593, -0.407719, 1.0]], ['2, k, 13', [-0.042797, -0.844966, 1.0]], ['2, k, 14', [-0.041152, -1.14237, 1.0]], ['2, k, 15', [-0.0806228, -1.19405, 1.0]], ['2, k, 16', [0.0924606, -0.405239, 1.0]], ['2, k, 17', [0.107038, -0.763766, 1.0]], ['2, k, 18', [0.104767, -1.11069, 1.0]], ['2, k, 19', [0.131471, -1.18573, 1.0]], ['2, k, 20', [0.00480586, 0.158828, 1.0]], ['2, k, 21', [0.0858568, 0.0983429, 1.0]], ['2, k, 22', [0.0146717, 0.0897104, 1.0]], ['2, k, 23', [0.553558, 0.121874, 1.0]], ['2, k, 24', [0.461775, 0.114185, 1.0]]]
[['2, k, 0', [0.0242272, -0.411313, 1.0]], ['2, k, 1', [0.0133347, -0.0842764, 1.0]], ['2, k, 2', [0.00230708, 0.238665, 1.0]], ['2, k, 3', [0.0301358, 0.35917, 1.0]], ['2, k, 4', [-0.108521, 0.200402, 1.0]], ['2, k, 5', [-0.103194, 0.13163, 1.0]], ['2, k, 6', [0.062787, 0.110223, 1.0]], ['2, k, 7', [0.0577843, 0.0992248, 1.0]], ['2, k, 8', [0.167613, 0.188177, 1.0]], ['2, k, 9', [0.338572, 0.166607, 1.0]], ['2, k, 10', [0.437287, 0.154359, 1.0]], ['2, k, 11', [0.506455, 0.127875, 1.0]], ['2, k, 12', [-0.0445428, -0.407248, 1.0]], ['2, k, 13', [-0.0433737, -0.845543, 1.0]], ['2, k, 14', [-0.0414893, -1.14281, 1.0]], ['2, k, 15', [-0.0864846, -1.19553, 1.0]], ['2, k, 16', [0.0921987, -0.405342, 1.0]], ['2, k, 17', [0.105932, -0.763545, 1.0]], ['2, k, 18', [0.10024, -1.12051, 1.0]], ['2, k, 19', [0.130036, -1.18621, 1.0]], ['2, k, 20', [0.00501444, 0.15901, 1.0]], ['2, k, 21', [0.0588399, 0.0904858, 1.0]], ['2, k, 22', [0.00598689, 0.100351, 1.0]], ['2, k, 23', [0.550317, 0.125167, 1.0]], ['2, k, 24', [0.469327, 0.106711, 1.0]]]
[['2, k, 0', [0.0238608, -0.410116, 1.0]], ['2, k, 1', [0.0132847, -0.0838265, 1.0]], ['2, k, 2', [0.00245173, 0.238508, 1.0]], ['2, k, 3', [0.0296937, 0.358548, 1.0]], ['2, k, 4', [-0.11068, 0.200934, 1.0]], ['2, k, 5', [-0.106709, 0.133273, 1.0]], ['2, k, 6', [0.0598893, 0.111491, 1.0]], ['2, k, 7', [0.0135424, 0.10011, 1.0]], ['2, k, 8', [0.167922, 0.187781, 1.0]], ['2, k, 9', [0.336831, 0.167766, 1.0]], ['2, k, 10', [0.425866, 0.155521, 1.0]], ['2, k, 11', [0.491499, 0.126147, 1.0]], ['2, k, 12', [-0.0453638, -0.406291, 1.0]], ['2, k, 13', [-0.0440821, -0.845573, 1.0]], ['2, k, 14', [-0.0400148, -1.14293, 1.0]], ['2, k, 15', [-0.0719061, -1.19244, 1.0]], ['2, k, 16', [0.0924506, -0.404037, 1.0]], ['2, k, 17', [0.104318, -0.767993, 1.0]], ['2, k, 18', [0.0956961, -1.12445, 1.0]], ['2, k, 19', [0.130424, -1.18725, 1.0]], ['2, k, 20', [0.00511653, 0.158956, 1.0]], ['2, k, 21', [0.0025807, 0.0921587, 1.0]], ['2, k, 22', [-0.0375788, 0.0950055, 1.0]], ['2, k, 23', [0.519062, 0.109809, 1.0]], ['2, k, 24', [0.445851, 0.125206, 1.0]]]
[['2, k, 0', [0.0232004, -0.409909, 1.0]], ['2, k, 1', [0.0132541, -0.0852026, 1.0]], ['2, k, 2', [0.00358426, 0.232336, 1.0]], ['2, k, 3', [0.027877, 0.354238, 1.0]], ['2, k, 4', [-0.111444, 0.200579, 1.0]], ['2, k, 5', [-0.107676, 0.133232, 1.0]], ['2, k, 6', [0.0590662, 0.111445, 1.0]], ['2, k, 7', [-0.000456736, 0.0994662, 1.0]], ['2, k, 8', [0.16891, 0.18585, 1.0]], ['2, k, 9', [0.336624, 0.167277, 1.0]], ['2, k, 10', [0.414847, 0.156091, 1.0]], ['2, k, 11', [0.47886, 0.123426, 1.0]], ['2, k, 12', [-0.0459963, -0.406031, 1.0]], ['2, k, 13', [-0.0451671, -0.844114, 1.0]], ['2, k, 14', [-0.0402606, -1.14149, 1.0]], ['2, k, 15', [-0.070785, -1.19371, 1.0]], ['2, k, 16', [0.091902, -0.404127, 1.0]], ['2, k, 17', [0.105101, -0.774874, 1.0]], ['2, k, 18', [0.0983232, -1.12641, 1.0]], ['2, k, 19', [0.129956, -1.18663, 1.0]], ['2, k, 20', [0.00585739, 0.154285, 1.0]], ['2, k, 21', [-0.0328172, 0.0930122, 1.0]], ['2, k, 22', [-0.0454443, 0.101019, 1.0]], ['2, k, 23', [0.550937, 0.123359, 1.0]], ['2, k, 24', [0.437891, 0.102766, 1.0]]]
[['2, k, 0', [0.022281, -0.409275, 1.0]], ['2, k, 1', [0.0131259, -0.086, 1.0]], ['2, k, 2', [0.00411798, 0.229904, 1.0]], ['2, k, 3', [0.0271943, 0.352525, 1.0]], ['2, k, 4', [-0.11178, 0.200421, 1.0]], ['2, k, 5', [-0.112842, 0.141199, 1.0]], ['2, k, 6', [0.0549077, 0.11933, 1.0]], ['2, k, 7', [-0.0140197, 0.0992977, 1.0]], ['2, k, 8', [0.166701, 0.183937, 1.0]], ['2, k, 9', [0.33072, 0.167536, 1.0]], ['2, k, 10', [0.410517, 0.132313, 1.0]], ['2, k, 11', [0.466296, 0.120859, 1.0]], ['2, k, 12', [-0.0472228, -0.405724, 1.0]], ['2, k, 13', [-0.04427, -0.843561, 1.0]], ['2, k, 14', [-0.040934, -1.14085, 1.0]], ['2, k, 15', [-0.0703478, -1.1932, 1.0]], ['2, k, 16', [0.0914505, -0.403203, 1.0]], ['2, k, 17', [0.104069, -0.772242, 1.0]], ['2, k, 18', [0.0988268, -1.12328, 1.0]], ['2, k, 19', [0.131971, -1.18636, 1.0]], ['2, k, 20', [0.00622317, 0.152222, 1.0]], ['2, k, 21', [-0.0278327, 0.0933601, 1.0]], ['2, k, 22', [-0.0466113, 0.101011, 1.0]], ['2, k, 23', [0.556169, 0.122859, 1.0]], ['2, k, 24', [0.426612, 0.0876889, 1.0]]]
[['2, k, 0', [0.0213618, -0.405471, 1.0]], ['2, k, 1', [0.0129369, -0.0859325, 1.0]], ['2, k, 2', [0.00419849, 0.228052, 1.0]], ['2, k, 3', [0.0257391, 0.350483, 1.0]], ['2, k, 4', [-0.112618, 0.200765, 1.0]], ['2, k, 5', [-0.115284, 0.145839, 1.0]], ['2, k, 6', [0.0534414, 0.124269, 1.0]], ['2, k, 7', [0.160451, 0.102721, 1.0]], ['2, k, 8', [0.163452, 0.184233, 1.0]], ['2, k, 9', [0.335036, 0.163756, 1.0]], ['2, k, 10', [0.390282, 0.137058, 1.0]], ['2, k, 11', [0.460369, 0.119649, 1.0]], ['2, k, 12', [-0.0489299, -0.401676, 1.0]], ['2, k, 13', [-0.043016, -0.838409, 1.0]], ['2, k, 14', [-0.0468791, -1.13586, 1.0]], ['2, k, 15', [-0.0853221, -1.1974, 1.0]], ['2, k, 16', [0.091166, -0.399947, 1.0]], ['2, k, 17', [0.104116, -0.772287, 1.0]], ['2, k, 18', [0.0988495, -1.12037, 1.0]], ['2, k, 19', [0.131447, -1.18649, 1.0]], ['2, k, 20', [0.00624779, 0.150963, 1.0]], ['2, k, 21', [0.180466, 0.104518, 1.0]], ['2, k, 22', [0.139533, 0.0997798, 1.0]], ['2, k, 23', [0.541982, 0.121491, 1.0]], ['2, k, 24', [0.438145, 0.0973255, 1.0]]]
[['2, k, 0', [0.0215172, -0.403635, 1.0]], ['2, k, 1', [0.0119846, -0.0856136, 1.0]], ['2, k, 2', [0.00161058, 0.226445, 1.0]], ['2, k, 3', [0.0244754, 0.349061, 1.0]], ['2, k, 4', [-0.112068, 0.201079, 1.0]], ['2, k, 5', [-0.115079, 0.14828, 1.0]], ['2, k, 6', [0.0537547, 0.126754, 1.0]], ['2, k, 7', [0.157667, 0.104428, 1.0]], ['2, k, 8', [0.162183, 0.184218, 1.0]], ['2, k, 9', [0.334926, 0.163434, 1.0]], ['2, k, 10', [0.390325, 0.136891, 1.0]], ['2, k, 11', [0.404751, 0.117735, 1.0]], ['2, k, 12', [-0.0490551, -0.400139, 1.0]], ['2, k, 13', [-0.041956, -0.834377, 1.0]], ['2, k, 14', [-0.0451411, -1.1316, 1.0]], ['2, k, 15', [-0.0652248, -1.19202, 1.0]], ['2, k, 16', [0.0916391, -0.397925, 1.0]], ['2, k, 17', [0.104032, -0.771648, 1.0]], ['2, k, 18', [0.0974813, -1.12447, 1.0]], ['2, k, 19', [0.131841, -1.18661, 1.0]], ['2, k, 20', [0.00421691, 0.149816, 1.0]], ['2, k, 21', [0.169305, 0.10068, 1.0]], ['2, k, 22', [0.136924, 0.102884, 1.0]], ['2, k, 23', [0.427614, 0.10156, 1.0]], ['2, k, 24', [0.33892, 0.109446, 1.0]]]
[['2, k, 0', [0.0219562, -0.401361, 1.0]], ['2, k, 1', [0.0123329, -0.0852096, 1.0]], ['2, k, 2', [0.00202654, 0.225782, 1.0]], ['2, k, 3', [0.0231449, 0.347612, 1.0]], ['2, k, 4', [-0.11201, 0.200956, 1.0]], ['2, k, 5', [-0.115175, 0.149003, 1.0]], ['2, k, 6', [0.0536309, 0.127474, 1.0]], ['2, k, 7', [0.153887, 0.102523, 1.0]], ['2, k, 8', [0.160123, 0.182991, 1.0]], ['2, k, 9', [0.334444, 0.161667, 1.0]], ['2, k, 10', [0.390629, 0.135784, 1.0]], ['2, k, 11', [0.397182, 0.118551, 1.0]], ['2, k, 12', [-0.0489205, -0.397861, 1.0]], ['2, k, 13', [-0.0412325, -0.833465, 1.0]], ['2, k, 14', [-0.0420031, -1.13046, 1.0]], ['2, k, 15', [-0.065187, -1.19227, 1.0]], ['2, k, 16', [0.0923782, -0.395781, 1.0]], ['2, k, 17', [0.103512, -0.77057, 1.0]], ['2, k, 18', [0.0974155, -1.12616, 1.0]], ['2, k, 19', [0.131648, -1.18693, 1.0]], ['2, k, 20', [0.00460767, 0.149275, 1.0]], ['2, k, 21', [0.176901, 0.100947, 1.0]], ['2, k, 22', [0.13773, 0.0990841, 1.0]], ['2, k, 23', [0.43177, 0.0974701, 1.0]], ['2, k, 24', [0.333183, 0.106543, 1.0]]]
[['2, k, 0', [0.0216736, -0.399555, 1.0]], ['2, k, 1', [0.0120396, -0.0830572, 1.0]], ['2, k, 2', [0.00192672, 0.227781, 1.0]], ['2, k, 3', [0.0232994, 0.349139, 1.0]], ['2, k, 4', [-0.111802, 0.201993, 1.0]], ['2, k, 5', [-0.115036, 0.151729, 1.0]], ['2, k, 6', [0.0537851, 0.13023, 1.0]], ['2, k, 7', [-0.105979, 0.100624, 1.0]], ['2, k, 8', [0.159595, 0.18306, 1.0]], ['2, k, 9', [0.334618, 0.161403, 1.0]], ['2, k, 10', [0.390842, 0.13548, 1.0]], ['2, k, 11', [0.375841, 0.113018, 1.0]], ['2, k, 12', [-0.0492428, -0.396375, 1.0]], ['2, k, 13', [-0.0408734, -0.832286, 1.0]], ['2, k, 14', [-0.0418292, -1.12937, 1.0]], ['2, k, 15', [-0.0663095, -1.19336, 1.0]], ['2, k, 16', [0.0921635, -0.393661, 1.0]], ['2, k, 17', [0.104313, -0.770082, 1.0]], ['2, k, 18', [0.0959527, -1.13235, 1.0]], ['2, k, 19', [0.127171, -1.18898, 1.0]], ['2, k, 20', [0.00446604, 0.151137, 1.0]], ['2, k, 21', [-0.130716, 0.0909609, 1.0]], ['2, k, 22', [-0.13547, 0.127678, 1.0]], ['2, k, 23', [0.37166, 0.0814979, 1.0]], ['2, k, 24', [0.302202, 0.107606, 1.0]]]
[['2, k, 0', [0.021968, -0.398919, 1.0]], ['2, k, 1', [0.0123994, -0.0832862, 1.0]], ['2, k, 2', [0.00243636, 0.226832, 1.0]], ['2, k, 3', [0.0210096, 0.347624, 1.0]], ['2, k, 4', [-0.110884, 0.201356, 1.0]], ['2, k, 5', [-0.114285, 0.151659, 1.0]], ['2, k, 6', [0.0545042, 0.130159, 1.0]], ['2, k, 7', [-0.136211, 0.101953, 1.0]], ['2, k, 8', [0.160129, 0.181961, 1.0]], ['2, k, 9', [0.335588, 0.159929, 1.0]], ['2, k, 10', [0.391596, 0.134121, 1.0]], ['2, k, 11', [0.35601, 0.11245, 1.0]], ['2, k, 12', [-0.0487536, -0.395849, 1.0]], ['2, k, 13', [-0.0401241, -0.831689, 1.0]], ['2, k, 14', [-0.03922, -1.12876, 1.0]], ['2, k, 15', [-0.074259, -1.1942, 1.0]], ['2, k, 16', [0.0921988, -0.392942, 1.0]], ['2, k, 17', [0.102512, -0.828516, 1.0]], ['2, k, 18', [0.0981588, -1.12456, 1.0]], ['2, k, 19', [0.128923, -1.18851, 1.0]], ['2, k, 20', [0.00493595, 0.150307, 1.0]], ['2, k, 21', [-0.158849, 0.0905659, 1.0]], ['2, k, 22', [-0.170272, 0.122186, 1.0]], ['2, k, 23', [0.327175, 0.078692, 1.0]], ['2, k, 24', [0.279879, 0.106831, 1.0]]]
[['2, k, 0', [0.0230632, -0.400024, 1.0]], ['2, k, 1', [0.0126851, -0.0829515, 1.0]], ['2, k, 2', [0.00234472, 0.2289, 1.0]], ['2, k, 3', [0.0205502, 0.348981, 1.0]], ['2, k, 4', [-0.103903, 0.146756, 1.0]], ['2, k, 5', [-0.10795, 0.0997183, 1.0]], ['2, k, 6', [0.0607566, 0.078377, 1.0]], ['2, k, 7', [-0.152654, 0.102735, 1.0]], ['2, k, 8', [0.160529, 0.182725, 1.0]], ['2, k, 9', [0.33624, 0.160627, 1.0]], ['2, k, 10', [0.392247, 0.134872, 1.0]], ['2, k, 11', [0.339032, 0.110872, 1.0]], ['2, k, 12', [-0.0477369, -0.397508, 1.0]], ['2, k, 13', [-0.0391991, -0.831055, 1.0]], ['2, k, 14', [-0.0392468, -1.1281, 1.0]], ['2, k, 15', [-0.0773531, -1.19448, 1.0]], ['2, k, 16', [0.0933884, -0.39355, 1.0]], ['2, k, 17', [0.102033, -0.772182, 1.0]], ['2, k, 18', [0.094978, -1.11709, 1.0]], ['2, k, 19', [0.128897, -1.18803, 1.0]], ['2, k, 20', [0.0049687, 0.151698, 1.0]], ['2, k, 21', [-0.179346, 0.108276, 1.0]], ['2, k, 22', [-0.190807, 0.129255, 1.0]], ['2, k, 23', [0.314212, 0.074601, 1.0]], ['2, k, 24', [0.270433, 0.106225, 1.0]]]
[['2, k, 0', [0.0241216, -0.404951, 1.0]], ['2, k, 1', [0.0150123, -0.0879555, 1.0]], ['2, k, 2', [0.00610892, 0.223682, 1.0]], ['2, k, 3', [0.0187836, 0.346811, 1.0]], ['2, k, 4', [-0.101569, 0.0927198, 1.0]], ['2, k, 5', [-0.105628, 0.0459575, 1.0]], ['2, k, 6', [0.0630341, 0.0248042, 1.0]], ['2, k, 7', [0.119162, 0.0178107, 1.0]], ['2, k, 8', [0.162298, 0.180675, 1.0]], ['2, k, 9', [0.33842, 0.158313, 1.0]], ['2, k, 10', [0.394232, 0.13255, 1.0]], ['2, k, 11', [0.32872, 0.107565, 1.0]], ['2, k, 12', [-0.0470253, -0.403665, 1.0]], ['2, k, 13', [-0.0411806, -0.836932, 1.0]], ['2, k, 14', [-0.0395463, -1.13398, 1.0]], ['2, k, 15', [-0.0759889, -1.19445, 1.0]], ['2, k, 16', [0.0947785, -0.397351, 1.0]], ['2, k, 17', [0.096779, -0.803379, 1.0]], ['2, k, 18', [0.0955823, -1.11823, 1.0]], ['2, k, 19', [0.128744, -1.18811, 1.0]], ['2, k, 20', [0.0083367, 0.146561, 1.0]], ['2, k, 21', [0.0913852, 0.0236977, 1.0]], ['2, k, 22', [0.0784927, 0.0451316, 1.0]], ['2, k, 23', [0.293863, 0.0704159, 1.0]], ['2, k, 24', [0.260702, 0.103755, 1.0]]]
