[['2, k, 0', [-0.0147218, -0.383151, 1.0]], ['2, k, 1', [-0.0221024, -0.0872587, 1.0]], ['2, k, 2', [-0.0292535, 0.20333, 1.0]], ['2, k, 3', [-0.0252605, 0.358559, 1.0]], ['2, k, 4', [-0.170362, 0.119489, 1.0]], ['2, k, 5', [-0.241153, 0.0182285, 1.0]], ['2, k, 6', [-0.307923, -0.0867698, 1.0]], ['2, k, 7', [-0.338334, -0.155493, 1.0]], ['2, k, 8', [0.124958, 0.110129, 1.0]], ['2, k, 9', [0.213278, -0.0256408, 1.0]], ['2, k, 10', [0.256164, -0.161181, 1.0]], ['2, k, 11', [0.275297, -0.213782, 1.0]], ['2, k, 12', [-0.0816888, -0.376921, 1.0]], ['2, k, 13', [-0.141798, -0.809015, 1.0]], ['2, k, 14', [-0.15163, -1.1805, 1.0]], ['2, k, 15', [-0.171283, -1.25966, 1.0]], ['2, k, 16', [0.0525588, -0.381168, 1.0]], ['2, k, 17', [0.111055, -0.767968, 1.0]], ['2, k, 18', [0.149154, -1.17055, 1.0]], ['2, k, 19', [0.158432, -1.23095, 1.0]], ['2, k, 20', [-0.0275016, 0.131411, 1.0]], ['2, k, 21', [-0.348715, -0.199397, 1.0]], ['2, k, 22', [-0.374332, -0.140742, 1.0]], ['2, k, 23', [0.258666, -0.261311, 1.0]], ['2, k, 24', [0.240569, -0.202024, 1.0]]]
[['2, k, 0', [-0.0371216, -0.432828, 1.0]], ['2, k, 1', [-0.0147606, -0.160082, 1.0]], ['2, k, 2', [0.000826087, 0.109343, 1.0]], ['2, k, 3', [-0.0230151, 0.258179, 1.0]], ['2, k, 4', [-0.177606, 0.0538282, 1.0]], ['2, k, 5', [-0.32027, -0.0624289, 1.0]], ['2, k, 6', [-0.250733, -0.190765, 1.0]], ['2, k, 7', [-0.20505, -0.230792, 1.0]], ['2, k, 8', [0.140926, 0.0285688, 1.0]], ['2, k, 9', [0.195532, -0.103618, 1.0]], ['2, k, 10', [0.0304112, -0.21182, 1.0]], ['2, k, 11', [-0.0244196, -0.248011, 1.0]], ['2, k, 12', [-0.0965111, -0.423162, 1.0]], ['2, k, 13', [-0.144827, -0.737634, 1.0]], ['2, k, 14', [-0.162368, -1.09819, 1.0]], ['2, k, 15', [-0.174667, -1.1332, 1.0]], ['2, k, 16', [0.0227593, -0.433581, 1.0]], ['2, k, 17', [0.0838141, -0.810462, 1.0]], ['2, k, 18', [0.141253, -1.10546, 1.0]], ['2, k, 19', [0.126095, -1.14048, 1.0]], ['2, k, 20', [-0.00187754, 0.0425232, 1.0]], ['2, k, 21', [-0.178757, -0.281604, 1.0]], ['2, k, 22', [-0.166664, -0.210465, 1.0]], ['2, k, 23', [-0.0615294, -0.250984, 1.0]], ['2, k, 24', [0.0104878, -0.243037, 1.0]]]
[['2, k, 0', [-0.0476927, -0.433177, 1.0]], ['2, k, 1', [-0.020531, -0.161658, 1.0]], ['2, k, 2', [-7.31211e-05, 0.107232, 1.0]], ['2, k, 3', [-0.0277498, 0.255755, 1.0]], ['2, k, 4', [-0.179722, 0.0556804, 1.0]], ['2, k, 5', [-0.324598, -0.052685, 1.0]], ['2, k, 6', [-0.257578, -0.183541, 1.0]], ['2, k, 7', [-0.209054, -0.222482, 1.0]], ['2, k, 8', [0.135175, 0.0263107, 1.0]], ['2, k, 9', [0.192964, -0.105714, 1.0]], ['2, k, 10', [0.02785, -0.21391, 1.0]], ['2, k, 11', [-0.0269812, -0.250101, 1.0]], ['2, k, 12', [-0.107661, -0.42249, 1.0]], ['2, k, 13', [-0.152402, -0.738801, 1.0]], ['2, k, 14', [-0.163019, -1.09796, 1.0]], ['2, k, 15', [-0.17626, -1.13293, 1.0]], ['2, k, 16', [0.0131877, -0.434652, 1.0]], ['2, k, 17', [0.0791492, -0.81248, 1.0]], ['2, k, 18', [0.139715, -1.10657, 1.0]], ['2, k, 19', [0.123623, -1.14154, 1.0]], ['2, k, 20', [-0.00390288, 0.0405068, 1.0]], ['2, k, 21', [-0.187077, -0.28026, 1.0]], ['2, k, 22', [-0.169657, -0.166496, 1.0]], ['2, k, 23', [-0.0640834, -0.253068, 1.0]], ['2, k, 24', [0.00926732, -0.243994, 1.0]]]
[['2, k, 0', [-0.0618902, -0.436043, 1.0]], ['2, k, 1', [-0.0331133, -0.164084, 1.0]], ['2, k, 2', [-0.00637564, 0.104871, 1.0]], ['2, k, 3', [-0.0295053, 0.254165, 1.0]], ['2, k, 4', [-0.182097, 0.0557393, 1.0]], ['2, k, 5', [-0.338357, -0.0396942, 1.0]], ['2, k, 6', [-0.270307, -0.15273, 1.0]], ['2, k, 7', [-0.245862, -0.171832, 1.0]], ['2, k, 8', [0.132998, 0.0241447, 1.0]], ['2, k, 9', [0.211379, -0.109963, 1.0]], ['2, k, 10', [0.0462161, -0.218142, 1.0]], ['2, k, 11', [-0.00861187, -0.254332, 1.0]], ['2, k, 12', [-0.121231, -0.42353, 1.0]], ['2, k, 13', [-0.16495, -0.728571, 1.0]], ['2, k, 14', [-0.164771, -1.08924, 1.0]], ['2, k, 15', [-0.178718, -1.12421, 1.0]], ['2, k, 16', [-0.00143005, -0.439357, 1.0]], ['2, k, 17', [0.0750508, -0.818009, 1.0]], ['2, k, 18', [0.13868, -1.1115, 1.0]], ['2, k, 19', [0.121875, -1.14636, 1.0]], ['2, k, 20', [-0.0124801, 0.0380183, 1.0]], ['2, k, 21', [-0.237209, -0.226408, 1.0]], ['2, k, 22', [-0.22239, -0.153033, 1.0]], ['2, k, 23', [-0.0457683, -0.257289, 1.0]], ['2, k, 24', [0.0260344, -0.249359, 1.0]]]
[['2, k, 0', [-0.0714313, -0.436063, 1.0]], ['2, k, 1', [-0.0386378, -0.164955, 1.0]], ['2, k, 2', [-0.00877642, 0.103218, 1.0]], ['2, k, 3', [-0.0344631, 0.251269, 1.0]], ['2, k, 4', [-0.202044, 0.0578477, 1.0]], ['2, k, 5', [-0.342035, -0.040469, 1.0]], ['2, k, 6', [-0.275007, -0.153898, 1.0]], ['2, k, 7', [-0.228536, -0.193418, 1.0]], ['2, k, 8', [0.131714, 0.0232363, 1.0]], ['2, k, 9', [0.213592, -0.112169, 1.0]], ['2, k, 10', [0.0484232, -0.22034, 1.0]], ['2, k, 11', [-0.00640439, -0.25653, 1.0]], ['2, k, 12', [-0.130107, -0.422961, 1.0]], ['2, k, 13', [-0.170396, -0.730147, 1.0]], ['2, k, 14', [-0.166092, -1.08873, 1.0]], ['2, k, 15', [-0.18395, -1.12347, 1.0]], ['2, k, 16', [-0.0113956, -0.439907, 1.0]], ['2, k, 17', [0.0697697, -0.820422, 1.0]], ['2, k, 18', [0.138668, -1.11248, 1.0]], ['2, k, 19', [0.117939, -1.1471, 1.0]], ['2, k, 20', [-0.0156874, 0.0365449, 1.0]], ['2, k, 21', [-0.198807, -0.24412, 1.0]], ['2, k, 22', [-0.186334, -0.134595, 1.0]], ['2, k, 23', [-0.0435673, -0.259481, 1.0]], ['2, k, 24', [0.0282267, -0.251542, 1.0]]]
[['2, k, 0', [-0.075852, -0.435955, 1.0]], ['2, k, 1', [-0.0425777, -0.165241, 1.0]], ['2, k, 2', [-0.0116853, 0.102191, 1.0]], ['2, k, 3', [-0.0371661, 0.249459, 1.0]], ['2, k, 4', [-0.206335, 0.0553097, 1.0]], ['2, k, 5', [-0.34552, -0.0432772, 1.0]], ['2, k, 6', [-0.276894, -0.159185, 1.0]], ['2, k, 7', [-0.251278, -0.178854, 1.0]], ['2, k, 8', [0.130784, 0.0254152, 1.0]], ['2, k, 9', [0.210916, -0.114223, 1.0]], ['2, k, 10', [0.045753, -0.222388, 1.0]], ['2, k, 11', [-0.0090751, -0.258578, 1.0]], ['2, k, 12', [-0.134807, -0.422876, 1.0]], ['2, k, 13', [-0.176667, -0.729955, 1.0]], ['2, k, 14', [-0.16891, -1.07789, 1.0]], ['2, k, 15', [-0.186939, -1.11263, 1.0]], ['2, k, 16', [-0.0153235, -0.439729, 1.0]], ['2, k, 17', [0.0659726, -0.821236, 1.0]], ['2, k, 18', [0.138662, -1.11269, 1.0]], ['2, k, 19', [0.117732, -1.14723, 1.0]], ['2, k, 20', [-0.0189884, 0.0357414, 1.0]], ['2, k, 21', [-0.239808, -0.238089, 1.0]], ['2, k, 22', [-0.202613, -0.134944, 1.0]], ['2, k, 23', [-0.0462302, -0.261522, 1.0]], ['2, k, 24', [0.0247063, -0.252583, 1.0]]]
[['2, k, 0', [-0.0824464, -0.436849, 1.0]], ['2, k, 1', [-0.0515705, -0.161656, 1.0]], ['2, k, 2', [-0.0262831, 0.113475, 1.0]], ['2, k, 3', [-0.0420946, 0.247784, 1.0]], ['2, k, 4', [-0.211043, 0.0534895, 1.0]], ['2, k, 5', [-0.342144, -0.0517254, 1.0]], ['2, k, 6', [-0.26866, -0.155215, 1.0]], ['2, k, 7', [-0.246001, -0.183083, 1.0]], ['2, k, 8', [0.129343, 0.0266515, 1.0]], ['2, k, 9', [0.209592, -0.113575, 1.0]], ['2, k, 10', [0.0818643, -0.241782, 1.0]], ['2, k, 11', [0.0791169, -0.254028, 1.0]], ['2, k, 12', [-0.141215, -0.42388, 1.0]], ['2, k, 13', [-0.186103, -0.726744, 1.0]], ['2, k, 14', [-0.171069, -1.07696, 1.0]], ['2, k, 15', [-0.190449, -1.11127, 1.0]], ['2, k, 16', [-0.0219516, -0.440459, 1.0]], ['2, k, 17', [0.0621399, -0.82224, 1.0]], ['2, k, 18', [0.135493, -1.1131, 1.0]], ['2, k, 19', [0.113222, -1.1472, 1.0]], ['2, k, 20', [-0.0322767, 0.04482, 1.0]], ['2, k, 21', [-0.230216, -0.239537, 1.0]], ['2, k, 22', [-0.195446, -0.129524, 1.0]], ['2, k, 23', [0.0602795, -0.261637, 1.0]], ['2, k, 24', [0.0985494, -0.316246, 1.0]]]
[['2, k, 0', [-0.0905069, -0.436173, 1.0]], ['2, k, 1', [-0.0567505, -0.158845, 1.0]], ['2, k, 2', [-0.0278521, 0.116404, 1.0]], ['2, k, 3', [-0.0447511, 0.248782, 1.0]], ['2, k, 4', [-0.212517, 0.0526321, 1.0]], ['2, k, 5', [-0.337187, -0.070984, 1.0]], ['2, k, 6', [-0.264145, -0.174015, 1.0]], ['2, k, 7', [-0.244904, -0.20243, 1.0]], ['2, k, 8', [0.128366, 0.0274147, 1.0]], ['2, k, 9', [0.212085, -0.125086, 1.0]], ['2, k, 10', [0.0865144, -0.255209, 1.0]], ['2, k, 11', [0.0766507, -0.262881, 1.0]], ['2, k, 12', [-0.149011, -0.42406, 1.0]], ['2, k, 13', [-0.190533, -0.727162, 1.0]], ['2, k, 14', [-0.17785, -1.09313, 1.0]], ['2, k, 15', [-0.197604, -1.12727, 1.0]], ['2, k, 16', [-0.0306459, -0.438887, 1.0]], ['2, k, 17', [0.0561193, -0.820836, 1.0]], ['2, k, 18', [0.134065, -1.11097, 1.0]], ['2, k, 19', [0.111376, -1.14501, 1.0]], ['2, k, 20', [-0.0347548, 0.047904, 1.0]], ['2, k, 21', [-0.225136, -0.258458, 1.0]], ['2, k, 22', [-0.195075, -0.147641, 1.0]], ['2, k, 23', [0.0521595, -0.316032, 1.0]], ['2, k, 24', [0.0926243, -0.314734, 1.0]]]
[['2, k, 0', [-0.0967477, -0.435953, 1.0]], ['2, k, 1', [-0.059263, -0.160444, 1.0]], ['2, k, 2', [-0.0263634, 0.110784, 1.0]], ['2, k, 3', [-0.0462612, 0.249096, 1.0]], ['2, k, 4', [-0.212811, 0.0526146, 1.0]], ['2, k, 5', [-0.333736, -0.0762809, 1.0]], ['2, k, 6', [-0.261882, -0.178559, 1.0]], ['2, k, 7', [-0.246106, -0.205252, 1.0]], ['2, k, 8', [0.127376, 0.0274123, 1.0]], ['2, k, 9', [0.171292, -0.15267, 1.0]], ['2, k, 10', [0.0473267, -0.282547, 1.0]], ['2, k, 11', [0.04418, -0.293093, 1.0]], ['2, k, 12', [-0.154791, -0.423853, 1.0]], ['2, k, 13', [-0.197707, -0.73151, 1.0]], ['2, k, 14', [-0.178152, -1.08993, 1.0]], ['2, k, 15', [-0.198128, -1.12412, 1.0]], ['2, k, 16', [-0.0367713, -0.438663, 1.0]], ['2, k, 17', [0.0499261, -0.822319, 1.0]], ['2, k, 18', [0.132775, -1.111, 1.0]], ['2, k, 19', [0.109871, -1.14508, 1.0]], ['2, k, 20', [-0.0346189, 0.0439363, 1.0]], ['2, k, 21', [-0.222206, -0.261653, 1.0]], ['2, k, 22', [-0.198233, -0.14688, 1.0]], ['2, k, 23', [0.0352534, -0.32163, 1.0]], ['2, k, 24', [0.0562375, -0.351522, 1.0]]]
[['2, k, 0', [-0.102972, -0.437753, 1.0]], ['2, k, 1', [-0.0642911, -0.162378, 1.0]], ['2, k, 2', [-0.0285173, 0.10908, 1.0]], ['2, k, 3', [-0.0503195, 0.250491, 1.0]], ['2, k, 4', [-0.212971, 0.052885, 1.0]], ['2, k, 5', [-0.325424, -0.103407, 1.0]], ['2, k, 6', [-0.260603, -0.216008, 1.0]], ['2, k, 7', [-0.249237, -0.236763, 1.0]], ['2, k, 8', [0.125933, 0.0268418, 1.0]], ['2, k, 9', [0.17099, -0.152409, 1.0]], ['2, k, 10', [0.0470252, -0.282286, 1.0]], ['2, k, 11', [0.0407815, -0.29226, 1.0]], ['2, k, 12', [-0.161214, -0.425136, 1.0]], ['2, k, 13', [-0.204404, -0.741646, 1.0]], ['2, k, 14', [-0.179202, -1.09282, 1.0]], ['2, k, 15', [-0.19947, -1.12697, 1.0]], ['2, k, 16', [-0.0425949, -0.440909, 1.0]], ['2, k, 17', [0.0464153, -0.82473, 1.0]], ['2, k, 18', [0.132528, -1.11265, 1.0]], ['2, k, 19', [0.109328, -1.14669, 1.0]], ['2, k, 20', [-0.0373789, 0.0420467, 1.0]], ['2, k, 21', [-0.217987, -0.294864, 1.0]], ['2, k, 22', [-0.197449, -0.179817, 1.0]], ['2, k, 23', [0.029123, -0.321563, 1.0]], ['2, k, 24', [0.0535046, -0.349574, 1.0]]]
[['2, k, 0', [-0.106898, -0.438372, 1.0]], ['2, k, 1', [-0.0669965, -0.163107, 1.0]], ['2, k, 2', [-0.029981, 0.108186, 1.0]], ['2, k, 3', [-0.0537532, 0.249007, 1.0]], ['2, k, 4', [-0.213312, 0.0533957, 1.0]], ['2, k, 5', [-0.326078, -0.109137, 1.0]], ['2, k, 6', [-0.255802, -0.214779, 1.0]], ['2, k, 7', [-0.246135, -0.238313, 1.0]], ['2, k, 8', [0.124373, 0.0262996, 1.0]], ['2, k, 9', [0.175607, -0.147074, 1.0]], ['2, k, 10', [0.0212259, -0.257068, 1.0]], ['2, k, 11', [0.027094, -0.295105, 1.0]], ['2, k, 12', [-0.165503, -0.425913, 1.0]], ['2, k, 13', [-0.206024, -0.741708, 1.0]], ['2, k, 14', [-0.180759, -1.09067, 1.0]], ['2, k, 15', [-0.201552, -1.12476, 1.0]], ['2, k, 16', [-0.0461827, -0.441429, 1.0]], ['2, k, 17', [0.0428878, -0.825323, 1.0]], ['2, k, 18', [0.132379, -1.11309, 1.0]], ['2, k, 19', [0.10864, -1.14705, 1.0]], ['2, k, 20', [-0.0390468, 0.0411694, 1.0]], ['2, k, 21', [-0.20547, -0.294559, 1.0]], ['2, k, 22', [-0.195864, -0.178921, 1.0]], ['2, k, 23', [0.0228003, -0.313863, 1.0]], ['2, k, 24', [0.0310873, -0.32204, 1.0]]]
[['2, k, 0', [-0.110832, -0.440422, 1.0]], ['2, k, 1', [-0.0696285, -0.164257, 1.0]], ['2, k, 2', [-0.0312948, 0.107475, 1.0]], ['2, k, 3', [-0.0547441, 0.249345, 1.0]], ['2, k, 4', [-0.215903, 0.0511275, 1.0]], ['2, k, 5', [-0.30047, -0.139075, 1.0]], ['2, k, 6', [-0.248719, -0.272873, 1.0]], ['2, k, 7', [-0.240793, -0.296128, 1.0]], ['2, k, 8', [0.122406, 0.024927, 1.0]], ['2, k, 9', [0.200864, -0.131102, 1.0]], ['2, k, 10', [0.0454677, -0.243772, 1.0]], ['2, k, 11', [0.0493955, -0.256059, 1.0]], ['2, k, 12', [-0.169043, -0.429008, 1.0]], ['2, k, 13', [-0.207072, -0.813938, 1.0]], ['2, k, 14', [-0.179137, -1.12061, 1.0]], ['2, k, 15', [-0.201087, -1.15437, 1.0]], ['2, k, 16', [-0.0502296, -0.442535, 1.0]], ['2, k, 17', [0.0414239, -0.826135, 1.0]], ['2, k, 18', [0.1316, -1.11414, 1.0]], ['2, k, 19', [0.151605, -1.1766, 1.0]], ['2, k, 20', [-0.0405963, 0.0403613, 1.0]], ['2, k, 21', [-0.227164, -0.337507, 1.0]], ['2, k, 22', [-0.176203, -0.254322, 1.0]], ['2, k, 23', [0.0269657, -0.272675, 1.0]], ['2, k, 24', [0.0566311, -0.315502, 1.0]]]
[['2, k, 0', [-0.116833, -0.440998, 1.0]], ['2, k, 1', [-0.0724961, -0.1645, 1.0]], ['2, k, 2', [-0.0320839, 0.107369, 1.0]], ['2, k, 3', [-0.056928, 0.249561, 1.0]], ['2, k, 4', [-0.228903, 0.0472452, 1.0]], ['2, k, 5', [-0.315663, -0.141958, 1.0]], ['2, k, 6', [-0.245197, -0.257052, 1.0]], ['2, k, 7', [-0.243458, -0.276329, 1.0]], ['2, k, 8', [0.116182, 0.0258145, 1.0]], ['2, k, 9', [0.204588, -0.130757, 1.0]], ['2, k, 10', [0.0466477, -0.242432, 1.0]], ['2, k, 11', [0.0446745, -0.266519, 1.0]], ['2, k, 12', [-0.173, -0.429451, 1.0]], ['2, k, 13', [-0.217759, -0.743845, 1.0]], ['2, k, 14', [-0.182069, -1.09214, 1.0]], ['2, k, 15', [-0.208618, -1.12576, 1.0]], ['2, k, 16', [-0.0583291, -0.443168, 1.0]], ['2, k, 17', [0.035986, -0.828156, 1.0]], ['2, k, 18', [0.131316, -1.11497, 1.0]], ['2, k, 19', [0.151368, -1.17589, 1.0]], ['2, k, 20', [-0.0416624, 0.0402148, 1.0]], ['2, k, 21', [-0.199068, -0.328413, 1.0]], ['2, k, 22', [-0.184367, -0.221311, 1.0]], ['2, k, 23', [0.0257535, -0.29232, 1.0]], ['2, k, 24', [0.0545205, -0.325174, 1.0]]]
[['2, k, 0', [-0.121251, -0.44167, 1.0]], ['2, k, 1', [-0.0761178, -0.165352, 1.0]], ['2, k, 2', [-0.0347438, 0.106244, 1.0]], ['2, k, 3', [-0.0589726, 0.249317, 1.0]], ['2, k, 4', [-0.232198, 0.0522661, 1.0]], ['2, k, 5', [-0.308498, -0.139623, 1.0]], ['2, k, 6', [-0.254064, -0.270742, 1.0]], ['2, k, 7', [-0.253698, -0.2924, 1.0]], ['2, k, 8', [0.11378, 0.0257341, 1.0]], ['2, k, 9', [0.193956, -0.139013, 1.0]], ['2, k, 10', [0.0334543, -0.25425, 1.0]], ['2, k, 11', [0.0317938, -0.27898, 1.0]], ['2, k, 12', [-0.176674, -0.429721, 1.0]], ['2, k, 13', [-0.218471, -0.748129, 1.0]], ['2, k, 14', [-0.182251, -1.09197, 1.0]], ['2, k, 15', [-0.210795, -1.12541, 1.0]], ['2, k, 16', [-0.0633056, -0.444221, 1.0]], ['2, k, 17', [0.0334267, -0.829354, 1.0]], ['2, k, 18', [0.130792, -1.11589, 1.0]], ['2, k, 19', [0.151662, -1.17641, 1.0]], ['2, k, 20', [-0.0445136, 0.0391657, 1.0]], ['2, k, 21', [-0.204836, -0.340523, 1.0]], ['2, k, 22', [-0.195122, -0.237669, 1.0]], ['2, k, 23', [0.0199414, -0.315173, 1.0]], ['2, k, 24', [0.0371388, -0.327857, 1.0]]]
[['2, k, 0', [-0.123417, -0.441617, 1.0]], ['2, k, 1', [-0.0769866, -0.165143, 1.0]], ['2, k, 2', [-0.0349035, 0.106724, 1.0]], ['2, k, 3', [-0.0606447, 0.250605, 1.0]], ['2, k, 4', [-0.223943, 0.0543437, 1.0]], ['2, k, 5', [-0.302264, -0.140263, 1.0]], ['2, k, 6', [-0.247546, -0.269799, 1.0]], ['2, k, 7', [-0.244035, -0.287522, 1.0]], ['2, k, 8', [0.113759, 0.0253553, 1.0]], ['2, k, 9', [0.193396, -0.139822, 1.0]], ['2, k, 10', [0.032447, -0.251629, 1.0]], ['2, k, 11', [0.0277807, -0.276825, 1.0]], ['2, k, 12', [-0.179857, -0.430357, 1.0]], ['2, k, 13', [-0.218672, -0.747789, 1.0]], ['2, k, 14', [-0.182788, -1.09709, 1.0]], ['2, k, 15', [-0.209339, -1.13066, 1.0]], ['2, k, 16', [-0.0646402, -0.443819, 1.0]], ['2, k, 17', [0.0303108, -0.828979, 1.0]], ['2, k, 18', [0.130262, -1.11566, 1.0]], ['2, k, 19', [0.149294, -1.17282, 1.0]], ['2, k, 20', [-0.0448507, 0.0394475, 1.0]], ['2, k, 21', [-0.195873, -0.326427, 1.0]], ['2, k, 22', [-0.188663, -0.230022, 1.0]], ['2, k, 23', [0.0146126, -0.309912, 1.0]], ['2, k, 24', [0.0341928, -0.339166, 1.0]]]
[['2, k, 0', [-0.127574, -0.443281, 1.0]], ['2, k, 1', [-0.0811712, -0.165898, 1.0]], ['2, k, 2', [-0.0380163, 0.106635, 1.0]], ['2, k, 3', [-0.0624208, 0.251338, 1.0]], ['2, k, 4', [-0.216283, 0.053577, 1.0]], ['2, k, 5', [-0.302927, -0.138909, 1.0]], ['2, k, 6', [-0.249691, -0.269742, 1.0]], ['2, k, 7', [-0.247036, -0.293094, 1.0]], ['2, k, 8', [0.113557, 0.0254257, 1.0]], ['2, k, 9', [0.208909, -0.111948, 1.0]], ['2, k, 10', [0.0528044, -0.242653, 1.0]], ['2, k, 11', [0.0384967, -0.263897, 1.0]], ['2, k, 12', [-0.184665, -0.431694, 1.0]], ['2, k, 13', [-0.220168, -0.748208, 1.0]], ['2, k, 14', [-0.183191, -1.10044, 1.0]], ['2, k, 15', [-0.207722, -1.13414, 1.0]], ['2, k, 16', [-0.0677872, -0.445468, 1.0]], ['2, k, 17', [0.0279471, -0.83061, 1.0]], ['2, k, 18', [0.130496, -1.11702, 1.0]], ['2, k, 19', [0.149766, -1.1739, 1.0]], ['2, k, 20', [-0.0482667, 0.0391984, 1.0]], ['2, k, 21', [-0.200961, -0.339238, 1.0]], ['2, k, 22', [-0.187246, -0.234461, 1.0]], ['2, k, 23', [0.0146023, -0.286527, 1.0]], ['2, k, 24', [0.0528228, -0.320048, 1.0]]]
[['2, k, 0', [-0.130433, -0.440799, 1.0]], ['2, k, 1', [-0.0814674, -0.164974, 1.0]], ['2, k, 2', [-0.0361906, 0.106737, 1.0]], ['2, k, 3', [-0.0668242, 0.254447, 1.0]], ['2, k, 4', [-0.219356, 0.0540564, 1.0]], ['2, k, 5', [-0.30106, -0.140511, 1.0]], ['2, k, 6', [-0.24564, -0.268407, 1.0]], ['2, k, 7', [-0.240249, -0.28713, 1.0]], ['2, k, 8', [0.113042, 0.0258877, 1.0]], ['2, k, 9', [0.210804, -0.110275, 1.0]], ['2, k, 10', [0.054908, -0.241669, 1.0]], ['2, k, 11', [0.0386646, -0.263347, 1.0]], ['2, k, 12', [-0.186826, -0.429615, 1.0]], ['2, k, 13', [-0.221295, -0.749005, 1.0]], ['2, k, 14', [-0.183585, -1.09469, 1.0]], ['2, k, 15', [-0.209351, -1.12834, 1.0]], ['2, k, 16', [-0.0712614, -0.442618, 1.0]], ['2, k, 17', [0.0248739, -0.828852, 1.0]], ['2, k, 18', [0.130168, -1.11509, 1.0]], ['2, k, 19', [0.149395, -1.17259, 1.0]], ['2, k, 20', [-0.0471748, 0.0394331, 1.0]], ['2, k, 21', [-0.202055, -0.333959, 1.0]], ['2, k, 22', [-0.178455, -0.230743, 1.0]], ['2, k, 23', [0.0213572, -0.295038, 1.0]], ['2, k, 24', [0.0468572, -0.318187, 1.0]]]
[['2, k, 0', [-0.132988, -0.44024, 1.0]], ['2, k, 1', [-0.0831723, -0.163568, 1.0]], ['2, k, 2', [-0.0377835, 0.110161, 1.0]], ['2, k, 3', [-0.0703986, 0.256765, 1.0]], ['2, k, 4', [-0.22691, 0.0559184, 1.0]], ['2, k, 5', [-0.299389, -0.141309, 1.0]], ['2, k, 6', [-0.243716, -0.268777, 1.0]], ['2, k, 7', [-0.240112, -0.288228, 1.0]], ['2, k, 8', [0.112352, 0.0256443, 1.0]], ['2, k, 9', [0.209826, -0.108555, 1.0]], ['2, k, 10', [0.0547258, -0.24053, 1.0]], ['2, k, 11', [0.0369499, -0.266628, 1.0]], ['2, k, 12', [-0.188539, -0.429655, 1.0]], ['2, k, 13', [-0.221192, -0.753292, 1.0]], ['2, k, 14', [-0.183589, -1.09352, 1.0]], ['2, k, 15', [-0.211839, -1.12703, 1.0]], ['2, k, 16', [-0.0746377, -0.441437, 1.0]], ['2, k, 17', [0.0234551, -0.828501, 1.0]], ['2, k, 18', [0.13028, -1.11508, 1.0]], ['2, k, 19', [0.149401, -1.17256, 1.0]], ['2, k, 20', [-0.0487496, 0.0419827, 1.0]], ['2, k, 21', [-0.189833, -0.337468, 1.0]], ['2, k, 22', [-0.179735, -0.226834, 1.0]], ['2, k, 23', [0.0203988, -0.297818, 1.0]], ['2, k, 24', [0.0448109, -0.335962, 1.0]]]
[['2, k, 0', [-0.134761, -0.440309, 1.0]], ['2, k, 1', [-0.0879357, -0.162405, 1.0]], ['2, k, 2', [-0.0456147, 0.112391, 1.0]], ['2, k, 3', [-0.0751438, 0.260609, 1.0]], ['2, k, 4', [-0.228022, 0.0577395, 1.0]], ['2, k, 5', [-0.298653, -0.140658, 1.0]], ['2, k, 6', [-0.241244, -0.265178, 1.0]], ['2, k, 7', [-0.237672, -0.285575, 1.0]], ['2, k, 8', [0.10895, 0.0244799, 1.0]], ['2, k, 9', [0.201971, -0.114198, 1.0]], ['2, k, 10', [0.046324, -0.246062, 1.0]], ['2, k, 11', [0.0311333, -0.267574, 1.0]], ['2, k, 12', [-0.189955, -0.42947, 1.0]], ['2, k, 13', [-0.22267, -0.753752, 1.0]], ['2, k, 14', [-0.184333, -1.08954, 1.0]], ['2, k, 15', [-0.213717, -1.12304, 1.0]], ['2, k, 16', [-0.0766254, -0.441729, 1.0]], ['2, k, 17', [0.0220661, -0.829625, 1.0]], ['2, k, 18', [0.130326, -1.11615, 1.0]], ['2, k, 19', [0.148886, -1.17358, 1.0]], ['2, k, 20', [-0.0557556, 0.0440269, 1.0]], ['2, k, 21', [-0.181704, -0.334508, 1.0]], ['2, k, 22', [-0.179221, -0.225242, 1.0]], ['2, k, 23', [0.012911, -0.298263, 1.0]], ['2, k, 24', [0.0470437, -0.319902, 1.0]]]
