[['2, k, 0', [0.1501954, -0.008177675, 1.0]], ['2, k, 1', [0.1556887, 0.3069738, 1.0]], ['2, k, 2', [0.1605845, 0.6118718, 1.0]], ['2, k, 3', [0.1471489, 0.7532835, 1.0]], ['2, k, 4', [-0.01918318, 0.4986825, 1.0]], ['2, k, 5', [-0.06197544, 0.2516079, 1.0]], ['2, k, 6', [-0.05830207, 0.003963704, 1.0]], ['2, k, 7', [-0.04231108, -0.05879861, 1.0]], ['2, k, 8', [0.3334177, 0.4897058, 1.0]], ['2, k, 9', [0.3758206, 0.2340013, 1.0]], ['2, k, 10', [0.3632106, -0.02257729, 1.0]], ['2, k, 11', [0.3536881, -0.09857262, 1.0]], ['2, k, 12', [0.06904323, -0.006567335, 1.0]], ['2, k, 13', [0.07308795, -0.3234951, 1.0]], ['2, k, 14', [0.1016525, -0.646989, 1.0]], ['2, k, 15', [0.02113342, -0.7075195, 1.0]], ['2, k, 16', [0.2267366, -0.009442842, 1.0]], ['2, k, 17', [0.2428527, -0.3434594, 1.0]], ['2, k, 18', [0.2300307, -0.6541198, 1.0]], ['2, k, 19', [0.2188845, -0.7273027, 1.0]], ['2, k, 20', [0.159495, 0.5370626, 1.0]], ['2, k, 21', [-0.04459211, -0.1393935, 1.0]], ['2, k, 22', [-0.003790505, -0.07730018, 1.0]], ['2, k, 23', [0.3522178, -0.1766309, 1.0]], ['2, k, 24', [0.3975312, -0.111069, 1.0]]]
[['2, k, 0', [0.1644242, -0.006915574, 1.0]], ['2, k, 1', [0.164528, 0.312271, 1.0]], ['2, k, 2', [0.1642505, 0.6201921, 1.0]], ['2, k, 3', [0.1627087, 0.7604128, 1.0]], ['2, k, 4', [-0.01356111, 0.4968395, 1.0]], ['2, k, 5', [-0.05743914, 0.2493925, 1.0]], ['2, k, 6', [-0.05320626, 0.01644962, 1.0]], ['2, k, 7', [-0.03780363, -0.0517331, 1.0]], ['2, k, 8', [0.3285321, 0.5057232, 1.0]], ['2, k, 9', [0.3999868, 0.4189799, 1.0]], ['2, k, 10', [0.396127, 0.4017153, 1.0]], ['2, k, 11', [0.388465, 0.4037526, 1.0]], ['2, k, 12', [0.08245116, -0.005479354, 1.0]], ['2, k, 13', [0.075526, -0.3209291, 1.0]], ['2, k, 14', [0.1032403, -0.6452014, 1.0]], ['2, k, 15', [0.05462841, -0.7243959, 1.0]], ['2, k, 16', [0.2411507, -0.008226296, 1.0]], ['2, k, 17', [0.2416052, -0.3415913, 1.0]], ['2, k, 18', [0.2339297, -0.6530302, 1.0]], ['2, k, 19', [0.2209325, -0.7252986, 1.0]], ['2, k, 20', [0.1644467, 0.5447814, 1.0]], ['2, k, 21', [-0.03158377, -0.1365158, 1.0]], ['2, k, 22', [0.0003906208, -0.04660966, 1.0]], ['2, k, 23', [0.4033783, 0.4018424, 1.0]], ['2, k, 24', [0.3404253, 0.3989214, 1.0]]]
[['2, k, 0', [0.1642493, -0.006464938, 1.0]], ['2, k, 1', [0.1646868, 0.3127458, 1.0]], ['2, k, 2', [0.1649033, 0.6206856, 1.0]], ['2, k, 3', [0.1622846, 0.76109, 1.0]], ['2, k, 4', [-0.0136803, 0.4972026, 1.0]], ['2, k, 5', [-0.05728809, 0.2501133, 1.0]], ['2, k, 6', [-0.05321262, 0.01621717, 1.0]], ['2, k, 7', [-0.03800885, -0.05250844, 1.0]], ['2, k, 8', [0.3254549, 0.5093265, 1.0]], ['2, k, 9', [0.4086341, 0.443637, 1.0]], ['2, k, 10', [0.3889754, 0.4677782, 1.0]], ['2, k, 11', [0.3849205, 0.4766095, 1.0]], ['2, k, 12', [0.08223343, -0.005161804, 1.0]], ['2, k, 13', [0.07558206, -0.3209145, 1.0]], ['2, k, 14', [0.1031875, -0.6450329, 1.0]], ['2, k, 15', [0.05749667, -0.7225005, 1.0]], ['2, k, 16', [0.2410392, -0.007616013, 1.0]], ['2, k, 17', [0.2421112, -0.3483862, 1.0]], ['2, k, 18', [0.2337655, -0.6531406, 1.0]], ['2, k, 19', [0.2070969, -0.7246286, 1.0]], ['2, k, 20', [0.1649635, 0.5452763, 1.0]], ['2, k, 21', [-0.02960178, -0.1367386, 1.0]], ['2, k, 22', [0.001080317, -0.0543016, 1.0]], ['2, k, 23', [0.3989598, 0.4824683, 1.0]], ['2, k, 24', [0.3298105, 0.4681732, 1.0]]]
[['2, k, 0', [0.1637218, -0.005973708, 1.0]], ['2, k, 1', [0.1643069, 0.3130944, 1.0]], ['2, k, 2', [0.1645868, 0.6209081, 1.0]], ['2, k, 3', [0.1618247, 0.7609806, 1.0]], ['2, k, 4', [-0.01348592, 0.4973495, 1.0]], ['2, k, 5', [-0.05681426, 0.2508467, 1.0]], ['2, k, 6', [-0.05341888, 0.01634873, 1.0]], ['2, k, 7', [-0.03786089, -0.05076478, 1.0]], ['2, k, 8', [0.3220198, 0.5094582, 1.0]], ['2, k, 9', [0.4025264, 0.4868173, 1.0]], ['2, k, 10', [0.3930365, 0.5184014, 1.0]], ['2, k, 11', [0.3813499, 0.5478365, 1.0]], ['2, k, 12', [0.08132671, -0.004562893, 1.0]], ['2, k, 13', [0.07424138, -0.3176809, 1.0]], ['2, k, 14', [0.1032403, -0.6451241, 1.0]], ['2, k, 15', [0.0588939, -0.7222292, 1.0]], ['2, k, 16', [0.2407401, -0.007188329, 1.0]], ['2, k, 17', [0.2425062, -0.3489816, 1.0]], ['2, k, 18', [0.2340213, -0.6536394, 1.0]], ['2, k, 19', [0.2205505, -0.7235093, 1.0]], ['2, k, 20', [0.1646364, 0.5455304, 1.0]], ['2, k, 21', [-0.03433377, -0.1310694, 1.0]], ['2, k, 22', [0.002480689, -0.060249, 1.0]], ['2, k, 23', [0.3831983, 0.5616175, 1.0]], ['2, k, 24', [0.3263916, 0.5332786, 1.0]]]
[['2, k, 0', [0.163612, -0.005253893, 1.0]], ['2, k, 1', [0.1641126, 0.3134635, 1.0]], ['2, k, 2', [0.1642364, 0.6210397, 1.0]], ['2, k, 3', [0.1617079, 0.7613153, 1.0]], ['2, k, 4', [-0.01339425, 0.4977664, 1.0]], ['2, k, 5', [-0.05647562, 0.2513439, 1.0]], ['2, k, 6', [-0.05344203, 0.01626993, 1.0]], ['2, k, 7', [-0.03925336, -0.04682288, 1.0]], ['2, k, 8', [0.3186606, 0.5109823, 1.0]], ['2, k, 9', [0.4015184, 0.5224072, 1.0]], ['2, k, 10', [0.3836803, 0.5847385, 1.0]], ['2, k, 11', [0.3763754, 0.6132224, 1.0]], ['2, k, 12', [0.08113267, -0.004053964, 1.0]], ['2, k, 13', [0.07444322, -0.3177119, 1.0]], ['2, k, 14', [0.1024661, -0.6473062, 1.0]], ['2, k, 15', [0.05808514, -0.7242763, 1.0]], ['2, k, 16', [0.240749, -0.006184928, 1.0]], ['2, k, 17', [0.2425177, -0.348989, 1.0]], ['2, k, 18', [0.2333451, -0.6537256, 1.0]], ['2, k, 19', [0.2193697, -0.723849, 1.0]], ['2, k, 20', [0.164333, 0.5457145, 1.0]], ['2, k, 21', [-0.03632087, -0.130487, 1.0]], ['2, k, 22', [-0.00388302, -0.03906889, 1.0]], ['2, k, 23', [0.3823454, 0.6221838, 1.0]], ['2, k, 24', [0.3218521, 0.5884193, 1.0]]]
[['2, k, 0', [0.1631753, -0.004424955, 1.0]], ['2, k, 1', [0.1640388, 0.3138015, 1.0]], ['2, k, 2', [0.164325, 0.6211286, 1.0]], ['2, k, 3', [0.1615444, 0.7612087, 1.0]], ['2, k, 4', [-0.01308772, 0.4978587, 1.0]], ['2, k, 5', [-0.05582449, 0.251884, 1.0]], ['2, k, 6', [-0.05359257, 0.01631922, 1.0]], ['2, k, 7', [-0.03784374, -0.04513027, 1.0]], ['2, k, 8', [0.3171751, 0.5131112, 1.0]], ['2, k, 9', [0.4009578, 0.5376596, 1.0]], ['2, k, 10', [0.3799009, 0.6423035, 1.0]], ['2, k, 11', [0.3704404, 0.6766962, 1.0]], ['2, k, 12', [0.08053389, -0.00332316, 1.0]], ['2, k, 13', [0.07291241, -0.3124925, 1.0]], ['2, k, 14', [0.1022412, -0.6471005, 1.0]], ['2, k, 15', [0.05738268, -0.7250828, 1.0]], ['2, k, 16', [0.2404942, -0.00527587, 1.0]], ['2, k, 17', [0.241696, -0.3458039, 1.0]], ['2, k, 18', [0.2335805, -0.6545125, 1.0]], ['2, k, 19', [0.215601, -0.7244645, 1.0]], ['2, k, 20', [0.1643883, 0.5458537, 1.0]], ['2, k, 21', [-0.03606269, -0.1311101, 1.0]], ['2, k, 22', [-0.003356268, -0.03960689, 1.0]], ['2, k, 23', [0.3723203, 0.6958097, 1.0]], ['2, k, 24', [0.3149235, 0.6530458, 1.0]]]
[['2, k, 0', [0.1632431, -0.003277706, 1.0]], ['2, k, 1', [0.1641851, 0.314573, 1.0]], ['2, k, 2', [0.1644716, 0.6215627, 1.0]], ['2, k, 3', [0.1615846, 0.7613153, 1.0]], ['2, k, 4', [-0.01296137, 0.4979399, 1.0]], ['2, k, 5', [-0.05543064, 0.2525046, 1.0]], ['2, k, 6', [-0.05383386, 0.01614868, 1.0]], ['2, k, 7', [-0.03783964, -0.04404636, 1.0]], ['2, k, 8', [0.3146736, 0.5165488, 1.0]], ['2, k, 9', [0.4009519, 0.564899, 1.0]], ['2, k, 10', [0.3761588, 0.6964623, 1.0]], ['2, k, 11', [0.3665201, 0.7347951, 1.0]], ['2, k, 12', [0.08050065, -0.002540211, 1.0]], ['2, k, 13', [0.07384063, -0.3140095, 1.0]], ['2, k, 14', [0.1017857, -0.6491187, 1.0]], ['2, k, 15', [0.0576396, -0.7254794, 1.0]], ['2, k, 16', [0.2407331, -0.003626067, 1.0]], ['2, k, 17', [0.2411725, -0.342453, 1.0]], ['2, k, 18', [0.2330677, -0.6561185, 1.0]], ['2, k, 19', [0.2171348, -0.7252634, 1.0]], ['2, k, 20', [0.1645406, 0.5463654, 1.0]], ['2, k, 21', [-0.03744253, -0.1255098, 1.0]], ['2, k, 22', [-0.0009022538, -0.04743561, 1.0]], ['2, k, 23', [0.3709415, 0.7627066, 1.0]], ['2, k, 24', [0.3113846, 0.72039, 1.0]]]
[['2, k, 0', [0.163788, -0.00122542, 1.0]], ['2, k, 1', [0.1644659, 0.3153445, 1.0]], ['2, k, 2', [0.1645459, 0.6216682, 1.0]], ['2, k, 3', [0.1614666, 0.7612673, 1.0]], ['2, k, 4', [-0.01297042, 0.4978181, 1.0]], ['2, k, 5', [-0.05493291, 0.253414, 1.0]], ['2, k, 6', [-0.05387846, 0.01619982, 1.0]], ['2, k, 7', [-0.03770216, -0.04630987, 1.0]], ['2, k, 8', [0.3127882, 0.5227126, 1.0]], ['2, k, 9', [0.3959217, 0.6265243, 1.0]], ['2, k, 10', [0.3728837, 0.7106, 1.0]], ['2, k, 11', [0.3603115, 0.8080434, 1.0]], ['2, k, 12', [0.08068808, -0.001187143, 1.0]], ['2, k, 13', [0.07141201, -0.3090987, 1.0]], ['2, k, 14', [0.1018258, -0.6491113, 1.0]], ['2, k, 15', [0.05686684, -0.727106, 1.0]], ['2, k, 16', [0.2417605, -0.0008907657, 1.0]], ['2, k, 17', [0.2411186, -0.342878, 1.0]], ['2, k, 18', [0.2318822, -0.6561473, 1.0]], ['2, k, 19', [0.2174114, -0.7258865, 1.0]], ['2, k, 20', [0.1646549, 0.5465751, 1.0]], ['2, k, 21', [-0.03661549, -0.1252384, 1.0]], ['2, k, 22', [0.0003729088, -0.03635256, 1.0]], ['2, k, 23', [0.3562454, 0.8567857, 1.0]], ['2, k, 24', [0.3070702, 0.801862, 1.0]]]
[['2, k, 0', [0.1643857, 0.001076907, 1.0]], ['2, k, 1', [0.1645616, 0.3164114, 1.0]], ['2, k, 2', [0.1644114, 0.6219335, 1.0]], ['2, k, 3', [0.1610573, 0.7615426, 1.0]], ['2, k, 4', [-0.01284874, 0.4978874, 1.0]], ['2, k, 5', [-0.05469627, 0.2535014, 1.0]], ['2, k, 6', [-0.05393954, 0.01612412, 1.0]], ['2, k, 7', [-0.03811915, -0.04570419, 1.0]], ['2, k, 8', [0.3134448, 0.524908, 1.0]], ['2, k, 9', [0.3905517, 0.6686071, 1.0]], ['2, k, 10', [0.3654993, 0.8668261, 1.0]], ['2, k, 11', [0.3539171, 0.9160656, 1.0]], ['2, k, 12', [0.08109993, 0.0009200493, 1.0]], ['2, k, 13', [0.07053934, -0.3038326, 1.0]], ['2, k, 14', [0.1020139, -0.6491678, 1.0]], ['2, k, 15', [0.04763543, -0.7241943, 1.0]], ['2, k, 16', [0.2425288, 0.001450946, 1.0]], ['2, k, 17', [0.2410946, -0.3432658, 1.0]], ['2, k, 18', [0.2322501, -0.6565111, 1.0]], ['2, k, 19', [0.2185309, -0.7264109, 1.0]], ['2, k, 20', [0.1645543, 0.5469788, 1.0]], ['2, k, 21', [-0.0389829, -0.1257416, 1.0]], ['2, k, 22', [-0.001099388, -0.04743579, 1.0]], ['2, k, 23', [0.344868, 0.964311, 1.0]], ['2, k, 24', [0.3027485, 0.8953615, 1.0]]]
[['2, k, 0', [0.1659841, 0.004387848, 1.0]], ['2, k, 1', [0.1649054, 0.3179589, 1.0]], ['2, k, 2', [0.1641254, 0.622393, 1.0]], ['2, k, 3', [0.1608895, 0.7614082, 1.0]], ['2, k, 4', [-0.01203782, 0.4981988, 1.0]], ['2, k, 5', [-0.05475449, 0.2537077, 1.0]], ['2, k, 6', [-0.05414151, 0.01702214, 1.0]], ['2, k, 7', [-0.03841596, -0.04093321, 1.0]], ['2, k, 8', [0.3137716, 0.5365747, 1.0]], ['2, k, 9', [0.3969362, 0.6840765, 1.0]], ['2, k, 10', [0.3636411, 0.8910836, 1.0]], ['2, k, 11', [0.3531546, 0.9521738, 1.0]], ['2, k, 12', [0.08251016, 0.003472817, 1.0]], ['2, k, 13', [0.06689911, -0.296317, 1.0]], ['2, k, 14', [0.1020206, -0.6494529, 1.0]], ['2, k, 15', [0.053271, -0.7250172, 1.0]], ['2, k, 16', [0.2442499, 0.005394955, 1.0]], ['2, k, 17', [0.2410584, -0.3373184, 1.0]], ['2, k, 18', [0.2310644, -0.6563224, 1.0]], ['2, k, 19', [0.2219497, -0.7269869, 1.0]], ['2, k, 20', [0.1643885, 0.5476174, 1.0]], ['2, k, 21', [-0.03872721, -0.1251375, 1.0]], ['2, k, 22', [0.0003692877, -0.03401897, 1.0]], ['2, k, 23', [0.346978, 1.002277, 1.0]], ['2, k, 24', [0.3026015, 0.9309627, 1.0]]]
[['2, k, 0', [0.1668246, 0.008364086, 1.0]], ['2, k, 1', [0.1652144, 0.3200423, 1.0]], ['2, k, 2', [0.1639449, 0.623037, 1.0]], ['2, k, 3', [0.1607545, 0.7614135, 1.0]], ['2, k, 4', [-0.01207621, 0.4981946, 1.0]], ['2, k, 5', [-0.05464848, 0.2543191, 1.0]], ['2, k, 6', [-0.05415298, 0.01699938, 1.0]], ['2, k, 7', [-0.03768093, -0.0400559, 1.0]], ['2, k, 8', [0.3146369, 0.5434731, 1.0]], ['2, k, 9', [0.3993772, 0.6957445, 1.0]], ['2, k, 10', [0.3644534, 0.9150293, 1.0]], ['2, k, 11', [0.3500811, 0.9771422, 1.0]], ['2, k, 12', [0.08339498, 0.007019927, 1.0]], ['2, k, 13', [0.06683558, -0.2962483, 1.0]], ['2, k, 14', [0.1020614, -0.6498494, 1.0]], ['2, k, 15', [0.04503744, -0.7227635, 1.0]], ['2, k, 16', [0.2450082, 0.009591725, 1.0]], ['2, k, 17', [0.2409491, -0.3391449, 1.0]], ['2, k, 18', [0.2308607, -0.6562794, 1.0]], ['2, k, 19', [0.2208182, -0.7272643, 1.0]], ['2, k, 20', [0.16432, 0.5485506, 1.0]], ['2, k, 21', [-0.03425092, -0.1261588, 1.0]], ['2, k, 22', [0.0001791848, -0.03538107, 1.0]], ['2, k, 23', [0.3467249, 1.032772, 1.0]], ['2, k, 24', [0.3012158, 0.9609408, 1.0]]]
[['2, k, 0', [0.167543, 0.01069382, 1.0]], ['2, k, 1', [0.1651642, 0.3209355, 1.0]], ['2, k, 2', [0.1630394, 0.6229739, 1.0]], ['2, k, 3', [0.1606716, 0.7613651, 1.0]], ['2, k, 4', [-0.01090648, 0.4992619, 1.0]], ['2, k, 5', [-0.05526154, 0.2562221, 1.0]], ['2, k, 6', [-0.05415889, 0.01697194, 1.0]], ['2, k, 7', [-0.03710843, -0.04196747, 1.0]], ['2, k, 8', [0.3143203, 0.5483625, 1.0]], ['2, k, 9', [0.4006006, 0.7166538, 1.0]], ['2, k, 10', [0.361311, 0.9385485, 1.0]], ['2, k, 11', [0.3453107, 1.000485, 1.0]], ['2, k, 12', [0.08419032, 0.00917227, 1.0]], ['2, k, 13', [0.06703003, -0.293794, 1.0]], ['2, k, 14', [0.1029269, -0.6484084, 1.0]], ['2, k, 15', [0.0538452, -0.72336, 1.0]], ['2, k, 16', [0.2456415, 0.01203791, 1.0]], ['2, k, 17', [0.2409013, -0.3392558, 1.0]], ['2, k, 18', [0.2310344, -0.6562803, 1.0]], ['2, k, 19', [0.2216088, -0.7270488, 1.0]], ['2, k, 20', [0.1637388, 0.5487834, 1.0]], ['2, k, 21', [-0.03867948, -0.1249366, 1.0]], ['2, k, 22', [0.001402404, -0.03151583, 1.0]], ['2, k, 23', [0.33159, 1.04704, 1.0]], ['2, k, 24', [0.3046259, 0.9778203, 1.0]]]
[['2, k, 0', [0.1675376, 0.01174576, 1.0]], ['2, k, 1', [0.16502, 0.3213773, 1.0]], ['2, k, 2', [0.162623, 0.6228282, 1.0]], ['2, k, 3', [0.1606655, 0.7613756, 1.0]], ['2, k, 4', [-0.01056911, 0.499557, 1.0]], ['2, k, 5', [-0.05515262, 0.2563886, 1.0]], ['2, k, 6', [-0.05443808, 0.01728531, 1.0]], ['2, k, 7', [-0.03680055, -0.04211258, 1.0]], ['2, k, 8', [0.314549, 0.5473876, 1.0]], ['2, k, 9', [0.3884778, 0.7319816, 1.0]], ['2, k, 10', [0.3622871, 0.9430917, 1.0]], ['2, k, 11', [0.3446983, 1.020027, 1.0]], ['2, k, 12', [0.08401434, 0.01042966, 1.0]], ['2, k, 13', [0.06707251, -0.2939235, 1.0]], ['2, k, 14', [0.102736, -0.6483063, 1.0]], ['2, k, 15', [0.05438242, -0.724489, 1.0]], ['2, k, 16', [0.2457597, 0.01294625, 1.0]], ['2, k, 17', [0.240383, -0.3352527, 1.0]], ['2, k, 18', [0.2312786, -0.6565883, 1.0]], ['2, k, 19', [0.2243826, -0.7264953, 1.0]], ['2, k, 20', [0.1634239, 0.5488089, 1.0]], ['2, k, 21', [-0.03458333, -0.1248372, 1.0]], ['2, k, 22', [0.0001951159, -0.04761086, 1.0]], ['2, k, 23', [0.3370549, 1.072679, 1.0]], ['2, k, 24', [0.2954394, 1.008992, 1.0]]]
[['2, k, 0', [0.1678977, 0.01327697, 1.0]], ['2, k, 1', [0.1647986, 0.3218924, 1.0]], ['2, k, 2', [0.1613373, 0.6221903, 1.0]], ['2, k, 3', [0.1604376, 0.7614182, 1.0]], ['2, k, 4', [-0.009754113, 0.4996467, 1.0]], ['2, k, 5', [-0.0550421, 0.2562332, 1.0]], ['2, k, 6', [-0.05465073, 0.01811924, 1.0]], ['2, k, 7', [-0.03660817, -0.0399361, 1.0]], ['2, k, 8', [0.31493, 0.5540243, 1.0]], ['2, k, 9', [0.3863581, 0.7520891, 1.0]], ['2, k, 10', [0.3593972, 0.958989, 1.0]], ['2, k, 11', [0.338301, 1.039298, 1.0]], ['2, k, 12', [0.08443473, 0.01165591, 1.0]], ['2, k, 13', [0.06688699, -0.2924366, 1.0]], ['2, k, 14', [0.1026016, -0.6483672, 1.0]], ['2, k, 15', [0.05682338, -0.7240956, 1.0]], ['2, k, 16', [0.2460593, 0.01475631, 1.0]], ['2, k, 17', [0.2402321, -0.3372079, 1.0]], ['2, k, 18', [0.2311407, -0.6568841, 1.0]], ['2, k, 19', [0.2247373, -0.7265013, 1.0]], ['2, k, 20', [0.1625144, 0.548603, 1.0]], ['2, k, 21', [-0.03549898, -0.1244079, 1.0]], ['2, k, 22', [0.0008905613, -0.03569784, 1.0]], ['2, k, 23', [0.3268348, 1.089473, 1.0]], ['2, k, 24', [0.296867, 1.026942, 1.0]]]
[['2, k, 0', [0.1676805, 0.01471962, 1.0]], ['2, k, 1', [0.1644126, 0.3223963, 1.0]], ['2, k, 2', [0.1606622, 0.6219956, 1.0]], ['2, k, 3', [0.1604189, 0.7615076, 1.0]], ['2, k, 4', [-0.009474576, 0.500509, 1.0]], ['2, k, 5', [-0.05514355, 0.2566641, 1.0]], ['2, k, 6', [-0.05472682, 0.01836988, 1.0]], ['2, k, 7', [-0.03792769, -0.04282137, 1.0]], ['2, k, 8', [0.3153577, 0.5522068, 1.0]], ['2, k, 9', [0.3855328, 0.7767884, 1.0]], ['2, k, 10', [0.3558736, 0.9745988, 1.0]], ['2, k, 11', [0.3352737, 1.057598, 1.0]], ['2, k, 12', [0.08403558, 0.01335136, 1.0]], ['2, k, 13', [0.06726119, -0.2920796, 1.0]], ['2, k, 14', [0.1025072, -0.6482893, 1.0]], ['2, k, 15', [0.05206998, -0.7245693, 1.0]], ['2, k, 16', [0.2460019, 0.01585338, 1.0]], ['2, k, 17', [0.2402827, -0.3372213, 1.0]], ['2, k, 18', [0.2294822, -0.6580551, 1.0]], ['2, k, 19', [0.2253063, -0.7266254, 1.0]], ['2, k, 20', [0.1619563, 0.5485871, 1.0]], ['2, k, 21', [-0.04158536, -0.1246235, 1.0]], ['2, k, 22', [0.000177546, -0.02793537, 1.0]], ['2, k, 23', [0.3106543, 1.126884, 1.0]], ['2, k, 24', [0.3079539, 1.028284, 1.0]]]
[['2, k, 0', [0.169063, 0.01715681, 1.0]], ['2, k, 1', [0.1643432, 0.3231886, 1.0]], ['2, k, 2', [0.1596955, 0.6219316, 1.0]], ['2, k, 3', [0.1602965, 0.761458, 1.0]], ['2, k, 4', [-0.009366276, 0.5006936, 1.0]], ['2, k, 5', [-0.05510727, 0.2577867, 1.0]], ['2, k, 6', [-0.05443474, 0.01848376, 1.0]], ['2, k, 7', [-0.03620588, -0.05672007, 1.0]], ['2, k, 8', [0.3179417, 0.5672294, 1.0]], ['2, k, 9', [0.3859577, 0.7878498, 1.0]], ['2, k, 10', [0.3517366, 0.9862615, 1.0]], ['2, k, 11', [0.3288317, 1.067032, 1.0]], ['2, k, 12', [0.08569935, 0.01510514, 1.0]], ['2, k, 13', [0.06685568, -0.2915994, 1.0]], ['2, k, 14', [0.1022863, -0.6477013, 1.0]], ['2, k, 15', [0.04212125, -0.7197255, 1.0]], ['2, k, 16', [0.2470907, 0.01900542, 1.0]], ['2, k, 17', [0.2404498, -0.3371825, 1.0]], ['2, k, 18', [0.2297544, -0.6576265, 1.0]], ['2, k, 19', [0.2262019, -0.7256646, 1.0]], ['2, k, 20', [0.1613175, 0.548724, 1.0]], ['2, k, 21', [-0.03196305, -0.1367185, 1.0]], ['2, k, 22', [0.000371091, -0.05906271, 1.0]], ['2, k, 23', [0.3168448, 1.129873, 1.0]], ['2, k, 24', [0.2907925, 1.058971, 1.0]]]
[['2, k, 0', [0.1697555, 0.0185997, 1.0]], ['2, k, 1', [0.1643004, 0.3239837, 1.0]], ['2, k, 2', [0.1588674, 0.621894, 1.0]], ['2, k, 3', [0.1599843, 0.7615473, 1.0]], ['2, k, 4', [-0.009077983, 0.5006205, 1.0]], ['2, k, 5', [-0.05491534, 0.2576709, 1.0]], ['2, k, 6', [-0.05415348, 0.0187911, 1.0]], ['2, k, 7', [-0.03685519, -0.04894949, 1.0]], ['2, k, 8', [0.3185716, 0.5715628, 1.0]], ['2, k, 9', [0.3887154, 0.7804633, 1.0]], ['2, k, 10', [0.3496564, 0.990338, 1.0]], ['2, k, 11', [0.3233186, 1.083187, 1.0]], ['2, k, 12', [0.08670192, 0.01632681, 1.0]], ['2, k, 13', [0.06712792, -0.291823, 1.0]], ['2, k, 14', [0.1023124, -0.6479194, 1.0]], ['2, k, 15', [0.04800729, -0.7242382, 1.0]], ['2, k, 16', [0.2476086, 0.02086943, 1.0]], ['2, k, 17', [0.2401912, -0.3324103, 1.0]], ['2, k, 18', [0.2298254, -0.6576321, 1.0]], ['2, k, 19', [0.2249254, -0.7271181, 1.0]], ['2, k, 20', [0.1606848, 0.5489074, 1.0]], ['2, k, 21', [-0.03701128, -0.1292223, 1.0]], ['2, k, 22', [0.001032155, -0.05226821, 1.0]], ['2, k, 23', [0.3056673, 1.145344, 1.0]], ['2, k, 24', [0.2850004, 1.074309, 1.0]]]
[['2, k, 0', [0.170714, 0.02036066, 1.0]], ['2, k, 1', [0.1645458, 0.3251724, 1.0]], ['2, k, 2', [0.1585588, 0.6221702, 1.0]], ['2, k, 3', [0.1596473, 0.7616404, 1.0]], ['2, k, 4', [-0.007701353, 0.4999392, 1.0]], ['2, k, 5', [-0.05484594, 0.2571497, 1.0]], ['2, k, 6', [-0.05380625, 0.01770947, 1.0]], ['2, k, 7', [-0.03666638, -0.04864759, 1.0]], ['2, k, 8', [0.3206171, 0.5782999, 1.0]], ['2, k, 9', [0.3889135, 0.7967779, 1.0]], ['2, k, 10', [0.3435463, 0.9992938, 1.0]], ['2, k, 11', [0.3179499, 1.093262, 1.0]], ['2, k, 12', [0.08789296, 0.01753152, 1.0]], ['2, k, 13', [0.06713559, -0.2923038, 1.0]], ['2, k, 14', [0.1023339, -0.648393, 1.0]], ['2, k, 15', [0.03526905, -0.7095885, 1.0]], ['2, k, 16', [0.248264, 0.02310142, 1.0]], ['2, k, 17', [0.2401997, -0.3336472, 1.0]], ['2, k, 18', [0.2290682, -0.6574635, 1.0]], ['2, k, 19', [0.2261456, -0.7275628, 1.0]], ['2, k, 20', [0.1604444, 0.5493587, 1.0]], ['2, k, 21', [-0.03544478, -0.1305135, 1.0]], ['2, k, 22', [0.000338512, -0.04796, 1.0]], ['2, k, 23', [0.2985781, 1.168185, 1.0]], ['2, k, 24', [0.2682351, 1.090031, 1.0]]]
[['2, k, 0', [0.1721646, 0.02293532, 1.0]], ['2, k, 1', [0.1651194, 0.3263581, 1.0]], ['2, k, 2', [0.1583787, 0.6219758, 1.0]], ['2, k, 3', [0.1599216, 0.7616103, 1.0]], ['2, k, 4', [-0.007361445, 0.5000439, 1.0]], ['2, k, 5', [-0.05461227, 0.2577559, 1.0]], ['2, k, 6', [-0.05319324, 0.01687088, 1.0]], ['2, k, 7', [-0.03610684, -0.04571981, 1.0]], ['2, k, 8', [0.3227311, 0.588375, 1.0]], ['2, k, 9', [0.3866369, 0.813944, 1.0]], ['2, k, 10', [0.3393862, 1.017773, 1.0]], ['2, k, 11', [0.3144445, 1.103648, 1.0]], ['2, k, 12', [0.09002179, 0.01971727, 1.0]], ['2, k, 13', [0.06765378, -0.293487, 1.0]], ['2, k, 14', [0.1026053, -0.649624, 1.0]], ['2, k, 15', [0.04965162, -0.7263165, 1.0]], ['2, k, 16', [0.2491822, 0.02616675, 1.0]], ['2, k, 17', [0.2402096, -0.3337018, 1.0]], ['2, k, 18', [0.2296191, -0.657548, 1.0]], ['2, k, 19', [0.2261338, -0.7277671, 1.0]], ['2, k, 20', [0.1604156, 0.5495379, 1.0]], ['2, k, 21', [-0.03506786, -0.1299094, 1.0]], ['2, k, 22', [0.0003407208, -0.04805468, 1.0]], ['2, k, 23', [0.306544, 1.178174, 1.0]], ['2, k, 24', [0.2693754, 1.102228, 1.0]]]
