[['2, k, 0', [0.212205, -1.11582, 1.0]], ['2, k, 1', [0.217632, -0.839189, 1.0]], ['2, k, 2', [0.221988, -0.564744, 1.0]], ['2, k, 3', [0.233521, -0.423824, 1.0]], ['2, k, 4', [0.0568046, -0.667866, 1.0]], ['2, k, 5', [-0.0909144, -0.811749, 1.0]], ['2, k, 6', [-0.0177411, -0.9663, 1.0]], ['2, k, 7', [0.0204161, -0.976785, 1.0]], ['2, k, 8', [0.391661, -0.660554, 1.0]], ['2, k, 9', [0.547666, -0.810881, 1.0]], ['2, k, 10', [0.436942, -0.940185, 1.0]], ['2, k, 11', [0.385402, -0.96175, 1.0]], ['2, k, 12', [0.133468, -1.1042, 1.0]], ['2, k, 13', [0.134586, -1.35132, 1.0]], ['2, k, 14', [0.138172, -1.7142, 1.0]], ['2, k, 15', [0.118857, -1.74914, 1.0]], ['2, k, 16', [0.28594, -1.10105, 1.0]], ['2, k, 17', [0.326201, -1.35239, 1.0]], ['2, k, 18', [0.383801, -1.70221, 1.0]], ['2, k, 19', [0.3755, -1.74031, 1.0]], ['2, k, 20', [0.221088, -0.633205, 1.0]], ['2, k, 21', [0.0341387, -1.03337, 1.0]], ['2, k, 22', [0.0567851, -0.93578, 1.0]], ['2, k, 23', [0.35615, -1.0148, 1.0]], ['2, k, 24', [0.349635, -0.910244, 1.0]]]
[['2, k, 0', [0.222523, -1.1269, 1.0]], ['2, k, 1', [0.247228, -0.841348, 1.0]], ['2, k, 2', [0.267903, -0.556712, 1.0]], ['2, k, 3', [0.292623, -0.416692, 1.0]], ['2, k, 4', [0.0987392, -0.637243, 1.0]], ['2, k, 5', [-0.0109854, -0.793821, 1.0]], ['2, k, 6', [0.0255568, -0.954804, 1.0]], ['2, k, 7', [0.0375373, -0.981321, 1.0]], ['2, k, 8', [0.422486, -0.648731, 1.0]], ['2, k, 9', [0.58839, -0.79823, 1.0]], ['2, k, 10', [0.465137, -0.931261, 1.0]], ['2, k, 11', [0.401174, -0.945999, 1.0]], ['2, k, 12', [0.147769, -1.11511, 1.0]], ['2, k, 13', [0.132733, -1.35589, 1.0]], ['2, k, 14', [0.112151, -1.74252, 1.0]], ['2, k, 15', [0.0739089, -1.76665, 1.0]], ['2, k, 16', [0.292152, -1.11255, 1.0]], ['2, k, 17', [0.334637, -1.34656, 1.0]], ['2, k, 18', [0.405641, -1.72921, 1.0]], ['2, k, 19', [0.380957, -1.76283, 1.0]], ['2, k, 20', [0.263494, -0.627851, 1.0]], ['2, k, 21', [0.0384769, -1.04097, 1.0]], ['2, k, 22', [0.0533126, -0.943821, 1.0]], ['2, k, 23', [0.357095, -1.00399, 1.0]], ['2, k, 24', [0.357042, -0.899174, 1.0]]]
[['2, k, 0', [0.218154, -1.12686, 1.0]], ['2, k, 1', [0.243724, -0.84137, 1.0]], ['2, k, 2', [0.265351, -0.557081, 1.0]], ['2, k, 3', [0.291691, -0.417401, 1.0]], ['2, k, 4', [0.0978068, -0.637554, 1.0]], ['2, k, 5', [-0.0128656, -0.793593, 1.0]], ['2, k, 6', [0.0242663, -0.954266, 1.0]], ['2, k, 7', [0.0342867, -0.980338, 1.0]], ['2, k, 8', [0.419422, -0.650717, 1.0]], ['2, k, 9', [0.586862, -0.799826, 1.0]], ['2, k, 10', [0.463044, -0.932355, 1.0]], ['2, k, 11', [0.394284, -0.951129, 1.0]], ['2, k, 12', [0.142447, -1.11459, 1.0]], ['2, k, 13', [0.129405, -1.35456, 1.0]], ['2, k, 14', [0.111691, -1.74223, 1.0]], ['2, k, 15', [0.0738289, -1.76629, 1.0]], ['2, k, 16', [0.288701, -1.11284, 1.0]], ['2, k, 17', [0.32826, -1.34272, 1.0]], ['2, k, 18', [0.396739, -1.73073, 1.0]], ['2, k, 19', [0.371417, -1.76288, 1.0]], ['2, k, 20', [0.260691, -0.628096, 1.0]], ['2, k, 21', [0.0356082, -1.04313, 1.0]], ['2, k, 22', [0.0521119, -0.942032, 1.0]], ['2, k, 23', [0.347565, -1.00787, 1.0]], ['2, k, 24', [0.354253, -0.904628, 1.0]]]
[['2, k, 0', [0.213608, -1.12681, 1.0]], ['2, k, 1', [0.241152, -0.841672, 1.0]], ['2, k, 2', [0.264233, -0.557715, 1.0]], ['2, k, 3', [0.290273, -0.418364, 1.0]], ['2, k, 4', [0.0968855, -0.637832, 1.0]], ['2, k, 5', [-0.014975, -0.793288, 1.0]], ['2, k, 6', [0.000935734, -0.959567, 1.0]], ['2, k, 7', [0.0265754, -0.97836, 1.0]], ['2, k, 8', [0.414061, -0.653064, 1.0]], ['2, k, 9', [0.583276, -0.802521, 1.0]], ['2, k, 10', [0.458674, -0.934602, 1.0]], ['2, k, 11', [0.393341, -0.949848, 1.0]], ['2, k, 12', [0.138356, -1.11471, 1.0]], ['2, k, 13', [0.124562, -1.35127, 1.0]], ['2, k, 14', [0.105218, -1.74223, 1.0]], ['2, k, 15', [0.066718, -1.76553, 1.0]], ['2, k, 16', [0.283924, -1.11261, 1.0]], ['2, k, 17', [0.323453, -1.33895, 1.0]], ['2, k, 18', [0.393395, -1.73012, 1.0]], ['2, k, 19', [0.3681, -1.76321, 1.0]], ['2, k, 20', [0.259315, -0.628603, 1.0]], ['2, k, 21', [0.0264044, -1.03765, 1.0]], ['2, k, 22', [0.0366603, -0.953353, 1.0]], ['2, k, 23', [0.347884, -1.00961, 1.0]], ['2, k, 24', [0.352049, -0.903422, 1.0]]]
[['2, k, 0', [0.209203, -1.12684, 1.0]], ['2, k, 1', [0.239385, -0.842112, 1.0]], ['2, k, 2', [0.264146, -0.558253, 1.0]], ['2, k, 3', [0.289541, -0.418895, 1.0]], ['2, k, 4', [0.0961974, -0.638372, 1.0]], ['2, k, 5', [-0.020096, -0.793642, 1.0]], ['2, k, 6', [0.0027648, -0.956183, 1.0]], ['2, k, 7', [0.0252536, -0.980014, 1.0]], ['2, k, 8', [0.411443, -0.654017, 1.0]], ['2, k, 9', [0.581508, -0.804097, 1.0]], ['2, k, 10', [0.455177, -0.933855, 1.0]], ['2, k, 11', [0.388381, -0.950421, 1.0]], ['2, k, 12', [0.134076, -1.11429, 1.0]], ['2, k, 13', [0.120702, -1.34851, 1.0]], ['2, k, 14', [0.101667, -1.7418, 1.0]], ['2, k, 15', [0.0631681, -1.7639, 1.0]], ['2, k, 16', [0.279485, -1.11313, 1.0]], ['2, k, 17', [0.321657, -1.33816, 1.0]], ['2, k, 18', [0.3962, -1.72902, 1.0]], ['2, k, 19', [0.371995, -1.76386, 1.0]], ['2, k, 20', [0.258975, -0.629042, 1.0]], ['2, k, 21', [0.0262918, -1.04059, 1.0]], ['2, k, 22', [0.0423457, -0.94871, 1.0]], ['2, k, 23', [0.341247, -1.00757, 1.0]], ['2, k, 24', [0.346558, -0.904868, 1.0]]]
[['2, k, 0', [0.20652, -1.12629, 1.0]], ['2, k, 1', [0.237551, -0.842031, 1.0]], ['2, k, 2', [0.263361, -0.558642, 1.0]], ['2, k, 3', [0.289004, -0.419858, 1.0]], ['2, k, 4', [0.0947967, -0.639099, 1.0]], ['2, k, 5', [-0.022938, -0.79461, 1.0]], ['2, k, 6', [0.00875994, -0.949722, 1.0]], ['2, k, 7', [0.0264527, -0.977154, 1.0]], ['2, k, 8', [0.409942, -0.654668, 1.0]], ['2, k, 9', [0.580302, -0.805272, 1.0]], ['2, k, 10', [0.453063, -0.93413, 1.0]], ['2, k, 11', [0.387568, -0.949723, 1.0]], ['2, k, 12', [0.131108, -1.11329, 1.0]], ['2, k, 13', [0.118555, -1.3482, 1.0]], ['2, k, 14', [0.100854, -1.74091, 1.0]], ['2, k, 15', [0.06218, -1.76339, 1.0]], ['2, k, 16', [0.277131, -1.11297, 1.0]], ['2, k, 17', [0.318479, -1.33483, 1.0]], ['2, k, 18', [0.393269, -1.7291, 1.0]], ['2, k, 19', [0.368818, -1.76352, 1.0]], ['2, k, 20', [0.257988, -0.6293, 1.0]], ['2, k, 21', [0.0290498, -1.03462, 1.0]], ['2, k, 22', [0.0466191, -0.9367, 1.0]], ['2, k, 23', [0.34041, -1.00469, 1.0]], ['2, k, 24', [0.346217, -0.903978, 1.0]]]
[['2, k, 0', [0.204604, -1.1258, 1.0]], ['2, k, 1', [0.235298, -0.842221, 1.0]], ['2, k, 2', [0.261012, -0.559901, 1.0]], ['2, k, 3', [0.288214, -0.421123, 1.0]], ['2, k, 4', [0.0925733, -0.640522, 1.0]], ['2, k, 5', [-0.0243514, -0.796158, 1.0]], ['2, k, 6', [0.0116213, -0.948821, 1.0]], ['2, k, 7', [0.0258808, -0.974199, 1.0]], ['2, k, 8', [0.407803, -0.65519, 1.0]], ['2, k, 9', [0.578709, -0.806952, 1.0]], ['2, k, 10', [0.447768, -0.928766, 1.0]], ['2, k, 11', [0.384206, -0.94947, 1.0]], ['2, k, 12', [0.129308, -1.1127, 1.0]], ['2, k, 13', [0.1162, -1.35528, 1.0]], ['2, k, 14', [0.0984773, -1.7401, 1.0]], ['2, k, 15', [0.0594146, -1.76081, 1.0]], ['2, k, 16', [0.275152, -1.1126, 1.0]], ['2, k, 17', [0.317049, -1.33819, 1.0]], ['2, k, 18', [0.390837, -1.72877, 1.0]], ['2, k, 19', [0.366016, -1.76366, 1.0]], ['2, k, 20', [0.25556, -0.630236, 1.0]], ['2, k, 21', [0.0267136, -1.03462, 1.0]], ['2, k, 22', [0.0463571, -0.937485, 1.0]], ['2, k, 23', [0.339399, -1.00514, 1.0]], ['2, k, 24', [0.343259, -0.899453, 1.0]]]
[['2, k, 0', [0.203386, -1.12518, 1.0]], ['2, k, 1', [0.234218, -0.842227, 1.0]], ['2, k, 2', [0.259645, -0.560638, 1.0]], ['2, k, 3', [0.287687, -0.422397, 1.0]], ['2, k, 4', [0.0914599, -0.641403, 1.0]], ['2, k, 5', [-0.0240506, -0.796171, 1.0]], ['2, k, 6', [0.00381684, -0.952187, 1.0]], ['2, k, 7', [0.0238469, -0.973932, 1.0]], ['2, k, 8', [0.40634, -0.656006, 1.0]], ['2, k, 9', [0.577262, -0.808461, 1.0]], ['2, k, 10', [0.435608, -0.928381, 1.0]], ['2, k, 11', [0.376747, -0.952781, 1.0]], ['2, k, 12', [0.128153, -1.11241, 1.0]], ['2, k, 13', [0.114925, -1.35651, 1.0]], ['2, k, 14', [0.0971732, -1.73989, 1.0]], ['2, k, 15', [0.0578506, -1.76129, 1.0]], ['2, k, 16', [0.273895, -1.11161, 1.0]], ['2, k, 17', [0.315311, -1.33263, 1.0]], ['2, k, 18', [0.390599, -1.72779, 1.0]], ['2, k, 19', [0.365892, -1.76179, 1.0]], ['2, k, 20', [0.254275, -0.630704, 1.0]], ['2, k, 21', [0.0223792, -1.03546, 1.0]], ['2, k, 22', [0.0441943, -0.940037, 1.0]], ['2, k, 23', [0.333325, -1.00773, 1.0]], ['2, k, 24', [0.337793, -0.906655, 1.0]]]
[['2, k, 0', [0.202218, -1.12478, 1.0]], ['2, k, 1', [0.233051, -0.842229, 1.0]], ['2, k, 2', [0.25795, -0.561288, 1.0]], ['2, k, 3', [0.287324, -0.42298, 1.0]], ['2, k, 4', [0.0899267, -0.642501, 1.0]], ['2, k, 5', [-0.0247855, -0.796883, 1.0]], ['2, k, 6', [-0.00120851, -0.953184, 1.0]], ['2, k, 7', [0.0215814, -0.978254, 1.0]], ['2, k, 8', [0.404816, -0.657012, 1.0]], ['2, k, 9', [0.57675, -0.80888, 1.0]], ['2, k, 10', [0.433141, -0.93072, 1.0]], ['2, k, 11', [0.372324, -0.954852, 1.0]], ['2, k, 12', [0.127029, -1.11218, 1.0]], ['2, k, 13', [0.114927, -1.35646, 1.0]], ['2, k, 14', [0.0988608, -1.7398, 1.0]], ['2, k, 15', [0.0592966, -1.7618, 1.0]], ['2, k, 16', [0.272708, -1.11104, 1.0]], ['2, k, 17', [0.314824, -1.33744, 1.0]], ['2, k, 18', [0.388553, -1.72734, 1.0]], ['2, k, 19', [0.363629, -1.7619, 1.0]], ['2, k, 20', [0.252632, -0.631153, 1.0]], ['2, k, 21', [0.0201159, -1.04171, 1.0]], ['2, k, 22', [0.0413667, -0.942837, 1.0]], ['2, k, 23', [0.323629, -1.00623, 1.0]], ['2, k, 24', [0.332505, -0.902801, 1.0]]]
[['2, k, 0', [0.201881, -1.12371, 1.0]], ['2, k, 1', [0.232773, -0.842247, 1.0]], ['2, k, 2', [0.257548, -0.562694, 1.0]], ['2, k, 3', [0.286833, -0.42378, 1.0]], ['2, k, 4', [0.0894707, -0.642905, 1.0]], ['2, k, 5', [-0.0262562, -0.799486, 1.0]], ['2, k, 6', [0.00099923, -0.954092, 1.0]], ['2, k, 7', [0.022031, -0.977455, 1.0]], ['2, k, 8', [0.409345, -0.655977, 1.0]], ['2, k, 9', [0.576116, -0.809775, 1.0]], ['2, k, 10', [0.446838, -0.933682, 1.0]], ['2, k, 11', [0.381044, -0.95043, 1.0]], ['2, k, 12', [0.126617, -1.111, 1.0]], ['2, k, 13', [0.115262, -1.35693, 1.0]], ['2, k, 14', [0.100461, -1.73869, 1.0]], ['2, k, 15', [0.0616103, -1.7608, 1.0]], ['2, k, 16', [0.272444, -1.11008, 1.0]], ['2, k, 17', [0.315874, -1.33989, 1.0]], ['2, k, 18', [0.389975, -1.72615, 1.0]], ['2, k, 19', [0.366052, -1.76029, 1.0]], ['2, k, 20', [0.252076, -0.632038, 1.0]], ['2, k, 21', [0.0201162, -1.04152, 1.0]], ['2, k, 22', [0.042555, -0.939793, 1.0]], ['2, k, 23', [0.330248, -0.99846, 1.0]], ['2, k, 24', [0.341343, -0.900205, 1.0]]]
[['2, k, 0', [0.202194, -1.12202, 1.0]], ['2, k, 1', [0.232522, -0.842139, 1.0]], ['2, k, 2', [0.25684, -0.563622, 1.0]], ['2, k, 3', [0.286036, -0.423763, 1.0]], ['2, k, 4', [0.088866, -0.64394, 1.0]], ['2, k, 5', [-0.0277308, -0.802434, 1.0]], ['2, k, 6', [0.00131155, -0.955917, 1.0]], ['2, k, 7', [0.0234955, -0.977877, 1.0]], ['2, k, 8', [0.411729, -0.655555, 1.0]], ['2, k, 9', [0.575956, -0.81091, 1.0]], ['2, k, 10', [0.446948, -0.933288, 1.0]], ['2, k, 11', [0.383224, -0.94974, 1.0]], ['2, k, 12', [0.127032, -1.10977, 1.0]], ['2, k, 13', [0.115186, -1.35347, 1.0]], ['2, k, 14', [0.0994493, -1.73741, 1.0]], ['2, k, 15', [0.0603709, -1.75957, 1.0]], ['2, k, 16', [0.272638, -1.10791, 1.0]], ['2, k, 17', [0.316354, -1.3416, 1.0]], ['2, k, 18', [0.389018, -1.72405, 1.0]], ['2, k, 19', [0.365358, -1.75963, 1.0]], ['2, k, 20', [0.251397, -0.632616, 1.0]], ['2, k, 21', [0.0225726, -1.03892, 1.0]], ['2, k, 22', [0.0446266, -0.941563, 1.0]], ['2, k, 23', [0.336983, -0.997197, 1.0]], ['2, k, 24', [0.344349, -0.899717, 1.0]]]
[['2, k, 0', [0.202621, -1.12105, 1.0]], ['2, k, 1', [0.232371, -0.842052, 1.0]], ['2, k, 2', [0.256331, -0.564117, 1.0]], ['2, k, 3', [0.285329, -0.424574, 1.0]], ['2, k, 4', [0.0874241, -0.645355, 1.0]], ['2, k, 5', [-0.0280393, -0.80528, 1.0]], ['2, k, 6', [0.0107799, -0.949657, 1.0]], ['2, k, 7', [0.0278248, -0.974731, 1.0]], ['2, k, 8', [0.409233, -0.657666, 1.0]], ['2, k, 9', [0.575424, -0.811646, 1.0]], ['2, k, 10', [0.447335, -0.93344, 1.0]], ['2, k, 11', [0.382729, -0.95258, 1.0]], ['2, k, 12', [0.127343, -1.10912, 1.0]], ['2, k, 13', [0.116246, -1.35414, 1.0]], ['2, k, 14', [0.101759, -1.73684, 1.0]], ['2, k, 15', [0.0631654, -1.75939, 1.0]], ['2, k, 16', [0.273176, -1.1066, 1.0]], ['2, k, 17', [0.316263, -1.34257, 1.0]], ['2, k, 18', [0.386934, -1.72302, 1.0]], ['2, k, 19', [0.363752, -1.76001, 1.0]], ['2, k, 20', [0.250878, -0.632949, 1.0]], ['2, k, 21', [0.0309801, -1.03051, 1.0]], ['2, k, 22', [0.0492209, -0.935988, 1.0]], ['2, k, 23', [0.336616, -1.00378, 1.0]], ['2, k, 24', [0.342576, -0.901505, 1.0]]]
[['2, k, 0', [0.203621, -1.12068, 1.0]], ['2, k, 1', [0.232384, -0.841966, 1.0]], ['2, k, 2', [0.256515, -0.564004, 1.0]], ['2, k, 3', [0.28463, -0.425205, 1.0]], ['2, k, 4', [0.0872559, -0.6459, 1.0]], ['2, k, 5', [-0.0286474, -0.807186, 1.0]], ['2, k, 6', [0.0113396, -0.951175, 1.0]], ['2, k, 7', [0.0293257, -0.975756, 1.0]], ['2, k, 8', [0.408079, -0.658754, 1.0]], ['2, k, 9', [0.575567, -0.81352, 1.0]], ['2, k, 10', [0.448391, -0.931956, 1.0]], ['2, k, 11', [0.383652, -0.952691, 1.0]], ['2, k, 12', [0.128329, -1.10926, 1.0]], ['2, k, 13', [0.117484, -1.35488, 1.0]], ['2, k, 14', [0.103444, -1.737, 1.0]], ['2, k, 15', [0.0651858, -1.76041, 1.0]], ['2, k, 16', [0.274162, -1.10583, 1.0]], ['2, k, 17', [0.317362, -1.34353, 1.0]], ['2, k, 18', [0.387432, -1.72237, 1.0]], ['2, k, 19', [0.364798, -1.75943, 1.0]], ['2, k, 20', [0.250953, -0.632894, 1.0]], ['2, k, 21', [0.0294248, -1.03239, 1.0]], ['2, k, 22', [0.0494621, -0.935336, 1.0]], ['2, k, 23', [0.336232, -1.00264, 1.0]], ['2, k, 24', [0.344755, -0.90164, 1.0]]]
[['2, k, 0', [0.20633, -1.11985, 1.0]], ['2, k, 1', [0.232827, -0.841723, 1.0]], ['2, k, 2', [0.257321, -0.563898, 1.0]], ['2, k, 3', [0.284977, -0.425718, 1.0]], ['2, k, 4', [0.0871272, -0.646827, 1.0]], ['2, k, 5', [-0.029182, -0.808038, 1.0]], ['2, k, 6', [0.0111789, -0.951416, 1.0]], ['2, k, 7', [0.0317453, -0.976341, 1.0]], ['2, k, 8', [0.407742, -0.659607, 1.0]], ['2, k, 9', [0.576156, -0.8148, 1.0]], ['2, k, 10', [0.450307, -0.930369, 1.0]], ['2, k, 11', [0.389557, -0.948791, 1.0]], ['2, k, 12', [0.130758, -1.1088, 1.0]], ['2, k, 13', [0.119405, -1.35523, 1.0]], ['2, k, 14', [0.104735, -1.73646, 1.0]], ['2, k, 15', [0.066912, -1.76155, 1.0]], ['2, k, 16', [0.277061, -1.10464, 1.0]], ['2, k, 17', [0.319292, -1.34354, 1.0]], ['2, k, 18', [0.387472, -1.72156, 1.0]], ['2, k, 19', [0.365659, -1.75957, 1.0]], ['2, k, 20', [0.251642, -0.632794, 1.0]], ['2, k, 21', [0.0380794, -1.03091, 1.0]], ['2, k, 22', [0.0544227, -0.934358, 1.0]], ['2, k, 23', [0.343656, -0.996529, 1.0]], ['2, k, 24', [0.351438, -0.897017, 1.0]]]
[['2, k, 0', [0.208457, -1.11949, 1.0]], ['2, k, 1', [0.233466, -0.841528, 1.0]], ['2, k, 2', [0.257867, -0.563935, 1.0]], ['2, k, 3', [0.285403, -0.426654, 1.0]], ['2, k, 4', [0.0871837, -0.648579, 1.0]], ['2, k, 5', [-0.029468, -0.808881, 1.0]], ['2, k, 6', [0.0117968, -0.953319, 1.0]], ['2, k, 7', [0.0325871, -0.976353, 1.0]], ['2, k, 8', [0.40927, -0.660369, 1.0]], ['2, k, 9', [0.577746, -0.814974, 1.0]], ['2, k, 10', [0.45336, -0.928584, 1.0]], ['2, k, 11', [0.391232, -0.948462, 1.0]], ['2, k, 12', [0.132398, -1.1087, 1.0]], ['2, k, 13', [0.121779, -1.35577, 1.0]], ['2, k, 14', [0.108275, -1.7364, 1.0]], ['2, k, 15', [0.0719198, -1.76191, 1.0]], ['2, k, 16', [0.279668, -1.10399, 1.0]], ['2, k, 17', [0.320277, -1.34414, 1.0]], ['2, k, 18', [0.385645, -1.72166, 1.0]], ['2, k, 19', [0.364688, -1.75962, 1.0]], ['2, k, 20', [0.252212, -0.632815, 1.0]], ['2, k, 21', [0.0396854, -1.03495, 1.0]], ['2, k, 22', [0.050545, -0.93908, 1.0]], ['2, k, 23', [0.343507, -0.999222, 1.0]], ['2, k, 24', [0.352305, -0.895773, 1.0]]]
[['2, k, 0', [0.211639, -1.11915, 1.0]], ['2, k, 1', [0.234343, -0.841514, 1.0]], ['2, k, 2', [0.257941, -0.56479, 1.0]], ['2, k, 3', [0.286278, -0.427029, 1.0]], ['2, k, 4', [0.0873748, -0.64968, 1.0]], ['2, k, 5', [-0.0300312, -0.810214, 1.0]], ['2, k, 6', [0.0135599, -0.952354, 1.0]], ['2, k, 7', [0.0383648, -0.975236, 1.0]], ['2, k, 8', [0.409452, -0.660766, 1.0]], ['2, k, 9', [0.580424, -0.814733, 1.0]], ['2, k, 10', [0.457661, -0.926457, 1.0]], ['2, k, 11', [0.395906, -0.948122, 1.0]], ['2, k, 12', [0.135456, -1.10892, 1.0]], ['2, k, 13', [0.123891, -1.35615, 1.0]], ['2, k, 14', [0.109066, -1.73653, 1.0]], ['2, k, 15', [0.0730907, -1.762, 1.0]], ['2, k, 16', [0.282972, -1.10304, 1.0]], ['2, k, 17', [0.32481, -1.33484, 1.0]], ['2, k, 18', [0.39572, -1.71957, 1.0]], ['2, k, 19', [0.376572, -1.75763, 1.0]], ['2, k, 20', [0.252621, -0.633473, 1.0]], ['2, k, 21', [0.0468483, -1.03503, 1.0]], ['2, k, 22', [0.0631428, -0.936449, 1.0]], ['2, k, 23', [0.349937, -0.997512, 1.0]], ['2, k, 24', [0.359109, -0.896228, 1.0]]]
[['2, k, 0', [0.218355, -1.11892, 1.0]], ['2, k, 1', [0.236931, -0.841419, 1.0]], ['2, k, 2', [0.258777, -0.565097, 1.0]], ['2, k, 3', [0.28576, -0.428771, 1.0]], ['2, k, 4', [0.0877542, -0.651505, 1.0]], ['2, k, 5', [-0.0303019, -0.811226, 1.0]], ['2, k, 6', [0.017513, -0.954164, 1.0]], ['2, k, 7', [0.0415962, -0.973928, 1.0]], ['2, k, 8', [0.41421, -0.661803, 1.0]], ['2, k, 9', [0.581927, -0.81523, 1.0]], ['2, k, 10', [0.459265, -0.924425, 1.0]], ['2, k, 11', [0.398212, -0.946131, 1.0]], ['2, k, 12', [0.141699, -1.10868, 1.0]], ['2, k, 13', [0.129104, -1.3548, 1.0]], ['2, k, 14', [0.112765, -1.73612, 1.0]], ['2, k, 15', [0.0782444, -1.76252, 1.0]], ['2, k, 16', [0.290129, -1.10279, 1.0]], ['2, k, 17', [0.331585, -1.33955, 1.0]], ['2, k, 18', [0.399757, -1.71953, 1.0]], ['2, k, 19', [0.382508, -1.75904, 1.0]], ['2, k, 20', [0.253775, -0.633736, 1.0]], ['2, k, 21', [0.054968, -1.03102, 1.0]], ['2, k, 22', [0.064394, -0.940884, 1.0]], ['2, k, 23', [0.348042, -0.986083, 1.0]], ['2, k, 24', [0.361188, -0.890632, 1.0]]]
[['2, k, 0', [0.222466, -1.11927, 1.0]], ['2, k, 1', [0.239338, -0.84191, 1.0]], ['2, k, 2', [0.259484, -0.566307, 1.0]], ['2, k, 3', [0.286111, -0.429037, 1.0]], ['2, k, 4', [0.0884718, -0.652261, 1.0]], ['2, k, 5', [-0.0296833, -0.812285, 1.0]], ['2, k, 6', [0.0197138, -0.953191, 1.0]], ['2, k, 7', [0.0451564, -0.973176, 1.0]], ['2, k, 8', [0.414966, -0.662183, 1.0]], ['2, k, 9', [0.583517, -0.814146, 1.0]], ['2, k, 10', [0.464637, -0.928208, 1.0]], ['2, k, 11', [0.405389, -0.946154, 1.0]], ['2, k, 12', [0.145377, -1.10936, 1.0]], ['2, k, 13', [0.134462, -1.35218, 1.0]], ['2, k, 14', [0.120374, -1.73698, 1.0]], ['2, k, 15', [0.0870561, -1.76335, 1.0]], ['2, k, 16', [0.294524, -1.10276, 1.0]], ['2, k, 17', [0.33652, -1.343, 1.0]], ['2, k, 18', [0.404031, -1.71962, 1.0]], ['2, k, 19', [0.387617, -1.7588, 1.0]], ['2, k, 20', [0.254921, -0.63481, 1.0]], ['2, k, 21', [0.0577018, -1.03024, 1.0]], ['2, k, 22', [0.0718789, -0.931311, 1.0]], ['2, k, 23', [0.356564, -0.988032, 1.0]], ['2, k, 24', [0.366884, -0.893443, 1.0]]]
[['2, k, 0', [0.227787, -1.11936, 1.0]], ['2, k, 1', [0.242879, -0.84209, 1.0]], ['2, k, 2', [0.260639, -0.566677, 1.0]], ['2, k, 3', [0.287305, -0.42964, 1.0]], ['2, k, 4', [0.0901386, -0.653623, 1.0]], ['2, k, 5', [-0.0290373, -0.812951, 1.0]], ['2, k, 6', [0.0205474, -0.955107, 1.0]], ['2, k, 7', [0.0505763, -0.980344, 1.0]], ['2, k, 8', [0.420884, -0.662273, 1.0]], ['2, k, 9', [0.585969, -0.814997, 1.0]], ['2, k, 10', [0.467725, -0.925767, 1.0]], ['2, k, 11', [0.4223, -0.937634, 1.0]], ['2, k, 12', [0.149741, -1.10937, 1.0]], ['2, k, 13', [0.139276, -1.3516, 1.0]], ['2, k, 14', [0.125886, -1.73706, 1.0]], ['2, k, 15', [0.0950412, -1.76257, 1.0]], ['2, k, 16', [0.300651, -1.10296, 1.0]], ['2, k, 17', [0.34366, -1.34549, 1.0]], ['2, k, 18', [0.411669, -1.71946, 1.0]], ['2, k, 19', [0.397825, -1.7585, 1.0]], ['2, k, 20', [0.256526, -0.635191, 1.0]], ['2, k, 21', [0.0632113, -1.03464, 1.0]], ['2, k, 22', [0.0771019, -0.936315, 1.0]], ['2, k, 23', [0.373311, -0.976428, 1.0]], ['2, k, 24', [0.382085, -0.883465, 1.0]]]
[['2, k, 0', [0.232554, -1.11937, 1.0]], ['2, k, 1', [0.245803, -0.842069, 1.0]], ['2, k, 2', [0.261448, -0.566737, 1.0]], ['2, k, 3', [0.287625, -0.43017, 1.0]], ['2, k, 4', [0.0927318, -0.655689, 1.0]], ['2, k, 5', [-0.0281398, -0.814209, 1.0]], ['2, k, 6', [0.0231437, -0.955774, 1.0]], ['2, k, 7', [0.0559624, -0.972353, 1.0]], ['2, k, 8', [0.42166, -0.661705, 1.0]], ['2, k, 9', [0.590079, -0.815955, 1.0]], ['2, k, 10', [0.472166, -0.923163, 1.0]], ['2, k, 11', [0.422303, -0.938116, 1.0]], ['2, k, 12', [0.154173, -1.10944, 1.0]], ['2, k, 13', [0.145276, -1.34818, 1.0]], ['2, k, 14', [0.134095, -1.73724, 1.0]], ['2, k, 15', [0.1045, -1.76242, 1.0]], ['2, k, 16', [0.305593, -1.10291, 1.0]], ['2, k, 17', [0.346085, -1.3441, 1.0]], ['2, k, 18', [0.411219, -1.72038, 1.0]], ['2, k, 19', [0.397352, -1.75904, 1.0]], ['2, k, 20', [0.257719, -0.635267, 1.0]], ['2, k, 21', [0.0668329, -1.03237, 1.0]], ['2, k, 22', [0.0837647, -0.936086, 1.0]], ['2, k, 23', [0.377265, -0.976538, 1.0]], ['2, k, 24', [0.385375, -0.884376, 1.0]]]
