[['2, k, 0', [-0.258651, -0.474012, 1.0]], ['2, k, 1', [-0.263422, -0.179654, 1.0]], ['2, k, 2', [-0.266436, 0.108365, 1.0]], ['2, k, 3', [-0.284031, 0.255705, 1.0]], ['2, k, 4', [-0.460757, 0.0202642, 1.0]], ['2, k, 5', [-0.574345, -0.132322, 1.0]], ['2, k, 6', [-0.410367, -0.168164, 1.0]], ['2, k, 7', [-0.345854, -0.176998, 1.0]], ['2, k, 8', [-0.0790104, 0.0212204, 1.0]], ['2, k, 9', [0.08207, -0.09229, 1.0]], ['2, k, 10', [-0.000829089, -0.263295, 1.0]], ['2, k, 11', [-0.0517396, -0.296759, 1.0]], ['2, k, 12', [-0.341943, -0.467209, 1.0]], ['2, k, 13', [-0.41367, -0.771653, 1.0]], ['2, k, 14', [-0.470296, -1.08442, 1.0]], ['2, k, 15', [-0.530802, -1.14534, 1.0]], ['2, k, 16', [-0.167776, -0.466987, 1.0]], ['2, k, 17', [-0.0981064, -0.784354, 1.0]], ['2, k, 18', [-0.0296182, -1.1055, 1.0]], ['2, k, 19', [0.0214822, -1.15148, 1.0]], ['2, k, 20', [-0.265984, 0.0372562, 1.0]], ['2, k, 21', [-0.298817, -0.189029, 1.0]], ['2, k, 22', [-0.326767, -0.110045, 1.0]], ['2, k, 23', [-0.0592645, -0.383444, 1.0]], ['2, k, 24', [-0.0841319, -0.271636, 1.0]]]
[['2, k, 0', [-0.311927, -0.451452, 1.0]], ['2, k, 1', [-0.297333, -0.169661, 1.0]], ['2, k, 2', [-0.277516, 0.108295, 1.0]], ['2, k, 3', [-0.311695, 0.257239, 1.0]], ['2, k, 4', [-0.49185, 0.0180092, 1.0]], ['2, k, 5', [-0.606833, -0.116028, 1.0]], ['2, k, 6', [-0.514404, -0.267702, 1.0]], ['2, k, 7', [-0.466021, -0.307803, 1.0]], ['2, k, 8', [-0.102488, 0.0146074, 1.0]], ['2, k, 9', [0.0470974, -0.126416, 1.0]], ['2, k, 10', [-0.0303061, -0.295122, 1.0]], ['2, k, 11', [-0.0957741, -0.313978, 1.0]], ['2, k, 12', [-0.394434, -0.442889, 1.0]], ['2, k, 13', [-0.461305, -0.742728, 1.0]], ['2, k, 14', [-0.490469, -1.07634, 1.0]], ['2, k, 15', [-0.527187, -1.14115, 1.0]], ['2, k, 16', [-0.220546, -0.447331, 1.0]], ['2, k, 17', [-0.115582, -0.737266, 1.0]], ['2, k, 18', [-0.0300077, -1.08864, 1.0]], ['2, k, 19', [0.0141404, -1.14869, 1.0]], ['2, k, 20', [-0.283046, 0.0391034, 1.0]], ['2, k, 21', [-0.415465, -0.380676, 1.0]], ['2, k, 22', [-0.423587, -0.258111, 1.0]], ['2, k, 23', [-0.112151, -0.400875, 1.0]], ['2, k, 24', [-0.0848306, -0.392159, 1.0]]]
[['2, k, 0', [-0.308142, -0.45102, 1.0]], ['2, k, 1', [-0.295312, -0.169218, 1.0]], ['2, k, 2', [-0.27713, 0.108427, 1.0]], ['2, k, 3', [-0.31165, 0.257527, 1.0]], ['2, k, 4', [-0.491542, 0.017685, 1.0]], ['2, k, 5', [-0.606737, -0.116253, 1.0]], ['2, k, 6', [-0.514723, -0.268851, 1.0]], ['2, k, 7', [-0.466354, -0.308446, 1.0]], ['2, k, 8', [-0.101967, 0.0148128, 1.0]], ['2, k, 9', [0.047906, -0.125846, 1.0]], ['2, k, 10', [-0.0284461, -0.29503, 1.0]], ['2, k, 11', [-0.0947016, -0.313631, 1.0]], ['2, k, 12', [-0.390654, -0.442889, 1.0]], ['2, k, 13', [-0.457983, -0.742256, 1.0]], ['2, k, 14', [-0.49065, -1.0764, 1.0]], ['2, k, 15', [-0.526833, -1.1405, 1.0]], ['2, k, 16', [-0.216883, -0.446498, 1.0]], ['2, k, 17', [-0.112207, -0.736087, 1.0]], ['2, k, 18', [-0.0300348, -1.08846, 1.0]], ['2, k, 19', [0.0140304, -1.14869, 1.0]], ['2, k, 20', [-0.282403, 0.0393387, 1.0]], ['2, k, 21', [-0.418369, -0.384336, 1.0]], ['2, k, 22', [-0.424454, -0.260491, 1.0]], ['2, k, 23', [-0.111616, -0.399099, 1.0]], ['2, k, 24', [-0.083769, -0.392176, 1.0]]]
[['2, k, 0', [-0.303207, -0.451188, 1.0]], ['2, k, 1', [-0.293426, -0.16903, 1.0]], ['2, k, 2', [-0.277141, 0.108487, 1.0]], ['2, k, 3', [-0.311498, 0.257645, 1.0]], ['2, k, 4', [-0.491294, 0.0174037, 1.0]], ['2, k, 5', [-0.605733, -0.11816, 1.0]], ['2, k, 6', [-0.513425, -0.270847, 1.0]], ['2, k, 7', [-0.464243, -0.310893, 1.0]], ['2, k, 8', [-0.101453, 0.0150123, 1.0]], ['2, k, 9', [0.0491047, -0.125028, 1.0]], ['2, k, 10', [-0.0265071, -0.294451, 1.0]], ['2, k, 11', [-0.0927213, -0.319452, 1.0]], ['2, k, 12', [-0.384804, -0.44382, 1.0]], ['2, k, 13', [-0.455635, -0.741296, 1.0]], ['2, k, 14', [-0.49081, -1.07645, 1.0]], ['2, k, 15', [-0.526413, -1.14039, 1.0]], ['2, k, 16', [-0.212871, -0.446039, 1.0]], ['2, k, 17', [-0.108458, -0.736415, 1.0]], ['2, k, 18', [-0.0300782, -1.08829, 1.0]], ['2, k, 19', [0.0137159, -1.14873, 1.0]], ['2, k, 20', [-0.2822, 0.0394455, 1.0]], ['2, k, 21', [-0.4101, -0.384236, 1.0]], ['2, k, 22', [-0.421949, -0.275725, 1.0]], ['2, k, 23', [-0.111287, -0.404254, 1.0]], ['2, k, 24', [-0.0780031, -0.38985, 1.0]]]
[['2, k, 0', [-0.297261, -0.452042, 1.0]], ['2, k, 1', [-0.290683, -0.1694, 1.0]], ['2, k, 2', [-0.277001, 0.108303, 1.0]], ['2, k, 3', [-0.311322, 0.257611, 1.0]], ['2, k, 4', [-0.490091, 0.0169957, 1.0]], ['2, k, 5', [-0.603939, -0.121744, 1.0]], ['2, k, 6', [-0.511184, -0.275464, 1.0]], ['2, k, 7', [-0.462137, -0.315287, 1.0]], ['2, k, 8', [-0.101009, 0.0152413, 1.0]], ['2, k, 9', [0.0500837, -0.124235, 1.0]], ['2, k, 10', [-0.0252291, -0.293851, 1.0]], ['2, k, 11', [-0.091344, -0.320666, 1.0]], ['2, k, 12', [-0.378938, -0.445413, 1.0]], ['2, k, 13', [-0.451958, -0.739172, 1.0]], ['2, k, 14', [-0.490958, -1.07639, 1.0]], ['2, k, 15', [-0.525932, -1.14047, 1.0]], ['2, k, 16', [-0.207054, -0.446105, 1.0]], ['2, k, 17', [-0.104758, -0.735552, 1.0]], ['2, k, 18', [-0.0303781, -1.08804, 1.0]], ['2, k, 19', [0.0135827, -1.14841, 1.0]], ['2, k, 20', [-0.281639, 0.039299, 1.0]], ['2, k, 21', [-0.412353, -0.393462, 1.0]], ['2, k, 22', [-0.406326, -0.281153, 1.0]], ['2, k, 23', [-0.111428, -0.403837, 1.0]], ['2, k, 24', [-0.0735895, -0.391822, 1.0]]]
[['2, k, 0', [-0.293545, -0.452711, 1.0]], ['2, k, 1', [-0.287804, -0.169774, 1.0]], ['2, k, 2', [-0.27645, 0.108144, 1.0]], ['2, k, 3', [-0.311094, 0.257397, 1.0]], ['2, k, 4', [-0.48909, 0.0164823, 1.0]], ['2, k, 5', [-0.602918, -0.122726, 1.0]], ['2, k, 6', [-0.510671, -0.27786, 1.0]], ['2, k, 7', [-0.461962, -0.318006, 1.0]], ['2, k, 8', [-0.100606, 0.0152906, 1.0]], ['2, k, 9', [0.0515389, -0.123243, 1.0]], ['2, k, 10', [-0.0241392, -0.292737, 1.0]], ['2, k, 11', [-0.0880733, -0.320674, 1.0]], ['2, k, 12', [-0.375485, -0.446495, 1.0]], ['2, k, 13', [-0.448681, -0.740436, 1.0]], ['2, k, 14', [-0.490856, -1.07692, 1.0]], ['2, k, 15', [-0.525947, -1.14105, 1.0]], ['2, k, 16', [-0.203205, -0.446306, 1.0]], ['2, k, 17', [-0.101396, -0.734297, 1.0]], ['2, k, 18', [-0.0306783, -1.08799, 1.0]], ['2, k, 19', [0.0134904, -1.148, 1.0]], ['2, k, 20', [-0.28046, 0.0391353, 1.0]], ['2, k, 21', [-0.406568, -0.39217, 1.0]], ['2, k, 22', [-0.414595, -0.283063, 1.0]], ['2, k, 23', [-0.110144, -0.403211, 1.0]], ['2, k, 24', [-0.064376, -0.369363, 1.0]]]
[['2, k, 0', [-0.288571, -0.45296, 1.0]], ['2, k, 1', [-0.284591, -0.170115, 1.0]], ['2, k, 2', [-0.275626, 0.107766, 1.0]], ['2, k, 3', [-0.310705, 0.257135, 1.0]], ['2, k, 4', [-0.487673, 0.0159178, 1.0]], ['2, k, 5', [-0.60107, -0.125048, 1.0]], ['2, k, 6', [-0.509601, -0.281181, 1.0]], ['2, k, 7', [-0.461263, -0.322163, 1.0]], ['2, k, 8', [-0.099872, 0.0151328, 1.0]], ['2, k, 9', [0.0524795, -0.122746, 1.0]], ['2, k, 10', [-0.0228207, -0.292538, 1.0]], ['2, k, 11', [-0.0858932, -0.32265, 1.0]], ['2, k, 12', [-0.370886, -0.447282, 1.0]], ['2, k, 13', [-0.444303, -0.741788, 1.0]], ['2, k, 14', [-0.490434, -1.07787, 1.0]], ['2, k, 15', [-0.526113, -1.1417, 1.0]], ['2, k, 16', [-0.197948, -0.445952, 1.0]], ['2, k, 17', [-0.0976345, -0.730616, 1.0]], ['2, k, 18', [-0.0314935, -1.08735, 1.0]], ['2, k, 19', [0.0134854, -1.1471, 1.0]], ['2, k, 20', [-0.278977, 0.038792, 1.0]], ['2, k, 21', [-0.409318, -0.399781, 1.0]], ['2, k, 22', [-0.414863, -0.280782, 1.0]], ['2, k, 23', [-0.108179, -0.403744, 1.0]], ['2, k, 24', [-0.0559955, -0.357177, 1.0]]]
[['2, k, 0', [-0.283766, -0.45388, 1.0]], ['2, k, 1', [-0.281886, -0.170787, 1.0]], ['2, k, 2', [-0.275068, 0.107311, 1.0]], ['2, k, 3', [-0.310285, 0.256656, 1.0]], ['2, k, 4', [-0.485312, 0.0150109, 1.0]], ['2, k, 5', [-0.600638, -0.126066, 1.0]], ['2, k, 6', [-0.511877, -0.285616, 1.0]], ['2, k, 7', [-0.462064, -0.32256, 1.0]], ['2, k, 8', [-0.0992411, 0.014862, 1.0]], ['2, k, 9', [0.0548274, -0.121634, 1.0]], ['2, k, 10', [-0.021508, -0.29097, 1.0]], ['2, k, 11', [-0.0841125, -0.330696, 1.0]], ['2, k, 12', [-0.3666, -0.448741, 1.0]], ['2, k, 13', [-0.440165, -0.742293, 1.0]], ['2, k, 14', [-0.491066, -1.07749, 1.0]], ['2, k, 15', [-0.525797, -1.14184, 1.0]], ['2, k, 16', [-0.19275, -0.446268, 1.0]], ['2, k, 17', [-0.0936974, -0.729256, 1.0]], ['2, k, 18', [-0.031906, -1.08738, 1.0]], ['2, k, 19', [0.0133669, -1.14655, 1.0]], ['2, k, 20', [-0.277878, 0.0383127, 1.0]], ['2, k, 21', [-0.411339, -0.399197, 1.0]], ['2, k, 22', [-0.416081, -0.283204, 1.0]], ['2, k, 23', [-0.115495, -0.410427, 1.0]], ['2, k, 24', [-0.0482738, -0.362727, 1.0]]]
[['2, k, 0', [-0.281441, -0.454279, 1.0]], ['2, k, 1', [-0.280526, -0.171192, 1.0]], ['2, k, 2', [-0.274833, 0.106927, 1.0]], ['2, k, 3', [-0.309965, 0.256393, 1.0]], ['2, k, 4', [-0.484089, 0.0143011, 1.0]], ['2, k, 5', [-0.599981, -0.127091, 1.0]], ['2, k, 6', [-0.513197, -0.288469, 1.0]], ['2, k, 7', [-0.463492, -0.324269, 1.0]], ['2, k, 8', [-0.0984552, 0.0145732, 1.0]], ['2, k, 9', [0.0569811, -0.119382, 1.0]], ['2, k, 10', [-0.0200673, -0.288321, 1.0]], ['2, k, 11', [-0.0802587, -0.331851, 1.0]], ['2, k, 12', [-0.36411, -0.44944, 1.0]], ['2, k, 13', [-0.437503, -0.742575, 1.0]], ['2, k, 14', [-0.490693, -1.07729, 1.0]], ['2, k, 15', [-0.525152, -1.14246, 1.0]], ['2, k, 16', [-0.190654, -0.446392, 1.0]], ['2, k, 17', [-0.0893267, -0.727468, 1.0]], ['2, k, 18', [-0.032354, -1.08488, 1.0]], ['2, k, 19', [0.0129991, -1.14454, 1.0]], ['2, k, 20', [-0.277351, 0.0379561, 1.0]], ['2, k, 21', [-0.420769, -0.412396, 1.0]], ['2, k, 22', [-0.414173, -0.292588, 1.0]], ['2, k, 23', [-0.110094, -0.409456, 1.0]], ['2, k, 24', [-0.0416611, -0.361233, 1.0]]]
[['2, k, 0', [-0.276755, -0.454394, 1.0]], ['2, k, 1', [-0.278101, -0.171677, 1.0]], ['2, k, 2', [-0.274383, 0.106321, 1.0]], ['2, k, 3', [-0.309079, 0.255781, 1.0]], ['2, k, 4', [-0.482414, 0.0135271, 1.0]], ['2, k, 5', [-0.599504, -0.127373, 1.0]], ['2, k, 6', [-0.513216, -0.289485, 1.0]], ['2, k, 7', [-0.463929, -0.324789, 1.0]], ['2, k, 8', [-0.0976686, 0.0143131, 1.0]], ['2, k, 9', [0.0581362, -0.117497, 1.0]], ['2, k, 10', [-0.0191943, -0.286329, 1.0]], ['2, k, 11', [-0.0775599, -0.332072, 1.0]], ['2, k, 12', [-0.360055, -0.450203, 1.0]], ['2, k, 13', [-0.433474, -0.743134, 1.0]], ['2, k, 14', [-0.490714, -1.07744, 1.0]], ['2, k, 15', [-0.526542, -1.14352, 1.0]], ['2, k, 16', [-0.185427, -0.445765, 1.0]], ['2, k, 17', [-0.0853526, -0.726298, 1.0]], ['2, k, 18', [-0.032036, -1.08468, 1.0]], ['2, k, 19', [0.014029, -1.14479, 1.0]], ['2, k, 20', [-0.276436, 0.0373877, 1.0]], ['2, k, 21', [-0.420054, -0.410699, 1.0]], ['2, k, 22', [-0.418852, -0.29991, 1.0]], ['2, k, 23', [-0.10713, -0.410674, 1.0]], ['2, k, 24', [-0.04055, -0.357559, 1.0]]]
[['2, k, 0', [-0.271005, -0.454593, 1.0]], ['2, k, 1', [-0.275394, -0.17227, 1.0]], ['2, k, 2', [-0.274018, 0.105618, 1.0]], ['2, k, 3', [-0.308533, 0.255373, 1.0]], ['2, k, 4', [-0.480935, 0.0129509, 1.0]], ['2, k, 5', [-0.598248, -0.129689, 1.0]], ['2, k, 6', [-0.512113, -0.292036, 1.0]], ['2, k, 7', [-0.461635, -0.327791, 1.0]], ['2, k, 8', [-0.0968297, 0.0140919, 1.0]], ['2, k, 9', [0.0596742, -0.115942, 1.0]], ['2, k, 10', [-0.01882, -0.284628, 1.0]], ['2, k, 11', [-0.0745536, -0.333385, 1.0]], ['2, k, 12', [-0.354636, -0.45133, 1.0]], ['2, k, 13', [-0.429428, -0.743684, 1.0]], ['2, k, 14', [-0.490715, -1.07721, 1.0]], ['2, k, 15', [-0.524246, -1.14255, 1.0]], ['2, k, 16', [-0.179489, -0.445018, 1.0]], ['2, k, 17', [-0.0815548, -0.726589, 1.0]], ['2, k, 18', [-0.0314614, -1.0852, 1.0]], ['2, k, 19', [0.0136639, -1.14423, 1.0]], ['2, k, 20', [-0.275568, 0.0367232, 1.0]], ['2, k, 21', [-0.416821, -0.412188, 1.0]], ['2, k, 22', [-0.420307, -0.301509, 1.0]], ['2, k, 23', [-0.104895, -0.410881, 1.0]], ['2, k, 24', [-0.0353911, -0.35387, 1.0]]]
[['2, k, 0', [-0.268074, -0.455268, 1.0]], ['2, k, 1', [-0.273729, -0.172776, 1.0]], ['2, k, 2', [-0.273848, 0.105278, 1.0]], ['2, k, 3', [-0.3078, 0.254895, 1.0]], ['2, k, 4', [-0.479232, 0.0118571, 1.0]], ['2, k, 5', [-0.597761, -0.131208, 1.0]], ['2, k, 6', [-0.511084, -0.293893, 1.0]], ['2, k, 7', [-0.462019, -0.327452, 1.0]], ['2, k, 8', [-0.0959518, 0.0138095, 1.0]], ['2, k, 9', [0.0611316, -0.113635, 1.0]], ['2, k, 10', [-0.0178158, -0.282199, 1.0]], ['2, k, 11', [-0.0721409, -0.333546, 1.0]], ['2, k, 12', [-0.35165, -0.452629, 1.0]], ['2, k, 13', [-0.426498, -0.74491, 1.0]], ['2, k, 14', [-0.489878, -1.07673, 1.0]], ['2, k, 15', [-0.523882, -1.14278, 1.0]], ['2, k, 16', [-0.176677, -0.445128, 1.0]], ['2, k, 17', [-0.0784026, -0.726036, 1.0]], ['2, k, 18', [-0.030324, -1.08613, 1.0]], ['2, k, 19', [0.0131512, -1.14439, 1.0]], ['2, k, 20', [-0.275048, 0.0363417, 1.0]], ['2, k, 21', [-0.415624, -0.412888, 1.0]], ['2, k, 22', [-0.410856, -0.306351, 1.0]], ['2, k, 23', [-0.104349, -0.408537, 1.0]], ['2, k, 24', [-0.0289849, -0.350442, 1.0]]]
[['2, k, 0', [-0.264578, -0.455894, 1.0]], ['2, k, 1', [-0.27189, -0.173245, 1.0]], ['2, k, 2', [-0.273649, 0.10495, 1.0]], ['2, k, 3', [-0.306845, 0.25419, 1.0]], ['2, k, 4', [-0.477631, 0.0106746, 1.0]], ['2, k, 5', [-0.596566, -0.13175, 1.0]], ['2, k, 6', [-0.509268, -0.294696, 1.0]], ['2, k, 7', [-0.461377, -0.332214, 1.0]], ['2, k, 8', [-0.09471, 0.0135648, 1.0]], ['2, k, 9', [0.0627972, -0.110681, 1.0]], ['2, k, 10', [-0.0162263, -0.279312, 1.0]], ['2, k, 11', [-0.0689339, -0.334642, 1.0]], ['2, k, 12', [-0.348192, -0.453705, 1.0]], ['2, k, 13', [-0.422808, -0.745697, 1.0]], ['2, k, 14', [-0.489189, -1.07604, 1.0]], ['2, k, 15', [-0.522961, -1.143, 1.0]], ['2, k, 16', [-0.173302, -0.445306, 1.0]], ['2, k, 17', [-0.0743066, -0.727908, 1.0]], ['2, k, 18', [-0.0287016, -1.0869, 1.0]], ['2, k, 19', [0.0123906, -1.14416, 1.0]], ['2, k, 20', [-0.274463, 0.035969, 1.0]], ['2, k, 21', [-0.417326, -0.421491, 1.0]], ['2, k, 22', [-0.410454, -0.312043, 1.0]], ['2, k, 23', [-0.103464, -0.407937, 1.0]], ['2, k, 24', [-0.0238082, -0.357105, 1.0]]]
[['2, k, 0', [-0.260833, -0.456857, 1.0]], ['2, k, 1', [-0.27003, -0.173854, 1.0]], ['2, k, 2', [-0.273489, 0.104602, 1.0]], ['2, k, 3', [-0.306015, 0.253669, 1.0]], ['2, k, 4', [-0.47629, 0.0096121, 1.0]], ['2, k, 5', [-0.595823, -0.132596, 1.0]], ['2, k, 6', [-0.507428, -0.2953, 1.0]], ['2, k, 7', [-0.459439, -0.334146, 1.0]], ['2, k, 8', [-0.0938416, 0.0132371, 1.0]], ['2, k, 9', [0.0636424, -0.109284, 1.0]], ['2, k, 10', [-0.0145941, -0.278434, 1.0]], ['2, k, 11', [-0.0667701, -0.334367, 1.0]], ['2, k, 12', [-0.344658, -0.455455, 1.0]], ['2, k, 13', [-0.420021, -0.747535, 1.0]], ['2, k, 14', [-0.488827, -1.07607, 1.0]], ['2, k, 15', [-0.522653, -1.14278, 1.0]], ['2, k, 16', [-0.169207, -0.445556, 1.0]], ['2, k, 17', [-0.0712322, -0.729164, 1.0]], ['2, k, 18', [-0.0270548, -1.08885, 1.0]], ['2, k, 19', [0.011421, -1.14329, 1.0]], ['2, k, 20', [-0.273925, 0.0355628, 1.0]], ['2, k, 21', [-0.409057, -0.419471, 1.0]], ['2, k, 22', [-0.413726, -0.31414, 1.0]], ['2, k, 23', [-0.102097, -0.407577, 1.0]], ['2, k, 24', [-0.0219329, -0.353109, 1.0]]]
[['2, k, 0', [-0.257092, -0.457621, 1.0]], ['2, k, 1', [-0.268013, -0.174686, 1.0]], ['2, k, 2', [-0.273198, 0.103749, 1.0]], ['2, k, 3', [-0.305117, 0.25308, 1.0]], ['2, k, 4', [-0.475075, 0.00881354, 1.0]], ['2, k, 5', [-0.595571, -0.134471, 1.0]], ['2, k, 6', [-0.505821, -0.296604, 1.0]], ['2, k, 7', [-0.458761, -0.33454, 1.0]], ['2, k, 8', [-0.0929952, 0.0130035, 1.0]], ['2, k, 9', [0.0640031, -0.108299, 1.0]], ['2, k, 10', [-0.0127278, -0.278462, 1.0]], ['2, k, 11', [-0.0657626, -0.333961, 1.0]], ['2, k, 12', [-0.34107, -0.456861, 1.0]], ['2, k, 13', [-0.416911, -0.748663, 1.0]], ['2, k, 14', [-0.488495, -1.07587, 1.0]], ['2, k, 15', [-0.522176, -1.14249, 1.0]], ['2, k, 16', [-0.165487, -0.445672, 1.0]], ['2, k, 17', [-0.0670389, -0.730534, 1.0]], ['2, k, 18', [-0.0256568, -1.08898, 1.0]], ['2, k, 19', [0.0122782, -1.1406, 1.0]], ['2, k, 20', [-0.273184, 0.034744, 1.0]], ['2, k, 21', [-0.409151, -0.420375, 1.0]], ['2, k, 22', [-0.413876, -0.313594, 1.0]], ['2, k, 23', [-0.103214, -0.406894, 1.0]], ['2, k, 24', [-0.0164408, -0.349127, 1.0]]]
[['2, k, 0', [-0.253846, -0.458327, 1.0]], ['2, k, 1', [-0.26658, -0.17526, 1.0]], ['2, k, 2', [-0.273155, 0.103196, 1.0]], ['2, k, 3', [-0.304234, 0.25241, 1.0]], ['2, k, 4', [-0.47394, 0.00785015, 1.0]], ['2, k, 5', [-0.594617, -0.13685, 1.0]], ['2, k, 6', [-0.503924, -0.298666, 1.0]], ['2, k, 7', [-0.458093, -0.3351, 1.0]], ['2, k, 8', [-0.0917563, 0.0127864, 1.0]], ['2, k, 9', [0.0643706, -0.107862, 1.0]], ['2, k, 10', [-0.0121868, -0.27813, 1.0]], ['2, k, 11', [-0.0643423, -0.334997, 1.0]], ['2, k, 12', [-0.338091, -0.457919, 1.0]], ['2, k, 13', [-0.413714, -0.750627, 1.0]], ['2, k, 14', [-0.487779, -1.07627, 1.0]], ['2, k, 15', [-0.522788, -1.14281, 1.0]], ['2, k, 16', [-0.16221, -0.445932, 1.0]], ['2, k, 17', [-0.0636537, -0.731816, 1.0]], ['2, k, 18', [-0.0247301, -1.08918, 1.0]], ['2, k, 19', [0.0119202, -1.14098, 1.0]], ['2, k, 20', [-0.272822, 0.0342553, 1.0]], ['2, k, 21', [-0.409584, -0.420808, 1.0]], ['2, k, 22', [-0.412224, -0.316863, 1.0]], ['2, k, 23', [-0.103024, -0.406126, 1.0]], ['2, k, 24', [-0.0170979, -0.34406, 1.0]]]
[['2, k, 0', [-0.24884, -0.459138, 1.0]], ['2, k, 1', [-0.264597, -0.17593, 1.0]], ['2, k, 2', [-0.273194, 0.102701, 1.0]], ['2, k, 3', [-0.303597, 0.251842, 1.0]], ['2, k, 4', [-0.473113, 0.00712061, 1.0]], ['2, k, 5', [-0.593367, -0.139737, 1.0]], ['2, k, 6', [-0.502455, -0.30183, 1.0]], ['2, k, 7', [-0.454154, -0.339996, 1.0]], ['2, k, 8', [-0.0907549, 0.0126325, 1.0]], ['2, k, 9', [0.0652737, -0.106471, 1.0]], ['2, k, 10', [-0.0117565, -0.276535, 1.0]], ['2, k, 11', [-0.06212, -0.333574, 1.0]], ['2, k, 12', [-0.333167, -0.459416, 1.0]], ['2, k, 13', [-0.41044, -0.751833, 1.0]], ['2, k, 14', [-0.487575, -1.07682, 1.0]], ['2, k, 15', [-0.523293, -1.14335, 1.0]], ['2, k, 16', [-0.157319, -0.445993, 1.0]], ['2, k, 17', [-0.0580937, -0.734104, 1.0]], ['2, k, 18', [-0.0240504, -1.08933, 1.0]], ['2, k, 19', [0.0118228, -1.14138, 1.0]], ['2, k, 20', [-0.272499, 0.033782, 1.0]], ['2, k, 21', [-0.402067, -0.424981, 1.0]], ['2, k, 22', [-0.405535, -0.319718, 1.0]], ['2, k, 23', [-0.101497, -0.405068, 1.0]], ['2, k, 24', [-0.0116477, -0.341081, 1.0]]]
[['2, k, 0', [-0.244496, -0.460347, 1.0]], ['2, k, 1', [-0.262772, -0.176764, 1.0]], ['2, k, 2', [-0.273321, 0.102063, 1.0]], ['2, k, 3', [-0.302976, 0.251207, 1.0]], ['2, k, 4', [-0.472127, 0.00565724, 1.0]], ['2, k, 5', [-0.591904, -0.14363, 1.0]], ['2, k, 6', [-0.499535, -0.305219, 1.0]], ['2, k, 7', [-0.452846, -0.340837, 1.0]], ['2, k, 8', [-0.0891874, 0.0124997, 1.0]], ['2, k, 9', [0.0657793, -0.104412, 1.0]], ['2, k, 10', [-0.0107548, -0.274676, 1.0]], ['2, k, 11', [-0.0599967, -0.333203, 1.0]], ['2, k, 12', [-0.328941, -0.461075, 1.0]], ['2, k, 13', [-0.407523, -0.752742, 1.0]], ['2, k, 14', [-0.487673, -1.07717, 1.0]], ['2, k, 15', [-0.523076, -1.14387, 1.0]], ['2, k, 16', [-0.153028, -0.44669, 1.0]], ['2, k, 17', [-0.0545223, -0.734726, 1.0]], ['2, k, 18', [-0.0224863, -1.08857, 1.0]], ['2, k, 19', [0.0125953, -1.14182, 1.0]], ['2, k, 20', [-0.272217, 0.0332166, 1.0]], ['2, k, 21', [-0.401996, -0.425716, 1.0]], ['2, k, 22', [-0.403117, -0.321291, 1.0]], ['2, k, 23', [-0.0993969, -0.403944, 1.0]], ['2, k, 24', [-0.010979, -0.336735, 1.0]]]
[['2, k, 0', [-0.24121, -0.461197, 1.0]], ['2, k, 1', [-0.260775, -0.177509, 1.0]], ['2, k, 2', [-0.273005, 0.101247, 1.0]], ['2, k, 3', [-0.302201, 0.250132, 1.0]], ['2, k, 4', [-0.471541, 0.0045815, 1.0]], ['2, k, 5', [-0.591932, -0.144742, 1.0]], ['2, k, 6', [-0.49895, -0.306094, 1.0]], ['2, k, 7', [-0.452816, -0.342054, 1.0]], ['2, k, 8', [-0.0876592, 0.0125849, 1.0]], ['2, k, 9', [0.0661669, -0.103059, 1.0]], ['2, k, 10', [-0.0102606, -0.273329, 1.0]], ['2, k, 11', [-0.0583538, -0.333846, 1.0]], ['2, k, 12', [-0.325897, -0.462431, 1.0]], ['2, k, 13', [-0.403893, -0.753159, 1.0]], ['2, k, 14', [-0.487935, -1.07876, 1.0]], ['2, k, 15', [-0.523941, -1.14532, 1.0]], ['2, k, 16', [-0.149571, -0.447012, 1.0]], ['2, k, 17', [-0.0516719, -0.735392, 1.0]], ['2, k, 18', [-0.0220912, -1.08865, 1.0]], ['2, k, 19', [0.0126888, -1.14206, 1.0]], ['2, k, 20', [-0.271427, 0.032466, 1.0]], ['2, k, 21', [-0.40353, -0.426526, 1.0]], ['2, k, 22', [-0.404148, -0.323594, 1.0]], ['2, k, 23', [-0.0992013, -0.403113, 1.0]], ['2, k, 24', [-0.00266719, -0.35581, 1.0]]]
