[['2, k, 0', [0.0246618, -0.341418, 1.0]], ['2, k, 1', [0.0221992, -0.0179044, 1.0]], ['2, k, 2', [0.0196966, 0.298717, 1.0]], ['2, k, 3', [0.0236434, 0.418468, 1.0]], ['2, k, 4', [-0.123191, 0.254457, 1.0]], ['2, k, 5', [-0.0122958, -0.0116994, 1.0]], ['2, k, 6', [-0.187522, 0.0462821, 1.0]], ['2, k, 7', [-0.205677, 0.143824, 1.0]], ['2, k, 8', [0.134938, 0.208869, 1.0]], ['2, k, 9', [0.160721, -0.0816214, 1.0]], ['2, k, 10', [0.235802, 0.0319068, 1.0]], ['2, k, 11', [0.222665, 0.139668, 1.0]], ['2, k, 12', [-0.0343868, -0.326999, 1.0]], ['2, k, 13', [-0.0721665, -0.75524, 1.0]], ['2, k, 14', [-0.0818607, -1.08967, 1.0]], ['2, k, 15', [-0.0818477, -1.12788, 1.0]], ['2, k, 16', [0.0831277, -0.347762, 1.0]], ['2, k, 17', [0.10568, -0.742361, 1.0]], ['2, k, 18', [0.107085, -1.0748, 1.0]], ['2, k, 19', [0.105103, -1.11324, 1.0]], ['2, k, 20', [0.020332, 0.220499, 1.0]], ['2, k, 21', [-0.276394, 0.127963, 1.0]], ['2, k, 22', [-0.147579, 0.135124, 1.0]], ['2, k, 23', [0.203724, 0.135641, 1.0]], ['2, k, 24', [0.275468, 0.144997, 1.0]]]
[['2, k, 0', [0.0214854, -0.329164, 1.0]], ['2, k, 1', [0.0213437, -0.00784572, 1.0]], ['2, k, 2', [0.0219222, 0.305958, 1.0]], ['2, k, 3', [0.0265396, 0.454097, 1.0]], ['2, k, 4', [-0.134186, 0.202497, 1.0]], ['2, k, 5', [-0.267354, 0.130546, 1.0]], ['2, k, 6', [-0.250468, 0.0680967, 1.0]], ['2, k, 7', [-0.203449, 0.0417137, 1.0]], ['2, k, 8', [0.175289, 0.194621, 1.0]], ['2, k, 9', [0.278021, 0.0845691, 1.0]], ['2, k, 10', [0.254461, 0.0254379, 1.0]], ['2, k, 11', [0.234432, 0.023934, 1.0]], ['2, k, 12', [-0.0465108, -0.317182, 1.0]], ['2, k, 13', [-0.06962, -0.755268, 1.0]], ['2, k, 14', [-0.0812299, -1.11496, 1.0]], ['2, k, 15', [-0.0963475, -1.17936, 1.0]], ['2, k, 16', [0.087692, -0.33393, 1.0]], ['2, k, 17', [0.106857, -0.73942, 1.0]], ['2, k, 18', [0.105298, -1.09277, 1.0]], ['2, k, 19', [0.113277, -1.12591, 1.0]], ['2, k, 20', [0.0217116, 0.228488, 1.0]], ['2, k, 21', [-0.169988, 0.0079641, 1.0]], ['2, k, 22', [-0.272356, 0.0294039, 1.0]], ['2, k, 23', [0.233882, -0.00622204, 1.0]], ['2, k, 24', [0.277003, 0.0206007, 1.0]]]
[['2, k, 0', [0.0209319, -0.329964, 1.0]], ['2, k, 1', [0.0211159, -0.00819421, 1.0]], ['2, k, 2', [0.0218483, 0.306067, 1.0]], ['2, k, 3', [0.0251802, 0.455412, 1.0]], ['2, k, 4', [-0.134684, 0.20396, 1.0]], ['2, k, 5', [-0.265566, 0.13553, 1.0]], ['2, k, 6', [-0.248157, 0.0728825, 1.0]], ['2, k, 7', [-0.195447, 0.0983149, 1.0]], ['2, k, 8', [0.170768, 0.197378, 1.0]], ['2, k, 9', [0.267728, 0.139808, 1.0]], ['2, k, 10', [0.222334, 0.0709278, 1.0]], ['2, k, 11', [0.238092, 0.0859227, 1.0]], ['2, k, 12', [-0.0470962, -0.317989, 1.0]], ['2, k, 13', [-0.0719767, -0.76985, 1.0]], ['2, k, 14', [-0.0793799, -1.11122, 1.0]], ['2, k, 15', [-0.122925, -1.17773, 1.0]], ['2, k, 16', [0.0874391, -0.33458, 1.0]], ['2, k, 17', [0.110091, -0.761122, 1.0]], ['2, k, 18', [0.105085, -1.09127, 1.0]], ['2, k, 19', [0.116413, -1.16674, 1.0]], ['2, k, 20', [0.0216173, 0.228502, 1.0]], ['2, k, 21', [-0.160148, 0.0677533, 1.0]], ['2, k, 22', [-0.265342, 0.0868967, 1.0]], ['2, k, 23', [0.247908, 0.0600546, 1.0]], ['2, k, 24', [0.286281, 0.0735885, 1.0]]]
[['2, k, 0', [0.0228421, -0.339328, 1.0]], ['2, k, 1', [0.0223055, -0.0104338, 1.0]], ['2, k, 2', [0.0225589, 0.307215, 1.0]], ['2, k, 3', [0.028611, 0.433165, 1.0]], ['2, k, 4', [-0.117557, 0.242697, 1.0]], ['2, k, 5', [-0.262018, 0.19629, 1.0]], ['2, k, 6', [-0.227293, 0.133593, 1.0]], ['2, k, 7', [-0.208567, 0.160298, 1.0]], ['2, k, 8', [0.165887, 0.203904, 1.0]], ['2, k, 9', [0.275557, 0.17299, 1.0]], ['2, k, 10', [0.216723, 0.0936918, 1.0]], ['2, k, 11', [0.239833, 0.146379, 1.0]], ['2, k, 12', [-0.0413075, -0.33575, 1.0]], ['2, k, 13', [-0.0718246, -0.76892, 1.0]], ['2, k, 14', [-0.0793494, -1.11062, 1.0]], ['2, k, 15', [-0.0945435, -1.17969, 1.0]], ['2, k, 16', [0.0873957, -0.338267, 1.0]], ['2, k, 17', [0.108118, -0.757401, 1.0]], ['2, k, 18', [0.105033, -1.09046, 1.0]], ['2, k, 19', [0.117533, -1.16816, 1.0]], ['2, k, 20', [0.0223727, 0.228941, 1.0]], ['2, k, 21', [-0.149786, 0.131302, 1.0]], ['2, k, 22', [-0.249842, 0.12779, 1.0]], ['2, k, 23', [0.234286, 0.130053, 1.0]], ['2, k, 24', [0.276529, 0.144075, 1.0]]]
[['2, k, 0', [0.0228049, -0.387233, 1.0]], ['2, k, 1', [0.0210633, -0.0257858, 1.0]], ['2, k, 2', [0.0218937, 0.30696, 1.0]], ['2, k, 3', [0.0284367, 0.43291, 1.0]], ['2, k, 4', [-0.109325, 0.154458, 1.0]], ['2, k, 5', [-0.278614, 0.130691, 1.0]], ['2, k, 6', [-0.241398, 0.185609, 1.0]], ['2, k, 7', [-0.208598, 0.222631, 1.0]], ['2, k, 8', [0.154682, 0.15983, 1.0]], ['2, k, 9', [0.291757, 0.132385, 1.0]], ['2, k, 10', [0.290014, 0.152577, 1.0]], ['2, k, 11', [0.255956, 0.207282, 1.0]], ['2, k, 12', [-0.04777, -0.384555, 1.0]], ['2, k, 13', [-0.0716713, -0.768928, 1.0]], ['2, k, 14', [-0.0797988, -1.11097, 1.0]], ['2, k, 15', [-0.0900656, -1.1805, 1.0]], ['2, k, 16', [0.0924203, -0.379516, 1.0]], ['2, k, 17', [0.108563, -0.754102, 1.0]], ['2, k, 18', [0.103746, -1.08743, 1.0]], ['2, k, 19', [0.10812, -1.12093, 1.0]], ['2, k, 20', [0.0215164, 0.227253, 1.0]], ['2, k, 21', [-0.174464, 0.226172, 1.0]], ['2, k, 22', [-0.153797, 0.209495, 1.0]], ['2, k, 23', [0.302181, 0.188193, 1.0]], ['2, k, 24', [0.305433, 0.199992, 1.0]]]
[['2, k, 0', [0.0221386, -0.363091, 1.0]], ['2, k, 1', [0.0210341, -0.0259815, 1.0]], ['2, k, 2', [0.0210497, 0.300555, 1.0]], ['2, k, 3', [0.0287039, 0.452176, 1.0]], ['2, k, 4', [-0.113482, 0.17073, 1.0]], ['2, k, 5', [-0.241916, 0.205962, 1.0]], ['2, k, 6', [-0.246145, 0.23691, 1.0]], ['2, k, 7', [-0.200866, 0.279473, 1.0]], ['2, k, 8', [0.156158, 0.190027, 1.0]], ['2, k, 9', [0.297688, 0.188605, 1.0]], ['2, k, 10', [0.28194, 0.186722, 1.0]], ['2, k, 11', [0.250217, 0.264124, 1.0]], ['2, k, 12', [-0.0447474, -0.357884, 1.0]], ['2, k, 13', [-0.0717109, -0.76875, 1.0]], ['2, k, 14', [-0.0837679, -1.12636, 1.0]], ['2, k, 15', [-0.0975132, -1.18729, 1.0]], ['2, k, 16', [0.0888554, -0.359753, 1.0]], ['2, k, 17', [0.105122, -0.746642, 1.0]], ['2, k, 18', [0.10428, -1.08761, 1.0]], ['2, k, 19', [0.119608, -1.16758, 1.0]], ['2, k, 20', [0.0209596, 0.221739, 1.0]], ['2, k, 21', [-0.170338, 0.284969, 1.0]], ['2, k, 22', [-0.131517, 0.274563, 1.0]], ['2, k, 23', [0.225338, 0.25381, 1.0]], ['2, k, 24', [0.315761, 0.258991, 1.0]]]
[['2, k, 0', [0.0203329, -0.349091, 1.0]], ['2, k, 1', [0.0219335, -0.022934, 1.0]], ['2, k, 2', [0.022808, 0.300581, 1.0]], ['2, k, 3', [0.0285851, 0.452379, 1.0]], ['2, k, 4', [-0.0838656, 0.232167, 1.0]], ['2, k, 5', [-0.239035, 0.217362, 1.0]], ['2, k, 6', [-0.241792, 0.296585, 1.0]], ['2, k, 7', [-0.215257, 0.329694, 1.0]], ['2, k, 8', [0.156386, 0.193049, 1.0]], ['2, k, 9', [0.288315, 0.198988, 1.0]], ['2, k, 10', [0.282308, 0.246114, 1.0]], ['2, k, 11', [0.247812, 0.319192, 1.0]], ['2, k, 12', [-0.0447421, -0.344928, 1.0]], ['2, k, 13', [-0.0720828, -0.749751, 1.0]], ['2, k, 14', [-0.0816398, -1.11339, 1.0]], ['2, k, 15', [-0.0948962, -1.17932, 1.0]], ['2, k, 16', [0.0848539, -0.344855, 1.0]], ['2, k, 17', [0.105171, -0.745725, 1.0]], ['2, k, 18', [0.104627, -1.08561, 1.0]], ['2, k, 19', [0.109931, -1.11906, 1.0]], ['2, k, 20', [0.0223739, 0.221929, 1.0]], ['2, k, 21', [-0.187008, 0.340381, 1.0]], ['2, k, 22', [-0.162043, 0.319648, 1.0]], ['2, k, 23', [0.235397, 0.32493, 1.0]], ['2, k, 24', [0.328581, 0.317032, 1.0]]]
[['2, k, 0', [0.0201096, -0.34677, 1.0]], ['2, k, 1', [0.0218704, -0.022, 1.0]], ['2, k, 2', [0.0228415, 0.300528, 1.0]], ['2, k, 3', [0.0280895, 0.444436, 1.0]], ['2, k, 4', [-0.0923988, 0.229291, 1.0]], ['2, k, 5', [-0.240815, 0.237973, 1.0]], ['2, k, 6', [-0.232223, 0.332661, 1.0]], ['2, k, 7', [-0.203717, 0.381721, 1.0]], ['2, k, 8', [0.157709, 0.196482, 1.0]], ['2, k, 9', [0.280735, 0.219136, 1.0]], ['2, k, 10', [0.274274, 0.291306, 1.0]], ['2, k, 11', [0.247081, 0.366411, 1.0]], ['2, k, 12', [-0.0446107, -0.342817, 1.0]], ['2, k, 13', [-0.0716622, -0.749539, 1.0]], ['2, k, 14', [-0.0822128, -1.11328, 1.0]], ['2, k, 15', [-0.0952818, -1.17979, 1.0]], ['2, k, 16', [0.0842612, -0.342478, 1.0]], ['2, k, 17', [0.106048, -0.736561, 1.0]], ['2, k, 18', [0.104204, -1.09094, 1.0]], ['2, k, 19', [0.111248, -1.17068, 1.0]], ['2, k, 20', [0.0224058, 0.221906, 1.0]], ['2, k, 21', [-0.162561, 0.393, 1.0]], ['2, k, 22', [-0.273602, 0.389106, 1.0]], ['2, k, 23', [0.215794, 0.383456, 1.0]], ['2, k, 24', [0.277799, 0.381256, 1.0]]]
[['2, k, 0', [0.0201314, -0.344979, 1.0]], ['2, k, 1', [0.0219024, -0.0215401, 1.0]], ['2, k, 2', [0.0229833, 0.300016, 1.0]], ['2, k, 3', [0.0305654, 0.428447, 1.0]], ['2, k, 4', [-0.0944064, 0.227844, 1.0]], ['2, k, 5', [-0.253088, 0.266244, 1.0]], ['2, k, 6', [-0.232098, 0.386247, 1.0]], ['2, k, 7', [-0.200782, 0.428408, 1.0]], ['2, k, 8', [0.158352, 0.199497, 1.0]], ['2, k, 9', [0.280189, 0.234311, 1.0]], ['2, k, 10', [0.273013, 0.32872, 1.0]], ['2, k, 11', [0.244945, 0.412178, 1.0]], ['2, k, 12', [-0.044527, -0.341315, 1.0]], ['2, k, 13', [-0.0710174, -0.751664, 1.0]], ['2, k, 14', [-0.0840771, -1.11201, 1.0]], ['2, k, 15', [-0.0960286, -1.18007, 1.0]], ['2, k, 16', [0.0842246, -0.340168, 1.0]], ['2, k, 17', [0.105649, -0.736595, 1.0]], ['2, k, 18', [0.101102, -1.09803, 1.0]], ['2, k, 19', [0.117675, -1.17301, 1.0]], ['2, k, 20', [0.0225153, 0.221611, 1.0]], ['2, k, 21', [-0.146678, 0.434548, 1.0]], ['2, k, 22', [-0.268221, 0.43668, 1.0]], ['2, k, 23', [0.223483, 0.448581, 1.0]], ['2, k, 24', [0.270925, 0.432235, 1.0]]]
[['2, k, 0', [0.0233758, -0.335564, 1.0]], ['2, k, 1', [0.023037, -0.0160578, 1.0]], ['2, k, 2', [0.0230089, 0.301139, 1.0]], ['2, k, 3', [0.0293344, 0.430569, 1.0]], ['2, k, 4', [-0.125997, 0.228998, 1.0]], ['2, k, 5', [-0.248057, 0.280748, 1.0]], ['2, k, 6', [-0.23023, 0.405549, 1.0]], ['2, k, 7', [-0.197995, 0.478299, 1.0]], ['2, k, 8', [0.158561, 0.200174, 1.0]], ['2, k, 9', [0.27385, 0.2538, 1.0]], ['2, k, 10', [0.267662, 0.399154, 1.0]], ['2, k, 11', [0.251865, 0.453066, 1.0]], ['2, k, 12', [-0.0420679, -0.336926, 1.0]], ['2, k, 13', [-0.071057, -0.75176, 1.0]], ['2, k, 14', [-0.0833329, -1.11116, 1.0]], ['2, k, 15', [-0.0974395, -1.18045, 1.0]], ['2, k, 16', [0.0880862, -0.324459, 1.0]], ['2, k, 17', [0.105119, -0.73698, 1.0]], ['2, k, 18', [0.102479, -1.08949, 1.0]], ['2, k, 19', [0.106877, -1.12282, 1.0]], ['2, k, 20', [0.0227259, 0.223102, 1.0]], ['2, k, 21', [-0.158786, 0.492497, 1.0]], ['2, k, 22', [-0.263356, 0.481061, 1.0]], ['2, k, 23', [0.25494, 0.477898, 1.0]], ['2, k, 24', [0.308773, 0.454235, 1.0]]]
[['2, k, 0', [0.0210714, -0.327851, 1.0]], ['2, k, 1', [0.0220118, -0.0112921, 1.0]], ['2, k, 2', [0.022801, 0.302342, 1.0]], ['2, k, 3', [0.0294216, 0.434736, 1.0]], ['2, k, 4', [-0.119455, 0.230233, 1.0]], ['2, k, 5', [-0.247002, 0.30258, 1.0]], ['2, k, 6', [-0.220669, 0.464437, 1.0]], ['2, k, 7', [-0.208881, 0.513436, 1.0]], ['2, k, 8', [0.159078, 0.201316, 1.0]], ['2, k, 9', [0.275502, 0.296752, 1.0]], ['2, k, 10', [0.26946, 0.418914, 1.0]], ['2, k, 11', [0.256231, 0.496692, 1.0]], ['2, k, 12', [-0.0424662, -0.32804, 1.0]], ['2, k, 13', [-0.0705848, -0.751856, 1.0]], ['2, k, 14', [-0.0832771, -1.10541, 1.0]], ['2, k, 15', [-0.0978315, -1.18049, 1.0]], ['2, k, 16', [0.0843871, -0.319055, 1.0]], ['2, k, 17', [0.104144, -0.734967, 1.0]], ['2, k, 18', [0.101398, -1.09192, 1.0]], ['2, k, 19', [0.105869, -1.12521, 1.0]], ['2, k, 20', [0.0224498, 0.224793, 1.0]], ['2, k, 21', [-0.146387, 0.533184, 1.0]], ['2, k, 22', [-0.269419, 0.518519, 1.0]], ['2, k, 23', [0.2522, 0.520002, 1.0]], ['2, k, 24', [0.332883, 0.501116, 1.0]]]
[['2, k, 0', [0.0200087, -0.325396, 1.0]], ['2, k, 1', [0.0226684, -0.00949436, 1.0]], ['2, k, 2', [0.0259545, 0.302999, 1.0]], ['2, k, 3', [0.0296012, 0.435807, 1.0]], ['2, k, 4', [-0.115314, 0.229726, 1.0]], ['2, k, 5', [-0.264288, 0.329288, 1.0]], ['2, k, 6', [-0.21745, 0.487456, 1.0]], ['2, k, 7', [-0.202543, 0.545556, 1.0]], ['2, k, 8', [0.165621, 0.211555, 1.0]], ['2, k, 9', [0.271562, 0.307629, 1.0]], ['2, k, 10', [0.266302, 0.449883, 1.0]], ['2, k, 11', [0.251348, 0.528738, 1.0]], ['2, k, 12', [-0.0427574, -0.327286, 1.0]], ['2, k, 13', [-0.0711785, -0.736565, 1.0]], ['2, k, 14', [-0.0830027, -1.10402, 1.0]], ['2, k, 15', [-0.0990217, -1.17934, 1.0]], ['2, k, 16', [0.0821729, -0.314731, 1.0]], ['2, k, 17', [0.105672, -0.70612, 1.0]], ['2, k, 18', [0.10494, -1.09166, 1.0]], ['2, k, 19', [0.117208, -1.16889, 1.0]], ['2, k, 20', [0.024837, 0.2258, 1.0]], ['2, k, 21', [-0.16812, 0.571706, 1.0]], ['2, k, 22', [-0.255077, 0.550896, 1.0]], ['2, k, 23', [0.262097, 0.552877, 1.0]], ['2, k, 24', [0.318415, 0.535414, 1.0]]]
[['2, k, 0', [0.0204291, -0.322831, 1.0]], ['2, k, 1', [0.0227852, -0.00891725, 1.0]], ['2, k, 2', [0.0259111, 0.302665, 1.0]], ['2, k, 3', [0.0295667, 0.437424, 1.0]], ['2, k, 4', [-0.116169, 0.228717, 1.0]], ['2, k, 5', [-0.266324, 0.337793, 1.0]], ['2, k, 6', [-0.22363, 0.526976, 1.0]], ['2, k, 7', [-0.20987, 0.581636, 1.0]], ['2, k, 8', [0.166445, 0.21851, 1.0]], ['2, k, 9', [0.273744, 0.315136, 1.0]], ['2, k, 10', [0.259034, 0.499344, 1.0]], ['2, k, 11', [0.248162, 0.561109, 1.0]], ['2, k, 12', [-0.0423814, -0.326092, 1.0]], ['2, k, 13', [-0.0697199, -0.719029, 1.0]], ['2, k, 14', [-0.0829993, -1.10404, 1.0]], ['2, k, 15', [-0.0989906, -1.17962, 1.0]], ['2, k, 16', [0.0825734, -0.311039, 1.0]], ['2, k, 17', [0.106332, -0.723859, 1.0]], ['2, k, 18', [0.103408, -1.09118, 1.0]], ['2, k, 19', [0.116754, -1.1689, 1.0]], ['2, k, 20', [0.0248488, 0.225715, 1.0]], ['2, k, 21', [-0.187005, 0.622482, 1.0]], ['2, k, 22', [-0.254461, 0.564648, 1.0]], ['2, k, 23', [0.249933, 0.594208, 1.0]], ['2, k, 24', [0.30425, 0.575624, 1.0]]]
[['2, k, 0', [0.0201259, -0.32201, 1.0]], ['2, k, 1', [0.0225194, -0.0085413, 1.0]], ['2, k, 2', [0.0254426, 0.301885, 1.0]], ['2, k, 3', [0.0292522, 0.44011, 1.0]], ['2, k, 4', [-0.114387, 0.22915, 1.0]], ['2, k, 5', [-0.247533, 0.370709, 1.0]], ['2, k, 6', [-0.222593, 0.554368, 1.0]], ['2, k, 7', [-0.20053, 0.623179, 1.0]], ['2, k, 8', [0.167362, 0.221176, 1.0]], ['2, k, 9', [0.272633, 0.33847, 1.0]], ['2, k, 10', [0.262067, 0.533905, 1.0]], ['2, k, 11', [0.247453, 0.593455, 1.0]], ['2, k, 12', [-0.042364, -0.325898, 1.0]], ['2, k, 13', [-0.0701368, -0.720221, 1.0]], ['2, k, 14', [-0.0836588, -1.10401, 1.0]], ['2, k, 15', [-0.0776523, -1.13722, 1.0]], ['2, k, 16', [0.0817756, -0.309621, 1.0]], ['2, k, 17', [0.107007, -0.713981, 1.0]], ['2, k, 18', [0.103335, -1.08808, 1.0]], ['2, k, 19', [0.107462, -1.12149, 1.0]], ['2, k, 20', [0.0245034, 0.22527, 1.0]], ['2, k, 21', [-0.152074, 0.647689, 1.0]], ['2, k, 22', [-0.259149, 0.629938, 1.0]], ['2, k, 23', [0.232597, 0.631365, 1.0]], ['2, k, 24', [0.298927, 0.606137, 1.0]]]
[['2, k, 0', [0.0198789, -0.318784, 1.0]], ['2, k, 1', [0.0221724, -0.00720565, 1.0]], ['2, k, 2', [0.0250151, 0.301644, 1.0]], ['2, k, 3', [0.0296035, 0.440409, 1.0]], ['2, k, 4', [-0.11325, 0.229879, 1.0]], ['2, k, 5', [-0.247628, 0.386334, 1.0]], ['2, k, 6', [-0.216459, 0.59259, 1.0]], ['2, k, 7', [-0.201926, 0.647708, 1.0]], ['2, k, 8', [0.167699, 0.22214, 1.0]], ['2, k, 9', [0.277691, 0.356561, 1.0]], ['2, k, 10', [0.256088, 0.571344, 1.0]], ['2, k, 11', [0.244657, 0.626487, 1.0]], ['2, k, 12', [-0.0431747, -0.323048, 1.0]], ['2, k, 13', [-0.0698566, -0.719729, 1.0]], ['2, k, 14', [-0.0812767, -1.1027, 1.0]], ['2, k, 15', [-0.0921021, -1.17773, 1.0]], ['2, k, 16', [0.0822085, -0.306677, 1.0]], ['2, k, 17', [0.107506, -0.708845, 1.0]], ['2, k, 18', [0.101996, -1.09011, 1.0]], ['2, k, 19', [0.106108, -1.12342, 1.0]], ['2, k, 20', [0.0241342, 0.225287, 1.0]], ['2, k, 21', [-0.16272, 0.682017, 1.0]], ['2, k, 22', [-0.258639, 0.658756, 1.0]], ['2, k, 23', [0.225076, 0.654795, 1.0]], ['2, k, 24', [0.311729, 0.628049, 1.0]]]
[['2, k, 0', [0.0192612, -0.317158, 1.0]], ['2, k, 1', [0.0215394, -0.00626119, 1.0]], ['2, k, 2', [0.0244628, 0.301623, 1.0]], ['2, k, 3', [0.0289288, 0.441938, 1.0]], ['2, k, 4', [-0.112364, 0.230836, 1.0]], ['2, k, 5', [-0.274989, 0.400188, 1.0]], ['2, k, 6', [-0.21872, 0.60609, 1.0]], ['2, k, 7', [-0.205362, 0.672958, 1.0]], ['2, k, 8', [0.167214, 0.220173, 1.0]], ['2, k, 9', [0.278359, 0.368204, 1.0]], ['2, k, 10', [0.253549, 0.593539, 1.0]], ['2, k, 11', [0.241147, 0.652318, 1.0]], ['2, k, 12', [-0.0445616, -0.321973, 1.0]], ['2, k, 13', [-0.0699052, -0.719784, 1.0]], ['2, k, 14', [-0.0809413, -1.10323, 1.0]], ['2, k, 15', [-0.0984433, -1.1792, 1.0]], ['2, k, 16', [0.0826646, -0.304569, 1.0]], ['2, k, 17', [0.106513, -0.708376, 1.0]], ['2, k, 18', [0.104035, -1.08894, 1.0]], ['2, k, 19', [0.108188, -1.1222, 1.0]], ['2, k, 20', [0.0235901, 0.225427, 1.0]], ['2, k, 21', [-0.157284, 0.709661, 1.0]], ['2, k, 22', [-0.260788, 0.679753, 1.0]], ['2, k, 23', [0.216512, 0.686453, 1.0]], ['2, k, 24', [0.308187, 0.653978, 1.0]]]
[['2, k, 0', [0.0196283, -0.315133, 1.0]], ['2, k, 1', [0.0220112, -0.00515845, 1.0]], ['2, k, 2', [0.0248627, 0.300856, 1.0]], ['2, k, 3', [0.0295967, 0.441003, 1.0]], ['2, k, 4', [-0.11895, 0.232898, 1.0]], ['2, k, 5', [-0.27139, 0.415968, 1.0]], ['2, k, 6', [-0.214032, 0.64796, 1.0]], ['2, k, 7', [-0.20318, 0.703274, 1.0]], ['2, k, 8', [0.167634, 0.223378, 1.0]], ['2, k, 9', [0.280279, 0.38473, 1.0]], ['2, k, 10', [0.254974, 0.607052, 1.0]], ['2, k, 11', [0.242148, 0.672561, 1.0]], ['2, k, 12', [-0.0446467, -0.320353, 1.0]], ['2, k, 13', [-0.0699962, -0.71742, 1.0]], ['2, k, 14', [-0.0804229, -1.10431, 1.0]], ['2, k, 15', [-0.0980865, -1.17898, 1.0]], ['2, k, 16', [0.0834572, -0.302314, 1.0]], ['2, k, 17', [0.106014, -0.704846, 1.0]], ['2, k, 18', [0.103532, -1.08873, 1.0]], ['2, k, 19', [0.107218, -1.12203, 1.0]], ['2, k, 20', [0.0240524, 0.22518, 1.0]], ['2, k, 21', [-0.160118, 0.736897, 1.0]], ['2, k, 22', [-0.249555, 0.717504, 1.0]], ['2, k, 23', [0.21597, 0.716271, 1.0]], ['2, k, 24', [0.294466, 0.681469, 1.0]]]
[['2, k, 0', [0.0196931, -0.315326, 1.0]], ['2, k, 1', [0.0216132, -0.00541571, 1.0]], ['2, k, 2', [0.0236111, 0.299969, 1.0]], ['2, k, 3', [0.0292762, 0.439528, 1.0]], ['2, k, 4', [-0.115642, 0.233873, 1.0]], ['2, k, 5', [-0.273756, 0.41879, 1.0]], ['2, k, 6', [-0.213936, 0.653843, 1.0]], ['2, k, 7', [-0.207897, 0.715182, 1.0]], ['2, k, 8', [0.167346, 0.221513, 1.0]], ['2, k, 9', [0.279992, 0.394532, 1.0]], ['2, k, 10', [0.256897, 0.623211, 1.0]], ['2, k, 11', [0.242708, 0.690492, 1.0]], ['2, k, 12', [-0.0452154, -0.319817, 1.0]], ['2, k, 13', [-0.0705057, -0.716035, 1.0]], ['2, k, 14', [-0.0805288, -1.10456, 1.0]], ['2, k, 15', [-0.0981318, -1.17891, 1.0]], ['2, k, 16', [0.084148, -0.303368, 1.0]], ['2, k, 17', [0.106057, -0.704713, 1.0]], ['2, k, 18', [0.104729, -1.08959, 1.0]], ['2, k, 19', [0.108464, -1.12292, 1.0]], ['2, k, 20', [0.0230609, 0.224477, 1.0]], ['2, k, 21', [-0.169081, 0.754781, 1.0]], ['2, k, 22', [-0.262706, 0.731671, 1.0]], ['2, k, 23', [0.230286, 0.736635, 1.0]], ['2, k, 24', [0.295628, 0.712683, 1.0]]]
[['2, k, 0', [0.0198461, -0.315912, 1.0]], ['2, k, 1', [0.0218959, -0.00848206, 1.0]], ['2, k, 2', [0.024088, 0.28974, 1.0]], ['2, k, 3', [0.0291111, 0.438046, 1.0]], ['2, k, 4', [-0.114525, 0.234763, 1.0]], ['2, k, 5', [-0.273322, 0.428771, 1.0]], ['2, k, 6', [-0.22569, 0.685192, 1.0]], ['2, k, 7', [-0.209713, 0.734646, 1.0]], ['2, k, 8', [0.167478, 0.221896, 1.0]], ['2, k, 9', [0.292787, 0.407467, 1.0]], ['2, k, 10', [0.25492, 0.632885, 1.0]], ['2, k, 11', [0.237194, 0.714637, 1.0]], ['2, k, 12', [-0.0455581, -0.319428, 1.0]], ['2, k, 13', [-0.0706628, -0.716485, 1.0]], ['2, k, 14', [-0.0805033, -1.10284, 1.0]], ['2, k, 15', [-0.0973121, -1.17865, 1.0]], ['2, k, 16', [0.08517, -0.305927, 1.0]], ['2, k, 17', [0.105836, -0.704336, 1.0]], ['2, k, 18', [0.106273, -1.08853, 1.0]], ['2, k, 19', [0.109915, -1.1218, 1.0]], ['2, k, 20', [0.0235182, 0.216495, 1.0]], ['2, k, 21', [-0.163318, 0.770048, 1.0]], ['2, k, 22', [-0.262023, 0.753667, 1.0]], ['2, k, 23', [0.215782, 0.756676, 1.0]], ['2, k, 24', [0.297338, 0.724795, 1.0]]]
[['2, k, 0', [0.0198074, -0.31643, 1.0]], ['2, k, 1', [0.0221537, -0.00931946, 1.0]], ['2, k, 2', [0.0245748, 0.289111, 1.0]], ['2, k, 3', [0.0299996, 0.436605, 1.0]], ['2, k, 4', [-0.115421, 0.236444, 1.0]], ['2, k, 5', [-0.282371, 0.434469, 1.0]], ['2, k, 6', [-0.225784, 0.689137, 1.0]], ['2, k, 7', [-0.212322, 0.745678, 1.0]], ['2, k, 8', [0.167785, 0.222141, 1.0]], ['2, k, 9', [0.302538, 0.418206, 1.0]], ['2, k, 10', [0.250391, 0.656261, 1.0]], ['2, k, 11', [0.228265, 0.72935, 1.0]], ['2, k, 12', [-0.0460378, -0.318773, 1.0]], ['2, k, 13', [-0.0707397, -0.716233, 1.0]], ['2, k, 14', [-0.0808209, -1.10285, 1.0]], ['2, k, 15', [-0.0752116, -1.13591, 1.0]], ['2, k, 16', [0.0856842, -0.308421, 1.0]], ['2, k, 17', [0.105774, -0.722575, 1.0]], ['2, k, 18', [0.106136, -1.09119, 1.0]], ['2, k, 19', [0.11758, -1.17024, 1.0]], ['2, k, 20', [0.023967, 0.215728, 1.0]], ['2, k, 21', [-0.177758, 0.79244, 1.0]], ['2, k, 22', [-0.276135, 0.761794, 1.0]], ['2, k, 23', [0.198401, 0.771475, 1.0]], ['2, k, 24', [0.262628, 0.760782, 1.0]]]
