[['2, k, 0', [-0.30545, -0.200873, 1.0]], ['2, k, 1', [-0.296022, 0.116038, 1.0]], ['2, k, 2', [-0.285065, 0.424218, 1.0]], ['2, k, 3', [-0.32279, 0.575414, 1.0]], ['2, k, 4', [-0.496958, 0.363804, 1.0]], ['2, k, 5', [-0.600755, 0.175179, 1.0]], ['2, k, 6', [-0.311813, 0.115015, 1.0]], ['2, k, 7', [-0.21634, 0.0952101, 1.0]], ['2, k, 8', [-0.104338, 0.329437, 1.0]], ['2, k, 9', [0.0889555, 0.164035, 1.0]], ['2, k, 10', [0.0324086, -0.0427039, 1.0]], ['2, k, 11', [-0.0486682, -0.0837145, 1.0]], ['2, k, 12', [-0.390565, -0.189915, 1.0]], ['2, k, 13', [-0.379725, -0.59245, 1.0]], ['2, k, 14', [-0.381645, -0.990695, 1.0]], ['2, k, 15', [-0.408447, -1.05664, 1.0]], ['2, k, 16', [-0.211435, -0.206037, 1.0]], ['2, k, 17', [-0.179829, -0.637293, 1.0]], ['2, k, 18', [-0.130666, -1.00775, 1.0]], ['2, k, 19', [-0.13562, -1.07129, 1.0]], ['2, k, 20', [-0.288077, 0.348452, 1.0]], ['2, k, 21', [-0.215459, 0.0948224, 1.0]], ['2, k, 22', [-0.21431, 0.0943167, 1.0]], ['2, k, 23', [-0.0759611, -0.159301, 1.0]], ['2, k, 24', [-0.0836559, -0.0636008, 1.0]]]
[['2, k, 0', [-0.269511, -0.259962, 1.0]], ['2, k, 1', [-0.266504, 0.0408211, 1.0]], ['2, k, 2', [-0.261958, 0.333882, 1.0]], ['2, k, 3', [-0.289204, 0.480093, 1.0]], ['2, k, 4', [-0.474015, 0.26646, 1.0]], ['2, k, 5', [-0.598552, 0.0846095, 1.0]], ['2, k, 6', [-0.473261, -0.0836224, 1.0]], ['2, k, 7', [-0.432414, -0.139555, 1.0]], ['2, k, 8', [-0.0802174, 0.23728, 1.0]], ['2, k, 9', [0.11879, 0.076433, 1.0]], ['2, k, 10', [0.0282476, -0.101575, 1.0]], ['2, k, 11', [-0.000663359, -0.135127, 1.0]], ['2, k, 12', [-0.355637, -0.255431, 1.0]], ['2, k, 13', [-0.377135, -0.640006, 1.0]], ['2, k, 14', [-0.370812, -0.998656, 1.0]], ['2, k, 15', [-0.414305, -1.06404, 1.0]], ['2, k, 16', [-0.175593, -0.257066, 1.0]], ['2, k, 17', [-0.121537, -0.638151, 1.0]], ['2, k, 18', [-0.138132, -1.00035, 1.0]], ['2, k, 19', [-0.132049, -1.06591, 1.0]], ['2, k, 20', [-0.263369, 0.261761, 1.0]], ['2, k, 21', [-0.425975, -0.138867, 1.0]], ['2, k, 22', [-0.43044, -0.138887, 1.0]], ['2, k, 23', [-0.0219572, -0.196691, 1.0]], ['2, k, 24', [-0.0509837, -0.129577, 1.0]]]
[['2, k, 0', [-0.270316, -0.265823, 1.0]], ['2, k, 1', [-0.268005, 0.0337173, 1.0]], ['2, k, 2', [-0.264236, 0.325481, 1.0]], ['2, k, 3', [-0.290778, 0.474046, 1.0]], ['2, k, 4', [-0.47519, 0.259855, 1.0]], ['2, k, 5', [-0.600609, 0.0833293, 1.0]], ['2, k, 6', [-0.528445, -0.114615, 1.0]], ['2, k, 7', [-0.505306, -0.180449, 1.0]], ['2, k, 8', [-0.0815171, 0.231724, 1.0]], ['2, k, 9', [0.117447, 0.0705089, 1.0]], ['2, k, 10', [0.0198457, -0.119841, 1.0]], ['2, k, 11', [-0.0173361, -0.150438, 1.0]], ['2, k, 12', [-0.356672, -0.261613, 1.0]], ['2, k, 13', [-0.37879, -0.64537, 1.0]], ['2, k, 14', [-0.368173, -0.997522, 1.0]], ['2, k, 15', [-0.413482, -1.06312, 1.0]], ['2, k, 16', [-0.176152, -0.262421, 1.0]], ['2, k, 17', [-0.11996, -0.6434, 1.0]], ['2, k, 18', [-0.137905, -1.00028, 1.0]], ['2, k, 19', [-0.132135, -1.06598, 1.0]], ['2, k, 20', [-0.265447, 0.253684, 1.0]], ['2, k, 21', [-0.498597, -0.179608, 1.0]], ['2, k, 22', [-0.500906, -0.178878, 1.0]], ['2, k, 23', [-0.0338704, -0.213135, 1.0]], ['2, k, 24', [-0.0614657, -0.134258, 1.0]]]
[['2, k, 0', [-0.270603, -0.271646, 1.0]], ['2, k, 1', [-0.26966, 0.0273943, 1.0]], ['2, k, 2', [-0.267396, 0.318531, 1.0]], ['2, k, 3', [-0.292693, 0.466923, 1.0]], ['2, k, 4', [-0.476073, 0.253035, 1.0]], ['2, k, 5', [-0.60293, 0.0793651, 1.0]], ['2, k, 6', [-0.535902, -0.114672, 1.0]], ['2, k, 7', [-0.514479, -0.179207, 1.0]], ['2, k, 8', [-0.0832456, 0.226477, 1.0]], ['2, k, 9', [0.115492, 0.0615285, 1.0]], ['2, k, 10', [0.0200427, -0.120968, 1.0]], ['2, k, 11', [-0.0164063, -0.153687, 1.0]], ['2, k, 12', [-0.357393, -0.268326, 1.0]], ['2, k, 13', [-0.380065, -0.652042, 1.0]], ['2, k, 14', [-0.368432, -0.997847, 1.0]], ['2, k, 15', [-0.413672, -1.06334, 1.0]], ['2, k, 16', [-0.176058, -0.267296, 1.0]], ['2, k, 17', [-0.118916, -0.648556, 1.0]], ['2, k, 18', [-0.137806, -1.00032, 1.0]], ['2, k, 19', [-0.132281, -1.06592, 1.0]], ['2, k, 20', [-0.268216, 0.246895, 1.0]], ['2, k, 21', [-0.506202, -0.178867, 1.0]], ['2, k, 22', [-0.510028, -0.177657, 1.0]], ['2, k, 23', [-0.0409735, -0.227188, 1.0]], ['2, k, 24', [-0.0615015, -0.140458, 1.0]]]
[['2, k, 0', [-0.271241, -0.276698, 1.0]], ['2, k, 1', [-0.271377, 0.0223791, 1.0]], ['2, k, 2', [-0.270147, 0.313607, 1.0]], ['2, k, 3', [-0.294981, 0.459919, 1.0]], ['2, k, 4', [-0.478024, 0.246744, 1.0]], ['2, k, 5', [-0.604285, 0.0748001, 1.0]], ['2, k, 6', [-0.505994, -0.110983, 1.0]], ['2, k, 7', [-0.514368, -0.105346, 1.0]], ['2, k, 8', [-0.0846461, 0.221252, 1.0]], ['2, k, 9', [0.114633, 0.059369, 1.0]], ['2, k, 10', [0.020318, -0.123673, 1.0]], ['2, k, 11', [-0.0149951, -0.1571, 1.0]], ['2, k, 12', [-0.357859, -0.273229, 1.0]], ['2, k, 13', [-0.381164, -0.657172, 1.0]], ['2, k, 14', [-0.367884, -0.998276, 1.0]], ['2, k, 15', [-0.41385, -1.06341, 1.0]], ['2, k, 16', [-0.17682, -0.272263, 1.0]], ['2, k, 17', [-0.117877, -0.65362, 1.0]], ['2, k, 18', [-0.137856, -0.999989, 1.0]], ['2, k, 19', [-0.132312, -1.06597, 1.0]], ['2, k, 20', [-0.270716, 0.241938, 1.0]], ['2, k, 21', [-0.503989, -0.104769, 1.0]], ['2, k, 22', [-0.509916, -0.104434, 1.0]], ['2, k, 23', [-0.0224803, -0.209379, 1.0]], ['2, k, 24', [-0.0631721, -0.149768, 1.0]]]
[['2, k, 0', [-0.271988, -0.283234, 1.0]], ['2, k, 1', [-0.272807, 0.0154729, 1.0]], ['2, k, 2', [-0.272145, 0.306545, 1.0]], ['2, k, 3', [-0.296753, 0.453556, 1.0]], ['2, k, 4', [-0.479039, 0.239876, 1.0]], ['2, k, 5', [-0.60666, 0.0672618, 1.0]], ['2, k, 6', [-0.469594, -0.0967042, 1.0]], ['2, k, 7', [-0.424833, -0.151244, 1.0]], ['2, k, 8', [-0.086641, 0.213128, 1.0]], ['2, k, 9', [0.113755, 0.0562714, 1.0]], ['2, k, 10', [0.0208468, -0.125602, 1.0]], ['2, k, 11', [-0.0127183, -0.160465, 1.0]], ['2, k, 12', [-0.358982, -0.27996, 1.0]], ['2, k, 13', [-0.382564, -0.664032, 1.0]], ['2, k, 14', [-0.366951, -0.998029, 1.0]], ['2, k, 15', [-0.41366, -1.06341, 1.0]], ['2, k, 16', [-0.177167, -0.278399, 1.0]], ['2, k, 17', [-0.11719, -0.659711, 1.0]], ['2, k, 18', [-0.137906, -1.00005, 1.0]], ['2, k, 19', [-0.132424, -1.06607, 1.0]], ['2, k, 20', [-0.272587, 0.234893, 1.0]], ['2, k, 21', [-0.414765, -0.150487, 1.0]], ['2, k, 22', [-0.421102, -0.149916, 1.0]], ['2, k, 23', [-0.0315024, -0.222703, 1.0]], ['2, k, 24', [-0.055825, -0.14751, 1.0]]]
[['2, k, 0', [-0.272854, -0.28872, 1.0]], ['2, k, 1', [-0.273204, 0.00996121, 1.0]], ['2, k, 2', [-0.271992, 0.301066, 1.0]], ['2, k, 3', [-0.29875, 0.446318, 1.0]], ['2, k, 4', [-0.480655, 0.233541, 1.0]], ['2, k, 5', [-0.607542, 0.0620993, 1.0]], ['2, k, 6', [-0.514239, -0.111874, 1.0]], ['2, k, 7', [-0.519048, -0.120737, 1.0]], ['2, k, 8', [-0.0876989, 0.207428, 1.0]], ['2, k, 9', [0.113222, 0.0500457, 1.0]], ['2, k, 10', [0.0183504, -0.134311, 1.0]], ['2, k, 11', [-0.0172807, -0.168085, 1.0]], ['2, k, 12', [-0.359958, -0.28554, 1.0]], ['2, k, 13', [-0.383487, -0.669692, 1.0]], ['2, k, 14', [-0.366107, -0.997849, 1.0]], ['2, k, 15', [-0.413539, -1.06348, 1.0]], ['2, k, 16', [-0.177882, -0.28361, 1.0]], ['2, k, 17', [-0.116661, -0.664941, 1.0]], ['2, k, 18', [-0.137856, -0.999785, 1.0]], ['2, k, 19', [-0.132473, -1.06609, 1.0]], ['2, k, 20', [-0.272579, 0.229403, 1.0]], ['2, k, 21', [-0.512776, -0.12016, 1.0]], ['2, k, 22', [-0.514566, -0.119695, 1.0]], ['2, k, 23', [-0.0267767, -0.227737, 1.0]], ['2, k, 24', [-0.0615673, -0.155763, 1.0]]]
[['2, k, 0', [-0.273914, -0.294402, 1.0]], ['2, k, 1', [-0.273586, 0.00277132, 1.0]], ['2, k, 2', [-0.271421, 0.29192, 1.0]], ['2, k, 3', [-0.300443, 0.439604, 1.0]], ['2, k, 4', [-0.481985, 0.228418, 1.0]], ['2, k, 5', [-0.609625, 0.0543969, 1.0]], ['2, k, 6', [-0.485079, -0.113522, 1.0]], ['2, k, 7', [-0.50796, -0.125274, 1.0]], ['2, k, 8', [-0.0890606, 0.200489, 1.0]], ['2, k, 9', [0.111055, 0.04557, 1.0]], ['2, k, 10', [0.01886, -0.141621, 1.0]], ['2, k, 11', [-0.0179586, -0.173619, 1.0]], ['2, k, 12', [-0.360861, -0.290727, 1.0]], ['2, k, 13', [-0.384275, -0.675156, 1.0]], ['2, k, 14', [-0.364595, -0.99813, 1.0]], ['2, k, 15', [-0.413752, -1.06362, 1.0]], ['2, k, 16', [-0.179076, -0.2897, 1.0]], ['2, k, 17', [-0.115755, -0.670842, 1.0]], ['2, k, 18', [-0.138, -0.999371, 1.0]], ['2, k, 19', [-0.13255, -1.06621, 1.0]], ['2, k, 20', [-0.272281, 0.220778, 1.0]], ['2, k, 21', [-0.504508, -0.127552, 1.0]], ['2, k, 22', [-0.503552, -0.124187, 1.0]], ['2, k, 23', [-0.0148474, -0.218874, 1.0]], ['2, k, 24', [-0.0630879, -0.168338, 1.0]]]
[['2, k, 0', [-0.27455, -0.302179, 1.0]], ['2, k, 1', [-0.27413, -0.00499075, 1.0]], ['2, k, 2', [-0.271904, 0.28478, 1.0]], ['2, k, 3', [-0.301797, 0.431299, 1.0]], ['2, k, 4', [-0.483179, 0.21984, 1.0]], ['2, k, 5', [-0.609703, 0.0476594, 1.0]], ['2, k, 6', [-0.488285, -0.119854, 1.0]], ['2, k, 7', [-0.513415, -0.131689, 1.0]], ['2, k, 8', [-0.0905306, 0.191997, 1.0]], ['2, k, 9', [0.110367, 0.0368524, 1.0]], ['2, k, 10', [0.0213847, -0.14112, 1.0]], ['2, k, 11', [-0.0144233, -0.177544, 1.0]], ['2, k, 12', [-0.36184, -0.29863, 1.0]], ['2, k, 13', [-0.385573, -0.683048, 1.0]], ['2, k, 14', [-0.364411, -0.998262, 1.0]], ['2, k, 15', [-0.413397, -1.06343, 1.0]], ['2, k, 16', [-0.179339, -0.297076, 1.0]], ['2, k, 17', [-0.114553, -0.677969, 1.0]], ['2, k, 18', [-0.138116, -0.998997, 1.0]], ['2, k, 19', [-0.132577, -1.06622, 1.0]], ['2, k, 20', [-0.272774, 0.21343, 1.0]], ['2, k, 21', [-0.518951, -0.135922, 1.0]], ['2, k, 22', [-0.506537, -0.129558, 1.0]], ['2, k, 23', [-0.0338563, -0.241567, 1.0]], ['2, k, 24', [-0.0586002, -0.165099, 1.0]]]
[['2, k, 0', [-0.274864, -0.309731, 1.0]], ['2, k, 1', [-0.274847, -0.0133232, 1.0]], ['2, k, 2', [-0.273088, 0.275781, 1.0]], ['2, k, 3', [-0.303408, 0.422421, 1.0]], ['2, k, 4', [-0.484278, 0.210901, 1.0]], ['2, k, 5', [-0.61077, 0.0392373, 1.0]], ['2, k, 6', [-0.485493, -0.124637, 1.0]], ['2, k, 7', [-0.511894, -0.14262, 1.0]], ['2, k, 8', [-0.0919941, 0.184509, 1.0]], ['2, k, 9', [0.109315, 0.0292434, 1.0]], ['2, k, 10', [0.0291704, -0.156103, 1.0]], ['2, k, 11', [0.0083805, -0.170264, 1.0]], ['2, k, 12', [-0.362254, -0.30661, 1.0]], ['2, k, 13', [-0.386785, -0.69099, 1.0]], ['2, k, 14', [-0.363752, -0.998864, 1.0]], ['2, k, 15', [-0.414007, -1.06412, 1.0]], ['2, k, 16', [-0.17954, -0.303978, 1.0]], ['2, k, 17', [-0.113678, -0.684801, 1.0]], ['2, k, 18', [-0.138766, -0.998987, 1.0]], ['2, k, 19', [-0.132647, -1.06628, 1.0]], ['2, k, 20', [-0.273834, 0.20458, 1.0]], ['2, k, 21', [-0.51743, -0.14681, 1.0]], ['2, k, 22', [-0.507445, -0.141381, 1.0]], ['2, k, 23', [-0.0238042, -0.231153, 1.0]], ['2, k, 24', [-0.0139215, -0.148279, 1.0]]]
[['2, k, 0', [-0.275025, -0.318888, 1.0]], ['2, k, 1', [-0.276251, -0.0234513, 1.0]], ['2, k, 2', [-0.275869, 0.264683, 1.0]], ['2, k, 3', [-0.304608, 0.412609, 1.0]], ['2, k, 4', [-0.484763, 0.199911, 1.0]], ['2, k, 5', [-0.612303, 0.0099126, 1.0]], ['2, k, 6', [-0.469791, -0.137665, 1.0]], ['2, k, 7', [-0.423229, -0.186826, 1.0]], ['2, k, 8', [-0.0938519, 0.175326, 1.0]], ['2, k, 9', [0.108119, 0.0235308, 1.0]], ['2, k, 10', [0.0289736, -0.161257, 1.0]], ['2, k, 11', [0.00888906, -0.174949, 1.0]], ['2, k, 12', [-0.362687, -0.315811, 1.0]], ['2, k, 13', [-0.387588, -0.700186, 1.0]], ['2, k, 14', [-0.363476, -1.0001, 1.0]], ['2, k, 15', [-0.413413, -1.06416, 1.0]], ['2, k, 16', [-0.179421, -0.312876, 1.0]], ['2, k, 17', [-0.112145, -0.69345, 1.0]], ['2, k, 18', [-0.139135, -0.998982, 1.0]], ['2, k, 19', [-0.132652, -1.06653, 1.0]], ['2, k, 20', [-0.276258, 0.193719, 1.0]], ['2, k, 21', [-0.429102, -0.190848, 1.0]], ['2, k, 22', [-0.419548, -0.185201, 1.0]], ['2, k, 23', [-0.0196053, -0.237258, 1.0]], ['2, k, 24', [-0.0124942, -0.151699, 1.0]]]
[['2, k, 0', [-0.276432, -0.327746, 1.0]], ['2, k, 1', [-0.277981, -0.0319925, 1.0]], ['2, k, 2', [-0.277822, 0.256621, 1.0]], ['2, k, 3', [-0.305011, 0.402288, 1.0]], ['2, k, 4', [-0.486224, 0.190036, 1.0]], ['2, k, 5', [-0.612553, 0.00671978, 1.0]], ['2, k, 6', [-0.467846, -0.140233, 1.0]], ['2, k, 7', [-0.420552, -0.189191, 1.0]], ['2, k, 8', [-0.0949249, 0.167003, 1.0]], ['2, k, 9', [0.108014, 0.0102996, 1.0]], ['2, k, 10', [0.0151878, -0.179296, 1.0]], ['2, k, 11', [-0.0106667, -0.194427, 1.0]], ['2, k, 12', [-0.363731, -0.323985, 1.0]], ['2, k, 13', [-0.389236, -0.708368, 1.0]], ['2, k, 14', [-0.363321, -1.0004, 1.0]], ['2, k, 15', [-0.413536, -1.06431, 1.0]], ['2, k, 16', [-0.181166, -0.322147, 1.0]], ['2, k, 17', [-0.110288, -0.702051, 1.0]], ['2, k, 18', [-0.139041, -0.99932, 1.0]], ['2, k, 19', [-0.132591, -1.06673, 1.0]], ['2, k, 20', [-0.278166, 0.185519, 1.0]], ['2, k, 21', [-0.426433, -0.193203, 1.0]], ['2, k, 22', [-0.418165, -0.186419, 1.0]], ['2, k, 23', [-0.0205808, -0.230997, 1.0]], ['2, k, 24', [-0.0557458, -0.195737, 1.0]]]
[['2, k, 0', [-0.276684, -0.335627, 1.0]], ['2, k, 1', [-0.278652, -0.0398756, 1.0]], ['2, k, 2', [-0.278897, 0.248621, 1.0]], ['2, k, 3', [-0.3064, 0.393758, 1.0]], ['2, k, 4', [-0.487321, 0.180827, 1.0]], ['2, k, 5', [-0.614044, 0.000536515, 1.0]], ['2, k, 6', [-0.46398, -0.142725, 1.0]], ['2, k, 7', [-0.414903, -0.190463, 1.0]], ['2, k, 8', [-0.0960474, 0.158638, 1.0]], ['2, k, 9', [0.107165, 0.00240851, 1.0]], ['2, k, 10', [0.0151975, -0.179961, 1.0]], ['2, k, 11', [-0.0196689, -0.209917, 1.0]], ['2, k, 12', [-0.363902, -0.332262, 1.0]], ['2, k, 13', [-0.389238, -0.71659, 1.0]], ['2, k, 14', [-0.36281, -1.00088, 1.0]], ['2, k, 15', [-0.413951, -1.06456, 1.0]], ['2, k, 16', [-0.181481, -0.329399, 1.0]], ['2, k, 17', [-0.10839, -0.708797, 1.0]], ['2, k, 18', [-0.138877, -1.0004, 1.0]], ['2, k, 19', [-0.132775, -1.06693, 1.0]], ['2, k, 20', [-0.279142, 0.177554, 1.0]], ['2, k, 21', [-0.420802, -0.194468, 1.0]], ['2, k, 22', [-0.411283, -0.188801, 1.0]], ['2, k, 23', [-0.0285935, -0.263791, 1.0]], ['2, k, 24', [-0.0630732, -0.201872, 1.0]]]
[['2, k, 0', [-0.277682, -0.344284, 1.0]], ['2, k, 1', [-0.280193, -0.0500824, 1.0]], ['2, k, 2', [-0.280974, 0.237093, 1.0]], ['2, k, 3', [-0.307519, 0.382958, 1.0]], ['2, k, 4', [-0.487321, 0.172658, 1.0]], ['2, k, 5', [-0.616556, -0.00516467, 1.0]], ['2, k, 6', [-0.514599, -0.191267, 1.0]], ['2, k, 7', [-0.526069, -0.163099, 1.0]], ['2, k, 8', [-0.0969928, 0.149784, 1.0]], ['2, k, 9', [0.107405, -0.00277119, 1.0]], ['2, k, 10', [0.0155662, -0.181381, 1.0]], ['2, k, 11', [-0.0138858, -0.214588, 1.0]], ['2, k, 12', [-0.364954, -0.340397, 1.0]], ['2, k, 13', [-0.390409, -0.724577, 1.0]], ['2, k, 14', [-0.362228, -1.00117, 1.0]], ['2, k, 15', [-0.414007, -1.06454, 1.0]], ['2, k, 16', [-0.182389, -0.338362, 1.0]], ['2, k, 17', [-0.106601, -0.717079, 1.0]], ['2, k, 18', [-0.139503, -1.00192, 1.0]], ['2, k, 19', [-0.132777, -1.06694, 1.0]], ['2, k, 20', [-0.281089, 0.166327, 1.0]], ['2, k, 21', [-0.531983, -0.173233, 1.0]], ['2, k, 22', [-0.507733, -0.159031, 1.0]], ['2, k, 23', [-0.0304144, -0.274995, 1.0]], ['2, k, 24', [-0.0524281, -0.198214, 1.0]]]
[['2, k, 0', [-0.278075, -0.35118, 1.0]], ['2, k, 1', [-0.280935, -0.0572851, 1.0]], ['2, k, 2', [-0.282029, 0.229721, 1.0]], ['2, k, 3', [-0.308833, 0.375131, 1.0]], ['2, k, 4', [-0.488543, 0.164185, 1.0]], ['2, k, 5', [-0.61791, -0.00984606, 1.0]], ['2, k, 6', [-0.513806, -0.190271, 1.0]], ['2, k, 7', [-0.526249, -0.167458, 1.0]], ['2, k, 8', [-0.0982548, 0.140111, 1.0]], ['2, k, 9', [0.105192, -0.0108436, 1.0]], ['2, k, 10', [0.0147871, -0.185113, 1.0]], ['2, k, 11', [-0.0166984, -0.221254, 1.0]], ['2, k, 12', [-0.365221, -0.347684, 1.0]], ['2, k, 13', [-0.391655, -0.731625, 1.0]], ['2, k, 14', [-0.361718, -1.00249, 1.0]], ['2, k, 15', [-0.414869, -1.06533, 1.0]], ['2, k, 16', [-0.182896, -0.344724, 1.0]], ['2, k, 17', [-0.10561, -0.722901, 1.0]], ['2, k, 18', [-0.139726, -1.00268, 1.0]], ['2, k, 19', [-0.1326, -1.06744, 1.0]], ['2, k, 20', [-0.28207, 0.158983, 1.0]], ['2, k, 21', [-0.518389, -0.188944, 1.0]], ['2, k, 22', [-0.507069, -0.159681, 1.0]], ['2, k, 23', [-0.0268017, -0.274962, 1.0]], ['2, k, 24', [-0.0631302, -0.21624, 1.0]]]
[['2, k, 0', [-0.279789, -0.360149, 1.0]], ['2, k, 1', [-0.282901, -0.0677479, 1.0]], ['2, k, 2', [-0.284212, 0.217783, 1.0]], ['2, k, 3', [-0.309986, 0.365053, 1.0]], ['2, k, 4', [-0.488241, 0.155123, 1.0]], ['2, k, 5', [-0.618864, -0.0147682, 1.0]], ['2, k, 6', [-0.518485, -0.194637, 1.0]], ['2, k, 7', [-0.533623, -0.171577, 1.0]], ['2, k, 8', [-0.0987816, 0.131873, 1.0]], ['2, k, 9', [0.104812, -0.0201459, 1.0]], ['2, k, 10', [0.0126218, -0.192762, 1.0]], ['2, k, 11', [-0.0179525, -0.229171, 1.0]], ['2, k, 12', [-0.366959, -0.35596, 1.0]], ['2, k, 13', [-0.394583, -0.739557, 1.0]], ['2, k, 14', [-0.36171, -1.00325, 1.0]], ['2, k, 15', [-0.41508, -1.06541, 1.0]], ['2, k, 16', [-0.184531, -0.354064, 1.0]], ['2, k, 17', [-0.104091, -0.731166, 1.0]], ['2, k, 18', [-0.140051, -1.00333, 1.0]], ['2, k, 19', [-0.132441, -1.06755, 1.0]], ['2, k, 20', [-0.284204, 0.147406, 1.0]], ['2, k, 21', [-0.524119, -0.197268, 1.0]], ['2, k, 22', [-0.504859, -0.168004, 1.0]], ['2, k, 23', [-0.0255979, -0.280028, 1.0]], ['2, k, 24', [-0.0629459, -0.217558, 1.0]]]
[['2, k, 0', [-0.280808, -0.367981, 1.0]], ['2, k, 1', [-0.283709, -0.0753015, 1.0]], ['2, k, 2', [-0.284789, 0.210664, 1.0]], ['2, k, 3', [-0.309964, 0.356082, 1.0]], ['2, k, 4', [-0.489164, 0.147218, 1.0]], ['2, k, 5', [-0.621177, -0.0224188, 1.0]], ['2, k, 6', [-0.52267, -0.201606, 1.0]], ['2, k, 7', [-0.52493, -0.197952, 1.0]], ['2, k, 8', [-0.0996002, 0.125351, 1.0]], ['2, k, 9', [0.104076, -0.0245609, 1.0]], ['2, k, 10', [0.00717352, -0.224198, 1.0]], ['2, k, 11', [-0.0483461, -0.258522, 1.0]], ['2, k, 12', [-0.368297, -0.364171, 1.0]], ['2, k, 13', [-0.396412, -0.747447, 1.0]], ['2, k, 14', [-0.361464, -1.00449, 1.0]], ['2, k, 15', [-0.416088, -1.06661, 1.0]], ['2, k, 16', [-0.185229, -0.361291, 1.0]], ['2, k, 17', [-0.102933, -0.737702, 1.0]], ['2, k, 18', [-0.140509, -1.00415, 1.0]], ['2, k, 19', [-0.132319, -1.0678, 1.0]], ['2, k, 20', [-0.28484, 0.140162, 1.0]], ['2, k, 21', [-0.522975, -0.204444, 1.0]], ['2, k, 22', [-0.511732, -0.194016, 1.0]], ['2, k, 23', [-0.0762414, -0.318366, 1.0]], ['2, k, 24', [-0.0820305, -0.237635, 1.0]]]
[['2, k, 0', [-0.28091, -0.375877, 1.0]], ['2, k, 1', [-0.283917, -0.0834598, 1.0]], ['2, k, 2', [-0.285082, 0.202331, 1.0]], ['2, k, 3', [-0.310639, 0.348734, 1.0]], ['2, k, 4', [-0.490245, 0.137161, 1.0]], ['2, k, 5', [-0.622556, -0.0264247, 1.0]], ['2, k, 6', [-0.52222, -0.20275, 1.0]], ['2, k, 7', [-0.526269, -0.203759, 1.0]], ['2, k, 8', [-0.101229, 0.11688, 1.0]], ['2, k, 9', [0.104249, -0.0328886, 1.0]], ['2, k, 10', [0.0180316, -0.209603, 1.0]], ['2, k, 11', [-0.0223848, -0.241272, 1.0]], ['2, k, 12', [-0.368795, -0.3724, 1.0]], ['2, k, 13', [-0.397028, -0.755293, 1.0]], ['2, k, 14', [-0.360793, -1.00388, 1.0]], ['2, k, 15', [-0.416544, -1.06573, 1.0]], ['2, k, 16', [-0.184955, -0.368655, 1.0]], ['2, k, 17', [-0.102692, -0.7447, 1.0]], ['2, k, 18', [-0.140723, -1.00446, 1.0]], ['2, k, 19', [-0.132308, -1.06804, 1.0]], ['2, k, 20', [-0.285115, 0.13186, 1.0]], ['2, k, 21', [-0.517784, -0.211481, 1.0]], ['2, k, 22', [-0.508923, -0.201168, 1.0]], ['2, k, 23', [-0.0446633, -0.310028, 1.0]], ['2, k, 24', [-0.0660745, -0.223394, 1.0]]]
[['2, k, 0', [-0.28016, -0.382402, 1.0]], ['2, k, 1', [-0.283549, -0.0896179, 1.0]], ['2, k, 2', [-0.285059, 0.196587, 1.0]], ['2, k, 3', [-0.311606, 0.33791, 1.0]], ['2, k, 4', [-0.490576, 0.129879, 1.0]], ['2, k, 5', [-0.621521, -0.0424816, 1.0]], ['2, k, 6', [-0.514163, -0.210863, 1.0]], ['2, k, 7', [-0.525809, -0.212873, 1.0]], ['2, k, 8', [-0.101983, 0.10982, 1.0]], ['2, k, 9', [0.103558, -0.0391449, 1.0]], ['2, k, 10', [0.0165639, -0.215006, 1.0]], ['2, k, 11', [-0.0234906, -0.248764, 1.0]], ['2, k, 12', [-0.368131, -0.379152, 1.0]], ['2, k, 13', [-0.398326, -0.761569, 1.0]], ['2, k, 14', [-0.360777, -1.00466, 1.0]], ['2, k, 15', [-0.416577, -1.06568, 1.0]], ['2, k, 16', [-0.184139, -0.374747, 1.0]], ['2, k, 17', [-0.102383, -0.750534, 1.0]], ['2, k, 18', [-0.140694, -1.00557, 1.0]], ['2, k, 19', [-0.132167, -1.06846, 1.0]], ['2, k, 20', [-0.285009, 0.126007, 1.0]], ['2, k, 21', [-0.530504, -0.219626, 1.0]], ['2, k, 22', [-0.515093, -0.208851, 1.0]], ['2, k, 23', [-0.0554814, -0.328469, 1.0]], ['2, k, 24', [-0.0602081, -0.229997, 1.0]]]
