[['2, k, 0', [-0.179335, -0.330881, 1.0]], ['2, k, 1', [-0.175102, -0.0411708, 1.0]], ['2, k, 2', [-0.16995, 0.242304, 1.0]], ['2, k, 3', [-0.170194, 0.360436, 1.0]], ['2, k, 4', [-0.344879, 0.15461, 1.0]], ['2, k, 5', [-0.404741, 0.0220453, 1.0]], ['2, k, 6', [-0.452045, -0.0658461, 1.0]], ['2, k, 7', [-0.471599, -0.0954748, 1.0]], ['2, k, 8', [-0.00797819, 0.149415, 1.0]], ['2, k, 9', [0.0801222, 0.0324702, 1.0]], ['2, k, 10', [0.11202, -0.0817669, 1.0]], ['2, k, 11', [0.129015, -0.0829921, 1.0]], ['2, k, 12', [-0.253633, -0.325298, 1.0]], ['2, k, 13', [-0.324586, -0.621633, 1.0]], ['2, k, 14', [-0.312924, -0.749436, 1.0]], ['2, k, 15', [-0.31539, -0.864959, 1.0]], ['2, k, 16', [-0.100295, -0.327738, 1.0]], ['2, k, 17', [-0.0527482, -0.625834, 1.0]], ['2, k, 18', [-0.0401986, -0.748973, 1.0]], ['2, k, 19', [-0.0296109, -0.863846, 1.0]], ['2, k, 20', [-0.171402, 0.172364, 1.0]], ['2, k, 21', [-0.47525, -0.104891, 1.0]], ['2, k, 22', [-0.513625, -0.0860506, 1.0]], ['2, k, 23', [0.14042, -0.0858784, 1.0]], ['2, k, 24', [0.188714, -0.0675205, 1.0]]]
[['2, k, 0', [-0.161977, -0.351343, 1.0]], ['2, k, 1', [-0.158259, -0.0777956, 1.0]], ['2, k, 2', [-0.153661, 0.192559, 1.0]], ['2, k, 3', [-0.135888, 0.314263, 1.0]], ['2, k, 4', [-0.29841, 0.0839232, 1.0]], ['2, k, 5', [-0.440196, 0.0559674, 1.0]], ['2, k, 6', [-0.425817, 0.0987525, 1.0]], ['2, k, 7', [-0.432718, 0.130123, 1.0]], ['2, k, 8', [0.0095176, 0.0894608, 1.0]], ['2, k, 9', [0.131366, 0.095127, 1.0]], ['2, k, 10', [0.179489, 0.144563, 1.0]], ['2, k, 11', [0.187231, 0.172221, 1.0]], ['2, k, 12', [-0.23202, -0.341444, 1.0]], ['2, k, 13', [-0.316769, -0.59545, 1.0]], ['2, k, 14', [-0.314602, -0.822439, 1.0]], ['2, k, 15', [-0.31625, -0.883911, 1.0]], ['2, k, 16', [-0.0879182, -0.35239, 1.0]], ['2, k, 17', [0.00274548, -0.60146, 1.0]], ['2, k, 18', [0.0154202, -0.934458, 1.0]], ['2, k, 19', [0.00994581, -0.994657, 1.0]], ['2, k, 20', [-0.154883, 0.125617, 1.0]], ['2, k, 21', [-0.365451, 0.138821, 1.0]], ['2, k, 22', [-0.462373, 0.147792, 1.0]], ['2, k, 23', [0.184788, 0.195964, 1.0]], ['2, k, 24', [0.117184, 0.180684, 1.0]]]
[['2, k, 0', [-0.16103, -0.324206, 1.0]], ['2, k, 1', [-0.156474, -0.0590364, 1.0]], ['2, k, 2', [-0.151659, 0.203056, 1.0]], ['2, k, 3', [-0.137003, 0.328986, 1.0]], ['2, k, 4', [-0.300932, 0.130292, 1.0]], ['2, k, 5', [-0.439375, 0.0625399, 1.0]], ['2, k, 6', [-0.438389, 0.126512, 1.0]], ['2, k, 7', [-0.436388, 0.166599, 1.0]], ['2, k, 8', [0.0126561, 0.139075, 1.0]], ['2, k, 9', [0.146526, 0.120237, 1.0]], ['2, k, 10', [0.19117, 0.169618, 1.0]], ['2, k, 11', [0.190554, 0.220742, 1.0]], ['2, k, 12', [-0.228488, -0.31741, 1.0]], ['2, k, 13', [-0.30753, -0.578499, 1.0]], ['2, k, 14', [-0.333943, -0.913712, 1.0]], ['2, k, 15', [-0.329915, -0.973724, 1.0]], ['2, k, 16', [-0.089739, -0.322496, 1.0]], ['2, k, 17', [-0.00601815, -0.581418, 1.0]], ['2, k, 18', [0.00362581, -0.913086, 1.0]], ['2, k, 19', [0.00379084, -0.973027, 1.0]], ['2, k, 20', [-0.152923, 0.138023, 1.0]], ['2, k, 21', [-0.416668, 0.188675, 1.0]], ['2, k, 22', [-0.47915, 0.189361, 1.0]], ['2, k, 23', [0.184758, 0.247244, 1.0]], ['2, k, 24', [0.123277, 0.230739, 1.0]]]
[['2, k, 0', [-0.152111, -0.315312, 1.0]], ['2, k, 1', [-0.15326, -0.057793, 1.0]], ['2, k, 2', [-0.150618, 0.201763, 1.0]], ['2, k, 3', [-0.137508, 0.329978, 1.0]], ['2, k, 4', [-0.300462, 0.137932, 1.0]], ['2, k, 5', [-0.438992, 0.0805042, 1.0]], ['2, k, 6', [-0.43869, 0.17462, 1.0]], ['2, k, 7', [-0.434764, 0.206001, 1.0]], ['2, k, 8', [0.012775, 0.139968, 1.0]], ['2, k, 9', [0.148844, 0.136006, 1.0]], ['2, k, 10', [0.184419, 0.230248, 1.0]], ['2, k, 11', [0.192098, 0.263552, 1.0]], ['2, k, 12', [-0.22252, -0.308786, 1.0]], ['2, k, 13', [-0.304162, -0.570861, 1.0]], ['2, k, 14', [-0.291262, -0.773733, 1.0]], ['2, k, 15', [-0.288913, -0.833166, 1.0]], ['2, k, 16', [-0.0777299, -0.313765, 1.0]], ['2, k, 17', [-0.0101642, -0.581281, 1.0]], ['2, k, 18', [-0.0103895, -0.846228, 1.0]], ['2, k, 19', [-0.0113409, -0.904943, 1.0]], ['2, k, 20', [-0.152024, 0.137414, 1.0]], ['2, k, 21', [-0.410235, 0.229891, 1.0]], ['2, k, 22', [-0.470153, 0.218463, 1.0]], ['2, k, 23', [0.18951, 0.289243, 1.0]], ['2, k, 24', [0.119311, 0.272637, 1.0]]]
[['2, k, 0', [-0.151301, -0.311005, 1.0]], ['2, k, 1', [-0.150052, -0.0436151, 1.0]], ['2, k, 2', [-0.147016, 0.220531, 1.0]], ['2, k, 3', [-0.136307, 0.343521, 1.0]], ['2, k, 4', [-0.298603, 0.144745, 1.0]], ['2, k, 5', [-0.420303, 0.123589, 1.0]], ['2, k, 6', [-0.438732, 0.186728, 1.0]], ['2, k, 7', [-0.435312, 0.235864, 1.0]], ['2, k, 8', [0.0143019, 0.144719, 1.0]], ['2, k, 9', [0.154675, 0.166612, 1.0]], ['2, k, 10', [0.193259, 0.243772, 1.0]], ['2, k, 11', [0.196708, 0.303748, 1.0]], ['2, k, 12', [-0.223181, -0.30564, 1.0]], ['2, k, 13', [-0.283909, -0.611, 1.0]], ['2, k, 14', [-0.322913, -0.843518, 1.0]], ['2, k, 15', [-0.321406, -0.90029, 1.0]], ['2, k, 16', [-0.0753114, -0.308279, 1.0]], ['2, k, 17', [-0.0342234, -0.609132, 1.0]], ['2, k, 18', [-0.0173767, -0.868205, 1.0]], ['2, k, 19', [-0.0193614, -0.924668, 1.0]], ['2, k, 20', [-0.148476, 0.153695, 1.0]], ['2, k, 21', [-0.419675, 0.261328, 1.0]], ['2, k, 22', [-0.474639, 0.254381, 1.0]], ['2, k, 23', [0.204726, 0.33192, 1.0]], ['2, k, 24', [0.135528, 0.304569, 1.0]]]
[['2, k, 0', [-0.151014, -0.30808, 1.0]], ['2, k, 1', [-0.149612, -0.0390355, 1.0]], ['2, k, 2', [-0.146793, 0.225398, 1.0]], ['2, k, 3', [-0.135999, 0.346957, 1.0]], ['2, k, 4', [-0.297738, 0.153146, 1.0]], ['2, k, 5', [-0.42133, 0.127287, 1.0]], ['2, k, 6', [-0.435427, 0.221455, 1.0]], ['2, k, 7', [-0.433595, 0.26452, 1.0]], ['2, k, 8', [0.0159337, 0.149635, 1.0]], ['2, k, 9', [0.163061, 0.189683, 1.0]], ['2, k, 10', [0.199688, 0.289654, 1.0]], ['2, k, 11', [0.199607, 0.333921, 1.0]], ['2, k, 12', [-0.222975, -0.302802, 1.0]], ['2, k, 13', [-0.283627, -0.610013, 1.0]], ['2, k, 14', [-0.320285, -0.842348, 1.0]], ['2, k, 15', [-0.320095, -0.898751, 1.0]], ['2, k, 16', [-0.0750276, -0.305421, 1.0]], ['2, k, 17', [-0.0341518, -0.608767, 1.0]], ['2, k, 18', [-0.0182594, -0.924605, 1.0]], ['2, k, 19', [-0.0215239, -0.980218, 1.0]], ['2, k, 20', [-0.148009, 0.159181, 1.0]], ['2, k, 21', [-0.409312, 0.290717, 1.0]], ['2, k, 22', [-0.474452, 0.283695, 1.0]], ['2, k, 23', [0.198265, 0.363101, 1.0]], ['2, k, 24', [0.14042, 0.342166, 1.0]]]
[['2, k, 0', [-0.151042, -0.306777, 1.0]], ['2, k, 1', [-0.149503, -0.0349213, 1.0]], ['2, k, 2', [-0.146748, 0.232948, 1.0]], ['2, k, 3', [-0.135593, 0.352399, 1.0]], ['2, k, 4', [-0.296455, 0.158283, 1.0]], ['2, k, 5', [-0.423659, 0.137359, 1.0]], ['2, k, 6', [-0.436166, 0.234331, 1.0]], ['2, k, 7', [-0.434279, 0.287823, 1.0]], ['2, k, 8', [0.0159109, 0.149881, 1.0]], ['2, k, 9', [0.16127, 0.197807, 1.0]], ['2, k, 10', [0.200432, 0.30626, 1.0]], ['2, k, 11', [0.19798, 0.36451, 1.0]], ['2, k, 12', [-0.223151, -0.301592, 1.0]], ['2, k, 13', [-0.281914, -0.604143, 1.0]], ['2, k, 14', [-0.318887, -0.837354, 1.0]], ['2, k, 15', [-0.318846, -0.893524, 1.0]], ['2, k, 16', [-0.0749267, -0.304062, 1.0]], ['2, k, 17', [-0.0348055, -0.607788, 1.0]], ['2, k, 18', [-0.0199221, -0.897222, 1.0]], ['2, k, 19', [-0.0233055, -0.952808, 1.0]], ['2, k, 20', [-0.147804, 0.166254, 1.0]], ['2, k, 21', [-0.410279, 0.316833, 1.0]], ['2, k, 22', [-0.474217, 0.301626, 1.0]], ['2, k, 23', [0.197395, 0.398367, 1.0]], ['2, k, 24', [0.137155, 0.367527, 1.0]]]
[['2, k, 0', [-0.150141, -0.303239, 1.0]], ['2, k, 1', [-0.149244, -0.0310246, 1.0]], ['2, k, 2', [-0.147086, 0.236382, 1.0]], ['2, k, 3', [-0.135165, 0.355128, 1.0]], ['2, k, 4', [-0.296151, 0.161566, 1.0]], ['2, k, 5', [-0.426378, 0.14605, 1.0]], ['2, k, 6', [-0.436699, 0.249694, 1.0]], ['2, k, 7', [-0.434886, 0.309336, 1.0]], ['2, k, 8', [0.0174491, 0.170575, 1.0]], ['2, k, 9', [0.163529, 0.21948, 1.0]], ['2, k, 10', [0.201243, 0.333881, 1.0]], ['2, k, 11', [0.197397, 0.387203, 1.0]], ['2, k, 12', [-0.222136, -0.298371, 1.0]], ['2, k, 13', [-0.281059, -0.603184, 1.0]], ['2, k, 14', [-0.31194, -0.928751, 1.0]], ['2, k, 15', [-0.316799, -1.03894, 1.0]], ['2, k, 16', [-0.0741895, -0.3003, 1.0]], ['2, k, 17', [-0.0353657, -0.606588, 1.0]], ['2, k, 18', [-0.0131025, -0.913429, 1.0]], ['2, k, 19', [-0.0167423, -0.96858, 1.0]], ['2, k, 20', [-0.147951, 0.16997, 1.0]], ['2, k, 21', [-0.404757, 0.340881, 1.0]], ['2, k, 22', [-0.474901, 0.32576, 1.0]], ['2, k, 23', [0.198863, 0.421497, 1.0]], ['2, k, 24', [0.137491, 0.391817, 1.0]]]
[['2, k, 0', [-0.149545, -0.301133, 1.0]], ['2, k, 1', [-0.149193, -0.0280405, 1.0]], ['2, k, 2', [-0.147699, 0.239797, 1.0]], ['2, k, 3', [-0.134916, 0.357741, 1.0]], ['2, k, 4', [-0.29588, 0.163422, 1.0]], ['2, k, 5', [-0.428632, 0.158043, 1.0]], ['2, k, 6', [-0.437929, 0.266501, 1.0]], ['2, k, 7', [-0.437153, 0.325914, 1.0]], ['2, k, 8', [0.018371, 0.174706, 1.0]], ['2, k, 9', [0.168372, 0.218002, 1.0]], ['2, k, 10', [0.200683, 0.349294, 1.0]], ['2, k, 11', [0.195793, 0.407517, 1.0]], ['2, k, 12', [-0.221331, -0.296528, 1.0]], ['2, k, 13', [-0.279078, -0.601616, 1.0]], ['2, k, 14', [-0.305486, -0.847063, 1.0]], ['2, k, 15', [-0.306077, -0.902784, 1.0]], ['2, k, 16', [-0.0738105, -0.297973, 1.0]], ['2, k, 17', [-0.0366439, -0.604366, 1.0]], ['2, k, 18', [-0.0126916, -0.914795, 1.0]], ['2, k, 19', [-0.00275569, -1.01878, 1.0]], ['2, k, 20', [-0.148356, 0.173425, 1.0]], ['2, k, 21', [-0.412449, 0.360817, 1.0]], ['2, k, 22', [-0.476141, 0.337782, 1.0]], ['2, k, 23', [0.196365, 0.442666, 1.0]], ['2, k, 24', [0.137536, 0.412124, 1.0]]]
[['2, k, 0', [-0.149272, -0.298824, 1.0]], ['2, k, 1', [-0.14914, -0.0250167, 1.0]], ['2, k, 2', [-0.147966, 0.242951, 1.0]], ['2, k, 3', [-0.134651, 0.360749, 1.0]], ['2, k, 4', [-0.29541, 0.165739, 1.0]], ['2, k, 5', [-0.430303, 0.164532, 1.0]], ['2, k, 6', [-0.438796, 0.285563, 1.0]], ['2, k, 7', [-0.438821, 0.339173, 1.0]], ['2, k, 8', [0.0183441, 0.178181, 1.0]], ['2, k, 9', [0.171429, 0.222909, 1.0]], ['2, k, 10', [0.200516, 0.364777, 1.0]], ['2, k, 11', [0.194111, 0.423273, 1.0]], ['2, k, 12', [-0.220969, -0.294843, 1.0]], ['2, k, 13', [-0.278376, -0.600568, 1.0]], ['2, k, 14', [-0.30801, -0.833618, 1.0]], ['2, k, 15', [-0.308759, -0.889423, 1.0]], ['2, k, 16', [-0.0736855, -0.295018, 1.0]], ['2, k, 17', [-0.0375057, -0.602994, 1.0]], ['2, k, 18', [-0.0137724, -0.928419, 1.0]], ['2, k, 19', [-0.0178882, -0.983272, 1.0]], ['2, k, 20', [-0.14851, 0.176688, 1.0]], ['2, k, 21', [-0.411985, 0.373649, 1.0]], ['2, k, 22', [-0.480654, 0.349143, 1.0]], ['2, k, 23', [0.190492, 0.460203, 1.0]], ['2, k, 24', [0.138501, 0.428513, 1.0]]]
[['2, k, 0', [-0.150031, -0.297683, 1.0]], ['2, k, 1', [-0.150395, -0.0228792, 1.0]], ['2, k, 2', [-0.149842, 0.246173, 1.0]], ['2, k, 3', [-0.134994, 0.363749, 1.0]], ['2, k, 4', [-0.296287, 0.16903, 1.0]], ['2, k, 5', [-0.433203, 0.170326, 1.0]], ['2, k, 6', [-0.440159, 0.292377, 1.0]], ['2, k, 7', [-0.441483, 0.348547, 1.0]], ['2, k, 8', [0.0171607, 0.173978, 1.0]], ['2, k, 9', [0.174701, 0.226963, 1.0]], ['2, k, 10', [0.199584, 0.37591, 1.0]], ['2, k, 11', [0.189577, 0.435006, 1.0]], ['2, k, 12', [-0.221685, -0.293602, 1.0]], ['2, k, 13', [-0.276738, -0.596977, 1.0]], ['2, k, 14', [-0.308757, -0.829834, 1.0]], ['2, k, 15', [-0.309292, -0.885673, 1.0]], ['2, k, 16', [-0.0744727, -0.294043, 1.0]], ['2, k, 17', [-0.0411704, -0.59333, 1.0]], ['2, k, 18', [-0.0261921, -0.928958, 1.0]], ['2, k, 19', [-0.0299594, -0.983729, 1.0]], ['2, k, 20', [-0.150197, 0.179674, 1.0]], ['2, k, 21', [-0.422493, 0.384241, 1.0]], ['2, k, 22', [-0.483518, 0.352054, 1.0]], ['2, k, 23', [0.182008, 0.474194, 1.0]], ['2, k, 24', [0.12711, 0.44094, 1.0]]]
[['2, k, 0', [-0.150626, -0.295284, 1.0]], ['2, k, 1', [-0.151217, -0.0207755, 1.0]], ['2, k, 2', [-0.150804, 0.247877, 1.0]], ['2, k, 3', [-0.136547, 0.365412, 1.0]], ['2, k, 4', [-0.297557, 0.170976, 1.0]], ['2, k, 5', [-0.435276, 0.173567, 1.0]], ['2, k, 6', [-0.442467, 0.298772, 1.0]], ['2, k, 7', [-0.442438, 0.355679, 1.0]], ['2, k, 8', [0.0163633, 0.181067, 1.0]], ['2, k, 9', [0.174869, 0.231442, 1.0]], ['2, k, 10', [0.198551, 0.382538, 1.0]], ['2, k, 11', [0.188939, 0.441671, 1.0]], ['2, k, 12', [-0.222136, -0.291317, 1.0]], ['2, k, 13', [-0.276029, -0.595979, 1.0]], ['2, k, 14', [-0.316462, -0.826331, 1.0]], ['2, k, 15', [-0.317018, -0.882116, 1.0]], ['2, k, 16', [-0.0751787, -0.291608, 1.0]], ['2, k, 17', [-0.0420612, -0.593301, 1.0]], ['2, k, 18', [-0.0349715, -0.918729, 1.0]], ['2, k, 19', [-0.0387497, -0.973593, 1.0]], ['2, k, 20', [-0.151117, 0.181501, 1.0]], ['2, k, 21', [-0.423423, 0.39192, 1.0]], ['2, k, 22', [-0.485612, 0.359541, 1.0]], ['2, k, 23', [0.179704, 0.48076, 1.0]], ['2, k, 24', [0.126836, 0.447265, 1.0]]]
[['2, k, 0', [-0.151773, -0.293629, 1.0]], ['2, k, 1', [-0.152612, -0.0185041, 1.0]], ['2, k, 2', [-0.15248, 0.250707, 1.0]], ['2, k, 3', [-0.138451, 0.367519, 1.0]], ['2, k, 4', [-0.29989, 0.174593, 1.0]], ['2, k, 5', [-0.436472, 0.175575, 1.0]], ['2, k, 6', [-0.443842, 0.303163, 1.0]], ['2, k, 7', [-0.44555, 0.358514, 1.0]], ['2, k, 8', [0.0154343, 0.183015, 1.0]], ['2, k, 9', [0.174894, 0.234032, 1.0]], ['2, k, 10', [0.19732, 0.385963, 1.0]], ['2, k, 11', [0.187753, 0.443777, 1.0]], ['2, k, 12', [-0.223184, -0.289794, 1.0]], ['2, k, 13', [-0.275661, -0.595343, 1.0]], ['2, k, 14', [-0.316382, -0.825697, 1.0]], ['2, k, 15', [-0.317052, -0.881461, 1.0]], ['2, k, 16', [-0.0763858, -0.28988, 1.0]], ['2, k, 17', [-0.0423589, -0.594144, 1.0]], ['2, k, 18', [-0.0163756, -0.889991, 1.0]], ['2, k, 19', [-0.0204754, -0.945084, 1.0]], ['2, k, 20', [-0.152709, 0.184221, 1.0]], ['2, k, 21', [-0.417347, 0.396612, 1.0]], ['2, k, 22', [-0.483762, 0.371599, 1.0]], ['2, k, 23', [0.180945, 0.481849, 1.0]], ['2, k, 24', [0.127215, 0.450168, 1.0]]]
[['2, k, 0', [-0.153063, -0.292553, 1.0]], ['2, k, 1', [-0.153624, -0.0176558, 1.0]], ['2, k, 2', [-0.15323, 0.251293, 1.0]], ['2, k, 3', [-0.139847, 0.367718, 1.0]], ['2, k, 4', [-0.301248, 0.175635, 1.0]], ['2, k, 5', [-0.437972, 0.176405, 1.0]], ['2, k, 6', [-0.445443, 0.30416, 1.0]], ['2, k, 7', [-0.4482, 0.356716, 1.0]], ['2, k, 8', [0.0140304, 0.185255, 1.0]], ['2, k, 9', [0.174845, 0.234291, 1.0]], ['2, k, 10', [0.19645, 0.387052, 1.0]], ['2, k, 11', [0.186523, 0.44179, 1.0]], ['2, k, 12', [-0.224483, -0.288303, 1.0]], ['2, k, 13', [-0.274969, -0.593386, 1.0]], ['2, k, 14', [-0.315573, -0.824425, 1.0]], ['2, k, 15', [-0.31626, -0.880181, 1.0]], ['2, k, 16', [-0.0776308, -0.289159, 1.0]], ['2, k, 17', [-0.0429534, -0.59271, 1.0]], ['2, k, 18', [-0.015758, -0.912545, 1.0]], ['2, k, 19', [-0.0198755, -0.967412, 1.0]], ['2, k, 20', [-0.153516, 0.184883, 1.0]], ['2, k, 21', [-0.422035, 0.39348, 1.0]], ['2, k, 22', [-0.493912, 0.36654, 1.0]], ['2, k, 23', [0.177331, 0.481198, 1.0]], ['2, k, 24', [0.12936, 0.441241, 1.0]]]
[['2, k, 0', [-0.153984, -0.291686, 1.0]], ['2, k, 1', [-0.154853, -0.0170193, 1.0]], ['2, k, 2', [-0.154832, 0.251663, 1.0]], ['2, k, 3', [-0.141099, 0.367579, 1.0]], ['2, k, 4', [-0.302335, 0.176017, 1.0]], ['2, k, 5', [-0.439797, 0.176488, 1.0]], ['2, k, 6', [-0.446451, 0.304203, 1.0]], ['2, k, 7', [-0.450159, 0.352749, 1.0]], ['2, k, 8', [0.0126301, 0.187026, 1.0]], ['2, k, 9', [0.174419, 0.234476, 1.0]], ['2, k, 10', [0.195469, 0.387194, 1.0]], ['2, k, 11', [0.18411, 0.437138, 1.0]], ['2, k, 12', [-0.225268, -0.287763, 1.0]], ['2, k, 13', [-0.27503, -0.593838, 1.0]], ['2, k, 14', [-0.314855, -0.824919, 1.0]], ['2, k, 15', [-0.315409, -0.880676, 1.0]], ['2, k, 16', [-0.0786924, -0.287949, 1.0]], ['2, k, 17', [-0.0442665, -0.589819, 1.0]], ['2, k, 18', [-0.0237566, -0.872769, 1.0]], ['2, k, 19', [-0.0276395, -0.928016, 1.0]], ['2, k, 20', [-0.15501, 0.185331, 1.0]], ['2, k, 21', [-0.423654, 0.387012, 1.0]], ['2, k, 22', [-0.488083, 0.36358, 1.0]], ['2, k, 23', [0.178171, 0.474973, 1.0]], ['2, k, 24', [0.129325, 0.440836, 1.0]]]
[['2, k, 0', [-0.154599, -0.291456, 1.0]], ['2, k, 1', [-0.155564, -0.0173, 1.0]], ['2, k, 2', [-0.155709, 0.250635, 1.0]], ['2, k, 3', [-0.142619, 0.366766, 1.0]], ['2, k, 4', [-0.303152, 0.176022, 1.0]], ['2, k, 5', [-0.442339, 0.175535, 1.0]], ['2, k, 6', [-0.448867, 0.301642, 1.0]], ['2, k, 7', [-0.450371, 0.34518, 1.0]], ['2, k, 8', [0.0115622, 0.187012, 1.0]], ['2, k, 9', [0.173336, 0.232767, 1.0]], ['2, k, 10', [0.193453, 0.38523, 1.0]], ['2, k, 11', [0.182561, 0.428521, 1.0]], ['2, k, 12', [-0.225773, -0.287588, 1.0]], ['2, k, 13', [-0.275173, -0.593332, 1.0]], ['2, k, 14', [-0.315513, -0.82383, 1.0]], ['2, k, 15', [-0.31623, -0.879658, 1.0]], ['2, k, 16', [-0.0793966, -0.287685, 1.0]], ['2, k, 17', [-0.0458012, -0.588605, 1.0]], ['2, k, 18', [-0.0309264, -0.821109, 1.0]], ['2, k, 19', [-0.0348951, -0.876929, 1.0]], ['2, k, 20', [-0.155835, 0.184527, 1.0]], ['2, k, 21', [-0.426865, 0.380433, 1.0]], ['2, k, 22', [-0.489608, 0.356533, 1.0]], ['2, k, 23', [0.179451, 0.466435, 1.0]], ['2, k, 24', [0.128628, 0.430538, 1.0]]]
[['2, k, 0', [-0.155792, -0.291006, 1.0]], ['2, k, 1', [-0.15635, -0.0175045, 1.0]], ['2, k, 2', [-0.156307, 0.249688, 1.0]], ['2, k, 3', [-0.144228, 0.365797, 1.0]], ['2, k, 4', [-0.3054, 0.175805, 1.0]], ['2, k, 5', [-0.445053, 0.173306, 1.0]], ['2, k, 6', [-0.452564, 0.291449, 1.0]], ['2, k, 7', [-0.453003, 0.333229, 1.0]], ['2, k, 8', [0.00956727, 0.18664, 1.0]], ['2, k, 9', [0.163546, 0.238845, 1.0]], ['2, k, 10', [0.189955, 0.373157, 1.0]], ['2, k, 11', [0.180109, 0.413884, 1.0]], ['2, k, 12', [-0.226688, -0.287447, 1.0]], ['2, k, 13', [-0.275352, -0.593225, 1.0]], ['2, k, 14', [-0.313956, -0.823281, 1.0]], ['2, k, 15', [-0.314773, -0.879161, 1.0]], ['2, k, 16', [-0.0808913, -0.286859, 1.0]], ['2, k, 17', [-0.0468241, -0.588795, 1.0]], ['2, k, 18', [-0.0170226, -0.917089, 1.0]], ['2, k, 19', [-0.0212339, -0.972023, 1.0]], ['2, k, 20', [-0.156477, 0.183803, 1.0]], ['2, k, 21', [-0.434094, 0.366388, 1.0]], ['2, k, 22', [-0.495373, 0.335473, 1.0]], ['2, k, 23', [0.170457, 0.450304, 1.0]], ['2, k, 24', [0.124061, 0.415157, 1.0]]]
[['2, k, 0', [-0.156352, -0.291088, 1.0]], ['2, k, 1', [-0.156966, -0.0178047, 1.0]], ['2, k, 2', [-0.156901, 0.24917, 1.0]], ['2, k, 3', [-0.147745, 0.364821, 1.0]], ['2, k, 4', [-0.308186, 0.17422, 1.0]], ['2, k, 5', [-0.449031, 0.166649, 1.0]], ['2, k, 6', [-0.455345, 0.281937, 1.0]], ['2, k, 7', [-0.454839, 0.319196, 1.0]], ['2, k, 8', [0.00740554, 0.185723, 1.0]], ['2, k, 9', [0.160354, 0.235822, 1.0]], ['2, k, 10', [0.18774, 0.357803, 1.0]], ['2, k, 11', [0.178924, 0.395875, 1.0]], ['2, k, 12', [-0.227358, -0.287727, 1.0]], ['2, k, 13', [-0.275371, -0.593221, 1.0]], ['2, k, 14', [-0.315963, -0.924748, 1.0]], ['2, k, 15', [-0.31644, -0.979645, 1.0]], ['2, k, 16', [-0.0813891, -0.286778, 1.0]], ['2, k, 17', [-0.0474725, -0.588906, 1.0]], ['2, k, 18', [-0.0263323, -0.821235, 1.0]], ['2, k, 19', [-0.0300649, -0.877125, 1.0]], ['2, k, 20', [-0.157081, 0.183335, 1.0]], ['2, k, 21', [-0.431713, 0.351677, 1.0]], ['2, k, 22', [-0.490788, 0.333553, 1.0]], ['2, k, 23', [0.168702, 0.431967, 1.0]], ['2, k, 24', [0.121934, 0.398738, 1.0]]]
[['2, k, 0', [-0.15731, -0.291494, 1.0]], ['2, k, 1', [-0.158093, -0.0185002, 1.0]], ['2, k, 2', [-0.158155, 0.248187, 1.0]], ['2, k, 3', [-0.151522, 0.362772, 1.0]], ['2, k, 4', [-0.311441, 0.173086, 1.0]], ['2, k, 5', [-0.45139, 0.154641, 1.0]], ['2, k, 6', [-0.458289, 0.2623, 1.0]], ['2, k, 7', [-0.456761, 0.301339, 1.0]], ['2, k, 8', [0.00344646, 0.183073, 1.0]], ['2, k, 9', [0.156026, 0.227435, 1.0]], ['2, k, 10', [0.185528, 0.332064, 1.0]], ['2, k, 11', [0.177465, 0.373797, 1.0]], ['2, k, 12', [-0.228381, -0.288165, 1.0]], ['2, k, 13', [-0.276007, -0.593324, 1.0]], ['2, k, 14', [-0.313779, -0.910287, 1.0]], ['2, k, 15', [-0.321082, -1.02155, 1.0]], ['2, k, 16', [-0.0822582, -0.287167, 1.0]], ['2, k, 17', [-0.0489286, -0.590347, 1.0]], ['2, k, 18', [-0.0249286, -0.873782, 1.0]], ['2, k, 19', [-0.029014, -0.929133, 1.0]], ['2, k, 20', [-0.158304, 0.18242, 1.0]], ['2, k, 21', [-0.435643, 0.330963, 1.0]], ['2, k, 22', [-0.494538, 0.324509, 1.0]], ['2, k, 23', [0.169821, 0.414318, 1.0]], ['2, k, 24', [0.124456, 0.371909, 1.0]]]
