[['2, k, 0', [-0.197237, -0.436064, 1.0]], ['2, k, 1', [-0.200451, -0.134394, 1.0]], ['2, k, 2', [-0.202289, 0.160704, 1.0]], ['2, k, 3', [-0.206346, 0.288295, 1.0]], ['2, k, 4', [-0.337182, 0.0857952, 1.0]], ['2, k, 5', [-0.439121, 0.0249627, 1.0]], ['2, k, 6', [-0.376215, -0.00262719, 1.0]], ['2, k, 7', [-0.342023, -0.0193744, 1.0]], ['2, k, 8', [-0.0453039, 0.0782351, 1.0]], ['2, k, 9', [0.0653412, 0.0455775, 1.0]], ['2, k, 10', [0.0739484, 0.0113373, 1.0]], ['2, k, 11', [0.112189, -0.00192781, 1.0]], ['2, k, 12', [-0.26088, -0.428011, 1.0]], ['2, k, 13', [-0.257941, -0.6699, 1.0]], ['2, k, 14', [-0.269549, -1.0594, 1.0]], ['2, k, 15', [-0.265625, -1.13086, 1.0]], ['2, k, 16', [-0.127872, -0.431469, 1.0]], ['2, k, 17', [-0.0607896, -0.686863, 1.0]], ['2, k, 18', [-0.0490618, -1.07237, 1.0]], ['2, k, 19', [-0.0382385, -1.13184, 1.0]], ['2, k, 20', [-0.202066, 0.0878947, 1.0]], ['2, k, 21', [-0.281041, -0.0193458, 1.0]], ['2, k, 22', [-0.297162, -0.00912481, 1.0]], ['2, k, 23', [0.14084, -0.00317254, 1.0]], ['2, k, 24', [0.169196, 0.00371748, 1.0]]]
[['2, k, 0', [-0.163234, -0.424268, 1.0]], ['2, k, 1', [-0.168064, -0.126445, 1.0]], ['2, k, 2', [-0.171491, 0.164756, 1.0]], ['2, k, 3', [-0.176762, 0.290298, 1.0]], ['2, k, 4', [-0.296795, 0.0669943, 1.0]], ['2, k, 5', [-0.421142, 0.0248419, 1.0]], ['2, k, 6', [-0.471643, -0.00352362, 1.0]], ['2, k, 7', [-0.48358, 0.0270582, 1.0]], ['2, k, 8', [-0.00949305, 0.0581, 1.0]], ['2, k, 9', [0.107971, 0.0261198, 1.0]], ['2, k, 10', [0.0704125, 0.0329496, 1.0]], ['2, k, 11', [0.135674, 0.0319991, 1.0]], ['2, k, 12', [-0.222662, -0.422116, 1.0]], ['2, k, 13', [-0.253603, -0.748478, 1.0]], ['2, k, 14', [-0.264501, -1.07937, 1.0]], ['2, k, 15', [-0.267685, -1.12356, 1.0]], ['2, k, 16', [-0.0967784, -0.41463, 1.0]], ['2, k, 17', [-0.0523287, -0.743283, 1.0]], ['2, k, 18', [-0.0382957, -1.06173, 1.0]], ['2, k, 19', [-0.0465656, -1.11004, 1.0]], ['2, k, 20', [-0.170834, 0.0929151, 1.0]], ['2, k, 21', [-0.487412, 0.032693, 1.0]], ['2, k, 22', [-0.407023, 0.0294349, 1.0]], ['2, k, 23', [0.171357, 0.0416302, 1.0]], ['2, k, 24', [0.0618506, 0.0334668, 1.0]]]
[['2, k, 0', [-0.163166, -0.424246, 1.0]], ['2, k, 1', [-0.168063, -0.126445, 1.0]], ['2, k, 2', [-0.171523, 0.164741, 1.0]], ['2, k, 3', [-0.176821, 0.290482, 1.0]], ['2, k, 4', [-0.297487, 0.0670685, 1.0]], ['2, k, 5', [-0.422452, 0.0247522, 1.0]], ['2, k, 6', [-0.477666, -0.00712819, 1.0]], ['2, k, 7', [-0.489247, 0.0270416, 1.0]], ['2, k, 8', [-0.00984636, 0.0577756, 1.0]], ['2, k, 9', [0.103201, 0.0381847, 1.0]], ['2, k, 10', [0.0698413, 0.0335999, 1.0]], ['2, k, 11', [0.132274, 0.030694, 1.0]], ['2, k, 12', [-0.222734, -0.4221, 1.0]], ['2, k, 13', [-0.253534, -0.748837, 1.0]], ['2, k, 14', [-0.263821, -1.08134, 1.0]], ['2, k, 15', [-0.267695, -1.12367, 1.0]], ['2, k, 16', [-0.096507, -0.414453, 1.0]], ['2, k, 17', [-0.0523908, -0.742547, 1.0]], ['2, k, 18', [-0.0381231, -1.06138, 1.0]], ['2, k, 19', [-0.0465237, -1.10974, 1.0]], ['2, k, 20', [-0.170851, 0.0929066, 1.0]], ['2, k, 21', [-0.492649, 0.0351902, 1.0]], ['2, k, 22', [-0.413525, 0.0285364, 1.0]], ['2, k, 23', [0.164453, 0.0376539, 1.0]], ['2, k, 24', [0.0582185, 0.0307951, 1.0]]]
[['2, k, 0', [-0.16316, -0.424231, 1.0]], ['2, k, 1', [-0.168082, -0.126465, 1.0]], ['2, k, 2', [-0.171637, 0.164601, 1.0]], ['2, k, 3', [-0.176973, 0.29034, 1.0]], ['2, k, 4', [-0.298156, 0.0670929, 1.0]], ['2, k, 5', [-0.424115, 0.0250869, 1.0]], ['2, k, 6', [-0.447414, 0.0346009, 1.0]], ['2, k, 7', [-0.485576, 0.0275608, 1.0]], ['2, k, 8', [-0.0104513, 0.0574258, 1.0]], ['2, k, 9', [0.0982185, 0.0266237, 1.0]], ['2, k, 10', [0.0720692, 0.029803, 1.0]], ['2, k, 11', [0.129194, 0.0276632, 1.0]], ['2, k, 12', [-0.222971, -0.421936, 1.0]], ['2, k, 13', [-0.253475, -0.748667, 1.0]], ['2, k, 14', [-0.263881, -1.08136, 1.0]], ['2, k, 15', [-0.267503, -1.12369, 1.0]], ['2, k, 16', [-0.0964708, -0.414364, 1.0]], ['2, k, 17', [-0.052637, -0.740389, 1.0]], ['2, k, 18', [-0.0381909, -1.06127, 1.0]], ['2, k, 19', [-0.0463576, -1.10916, 1.0]], ['2, k, 20', [-0.170936, 0.0928061, 1.0]], ['2, k, 21', [-0.495858, 0.0323422, 1.0]], ['2, k, 22', [-0.401697, 0.028715, 1.0]], ['2, k, 23', [0.151343, 0.0345544, 1.0]], ['2, k, 24', [0.0604538, 0.0307463, 1.0]]]
[['2, k, 0', [-0.163124, -0.424271, 1.0]], ['2, k, 1', [-0.168129, -0.126428, 1.0]], ['2, k, 2', [-0.171868, 0.164791, 1.0]], ['2, k, 3', [-0.177428, 0.290432, 1.0]], ['2, k, 4', [-0.298909, 0.0671241, 1.0]], ['2, k, 5', [-0.427293, 0.0258698, 1.0]], ['2, k, 6', [-0.49021, 0.0126534, 1.0]], ['2, k, 7', [-0.505255, 0.0286358, 1.0]], ['2, k, 8', [-0.0125648, 0.0552954, 1.0]], ['2, k, 9', [0.0758959, 0.0621062, 1.0]], ['2, k, 10', [0.0639616, 0.0343175, 1.0]], ['2, k, 11', [0.118184, 0.0256825, 1.0]], ['2, k, 12', [-0.223133, -0.422021, 1.0]], ['2, k, 13', [-0.253392, -0.748607, 1.0]], ['2, k, 14', [-0.264195, -1.08194, 1.0]], ['2, k, 15', [-0.267415, -1.12426, 1.0]], ['2, k, 16', [-0.0963961, -0.414442, 1.0]], ['2, k, 17', [-0.0526405, -0.740505, 1.0]], ['2, k, 18', [-0.0382769, -1.06112, 1.0]], ['2, k, 19', [-0.0463112, -1.10872, 1.0]], ['2, k, 20', [-0.17111, 0.0929482, 1.0]], ['2, k, 21', [-0.511362, 0.0365812, 1.0]], ['2, k, 22', [-0.427409, 0.030388, 1.0]], ['2, k, 23', [0.141365, 0.0301922, 1.0]], ['2, k, 24', [0.051073, 0.0260426, 1.0]]]
[['2, k, 0', [-0.163055, -0.424374, 1.0]], ['2, k, 1', [-0.168219, -0.126487, 1.0]], ['2, k, 2', [-0.172172, 0.164773, 1.0]], ['2, k, 3', [-0.177638, 0.290359, 1.0]], ['2, k, 4', [-0.300047, 0.067182, 1.0]], ['2, k, 5', [-0.433242, 0.0288446, 1.0]], ['2, k, 6', [-0.492812, 0.0134747, 1.0]], ['2, k, 7', [-0.513913, 0.0315126, 1.0]], ['2, k, 8', [-0.0135237, 0.0543787, 1.0]], ['2, k, 9', [0.0760087, 0.0627449, 1.0]], ['2, k, 10', [0.0790948, 0.0332581, 1.0]], ['2, k, 11', [0.107138, 0.0223614, 1.0]], ['2, k, 12', [-0.223346, -0.422239, 1.0]], ['2, k, 13', [-0.253272, -0.748304, 1.0]], ['2, k, 14', [-0.264181, -1.08185, 1.0]], ['2, k, 15', [-0.267623, -1.12439, 1.0]], ['2, k, 16', [-0.0962993, -0.414532, 1.0]], ['2, k, 17', [-0.0526488, -0.740479, 1.0]], ['2, k, 18', [-0.0383754, -1.06089, 1.0]], ['2, k, 19', [-0.0462899, -1.10845, 1.0]], ['2, k, 20', [-0.171352, 0.0929203, 1.0]], ['2, k, 21', [-0.52094, 0.0392879, 1.0]], ['2, k, 22', [-0.434694, 0.0321775, 1.0]], ['2, k, 23', [0.125068, 0.0281001, 1.0]], ['2, k, 24', [0.0399886, 0.0255416, 1.0]]]
[['2, k, 0', [-0.162656, -0.424658, 1.0]], ['2, k, 1', [-0.168043, -0.126644, 1.0]], ['2, k, 2', [-0.172222, 0.164733, 1.0]], ['2, k, 3', [-0.17851, 0.290154, 1.0]], ['2, k, 4', [-0.300973, 0.0671509, 1.0]], ['2, k, 5', [-0.444366, 0.0438999, 1.0]], ['2, k, 6', [-0.519022, 0.0141714, 1.0]], ['2, k, 7', [-0.542566, 0.0355699, 1.0]], ['2, k, 8', [-0.0144337, 0.0535046, 1.0]], ['2, k, 9', [0.0696544, 0.0630585, 1.0]], ['2, k, 10', [0.0206919, 0.0289667, 1.0]], ['2, k, 11', [0.0819218, 0.0198402, 1.0]], ['2, k, 12', [-0.222953, -0.422602, 1.0]], ['2, k, 13', [-0.253225, -0.748578, 1.0]], ['2, k, 14', [-0.264529, -1.08184, 1.0]], ['2, k, 15', [-0.267739, -1.12443, 1.0]], ['2, k, 16', [-0.096121, -0.41468, 1.0]], ['2, k, 17', [-0.0528886, -0.742956, 1.0]], ['2, k, 18', [-0.0378456, -1.06387, 1.0]], ['2, k, 19', [-0.0461859, -1.11446, 1.0]], ['2, k, 20', [-0.171354, 0.0928544, 1.0]], ['2, k, 21', [-0.558486, 0.0429107, 1.0]], ['2, k, 22', [-0.47458, 0.0367348, 1.0]], ['2, k, 23', [0.104496, 0.0247455, 1.0]], ['2, k, 24', [0.00724431, 0.0254071, 1.0]]]
[['2, k, 0', [-0.162458, -0.42475, 1.0]], ['2, k, 1', [-0.167846, -0.126722, 1.0]], ['2, k, 2', [-0.172069, 0.164674, 1.0]], ['2, k, 3', [-0.178851, 0.290103, 1.0]], ['2, k, 4', [-0.301928, 0.0668961, 1.0]], ['2, k, 5', [-0.452246, 0.0423339, 1.0]], ['2, k, 6', [-0.542628, -0.00083575, 1.0]], ['2, k, 7', [-0.559393, 0.0404249, 1.0]], ['2, k, 8', [-0.0158984, 0.0531346, 1.0]], ['2, k, 9', [0.0608391, 0.0615225, 1.0]], ['2, k, 10', [0.0153918, 0.0271524, 1.0]], ['2, k, 11', [0.0645003, 0.0176939, 1.0]], ['2, k, 12', [-0.222775, -0.422769, 1.0]], ['2, k, 13', [-0.252975, -0.748742, 1.0]], ['2, k, 14', [-0.264658, -1.08189, 1.0]], ['2, k, 15', [-0.267778, -1.12436, 1.0]], ['2, k, 16', [-0.0959715, -0.414731, 1.0]], ['2, k, 17', [-0.0525562, -0.741742, 1.0]], ['2, k, 18', [-0.0383038, -1.0629, 1.0]], ['2, k, 19', [-0.0460557, -1.11279, 1.0]], ['2, k, 20', [-0.171192, 0.0927911, 1.0]], ['2, k, 21', [-0.56673, 0.0465901, 1.0]], ['2, k, 22', [-0.487889, 0.0398255, 1.0]], ['2, k, 23', [0.0836037, 0.0230258, 1.0]], ['2, k, 24', [-0.00682018, 0.0213006, 1.0]]]
[['2, k, 0', [-0.161937, -0.424911, 1.0]], ['2, k, 1', [-0.16765, -0.126783, 1.0]], ['2, k, 2', [-0.172082, 0.164664, 1.0]], ['2, k, 3', [-0.179126, 0.289953, 1.0]], ['2, k, 4', [-0.307169, 0.0665282, 1.0]], ['2, k, 5', [-0.45581, 0.0460451, 1.0]], ['2, k, 6', [-0.547015, 0.00342851, 1.0]], ['2, k, 7', [-0.577743, 0.0440917, 1.0]], ['2, k, 8', [-0.0178706, 0.0531143, 1.0]], ['2, k, 9', [0.0555421, 0.0594222, 1.0]], ['2, k, 10', [-0.00172672, 0.0274435, 1.0]], ['2, k, 11', [0.0408098, 0.0160609, 1.0]], ['2, k, 12', [-0.222362, -0.422988, 1.0]], ['2, k, 13', [-0.252853, -0.749052, 1.0]], ['2, k, 14', [-0.264561, -1.08209, 1.0]], ['2, k, 15', [-0.267748, -1.12436, 1.0]], ['2, k, 16', [-0.0948411, -0.414953, 1.0]], ['2, k, 17', [-0.0522371, -0.741681, 1.0]], ['2, k, 18', [-0.0381613, -1.06266, 1.0]], ['2, k, 19', [-0.0461075, -1.11188, 1.0]], ['2, k, 20', [-0.171151, 0.0927686, 1.0]], ['2, k, 21', [-0.588129, 0.051304, 1.0]], ['2, k, 22', [-0.500971, 0.0427472, 1.0]], ['2, k, 23', [0.0633788, 0.0199677, 1.0]], ['2, k, 24', [-0.0315009, 0.0208837, 1.0]]]
[['2, k, 0', [-0.161761, -0.425107, 1.0]], ['2, k, 1', [-0.167583, -0.126813, 1.0]], ['2, k, 2', [-0.172162, 0.164827, 1.0]], ['2, k, 3', [-0.179667, 0.289882, 1.0]], ['2, k, 4', [-0.309498, 0.0666519, 1.0]], ['2, k, 5', [-0.465099, 0.0422909, 1.0]], ['2, k, 6', [-0.559936, 0.0104791, 1.0]], ['2, k, 7', [-0.593268, 0.0470046, 1.0]], ['2, k, 8', [-0.0198923, 0.0537078, 1.0]], ['2, k, 9', [0.0253573, 0.140123, 1.0]], ['2, k, 10', [-0.0753401, 0.0549059, 1.0]], ['2, k, 11', [0.0104003, 0.0151855, 1.0]], ['2, k, 12', [-0.222254, -0.423188, 1.0]], ['2, k, 13', [-0.252726, -0.749037, 1.0]], ['2, k, 14', [-0.264844, -1.08048, 1.0]], ['2, k, 15', [-0.267942, -1.12328, 1.0]], ['2, k, 16', [-0.0947446, -0.415169, 1.0]], ['2, k, 17', [-0.0516189, -0.740799, 1.0]], ['2, k, 18', [-0.0380561, -1.06205, 1.0]], ['2, k, 19', [-0.0467534, -1.11075, 1.0]], ['2, k, 20', [-0.171195, 0.0928818, 1.0]], ['2, k, 21', [-0.612938, 0.0573851, 1.0]], ['2, k, 22', [-0.512305, 0.0461857, 1.0]], ['2, k, 23', [0.0317786, 0.0183761, 1.0]], ['2, k, 24', [-0.0241238, 0.0273389, 1.0]]]
[['2, k, 0', [-0.161448, -0.425656, 1.0]], ['2, k, 1', [-0.167236, -0.126884, 1.0]], ['2, k, 2', [-0.171705, 0.165351, 1.0]], ['2, k, 3', [-0.179965, 0.289905, 1.0]], ['2, k, 4', [-0.310663, 0.0663458, 1.0]], ['2, k, 5', [-0.470477, 0.0437249, 1.0]], ['2, k, 6', [-0.584293, 0.0247386, 1.0]], ['2, k, 7', [-0.615261, 0.0556922, 1.0]], ['2, k, 8', [-0.0216644, 0.0544344, 1.0]], ['2, k, 9', [0.0337142, 0.0666212, 1.0]], ['2, k, 10', [0.0230629, 0.00799072, 1.0]], ['2, k, 11', [-0.0135559, 0.0141886, 1.0]], ['2, k, 12', [-0.222111, -0.424117, 1.0]], ['2, k, 13', [-0.252563, -0.749165, 1.0]], ['2, k, 14', [-0.265179, -1.08059, 1.0]], ['2, k, 15', [-0.268017, -1.12265, 1.0]], ['2, k, 16', [-0.0943052, -0.415884, 1.0]], ['2, k, 17', [-0.0509605, -0.740699, 1.0]], ['2, k, 18', [-0.0379591, -1.06211, 1.0]], ['2, k, 19', [-0.0470872, -1.11001, 1.0]], ['2, k, 20', [-0.170776, 0.0932314, 1.0]], ['2, k, 21', [-0.61548, 0.0585316, 1.0]], ['2, k, 22', [-0.529945, 0.0499439, 1.0]], ['2, k, 23', [-0.0163816, 0.0192142, 1.0]], ['2, k, 24', [-0.0797766, 0.0211302, 1.0]]]
[['2, k, 0', [-0.161059, -0.425555, 1.0]], ['2, k, 1', [-0.166891, -0.126805, 1.0]], ['2, k, 2', [-0.171447, 0.165363, 1.0]], ['2, k, 3', [-0.180317, 0.289576, 1.0]], ['2, k, 4', [-0.311215, 0.066179, 1.0]], ['2, k, 5', [-0.475034, 0.0523917, 1.0]], ['2, k, 6', [-0.596883, 0.0268887, 1.0]], ['2, k, 7', [-0.631898, 0.0562063, 1.0]], ['2, k, 8', [-0.0247398, 0.0740017, 1.0]], ['2, k, 9', [0.00699693, 0.0535543, 1.0]], ['2, k, 10', [0.00165172, -0.010309, 1.0]], ['2, k, 11', [-0.0352672, 0.0120599, 1.0]], ['2, k, 12', [-0.221581, -0.424077, 1.0]], ['2, k, 13', [-0.252205, -0.749288, 1.0]], ['2, k, 14', [-0.265626, -1.08101, 1.0]], ['2, k, 15', [-0.268423, -1.12257, 1.0]], ['2, k, 16', [-0.0936127, -0.415279, 1.0]], ['2, k, 17', [-0.0494427, -0.74112, 1.0]], ['2, k, 18', [-0.03791, -1.06215, 1.0]], ['2, k, 19', [-0.0471316, -1.10982, 1.0]], ['2, k, 20', [-0.170493, 0.0932669, 1.0]], ['2, k, 21', [-0.658412, 0.0655398, 1.0]], ['2, k, 22', [-0.558064, 0.0532198, 1.0]], ['2, k, 23', [-0.0432254, 0.0207539, 1.0]], ['2, k, 24', [-0.0899196, 0.0151308, 1.0]]]
[['2, k, 0', [-0.161015, -0.425603, 1.0]], ['2, k, 1', [-0.167025, -0.126876, 1.0]], ['2, k, 2', [-0.172347, 0.165359, 1.0]], ['2, k, 3', [-0.180987, 0.289411, 1.0]], ['2, k, 4', [-0.315346, 0.0673671, 1.0]], ['2, k, 5', [-0.536283, 0.035285, 1.0]], ['2, k, 6', [-0.651762, 0.0281636, 1.0]], ['2, k, 7', [-0.64961, 0.059854, 1.0]], ['2, k, 8', [-0.0278414, 0.0729452, 1.0]], ['2, k, 9', [0.0089643, 0.0531561, 1.0]], ['2, k, 10', [-0.0478067, -0.0144884, 1.0]], ['2, k, 11', [-0.0692221, 0.0108656, 1.0]], ['2, k, 12', [-0.221796, -0.424236, 1.0]], ['2, k, 13', [-0.25185, -0.750294, 1.0]], ['2, k, 14', [-0.266418, -1.08151, 1.0]], ['2, k, 15', [-0.268505, -1.12259, 1.0]], ['2, k, 16', [-0.0932418, -0.415455, 1.0]], ['2, k, 17', [-0.0488907, -0.741055, 1.0]], ['2, k, 18', [-0.0378381, -1.06219, 1.0]], ['2, k, 19', [-0.0475741, -1.10903, 1.0]], ['2, k, 20', [-0.171143, 0.0932384, 1.0]], ['2, k, 21', [-0.667738, 0.0715486, 1.0]], ['2, k, 22', [-0.573489, 0.058107, 1.0]], ['2, k, 23', [-0.079779, 0.0191984, 1.0]], ['2, k, 24', [-0.124844, 0.01241, 1.0]]]
[['2, k, 0', [-0.16105, -0.424821, 1.0]], ['2, k, 1', [-0.166719, -0.12609, 1.0]], ['2, k, 2', [-0.171083, 0.166262, 1.0]], ['2, k, 3', [-0.181397, 0.289363, 1.0]], ['2, k, 4', [-0.316339, 0.0678119, 1.0]], ['2, k, 5', [-0.50466, 0.0564488, 1.0]], ['2, k, 6', [-0.640695, 0.0332295, 1.0]], ['2, k, 7', [-0.666002, 0.0652633, 1.0]], ['2, k, 8', [-0.0331845, 0.0790396, 1.0]], ['2, k, 9', [-0.0211623, 0.0306189, 1.0]], ['2, k, 10', [-0.0590082, -0.0119304, 1.0]], ['2, k, 11', [-0.102322, 0.0115573, 1.0]], ['2, k, 12', [-0.22228, -0.422421, 1.0]], ['2, k, 13', [-0.250889, -0.750827, 1.0]], ['2, k, 14', [-0.26696, -1.08188, 1.0]], ['2, k, 15', [-0.268519, -1.1226, 1.0]], ['2, k, 16', [-0.0935039, -0.413546, 1.0]], ['2, k, 17', [-0.0473308, -0.740868, 1.0]], ['2, k, 18', [-0.0378663, -1.06289, 1.0]], ['2, k, 19', [-0.0477754, -1.10872, 1.0]], ['2, k, 20', [-0.170215, 0.0941372, 1.0]], ['2, k, 21', [-0.691819, 0.0763003, 1.0]], ['2, k, 22', [-0.594673, 0.0658929, 1.0]], ['2, k, 23', [-0.118266, 0.0215794, 1.0]], ['2, k, 24', [-0.152453, 0.00577742, 1.0]]]
[['2, k, 0', [-0.161083, -0.42467, 1.0]], ['2, k, 1', [-0.166493, -0.125885, 1.0]], ['2, k, 2', [-0.170205, 0.166346, 1.0]], ['2, k, 3', [-0.182351, 0.289534, 1.0]], ['2, k, 4', [-0.317321, 0.0692901, 1.0]], ['2, k, 5', [-0.496525, 0.0695913, 1.0]], ['2, k, 6', [-0.657729, 0.058082, 1.0]], ['2, k, 7', [-0.676997, 0.0707201, 1.0]], ['2, k, 8', [-0.0347723, 0.077972, 1.0]], ['2, k, 9', [-0.0159991, 0.0162059, 1.0]], ['2, k, 10', [-0.090005, -0.00133628, 1.0]], ['2, k, 11', [-0.142773, 0.0139622, 1.0]], ['2, k, 12', [-0.222657, -0.421448, 1.0]], ['2, k, 13', [-0.249884, -0.751617, 1.0]], ['2, k, 14', [-0.267428, -1.08347, 1.0]], ['2, k, 15', [-0.268471, -1.12223, 1.0]], ['2, k, 16', [-0.0937878, -0.413464, 1.0]], ['2, k, 17', [-0.0470297, -0.741177, 1.0]], ['2, k, 18', [-0.0375028, -1.06741, 1.0]], ['2, k, 19', [-0.0490615, -1.11367, 1.0]], ['2, k, 20', [-0.169529, 0.0942779, 1.0]], ['2, k, 21', [-0.699802, 0.0814343, 1.0]], ['2, k, 22', [-0.596262, 0.0670464, 1.0]], ['2, k, 23', [-0.155477, 0.0221099, 1.0]], ['2, k, 24', [-0.203251, 0.0214428, 1.0]]]
[['2, k, 0', [-0.160266, -0.420945, 1.0]], ['2, k, 1', [-0.165506, -0.124713, 1.0]], ['2, k, 2', [-0.168579, 0.166312, 1.0]], ['2, k, 3', [-0.182558, 0.290427, 1.0]], ['2, k, 4', [-0.322999, 0.0869165, 1.0]], ['2, k, 5', [-0.49924, 0.0773116, 1.0]], ['2, k, 6', [-0.654752, 0.0456402, 1.0]], ['2, k, 7', [-0.689371, 0.0747463, 1.0]], ['2, k, 8', [-0.03914, 0.0922931, 1.0]], ['2, k, 9', [-0.0193434, 0.0164984, 1.0]], ['2, k, 10', [-0.101542, 0.000287018, 1.0]], ['2, k, 11', [-0.17427, 0.0132835, 1.0]], ['2, k, 12', [-0.221715, -0.41834, 1.0]], ['2, k, 13', [-0.248931, -0.751717, 1.0]], ['2, k, 14', [-0.267143, -1.08376, 1.0]], ['2, k, 15', [-0.268152, -1.12254, 1.0]], ['2, k, 16', [-0.0933463, -0.408916, 1.0]], ['2, k, 17', [-0.0465055, -0.741972, 1.0]], ['2, k, 18', [-0.0368192, -1.07289, 1.0]], ['2, k, 19', [-0.0494414, -1.11777, 1.0]], ['2, k, 20', [-0.168146, 0.0945681, 1.0]], ['2, k, 21', [-0.712971, 0.0859374, 1.0]], ['2, k, 22', [-0.612251, 0.0739466, 1.0]], ['2, k, 23', [-0.194823, 0.0235096, 1.0]], ['2, k, 24', [-0.221701, 0.00343648, 1.0]]]
[['2, k, 0', [-0.160799, -0.419283, 1.0]], ['2, k, 1', [-0.166331, -0.123699, 1.0]], ['2, k, 2', [-0.170569, 0.166183, 1.0]], ['2, k, 3', [-0.182797, 0.291308, 1.0]], ['2, k, 4', [-0.325352, 0.0959656, 1.0]], ['2, k, 5', [-0.503179, 0.0804065, 1.0]], ['2, k, 6', [-0.663493, 0.0486453, 1.0]], ['2, k, 7', [-0.70316, 0.0791733, 1.0]], ['2, k, 8', [-0.0404663, 0.0881563, 1.0]], ['2, k, 9', [-0.0327567, 0.0289755, 1.0]], ['2, k, 10', [-0.143338, 0.00189085, 1.0]], ['2, k, 11', [-0.213309, 0.0146755, 1.0]], ['2, k, 12', [-0.221782, -0.415571, 1.0]], ['2, k, 13', [-0.248319, -0.751602, 1.0]], ['2, k, 14', [-0.266345, -1.08311, 1.0]], ['2, k, 15', [-0.267904, -1.12223, 1.0]], ['2, k, 16', [-0.0950072, -0.407614, 1.0]], ['2, k, 17', [-0.0459124, -0.740226, 1.0]], ['2, k, 18', [-0.0369951, -1.0729, 1.0]], ['2, k, 19', [-0.0497216, -1.11492, 1.0]], ['2, k, 20', [-0.169702, 0.094821, 1.0]], ['2, k, 21', [-0.737228, 0.0948753, 1.0]], ['2, k, 22', [-0.632655, 0.0789071, 1.0]], ['2, k, 23', [-0.233576, 0.0237773, 1.0]], ['2, k, 24', [-0.280548, 0.0250001, 1.0]]]
[['2, k, 0', [-0.161321, -0.419465, 1.0]], ['2, k, 1', [-0.166659, -0.123731, 1.0]], ['2, k, 2', [-0.170754, 0.166216, 1.0]], ['2, k, 3', [-0.182961, 0.291738, 1.0]], ['2, k, 4', [-0.322295, 0.1088, 1.0]], ['2, k, 5', [-0.506545, 0.0841602, 1.0]], ['2, k, 6', [-0.676615, 0.0625527, 1.0]], ['2, k, 7', [-0.7099, 0.0870561, 1.0]], ['2, k, 8', [-0.0415139, 0.0806655, 1.0]], ['2, k, 9', [-0.0754908, 0.0309575, 1.0]], ['2, k, 10', [-0.211664, 0.0192877, 1.0]], ['2, k, 11', [-0.247574, 0.0137543, 1.0]], ['2, k, 12', [-0.221997, -0.415517, 1.0]], ['2, k, 13', [-0.247799, -0.751895, 1.0]], ['2, k, 14', [-0.266154, -1.08403, 1.0]], ['2, k, 15', [-0.267281, -1.12374, 1.0]], ['2, k, 16', [-0.0978822, -0.409715, 1.0]], ['2, k, 17', [-0.0458291, -0.740877, 1.0]], ['2, k, 18', [-0.0364719, -1.07593, 1.0]], ['2, k, 19', [-0.0495224, -1.12095, 1.0]], ['2, k, 20', [-0.169958, 0.0948063, 1.0]], ['2, k, 21', [-0.737277, 0.099633, 1.0]], ['2, k, 22', [-0.629609, 0.0821783, 1.0]], ['2, k, 23', [-0.269983, 0.0241797, 1.0]], ['2, k, 24', [-0.309467, 0.022153, 1.0]]]
[['2, k, 0', [-0.161553, -0.419602, 1.0]], ['2, k, 1', [-0.165984, -0.123273, 1.0]], ['2, k, 2', [-0.166918, 0.168397, 1.0]], ['2, k, 3', [-0.18363, 0.293105, 1.0]], ['2, k, 4', [-0.322686, 0.106334, 1.0]], ['2, k, 5', [-0.513721, 0.0869743, 1.0]], ['2, k, 6', [-0.692422, 0.0713875, 1.0]], ['2, k, 7', [-0.721889, 0.0942004, 1.0]], ['2, k, 8', [-0.0413626, 0.0779862, 1.0]], ['2, k, 9', [-0.117194, 0.0260029, 1.0]], ['2, k, 10', [-0.242017, 0.0118628, 1.0]], ['2, k, 11', [-0.276055, 0.0123619, 1.0]], ['2, k, 12', [-0.222077, -0.41531, 1.0]], ['2, k, 13', [-0.247333, -0.751565, 1.0]], ['2, k, 14', [-0.266031, -1.084, 1.0]], ['2, k, 15', [-0.267115, -1.12361, 1.0]], ['2, k, 16', [-0.0986735, -0.41098, 1.0]], ['2, k, 17', [-0.0452869, -0.739189, 1.0]], ['2, k, 18', [-0.0368922, -1.07391, 1.0]], ['2, k, 19', [-0.0502287, -1.11566, 1.0]], ['2, k, 20', [-0.167168, 0.0963902, 1.0]], ['2, k, 21', [-0.750507, 0.109421, 1.0]], ['2, k, 22', [-0.653225, 0.0908647, 1.0]], ['2, k, 23', [-0.309241, 0.0248078, 1.0]], ['2, k, 24', [-0.309225, -0.00635187, 1.0]]]
