[['2, k, 0', [-0.193401, -0.276315, 1.0]], ['2, k, 1', [-0.19079, 0.0379122, 1.0]], ['2, k, 2', [-0.186945, 0.343276, 1.0]], ['2, k, 3', [-0.181148, 0.469126, 1.0]], ['2, k, 4', [-0.372849, 0.246606, 1.0]], ['2, k, 5', [-0.554042, 0.0626521, 1.0]], ['2, k, 6', [-0.498089, -0.146856, 1.0]], ['2, k, 7', [-0.457725, -0.169062, 1.0]], ['2, k, 8', [0.000681187, 0.255821, 1.0]], ['2, k, 9', [0.161319, 0.0847515, 1.0]], ['2, k, 10', [0.0945409, -0.12956, 1.0]], ['2, k, 11', [0.0276464, -0.176728, 1.0]], ['2, k, 12', [-0.275636, -0.274071, 1.0]], ['2, k, 13', [-0.3039, -0.692424, 1.0]], ['2, k, 14', [-0.288736, -1.05795, 1.0]], ['2, k, 15', [-0.299561, -1.12598, 1.0]], ['2, k, 16', [-0.10507, -0.269853, 1.0]], ['2, k, 17', [-0.0719574, -0.667785, 1.0]], ['2, k, 18', [-0.101636, -1.05608, 1.0]], ['2, k, 19', [-0.101196, -1.11621, 1.0]], ['2, k, 20', [-0.188119, 0.268239, 1.0]], ['2, k, 21', [-0.440039, -0.214459, 1.0]], ['2, k, 22', [-0.468301, -0.163565, 1.0]], ['2, k, 23', [0.00475764, -0.26466, 1.0]], ['2, k, 24', [-0.013061, -0.15385, 1.0]]]
[['2, k, 0', [-0.263177, -0.307069, 1.0]], ['2, k, 1', [-0.208539, -0.0127942, 1.0]], ['2, k, 2', [-0.154896, 0.26979, 1.0]], ['2, k, 3', [-0.128646, 0.384917, 1.0]], ['2, k, 4', [-0.336608, 0.188592, 1.0]], ['2, k, 5', [-0.556839, 0.0430382, 1.0]], ['2, k, 6', [-0.565036, -0.153194, 1.0]], ['2, k, 7', [-0.513119, -0.207049, 1.0]], ['2, k, 8', [0.00433677, 0.177672, 1.0]], ['2, k, 9', [0.150186, 0.00651028, 1.0]], ['2, k, 10', [0.0376517, -0.182428, 1.0]], ['2, k, 11', [-0.0196015, -0.21307, 1.0]], ['2, k, 12', [-0.339656, -0.295068, 1.0]], ['2, k, 13', [-0.342079, -0.704426, 1.0]], ['2, k, 14', [-0.29046, -1.07015, 1.0]], ['2, k, 15', [-0.29316, -1.12603, 1.0]], ['2, k, 16', [-0.178432, -0.30932, 1.0]], ['2, k, 17', [-0.146581, -0.730322, 1.0]], ['2, k, 18', [-0.10569, -1.07356, 1.0]], ['2, k, 19', [-0.0984002, -1.12122, 1.0]], ['2, k, 20', [-0.168956, 0.198616, 1.0]], ['2, k, 21', [-0.491315, -0.299109, 1.0]], ['2, k, 22', [-0.45317, -0.192583, 1.0]], ['2, k, 23', [-0.0717964, -0.308742, 1.0]], ['2, k, 24', [-0.0693708, -0.18699, 1.0]]]
[['2, k, 0', [-0.264362, -0.307569, 1.0]], ['2, k, 1', [-0.208567, -0.0122376, 1.0]], ['2, k, 2', [-0.153841, 0.274285, 1.0]], ['2, k, 3', [-0.12573, 0.393188, 1.0]], ['2, k, 4', [-0.334889, 0.192239, 1.0]], ['2, k, 5', [-0.556949, 0.0439084, 1.0]], ['2, k, 6', [-0.566264, -0.155595, 1.0]], ['2, k, 7', [-0.515601, -0.210849, 1.0]], ['2, k, 8', [0.00431802, 0.177911, 1.0]], ['2, k, 9', [0.149591, 0.00696282, 1.0]], ['2, k, 10', [0.0372478, -0.184438, 1.0]], ['2, k, 11', [-0.0205507, -0.214366, 1.0]], ['2, k, 12', [-0.340991, -0.295601, 1.0]], ['2, k, 13', [-0.344362, -0.699426, 1.0]], ['2, k, 14', [-0.290516, -1.0692, 1.0]], ['2, k, 15', [-0.293298, -1.12602, 1.0]], ['2, k, 16', [-0.179399, -0.309762, 1.0]], ['2, k, 17', [-0.147843, -0.727535, 1.0]], ['2, k, 18', [-0.10622, -1.07239, 1.0]], ['2, k, 19', [-0.0981627, -1.12084, 1.0]], ['2, k, 20', [-0.168104, 0.202401, 1.0]], ['2, k, 21', [-0.49025, -0.303229, 1.0]], ['2, k, 22', [-0.456529, -0.214167, 1.0]], ['2, k, 23', [-0.0647843, -0.29946, 1.0]], ['2, k, 24', [-0.0634046, -0.187857, 1.0]]]
[['2, k, 0', [-0.26442, -0.308061, 1.0]], ['2, k, 1', [-0.208433, -0.0114743, 1.0]], ['2, k, 2', [-0.152612, 0.279389, 1.0]], ['2, k, 3', [-0.124114, 0.399761, 1.0]], ['2, k, 4', [-0.3335, 0.195875, 1.0]], ['2, k, 5', [-0.556607, 0.0459215, 1.0]], ['2, k, 6', [-0.567118, -0.155473, 1.0]], ['2, k, 7', [-0.517389, -0.212279, 1.0]], ['2, k, 8', [0.00424835, 0.178495, 1.0]], ['2, k, 9', [0.14903, 0.00729956, 1.0]], ['2, k, 10', [0.0370305, -0.186201, 1.0]], ['2, k, 11', [-0.0213899, -0.216669, 1.0]], ['2, k, 12', [-0.341068, -0.295959, 1.0]], ['2, k, 13', [-0.345173, -0.695496, 1.0]], ['2, k, 14', [-0.290817, -1.06785, 1.0]], ['2, k, 15', [-0.293236, -1.12527, 1.0]], ['2, k, 16', [-0.179405, -0.310359, 1.0]], ['2, k, 17', [-0.14832, -0.724555, 1.0]], ['2, k, 18', [-0.106593, -1.07132, 1.0]], ['2, k, 19', [-0.0980982, -1.12095, 1.0]], ['2, k, 20', [-0.16707, 0.206569, 1.0]], ['2, k, 21', [-0.491914, -0.301153, 1.0]], ['2, k, 22', [-0.461847, -0.219934, 1.0]], ['2, k, 23', [-0.0708059, -0.304496, 1.0]], ['2, k, 24', [-0.0657711, -0.189522, 1.0]]]
[['2, k, 0', [-0.262396, -0.308356, 1.0]], ['2, k, 1', [-0.207658, -0.00958314, 1.0]], ['2, k, 2', [-0.151663, 0.284514, 1.0]], ['2, k, 3', [-0.123561, 0.406551, 1.0]], ['2, k, 4', [-0.333201, 0.198694, 1.0]], ['2, k, 5', [-0.555956, 0.0482352, 1.0]], ['2, k, 6', [-0.565405, -0.156427, 1.0]], ['2, k, 7', [-0.516829, -0.213889, 1.0]], ['2, k, 8', [0.0043102, 0.179389, 1.0]], ['2, k, 9', [0.148292, 0.00817426, 1.0]], ['2, k, 10', [0.0362422, -0.187039, 1.0]], ['2, k, 11', [-0.0230911, -0.22084, 1.0]], ['2, k, 12', [-0.339171, -0.296014, 1.0]], ['2, k, 13', [-0.345019, -0.694141, 1.0]], ['2, k, 14', [-0.290483, -1.06803, 1.0]], ['2, k, 15', [-0.293233, -1.12524, 1.0]], ['2, k, 16', [-0.177274, -0.310851, 1.0]], ['2, k, 17', [-0.14748, -0.723956, 1.0]], ['2, k, 18', [-0.106858, -1.07074, 1.0]], ['2, k, 19', [-0.0979851, -1.12075, 1.0]], ['2, k, 20', [-0.166029, 0.211052, 1.0]], ['2, k, 21', [-0.484513, -0.308544, 1.0]], ['2, k, 22', [-0.458452, -0.223308, 1.0]], ['2, k, 23', [-0.0743188, -0.321843, 1.0]], ['2, k, 24', [-0.0687978, -0.191381, 1.0]]]
[['2, k, 0', [-0.259914, -0.307803, 1.0]], ['2, k, 1', [-0.206791, -0.00680157, 1.0]], ['2, k, 2', [-0.151704, 0.29004, 1.0]], ['2, k, 3', [-0.123799, 0.413026, 1.0]], ['2, k, 4', [-0.333018, 0.202233, 1.0]], ['2, k, 5', [-0.55506, 0.0497459, 1.0]], ['2, k, 6', [-0.564267, -0.157061, 1.0]], ['2, k, 7', [-0.514636, -0.21428, 1.0]], ['2, k, 8', [0.0132875, 0.188993, 1.0]], ['2, k, 9', [0.148094, 0.00913067, 1.0]], ['2, k, 10', [0.0363748, -0.187501, 1.0]], ['2, k, 11', [-0.0223912, -0.220076, 1.0]], ['2, k, 12', [-0.336071, -0.295456, 1.0]], ['2, k, 13', [-0.343638, -0.693726, 1.0]], ['2, k, 14', [-0.289849, -1.07329, 1.0]], ['2, k, 15', [-0.292575, -1.12607, 1.0]], ['2, k, 16', [-0.175429, -0.310279, 1.0]], ['2, k, 17', [-0.145864, -0.723824, 1.0]], ['2, k, 18', [-0.107104, -1.06951, 1.0]], ['2, k, 19', [-0.0979208, -1.12078, 1.0]], ['2, k, 20', [-0.165701, 0.215914, 1.0]], ['2, k, 21', [-0.485086, -0.299768, 1.0]], ['2, k, 22', [-0.458209, -0.228284, 1.0]], ['2, k, 23', [-0.073836, -0.319751, 1.0]], ['2, k, 24', [-0.0664267, -0.188142, 1.0]]]
[['2, k, 0', [-0.256233, -0.307308, 1.0]], ['2, k, 1', [-0.205547, -0.00391897, 1.0]], ['2, k, 2', [-0.151968, 0.295799, 1.0]], ['2, k, 3', [-0.125486, 0.420915, 1.0]], ['2, k, 4', [-0.333019, 0.206389, 1.0]], ['2, k, 5', [-0.554837, 0.0501499, 1.0]], ['2, k, 6', [-0.562784, -0.158963, 1.0]], ['2, k, 7', [-0.512472, -0.217974, 1.0]], ['2, k, 8', [0.0146477, 0.191683, 1.0]], ['2, k, 9', [0.148174, 0.0107016, 1.0]], ['2, k, 10', [0.0376599, -0.18748, 1.0]], ['2, k, 11', [-0.0209007, -0.220277, 1.0]], ['2, k, 12', [-0.332668, -0.29474, 1.0]], ['2, k, 13', [-0.342441, -0.690389, 1.0]], ['2, k, 14', [-0.290264, -1.07157, 1.0]], ['2, k, 15', [-0.292257, -1.12537, 1.0]], ['2, k, 16', [-0.171558, -0.309981, 1.0]], ['2, k, 17', [-0.143217, -0.722428, 1.0]], ['2, k, 18', [-0.107475, -1.06866, 1.0]], ['2, k, 19', [-0.0978427, -1.1207, 1.0]], ['2, k, 20', [-0.165446, 0.220908, 1.0]], ['2, k, 21', [-0.483122, -0.30667, 1.0]], ['2, k, 22', [-0.458416, -0.191406, 1.0]], ['2, k, 23', [-0.071798, -0.316124, 1.0]], ['2, k, 24', [-0.0688617, -0.190644, 1.0]]]
[['2, k, 0', [-0.253016, -0.308197, 1.0]], ['2, k, 1', [-0.204646, -0.00212144, 1.0]], ['2, k, 2', [-0.15278, 0.298906, 1.0]], ['2, k, 3', [-0.127186, 0.425756, 1.0]], ['2, k, 4', [-0.33331, 0.208564, 1.0]], ['2, k, 5', [-0.554706, 0.0504455, 1.0]], ['2, k, 6', [-0.558933, -0.161716, 1.0]], ['2, k, 7', [-0.531754, -0.196319, 1.0]], ['2, k, 8', [0.0142789, 0.191694, 1.0]], ['2, k, 9', [0.148602, 0.01223, 1.0]], ['2, k, 10', [0.0387074, -0.186933, 1.0]], ['2, k, 11', [-0.0208299, -0.222451, 1.0]], ['2, k, 12', [-0.329914, -0.295569, 1.0]], ['2, k, 13', [-0.341826, -0.689333, 1.0]], ['2, k, 14', [-0.290197, -1.07161, 1.0]], ['2, k, 15', [-0.292194, -1.12535, 1.0]], ['2, k, 16', [-0.167934, -0.31086, 1.0]], ['2, k, 17', [-0.139746, -0.720562, 1.0]], ['2, k, 18', [-0.106872, -1.06875, 1.0]], ['2, k, 19', [-0.0978069, -1.12077, 1.0]], ['2, k, 20', [-0.165742, 0.223613, 1.0]], ['2, k, 21', [-0.497091, -0.272528, 1.0]], ['2, k, 22', [-0.489607, -0.173802, 1.0]], ['2, k, 23', [-0.068483, -0.314937, 1.0]], ['2, k, 24', [-0.0685854, -0.187637, 1.0]]]
[['2, k, 0', [-0.248809, -0.308597, 1.0]], ['2, k, 1', [-0.203614, -0.000150766, 1.0]], ['2, k, 2', [-0.154233, 0.303096, 1.0]], ['2, k, 3', [-0.129539, 0.43079, 1.0]], ['2, k, 4', [-0.333861, 0.210648, 1.0]], ['2, k, 5', [-0.554614, 0.0504339, 1.0]], ['2, k, 6', [-0.557812, -0.163364, 1.0]], ['2, k, 7', [-0.528702, -0.19829, 1.0]], ['2, k, 8', [0.0140713, 0.191772, 1.0]], ['2, k, 9', [0.148959, 0.0130725, 1.0]], ['2, k, 10', [0.0404331, -0.187018, 1.0]], ['2, k, 11', [-0.0210751, -0.227996, 1.0]], ['2, k, 12', [-0.326415, -0.296326, 1.0]], ['2, k, 13', [-0.339594, -0.686264, 1.0]], ['2, k, 14', [-0.290844, -1.07069, 1.0]], ['2, k, 15', [-0.292015, -1.12569, 1.0]], ['2, k, 16', [-0.163096, -0.310825, 1.0]], ['2, k, 17', [-0.13604, -0.717999, 1.0]], ['2, k, 18', [-0.106313, -1.06641, 1.0]], ['2, k, 19', [-0.0977397, -1.12083, 1.0]], ['2, k, 20', [-0.166372, 0.227117, 1.0]], ['2, k, 21', [-0.489037, -0.280083, 1.0]], ['2, k, 22', [-0.48086, -0.176495, 1.0]], ['2, k, 23', [-0.0666183, -0.321657, 1.0]], ['2, k, 24', [-0.0669618, -0.189363, 1.0]]]
[['2, k, 0', [-0.243377, -0.308222, 1.0]], ['2, k, 1', [-0.202116, 0.00183771, 1.0]], ['2, k, 2', [-0.155667, 0.306403, 1.0]], ['2, k, 3', [-0.131762, 0.434267, 1.0]], ['2, k, 4', [-0.334431, 0.212489, 1.0]], ['2, k, 5', [-0.554383, 0.0503749, 1.0]], ['2, k, 6', [-0.520421, -0.191426, 1.0]], ['2, k, 7', [-0.499766, -0.219798, 1.0]], ['2, k, 8', [0.014274, 0.195794, 1.0]], ['2, k, 9', [0.150192, 0.0149085, 1.0]], ['2, k, 10', [0.0429341, -0.185698, 1.0]], ['2, k, 11', [-0.0180868, -0.225536, 1.0]], ['2, k, 12', [-0.321149, -0.296194, 1.0]], ['2, k, 13', [-0.336557, -0.68391, 1.0]], ['2, k, 14', [-0.290917, -1.07014, 1.0]], ['2, k, 15', [-0.291621, -1.12569, 1.0]], ['2, k, 16', [-0.157672, -0.31019, 1.0]], ['2, k, 17', [-0.133235, -0.717483, 1.0]], ['2, k, 18', [-0.105676, -1.06466, 1.0]], ['2, k, 19', [-0.0973848, -1.12045, 1.0]], ['2, k, 20', [-0.166968, 0.230095, 1.0]], ['2, k, 21', [-0.484494, -0.306855, 1.0]], ['2, k, 22', [-0.439674, -0.208062, 1.0]], ['2, k, 23', [-0.0629577, -0.319483, 1.0]], ['2, k, 24', [-0.0665032, -0.189838, 1.0]]]
[['2, k, 0', [-0.238276, -0.307638, 1.0]], ['2, k, 1', [-0.200369, 0.00325761, 1.0]], ['2, k, 2', [-0.156485, 0.307894, 1.0]], ['2, k, 3', [-0.134409, 0.437207, 1.0]], ['2, k, 4', [-0.335535, 0.213959, 1.0]], ['2, k, 5', [-0.553769, 0.0492916, 1.0]], ['2, k, 6', [-0.519698, -0.19152, 1.0]], ['2, k, 7', [-0.490847, -0.214521, 1.0]], ['2, k, 8', [0.0147455, 0.198066, 1.0]], ['2, k, 9', [0.151795, 0.0163317, 1.0]], ['2, k, 10', [0.0449977, -0.184063, 1.0]], ['2, k, 11', [-0.0165614, -0.227652, 1.0]], ['2, k, 12', [-0.316049, -0.295361, 1.0]], ['2, k, 13', [-0.33444, -0.681781, 1.0]], ['2, k, 14', [-0.290364, -1.067, 1.0]], ['2, k, 15', [-0.292522, -1.12534, 1.0]], ['2, k, 16', [-0.15272, -0.309832, 1.0]], ['2, k, 17', [-0.125769, -0.707058, 1.0]], ['2, k, 18', [-0.104903, -1.0635, 1.0]], ['2, k, 19', [-0.0966153, -1.11962, 1.0]], ['2, k, 20', [-0.16721, 0.231586, 1.0]], ['2, k, 21', [-0.482992, -0.272174, 1.0]], ['2, k, 22', [-0.425275, -0.187835, 1.0]], ['2, k, 23', [-0.0581108, -0.317163, 1.0]], ['2, k, 24', [-0.064455, -0.187282, 1.0]]]
[['2, k, 0', [-0.234648, -0.307092, 1.0]], ['2, k, 1', [-0.199238, 0.00429105, 1.0]], ['2, k, 2', [-0.157791, 0.309678, 1.0]], ['2, k, 3', [-0.138113, 0.440721, 1.0]], ['2, k, 4', [-0.337031, 0.214745, 1.0]], ['2, k, 5', [-0.553225, 0.048688, 1.0]], ['2, k, 6', [-0.534807, -0.172219, 1.0]], ['2, k, 7', [-0.501893, -0.21218, 1.0]], ['2, k, 8', [0.0152781, 0.199959, 1.0]], ['2, k, 9', [0.153508, 0.0174189, 1.0]], ['2, k, 10', [0.0482551, -0.183179, 1.0]], ['2, k, 11', [-0.0123655, -0.22861, 1.0]], ['2, k, 12', [-0.312892, -0.295584, 1.0]], ['2, k, 13', [-0.331525, -0.677904, 1.0]], ['2, k, 14', [-0.289795, -1.06655, 1.0]], ['2, k, 15', [-0.292312, -1.12577, 1.0]], ['2, k, 16', [-0.148656, -0.308372, 1.0]], ['2, k, 17', [-0.12335, -0.706974, 1.0]], ['2, k, 18', [-0.104035, -1.06283, 1.0]], ['2, k, 19', [-0.0965531, -1.11987, 1.0]], ['2, k, 20', [-0.167736, 0.233337, 1.0]], ['2, k, 21', [-0.488315, -0.283343, 1.0]], ['2, k, 22', [-0.436749, -0.18436, 1.0]], ['2, k, 23', [-0.0553852, -0.315968, 1.0]], ['2, k, 24', [-0.0591026, -0.182937, 1.0]]]
[['2, k, 0', [-0.228943, -0.30633, 1.0]], ['2, k, 1', [-0.197631, 0.00587694, 1.0]], ['2, k, 2', [-0.159367, 0.311606, 1.0]], ['2, k, 3', [-0.140966, 0.442899, 1.0]], ['2, k, 4', [-0.338208, 0.215283, 1.0]], ['2, k, 5', [-0.551633, 0.0468864, 1.0]], ['2, k, 6', [-0.534482, -0.174021, 1.0]], ['2, k, 7', [-0.499656, -0.2179, 1.0]], ['2, k, 8', [0.015523, 0.200791, 1.0]], ['2, k, 9', [0.156411, 0.0194637, 1.0]], ['2, k, 10', [0.0510853, -0.180924, 1.0]], ['2, k, 11', [-0.00968467, -0.228643, 1.0]], ['2, k, 12', [-0.307403, -0.295468, 1.0]], ['2, k, 13', [-0.327959, -0.673676, 1.0]], ['2, k, 14', [-0.289883, -1.06534, 1.0]], ['2, k, 15', [-0.292346, -1.12586, 1.0]], ['2, k, 16', [-0.142951, -0.307003, 1.0]], ['2, k, 17', [-0.12081, -0.70806, 1.0]], ['2, k, 18', [-0.102629, -1.06271, 1.0]], ['2, k, 19', [-0.0968902, -1.12002, 1.0]], ['2, k, 20', [-0.168487, 0.235158, 1.0]], ['2, k, 21', [-0.46449, -0.298094, 1.0]], ['2, k, 22', [-0.450537, -0.188658, 1.0]], ['2, k, 23', [-0.0519029, -0.313588, 1.0]], ['2, k, 24', [-0.0585819, -0.184369, 1.0]]]
[['2, k, 0', [-0.225566, -0.305885, 1.0]], ['2, k, 1', [-0.196789, 0.00700883, 1.0]], ['2, k, 2', [-0.161762, 0.31384, 1.0]], ['2, k, 3', [-0.14493, 0.446126, 1.0]], ['2, k, 4', [-0.340697, 0.216219, 1.0]], ['2, k, 5', [-0.550408, 0.0442787, 1.0]], ['2, k, 6', [-0.533629, -0.176714, 1.0]], ['2, k, 7', [-0.498945, -0.218549, 1.0]], ['2, k, 8', [0.0143802, 0.199964, 1.0]], ['2, k, 9', [0.158611, 0.0208111, 1.0]], ['2, k, 10', [0.0530622, -0.181005, 1.0]], ['2, k, 11', [-0.00535391, -0.229237, 1.0]], ['2, k, 12', [-0.304456, -0.295459, 1.0]], ['2, k, 13', [-0.325159, -0.673177, 1.0]], ['2, k, 14', [-0.290211, -1.06441, 1.0]], ['2, k, 15', [-0.292397, -1.12536, 1.0]], ['2, k, 16', [-0.139215, -0.306141, 1.0]], ['2, k, 17', [-0.116216, -0.710332, 1.0]], ['2, k, 18', [-0.102398, -1.06253, 1.0]], ['2, k, 19', [-0.096607, -1.12012, 1.0]], ['2, k, 20', [-0.169852, 0.237258, 1.0]], ['2, k, 21', [-0.469827, -0.302349, 1.0]], ['2, k, 22', [-0.44196, -0.198745, 1.0]], ['2, k, 23', [-0.0475754, -0.314053, 1.0]], ['2, k, 24', [-0.052821, -0.180795, 1.0]]]
[['2, k, 0', [-0.221495, -0.305458, 1.0]], ['2, k, 1', [-0.195291, 0.00832068, 1.0]], ['2, k, 2', [-0.162648, 0.315063, 1.0]], ['2, k, 3', [-0.147949, 0.4487, 1.0]], ['2, k, 4', [-0.341609, 0.216156, 1.0]], ['2, k, 5', [-0.548942, 0.0408635, 1.0]], ['2, k, 6', [-0.529528, -0.180591, 1.0]], ['2, k, 7', [-0.49426, -0.219396, 1.0]], ['2, k, 8', [0.0136213, 0.199603, 1.0]], ['2, k, 9', [0.162635, 0.0235227, 1.0]], ['2, k, 10', [0.0566748, -0.180522, 1.0]], ['2, k, 11', [-0.00251785, -0.229625, 1.0]], ['2, k, 12', [-0.300878, -0.295388, 1.0]], ['2, k, 13', [-0.320207, -0.670353, 1.0]], ['2, k, 14', [-0.290175, -1.06445, 1.0]], ['2, k, 15', [-0.292539, -1.12529, 1.0]], ['2, k, 16', [-0.134763, -0.30537, 1.0]], ['2, k, 17', [-0.111332, -0.708658, 1.0]], ['2, k, 18', [-0.10215, -1.06233, 1.0]], ['2, k, 19', [-0.0958227, -1.12226, 1.0]], ['2, k, 20', [-0.170312, 0.238517, 1.0]], ['2, k, 21', [-0.463681, -0.298313, 1.0]], ['2, k, 22', [-0.446668, -0.201604, 1.0]], ['2, k, 23', [-0.0433915, -0.311727, 1.0]], ['2, k, 24', [-0.0506997, -0.183642, 1.0]]]
[['2, k, 0', [-0.216384, -0.303813, 1.0]], ['2, k, 1', [-0.193933, 0.00960798, 1.0]], ['2, k, 2', [-0.164303, 0.316366, 1.0]], ['2, k, 3', [-0.151212, 0.450529, 1.0]], ['2, k, 4', [-0.343354, 0.215704, 1.0]], ['2, k, 5', [-0.547294, 0.0385022, 1.0]], ['2, k, 6', [-0.526683, -0.183347, 1.0]], ['2, k, 7', [-0.491624, -0.220133, 1.0]], ['2, k, 8', [0.0145354, 0.204703, 1.0]], ['2, k, 9', [0.16481, 0.0261813, 1.0]], ['2, k, 10', [0.060254, -0.178948, 1.0]], ['2, k, 11', [0.00203838, -0.230426, 1.0]], ['2, k, 12', [-0.29563, -0.294424, 1.0]], ['2, k, 13', [-0.316245, -0.668021, 1.0]], ['2, k, 14', [-0.290162, -1.06442, 1.0]], ['2, k, 15', [-0.292502, -1.12532, 1.0]], ['2, k, 16', [-0.129923, -0.303103, 1.0]], ['2, k, 17', [-0.106104, -0.710118, 1.0]], ['2, k, 18', [-0.101905, -1.06178, 1.0]], ['2, k, 19', [-0.0956861, -1.12194, 1.0]], ['2, k, 20', [-0.171144, 0.239877, 1.0]], ['2, k, 21', [-0.463023, -0.288822, 1.0]], ['2, k, 22', [-0.446527, -0.202064, 1.0]], ['2, k, 23', [-0.0397528, -0.312855, 1.0]], ['2, k, 24', [-0.0464345, -0.182076, 1.0]]]
[['2, k, 0', [-0.21186, -0.30422, 1.0]], ['2, k, 1', [-0.192767, 0.010397, 1.0]], ['2, k, 2', [-0.166073, 0.317847, 1.0]], ['2, k, 3', [-0.154921, 0.452687, 1.0]], ['2, k, 4', [-0.344898, 0.215268, 1.0]], ['2, k, 5', [-0.546495, 0.0363406, 1.0]], ['2, k, 6', [-0.522553, -0.185995, 1.0]], ['2, k, 7', [-0.484503, -0.222307, 1.0]], ['2, k, 8', [0.0135927, 0.203747, 1.0]], ['2, k, 9', [0.167509, 0.0307734, 1.0]], ['2, k, 10', [0.0837455, -0.177078, 1.0]], ['2, k, 11', [0.0516351, -0.193032, 1.0]], ['2, k, 12', [-0.291709, -0.295183, 1.0]], ['2, k, 13', [-0.311325, -0.667483, 1.0]], ['2, k, 14', [-0.290159, -1.06445, 1.0]], ['2, k, 15', [-0.292032, -1.1254, 1.0]], ['2, k, 16', [-0.124924, -0.303114, 1.0]], ['2, k, 17', [-0.102579, -0.709865, 1.0]], ['2, k, 18', [-0.101261, -1.06145, 1.0]], ['2, k, 19', [-0.0955546, -1.12184, 1.0]], ['2, k, 20', [-0.172072, 0.24118, 1.0]], ['2, k, 21', [-0.450779, -0.300767, 1.0]], ['2, k, 22', [-0.439792, -0.201653, 1.0]], ['2, k, 23', [0.00348567, -0.263541, 1.0]], ['2, k, 24', [-0.00151982, -0.183082, 1.0]]]
[['2, k, 0', [-0.20423, -0.302008, 1.0]], ['2, k, 1', [-0.19051, 0.0124349, 1.0]], ['2, k, 2', [-0.168007, 0.320021, 1.0]], ['2, k, 3', [-0.158771, 0.455157, 1.0]], ['2, k, 4', [-0.347484, 0.214293, 1.0]], ['2, k, 5', [-0.545289, 0.0335612, 1.0]], ['2, k, 6', [-0.517173, -0.188943, 1.0]], ['2, k, 7', [-0.481693, -0.221966, 1.0]], ['2, k, 8', [0.0145805, 0.209932, 1.0]], ['2, k, 9', [0.170441, 0.0342204, 1.0]], ['2, k, 10', [0.0852345, -0.17333, 1.0]], ['2, k, 11', [0.052091, -0.195274, 1.0]], ['2, k, 12', [-0.283734, -0.294187, 1.0]], ['2, k, 13', [-0.308539, -0.665334, 1.0]], ['2, k, 14', [-0.290217, -1.06342, 1.0]], ['2, k, 15', [-0.292416, -1.12486, 1.0]], ['2, k, 16', [-0.117781, -0.299741, 1.0]], ['2, k, 17', [-0.0945916, -0.702887, 1.0]], ['2, k, 18', [-0.100558, -1.06089, 1.0]], ['2, k, 19', [-0.095438, -1.12174, 1.0]], ['2, k, 20', [-0.173027, 0.243338, 1.0]], ['2, k, 21', [-0.462039, -0.28243, 1.0]], ['2, k, 22', [-0.43753, -0.206449, 1.0]], ['2, k, 23', [0.004505, -0.26353, 1.0]], ['2, k, 24', [-0.0107066, -0.164507, 1.0]]]
[['2, k, 0', [-0.197639, -0.300443, 1.0]], ['2, k, 1', [-0.18853, 0.0138042, 1.0]], ['2, k, 2', [-0.169641, 0.321114, 1.0]], ['2, k, 3', [-0.162542, 0.456996, 1.0]], ['2, k, 4', [-0.349555, 0.214153, 1.0]], ['2, k, 5', [-0.543573, 0.0302116, 1.0]], ['2, k, 6', [-0.513641, -0.192208, 1.0]], ['2, k, 7', [-0.472855, -0.225569, 1.0]], ['2, k, 8', [0.0146571, 0.213696, 1.0]], ['2, k, 9', [0.174217, 0.0415596, 1.0]], ['2, k, 10', [0.0909855, -0.167048, 1.0]], ['2, k, 11', [0.0513331, -0.195728, 1.0]], ['2, k, 12', [-0.277163, -0.293708, 1.0]], ['2, k, 13', [-0.304538, -0.664781, 1.0]], ['2, k, 14', [-0.289497, -1.06286, 1.0]], ['2, k, 15', [-0.292472, -1.12471, 1.0]], ['2, k, 16', [-0.111381, -0.297106, 1.0]], ['2, k, 17', [-0.0830248, -0.682218, 1.0]], ['2, k, 18', [-0.0998105, -1.05875, 1.0]], ['2, k, 19', [-0.0953951, -1.12132, 1.0]], ['2, k, 20', [-0.173789, 0.244461, 1.0]], ['2, k, 21', [-0.450505, -0.288858, 1.0]], ['2, k, 22', [-0.431306, -0.206402, 1.0]], ['2, k, 23', [0.00188173, -0.262897, 1.0]], ['2, k, 24', [-0.00760361, -0.153598, 1.0]]]
