[['2, k, 0', [-0.1752016, -0.1291343, 1.0]], ['2, k, 1', [-0.1764055, 0.1176139, 1.0]], ['2, k, 2', [-0.176819, 0.3583751, 1.0]], ['2, k, 3', [-0.1662857, 0.4849998, 1.0]], ['2, k, 4', [-0.3148325, 0.2510451, 1.0]], ['2, k, 5', [-0.3811466, 0.007616721, 1.0]], ['2, k, 6', [-0.3967097, -0.1864787, 1.0]], ['2, k, 7', [-0.4119357, -0.2356543, 1.0]], ['2, k, 8', [-0.02020514, 0.2507922, 1.0]], ['2, k, 9', [0.02904074, 0.0338561, 1.0]], ['2, k, 10', [-0.002983388, -0.1189438, 1.0]], ['2, k, 11', [-0.02100005, -0.1671518, 1.0]], ['2, k, 12', [-0.2417227, -0.1272779, 1.0]], ['2, k, 13', [-0.2677442, -0.2669664, 1.0]], ['2, k, 14', [-0.2531966, -0.6038011, 1.0]], ['2, k, 15', [-0.2480898, -0.6649625, 1.0]], ['2, k, 16', [-0.1050239, -0.1285148, 1.0]], ['2, k, 17', [0.02168087, -0.2515889, 1.0]], ['2, k, 18', [0.01379462, -0.6011773, 1.0]], ['2, k, 19', [0.02461736, -0.6633236, 1.0]], ['2, k, 20', [-0.1769352, 0.2989383, 1.0]], ['2, k, 21', [-0.4299414, -0.3104662, 1.0]], ['2, k, 22', [-0.3710585, -0.2283696, 1.0]], ['2, k, 23', [-0.03039853, -0.2230144, 1.0]], ['2, k, 24', [0.02085008, -0.1649035, 1.0]]]
[['2, k, 0', [-0.1869677, -0.1140737, 1.0]], ['2, k, 1', [-0.1890292, 0.131115, 1.0]], ['2, k, 2', [-0.1889776, 0.3715179, 1.0]], ['2, k, 3', [-0.1876294, 0.4900355, 1.0]], ['2, k, 4', [-0.3068902, 0.2987998, 1.0]], ['2, k, 5', [-0.3643148, 0.557577, 1.0]], ['2, k, 6', [-0.3397913, 0.7660879, 1.0]], ['2, k, 7', [-0.3314117, 0.8492571, 1.0]], ['2, k, 8', [-0.03020722, 0.2535668, 1.0]], ['2, k, 9', [0.02740438, 0.03996298, 1.0]], ['2, k, 10', [0.008548616, -0.1196744, 1.0]], ['2, k, 11', [-0.007332699, -0.1652111, 1.0]], ['2, k, 12', [-0.2537076, -0.1077846, 1.0]], ['2, k, 13', [-0.2600241, -0.266222, 1.0]], ['2, k, 14', [-0.2514877, -0.6044925, 1.0]], ['2, k, 15', [-0.2477415, -0.6642297, 1.0]], ['2, k, 16', [-0.1161671, -0.1177415, 1.0]], ['2, k, 17', [0.02396965, -0.2556504, 1.0]], ['2, k, 18', [0.01352759, -0.6002843, 1.0]], ['2, k, 19', [0.02463753, -0.6626703, 1.0]], ['2, k, 20', [-0.1893746, 0.3122154, 1.0]], ['2, k, 21', [-0.3188658, 0.9155564, 1.0]], ['2, k, 22', [-0.3628655, 0.860512, 1.0]], ['2, k, 23', [-0.0155172, -0.2138736, 1.0]], ['2, k, 24', [0.02951412, -0.1685654, 1.0]]]
[['2, k, 0', [-0.18715, -0.1135884, 1.0]], ['2, k, 1', [-0.1890863, 0.131387, 1.0]], ['2, k, 2', [-0.1890324, 0.3716136, 1.0]], ['2, k, 3', [-0.1875564, 0.4905474, 1.0]], ['2, k, 4', [-0.3070641, 0.2991724, 1.0]], ['2, k, 5', [-0.3649686, 0.5525547, 1.0]], ['2, k, 6', [-0.3396808, 0.7658753, 1.0]], ['2, k, 7', [-0.3311674, 0.8478568, 1.0]], ['2, k, 8', [-0.03020041, 0.2535617, 1.0]], ['2, k, 9', [0.02758746, 0.0399626, 1.0]], ['2, k, 10', [0.006977555, -0.1209752, 1.0]], ['2, k, 11', [-0.006993382, -0.1584738, 1.0]], ['2, k, 12', [-0.2538711, -0.1070953, 1.0]], ['2, k, 13', [-0.2599939, -0.2658232, 1.0]], ['2, k, 14', [-0.2515501, -0.6041356, 1.0]], ['2, k, 15', [-0.2478648, -0.6639524, 1.0]], ['2, k, 16', [-0.1163546, -0.117427, 1.0]], ['2, k, 17', [0.02396004, -0.2556368, 1.0]], ['2, k, 18', [0.01341711, -0.600201, 1.0]], ['2, k, 19', [0.02493701, -0.6624311, 1.0]], ['2, k, 20', [-0.1894156, 0.3123397, 1.0]], ['2, k, 21', [-0.3210718, 0.9108464, 1.0]], ['2, k, 22', [-0.3641383, 0.8604608, 1.0]], ['2, k, 23', [-0.01298633, -0.2076086, 1.0]], ['2, k, 24', [0.0287344, -0.1533931, 1.0]]]
[['2, k, 0', [-0.1871853, -0.1132435, 1.0]], ['2, k, 1', [-0.1892373, 0.1318302, 1.0]], ['2, k, 2', [-0.1895552, 0.3721209, 1.0]], ['2, k, 3', [-0.187517, 0.4913871, 1.0]], ['2, k, 4', [-0.307231, 0.2996126, 1.0]], ['2, k, 5', [-0.3653386, 0.5527748, 1.0]], ['2, k, 6', [-0.3387846, 0.7662731, 1.0]], ['2, k, 7', [-0.3295366, 0.8447977, 1.0]], ['2, k, 8', [-0.03023358, 0.2535264, 1.0]], ['2, k, 9', [0.02759292, 0.03997244, 1.0]], ['2, k, 10', [0.005198521, -0.1224281, 1.0]], ['2, k, 11', [-0.009090806, -0.1539227, 1.0]], ['2, k, 12', [-0.253914, -0.1066054, 1.0]], ['2, k, 13', [-0.2600725, -0.2655426, 1.0]], ['2, k, 14', [-0.2516271, -0.6042094, 1.0]], ['2, k, 15', [-0.2479981, -0.6638766, 1.0]], ['2, k, 16', [-0.1163839, -0.1171701, 1.0]], ['2, k, 17', [0.02398793, -0.2556736, 1.0]], ['2, k, 18', [0.01329597, -0.5991004, 1.0]], ['2, k, 19', [0.02320859, -0.6612065, 1.0]], ['2, k, 20', [-0.1897925, 0.3128245, 1.0]], ['2, k, 21', [-0.3097246, 0.9087795, 1.0]], ['2, k, 22', [-0.3513373, 0.8872948, 1.0]], ['2, k, 23', [-0.02154589, -0.207535, 1.0]], ['2, k, 24', [0.02913457, -0.1583075, 1.0]]]
[['2, k, 0', [-0.1871911, -0.1132557, 1.0]], ['2, k, 1', [-0.1891052, 0.1317174, 1.0]], ['2, k, 2', [-0.1891511, 0.3717338, 1.0]], ['2, k, 3', [-0.1873687, 0.4915303, 1.0]], ['2, k, 4', [-0.306568, 0.298177, 1.0]], ['2, k, 5', [-0.3661357, 0.5447209, 1.0]], ['2, k, 6', [-0.3385763, 0.7614905, 1.0]], ['2, k, 7', [-0.3285377, 0.8396731, 1.0]], ['2, k, 8', [-0.03026234, 0.2534457, 1.0]], ['2, k, 9', [0.02774494, 0.04048273, 1.0]], ['2, k, 10', [0.006201864, -0.1201614, 1.0]], ['2, k, 11', [-0.009019244, -0.1600842, 1.0]], ['2, k, 12', [-0.2539129, -0.1066406, 1.0]], ['2, k, 13', [-0.2601179, -0.2653895, 1.0]], ['2, k, 14', [-0.2515958, -0.6035767, 1.0]], ['2, k, 15', [-0.2480676, -0.6636907, 1.0]], ['2, k, 16', [-0.1163972, -0.1171791, 1.0]], ['2, k, 17', [0.02395292, -0.2556687, 1.0]], ['2, k, 18', [0.01324191, -0.5999757, 1.0]], ['2, k, 19', [0.02365283, -0.6613486, 1.0]], ['2, k, 20', [-0.1894424, 0.3125101, 1.0]], ['2, k, 21', [-0.3194437, 0.9037648, 1.0]], ['2, k, 22', [-0.3603212, 0.8562294, 1.0]], ['2, k, 23', [-0.01693413, -0.2083116, 1.0]], ['2, k, 24', [0.03084081, -0.1644336, 1.0]]]
[['2, k, 0', [-0.1867336, -0.113313, 1.0]], ['2, k, 1', [-0.1891186, 0.1316782, 1.0]], ['2, k, 2', [-0.1895868, 0.3716342, 1.0]], ['2, k, 3', [-0.1863744, 0.4922025, 1.0]], ['2, k, 4', [-0.3066893, 0.2983859, 1.0]], ['2, k, 5', [-0.3662125, 0.5366935, 1.0]], ['2, k, 6', [-0.3358201, 0.7597743, 1.0]], ['2, k, 7', [-0.3294778, 0.8386858, 1.0]], ['2, k, 8', [-0.03025129, 0.2534035, 1.0]], ['2, k, 9', [0.02754747, 0.04042263, 1.0]], ['2, k, 10', [0.004748747, -0.1201469, 1.0]], ['2, k, 11', [-0.009975827, -0.1573746, 1.0]], ['2, k, 12', [-0.2534179, -0.1067865, 1.0]], ['2, k, 13', [-0.2600286, -0.2653961, 1.0]], ['2, k, 14', [-0.251693, -0.6028462, 1.0]], ['2, k, 15', [-0.2486053, -0.6634572, 1.0]], ['2, k, 16', [-0.1159784, -0.1171876, 1.0]], ['2, k, 17', [0.02397338, -0.2557428, 1.0]], ['2, k, 18', [0.01351083, -0.6004269, 1.0]], ['2, k, 19', [0.02439309, -0.6617767, 1.0]], ['2, k, 20', [-0.1896916, 0.3124402, 1.0]], ['2, k, 21', [-0.3176548, 0.9023526, 1.0]], ['2, k, 22', [-0.3646723, 0.8432368, 1.0]], ['2, k, 23', [-0.01912088, -0.2078372, 1.0]], ['2, k, 24', [0.03193951, -0.1614685, 1.0]]]
[['2, k, 0', [-0.1868417, -0.1128245, 1.0]], ['2, k, 1', [-0.1891675, 0.1320883, 1.0]], ['2, k, 2', [-0.1896773, 0.3719043, 1.0]], ['2, k, 3', [-0.1853803, 0.4930066, 1.0]], ['2, k, 4', [-0.3088271, 0.3075934, 1.0]], ['2, k, 5', [-0.3669151, 0.5318768, 1.0]], ['2, k, 6', [-0.3328532, 0.7520804, 1.0]], ['2, k, 7', [-0.3273045, 0.8277674, 1.0]], ['2, k, 8', [-0.03019542, 0.2531993, 1.0]], ['2, k, 9', [0.02774699, 0.04113939, 1.0]], ['2, k, 10', [0.00259463, -0.1203281, 1.0]], ['2, k, 11', [-0.009752042, -0.1523258, 1.0]], ['2, k, 12', [-0.2534512, -0.1060795, 1.0]], ['2, k, 13', [-0.2599935, -0.2656179, 1.0]], ['2, k, 14', [-0.250925, -0.6036234, 1.0]], ['2, k, 15', [-0.2478585, -0.6643751, 1.0]], ['2, k, 16', [-0.1161246, -0.1168894, 1.0]], ['2, k, 17', [0.02386322, -0.2556251, 1.0]], ['2, k, 18', [0.01332071, -0.6005782, 1.0]], ['2, k, 19', [0.02510221, -0.6625466, 1.0]], ['2, k, 20', [-0.1897663, 0.3127403, 1.0]], ['2, k, 21', [-0.3152622, 0.8881063, 1.0]], ['2, k, 22', [-0.3605437, 0.8449435, 1.0]], ['2, k, 23', [-0.02301116, -0.2042124, 1.0]], ['2, k, 24', [0.02564199, -0.1550889, 1.0]]]
[['2, k, 0', [-0.185752, -0.1128655, 1.0]], ['2, k, 1', [-0.1894876, 0.1324864, 1.0]], ['2, k, 2', [-0.1922777, 0.3730218, 1.0]], ['2, k, 3', [-0.1839497, 0.4926248, 1.0]], ['2, k, 4', [-0.3088769, 0.3067912, 1.0]], ['2, k, 5', [-0.365879, 0.5292485, 1.0]], ['2, k, 6', [-0.3307686, 0.7521174, 1.0]], ['2, k, 7', [-0.3268173, 0.8222014, 1.0]], ['2, k, 8', [-0.0302365, 0.2531157, 1.0]], ['2, k, 9', [0.02760806, 0.04095715, 1.0]], ['2, k, 10', [0.001325349, -0.1209394, 1.0]], ['2, k, 11', [-0.01025787, -0.1524523, 1.0]], ['2, k, 12', [-0.2525826, -0.1062701, 1.0]], ['2, k, 13', [-0.2599791, -0.2654808, 1.0]], ['2, k, 14', [-0.2510589, -0.6036326, 1.0]], ['2, k, 15', [-0.2480682, -0.6640902, 1.0]], ['2, k, 16', [-0.1148177, -0.1167762, 1.0]], ['2, k, 17', [0.02385091, -0.2556058, 1.0]], ['2, k, 18', [0.01315149, -0.5999109, 1.0]], ['2, k, 19', [0.02431837, -0.6618437, 1.0]], ['2, k, 20', [-0.1915997, 0.3136127, 1.0]], ['2, k, 21', [-0.3187027, 0.8858736, 1.0]], ['2, k, 22', [-0.3623962, 0.8221916, 1.0]], ['2, k, 23', [-0.02351775, -0.2072211, 1.0]], ['2, k, 24', [0.03098639, -0.1586096, 1.0]]]
[['2, k, 0', [-0.1868597, -0.1125218, 1.0]], ['2, k, 1', [-0.1899775, 0.1326834, 1.0]], ['2, k, 2', [-0.192385, 0.3730636, 1.0]], ['2, k, 3', [-0.1828311, 0.4930123, 1.0]], ['2, k, 4', [-0.3086856, 0.3061185, 1.0]], ['2, k, 5', [-0.3636239, 0.5258356, 1.0]], ['2, k, 6', [-0.3297215, 0.7485183, 1.0]], ['2, k, 7', [-0.3252704, 0.8089342, 1.0]], ['2, k, 8', [-0.0301696, 0.2529983, 1.0]], ['2, k, 9', [0.02767839, 0.0414463, 1.0]], ['2, k, 10', [0.001012348, -0.120464, 1.0]], ['2, k, 11', [-0.01292635, -0.1503402, 1.0]], ['2, k, 12', [-0.2536854, -0.1057395, 1.0]], ['2, k, 13', [-0.2600294, -0.2654568, 1.0]], ['2, k, 14', [-0.2510368, -0.6041326, 1.0]], ['2, k, 15', [-0.2483988, -0.6642207, 1.0]], ['2, k, 16', [-0.1159127, -0.1166495, 1.0]], ['2, k, 17', [0.02383832, -0.2556786, 1.0]], ['2, k, 18', [0.01318666, -0.5997936, 1.0]], ['2, k, 19', [0.02440712, -0.6622315, 1.0]], ['2, k, 20', [-0.1917861, 0.3136856, 1.0]], ['2, k, 21', [-0.3209813, 0.8687996, 1.0]], ['2, k, 22', [-0.3618757, 0.7940965, 1.0]], ['2, k, 23', [-0.02476141, -0.1986924, 1.0]], ['2, k, 24', [0.01555509, -0.147617, 1.0]]]
[['2, k, 0', [-0.1871323, -0.1129855, 1.0]], ['2, k, 1', [-0.1893946, 0.1316831, 1.0]], ['2, k, 2', [-0.1895495, 0.3704996, 1.0]], ['2, k, 3', [-0.1819975, 0.4924757, 1.0]], ['2, k, 4', [-0.3061219, 0.3019775, 1.0]], ['2, k, 5', [-0.3631242, 0.5150653, 1.0]], ['2, k, 6', [-0.3263398, 0.7323093, 1.0]], ['2, k, 7', [-0.3225212, 0.7914391, 1.0]], ['2, k, 8', [-0.02988938, 0.2527941, 1.0]], ['2, k, 9', [0.0277986, 0.04151408, 1.0]], ['2, k, 10', [0.001056709, -0.1204224, 1.0]], ['2, k, 11', [-0.01042088, -0.1500668, 1.0]], ['2, k, 12', [-0.2538467, -0.1061266, 1.0]], ['2, k, 13', [-0.2601025, -0.2649266, 1.0]], ['2, k, 14', [-0.2512841, -0.6035408, 1.0]], ['2, k, 15', [-0.2484101, -0.6639242, 1.0]], ['2, k, 16', [-0.116329, -0.1172303, 1.0]], ['2, k, 17', [0.02377217, -0.2556322, 1.0]], ['2, k, 18', [0.01311501, -0.6003715, 1.0]], ['2, k, 19', [0.02222556, -0.6625459, 1.0]], ['2, k, 20', [-0.1897276, 0.311618, 1.0]], ['2, k, 21', [-0.3155959, 0.8537363, 1.0]], ['2, k, 22', [-0.3560827, 0.7918282, 1.0]], ['2, k, 23', [-0.02362047, -0.1996585, 1.0]], ['2, k, 24', [0.02993351, -0.1573642, 1.0]]]
[['2, k, 0', [-0.1877649, -0.1128311, 1.0]], ['2, k, 1', [-0.1896588, 0.1317388, 1.0]], ['2, k, 2', [-0.189745, 0.3705415, 1.0]], ['2, k, 3', [-0.1803265, 0.4939986, 1.0]], ['2, k, 4', [-0.3057018, 0.3018893, 1.0]], ['2, k, 5', [-0.3624338, 0.504676, 1.0]], ['2, k, 6', [-0.3273245, 0.7139118, 1.0]], ['2, k, 7', [-0.3244645, 0.7635046, 1.0]], ['2, k, 8', [-0.02975929, 0.2526851, 1.0]], ['2, k, 9', [0.02777285, 0.04155481, 1.0]], ['2, k, 10', [0.0009898895, -0.121315, 1.0]], ['2, k, 11', [-0.01159543, -0.1501236, 1.0]], ['2, k, 12', [-0.2544169, -0.1058837, 1.0]], ['2, k, 13', [-0.2601257, -0.2649295, 1.0]], ['2, k, 14', [-0.2514302, -0.6030216, 1.0]], ['2, k, 15', [-0.2488839, -0.663711, 1.0]], ['2, k, 16', [-0.1170254, -0.117183, 1.0]], ['2, k, 17', [0.02372693, -0.255604, 1.0]], ['2, k, 18', [0.01340168, -0.5995946, 1.0]], ['2, k, 19', [0.0225708, -0.662551, 1.0]], ['2, k, 20', [-0.1899287, 0.3116579, 1.0]], ['2, k, 21', [-0.3153494, 0.820593, 1.0]], ['2, k, 22', [-0.3594033, 0.7611886, 1.0]], ['2, k, 23', [-0.02271009, -0.2019825, 1.0]], ['2, k, 24', [0.03160184, -0.1535408, 1.0]]]
[['2, k, 0', [-0.1882461, -0.112903, 1.0]], ['2, k, 1', [-0.1899595, 0.1314132, 1.0]], ['2, k, 2', [-0.1900215, 0.3698994, 1.0]], ['2, k, 3', [-0.1786646, 0.4926077, 1.0]], ['2, k, 4', [-0.305724, 0.3018254, 1.0]], ['2, k, 5', [-0.3608336, 0.4959085, 1.0]], ['2, k, 6', [-0.3263029, 0.6880869, 1.0]], ['2, k, 7', [-0.323416, 0.7350776, 1.0]], ['2, k, 8', [-0.02959319, 0.2525545, 1.0]], ['2, k, 9', [0.02793431, 0.0421911, 1.0]], ['2, k, 10', [0.004958382, -0.1198963, 1.0]], ['2, k, 11', [-0.01037373, -0.1565714, 1.0]], ['2, k, 12', [-0.2547265, -0.105873, 1.0]], ['2, k, 13', [-0.2600674, -0.2651161, 1.0]], ['2, k, 14', [-0.2514237, -0.6031231, 1.0]], ['2, k, 15', [-0.2485961, -0.6645309, 1.0]], ['2, k, 16', [-0.1177181, -0.117382, 1.0]], ['2, k, 17', [0.02364188, -0.2556113, 1.0]], ['2, k, 18', [0.01369964, -0.5990536, 1.0]], ['2, k, 19', [0.02509135, -0.6620517, 1.0]], ['2, k, 20', [-0.1902058, 0.311096, 1.0]], ['2, k, 21', [-0.3145523, 0.7914464, 1.0]], ['2, k, 22', [-0.3521061, 0.744136, 1.0]], ['2, k, 23', [-0.02561291, -0.206242, 1.0]], ['2, k, 24', [0.02820902, -0.1613825, 1.0]]]
[['2, k, 0', [-0.1877642, -0.1135427, 1.0]], ['2, k, 1', [-0.1896733, 0.1308449, 1.0]], ['2, k, 2', [-0.1899433, 0.3694581, 1.0]], ['2, k, 3', [-0.1775017, 0.4929375, 1.0]], ['2, k, 4', [-0.3049929, 0.299969, 1.0]], ['2, k, 5', [-0.360458, 0.4771523, 1.0]], ['2, k, 6', [-0.3250716, 0.6570334, 1.0]], ['2, k, 7', [-0.3253106, 0.6890834, 1.0]], ['2, k, 8', [-0.02891134, 0.2521792, 1.0]], ['2, k, 9', [0.02780274, 0.04233773, 1.0]], ['2, k, 10', [0.003763975, -0.1207774, 1.0]], ['2, k, 11', [-0.01179534, -0.1533963, 1.0]], ['2, k, 12', [-0.2542281, -0.106454, 1.0]], ['2, k, 13', [-0.2599381, -0.2646653, 1.0]], ['2, k, 14', [-0.2514907, -0.6030823, 1.0]], ['2, k, 15', [-0.248347, -0.6645977, 1.0]], ['2, k, 16', [-0.11726, -0.118084, 1.0]], ['2, k, 17', [0.02349333, -0.2558279, 1.0]], ['2, k, 18', [0.01370226, -0.5989879, 1.0]], ['2, k, 19', [0.02629845, -0.6620628, 1.0]], ['2, k, 20', [-0.1900857, 0.3106416, 1.0]], ['2, k, 21', [-0.3163224, 0.7431958, 1.0]], ['2, k, 22', [-0.3599948, 0.6912052, 1.0]], ['2, k, 23', [-0.02306907, -0.2002506, 1.0]], ['2, k, 24', [0.02423885, -0.1554904, 1.0]]]
[['2, k, 0', [-0.1868424, -0.1144718, 1.0]], ['2, k, 1', [-0.1884755, 0.1301196, 1.0]], ['2, k, 2', [-0.1886625, 0.3690066, 1.0]], ['2, k, 3', [-0.1757741, 0.4914983, 1.0]], ['2, k, 4', [-0.3030809, 0.2967672, 1.0]], ['2, k, 5', [-0.3657055, 0.4302181, 1.0]], ['2, k, 6', [-0.3326636, 0.5907852, 1.0]], ['2, k, 7', [-0.3252205, 0.6414791, 1.0]], ['2, k, 8', [-0.02787451, 0.251002, 1.0]], ['2, k, 9', [0.0278049, 0.04260617, 1.0]], ['2, k, 10', [0.00308407, -0.1206914, 1.0]], ['2, k, 11', [-0.01348636, -0.1516032, 1.0]], ['2, k, 12', [-0.2532741, -0.1076597, 1.0]], ['2, k, 13', [-0.2598866, -0.2648073, 1.0]], ['2, k, 14', [-0.2512298, -0.6034288, 1.0]], ['2, k, 15', [-0.2480423, -0.664905, 1.0]], ['2, k, 16', [-0.1163686, -0.1187649, 1.0]], ['2, k, 17', [0.02348795, -0.2559178, 1.0]], ['2, k, 18', [0.01446871, -0.5975102, 1.0]], ['2, k, 19', [0.02540834, -0.6620742, 1.0]], ['2, k, 20', [-0.1888197, 0.310114, 1.0]], ['2, k, 21', [-0.3153867, 0.6951709, 1.0]], ['2, k, 22', [-0.3592617, 0.6291748, 1.0]], ['2, k, 23', [-0.023015, -0.2011462, 1.0]], ['2, k, 24', [0.01729031, -0.1620312, 1.0]]]
[['2, k, 0', [-0.185891, -0.1169926, 1.0]], ['2, k, 1', [-0.1870054, 0.1275291, 1.0]], ['2, k, 2', [-0.1868273, 0.3664272, 1.0]], ['2, k, 3', [-0.1749011, 0.4910641, 1.0]], ['2, k, 4', [-0.29294, 0.2806458, 1.0]], ['2, k, 5', [-0.3711587, 0.3174553, 1.0]], ['2, k, 6', [-0.335045, 0.3701194, 1.0]], ['2, k, 7', [-0.3288749, 0.4051332, 1.0]], ['2, k, 8', [-0.02700972, 0.2512859, 1.0]], ['2, k, 9', [0.0273685, 0.04213019, 1.0]], ['2, k, 10', [0.002114234, -0.1207946, 1.0]], ['2, k, 11', [-0.01248994, -0.1526634, 1.0]], ['2, k, 12', [-0.2521199, -0.1107616, 1.0]], ['2, k, 13', [-0.2599402, -0.2648894, 1.0]], ['2, k, 14', [-0.2511971, -0.6033143, 1.0]], ['2, k, 15', [-0.248096, -0.6647785, 1.0]], ['2, k, 16', [-0.1155767, -0.1207843, 1.0]], ['2, k, 17', [0.02357917, -0.255781, 1.0]], ['2, k, 18', [0.01342666, -0.5993407, 1.0]], ['2, k, 19', [0.02556703, -0.6624253, 1.0]], ['2, k, 20', [-0.1870511, 0.3075006, 1.0]], ['2, k, 21', [-0.3163837, 0.4397956, 1.0]], ['2, k, 22', [-0.3625104, 0.3927286, 1.0]], ['2, k, 23', [-0.02440323, -0.2017321, 1.0]], ['2, k, 24', [0.0213891, -0.1605598, 1.0]]]
[['2, k, 0', [-0.1858497, -0.1182646, 1.0]], ['2, k, 1', [-0.186414, 0.1263509, 1.0]], ['2, k, 2', [-0.1856456, 0.3652036, 1.0]], ['2, k, 3', [-0.1729866, 0.4894395, 1.0]], ['2, k, 4', [-0.2931478, 0.2808425, 1.0]], ['2, k, 5', [-0.3737793, 0.2873085, 1.0]], ['2, k, 6', [-0.3417254, 0.3146434, 1.0]], ['2, k, 7', [-0.3283276, 0.3401409, 1.0]], ['2, k, 8', [-0.02555468, 0.2493146, 1.0]], ['2, k, 9', [0.02696599, 0.04163302, 1.0]], ['2, k, 10', [0.00239442, -0.1209858, 1.0]], ['2, k, 11', [-0.01332431, -0.150676, 1.0]], ['2, k, 12', [-0.2520414, -0.1119362, 1.0]], ['2, k, 13', [-0.2599461, -0.2653214, 1.0]], ['2, k, 14', [-0.2511561, -0.6032653, 1.0]], ['2, k, 15', [-0.2481519, -0.6649997, 1.0]], ['2, k, 16', [-0.1155726, -0.1221148, 1.0]], ['2, k, 17', [0.02363625, -0.2556105, 1.0]], ['2, k, 18', [0.0136518, -0.5994197, 1.0]], ['2, k, 19', [0.02538978, -0.6620905, 1.0]], ['2, k, 20', [-0.1860237, 0.3062837, 1.0]], ['2, k, 21', [-0.3309203, 0.3562312, 1.0]], ['2, k, 22', [-0.3582991, 0.3291086, 1.0]], ['2, k, 23', [-0.02503223, -0.2003369, 1.0]], ['2, k, 24', [0.01996909, -0.1531831, 1.0]]]
[['2, k, 0', [-0.1856152, -0.1186959, 1.0]], ['2, k, 1', [-0.185903, 0.1256332, 1.0]], ['2, k, 2', [-0.1848914, 0.3642241, 1.0]], ['2, k, 3', [-0.1723621, 0.4899482, 1.0]], ['2, k, 4', [-0.2944111, 0.2813415, 1.0]], ['2, k, 5', [-0.3608703, 0.1851381, 1.0]], ['2, k, 6', [-0.3299013, 0.2394247, 1.0]], ['2, k, 7', [-0.3095226, 0.2643377, 1.0]], ['2, k, 8', [-0.02488987, 0.2494811, 1.0]], ['2, k, 9', [0.02625961, 0.03984306, 1.0]], ['2, k, 10', [0.006619199, -0.1211562, 1.0]], ['2, k, 11', [-0.009943643, -0.1682646, 1.0]], ['2, k, 12', [-0.2517455, -0.1123805, 1.0]], ['2, k, 13', [-0.25972, -0.2654126, 1.0]], ['2, k, 14', [-0.2504761, -0.6041598, 1.0]], ['2, k, 15', [-0.2472769, -0.6651052, 1.0]], ['2, k, 16', [-0.115399, -0.1225092, 1.0]], ['2, k, 17', [0.02363597, -0.2555949, 1.0]], ['2, k, 18', [0.01381458, -0.5993792, 1.0]], ['2, k, 19', [0.02553562, -0.6620916, 1.0]], ['2, k, 20', [-0.1853223, 0.3053623, 1.0]], ['2, k, 21', [-0.3121828, 0.2807004, 1.0]], ['2, k, 22', [-0.3396528, 0.2539499, 1.0]], ['2, k, 23', [-0.01983903, -0.2204178, 1.0]], ['2, k, 24', [0.03448383, -0.1687873, 1.0]]]
[['2, k, 0', [-0.1845291, -0.1198974, 1.0]], ['2, k, 1', [-0.1850807, 0.1246795, 1.0]], ['2, k, 2', [-0.1844146, 0.3635955, 1.0]], ['2, k, 3', [-0.171436, 0.489395, 1.0]], ['2, k, 4', [-0.2954947, 0.2778511, 1.0]], ['2, k, 5', [-0.347798, 0.1549139, 1.0]], ['2, k, 6', [-0.3398542, 0.07423104, 1.0]], ['2, k, 7', [-0.3345709, 0.03188494, 1.0]], ['2, k, 8', [-0.02329784, 0.2503718, 1.0]], ['2, k, 9', [0.02614529, 0.03842646, 1.0]], ['2, k, 10', [0.003459145, -0.1216551, 1.0]], ['2, k, 11', [-0.01185963, -0.1542065, 1.0]], ['2, k, 12', [-0.2502236, -0.1141293, 1.0]], ['2, k, 13', [-0.2595194, -0.2657822, 1.0]], ['2, k, 14', [-0.2505551, -0.6044389, 1.0]], ['2, k, 15', [-0.2469489, -0.6648551, 1.0]], ['2, k, 16', [-0.1146819, -0.1232459, 1.0]], ['2, k, 17', [0.02371636, -0.2554823, 1.0]], ['2, k, 18', [0.01388155, -0.6001372, 1.0]], ['2, k, 19', [0.02704176, -0.6638684, 1.0]], ['2, k, 20', [-0.1847591, 0.3046513, 1.0]], ['2, k, 21', [-0.3344946, 0.007271705, 1.0]], ['2, k, 22', [-0.3639867, -0.01093223, 1.0]], ['2, k, 23', [-0.02808417, -0.2050944, 1.0]], ['2, k, 24', [0.02622919, -0.161999, 1.0]]]
