[['2, k, 0', [-0.20805, -0.276297, 1.0]], ['2, k, 1', [-0.206217, 0.0143318, 1.0]], ['2, k, 2', [-0.20347, 0.298539, 1.0]], ['2, k, 3', [-0.211304, 0.427561, 1.0]], ['2, k, 4', [-0.383946, 0.178669, 1.0]], ['2, k, 5', [-0.440228, -0.0423605, 1.0]], ['2, k, 6', [-0.481547, -0.227602, 1.0]], ['2, k, 7', [-0.4873, -0.298147, 1.0]], ['2, k, 8', [-0.0469307, 0.170555, 1.0]], ['2, k, 9', [-0.0102311, -0.0627773, 1.0]], ['2, k, 10', [0.0073038, -0.249484, 1.0]], ['2, k, 11', [0.00946159, -0.316629, 1.0]], ['2, k, 12', [-0.282207, -0.271008, 1.0]], ['2, k, 13', [-0.308097, -0.615202, 1.0]], ['2, k, 14', [-0.310679, -0.964362, 1.0]], ['2, k, 15', [-0.332764, -1.02539, 1.0]], ['2, k, 16', [-0.128782, -0.274829, 1.0]], ['2, k, 17', [-0.0677414, -0.629691, 1.0]], ['2, k, 18', [-0.0539249, -0.963492, 1.0]], ['2, k, 19', [-0.0518188, -1.02539, 1.0]], ['2, k, 20', [-0.204323, 0.228389, 1.0]], ['2, k, 21', [-0.473233, -0.341015, 1.0]], ['2, k, 22', [-0.416766, -0.326286, 1.0]], ['2, k, 23', [-0.0115236, -0.363178, 1.0]], ['2, k, 24', [0.0897057, -0.331882, 1.0]]]
[['2, k, 0', [-0.194096, -0.287825, 1.0]], ['2, k, 1', [-0.279756, 0.00227813, 1.0]], ['2, k, 2', [-0.355594, 0.280573, 1.0]], ['2, k, 3', [-0.440246, 0.368592, 1.0]], ['2, k, 4', [-0.453259, 0.118262, 1.0]], ['2, k, 5', [-0.65799, 0.0985425, 1.0]], ['2, k, 6', [-0.846473, 0.156679, 1.0]], ['2, k, 7', [-0.914399, 0.20176, 1.0]], ['2, k, 8', [-0.193631, 0.225839, 1.0]], ['2, k, 9', [-0.380688, 0.430123, 1.0]], ['2, k, 10', [-0.601759, 0.583847, 1.0]], ['2, k, 11', [-0.661598, 0.615468, 1.0]], ['2, k, 12', [-0.247314, -0.29566, 1.0]], ['2, k, 13', [-0.296109, -0.615527, 1.0]], ['2, k, 14', [-0.30996, -0.955139, 1.0]], ['2, k, 15', [-0.334717, -0.995181, 1.0]], ['2, k, 16', [-0.136875, -0.272971, 1.0]], ['2, k, 17', [-0.0450576, -0.613074, 1.0]], ['2, k, 18', [-0.0464551, -0.947244, 1.0]], ['2, k, 19', [-0.0497611, -1.02364, 1.0]], ['2, k, 20', [-0.33638, 0.209675, 1.0]], ['2, k, 21', [-0.949927, 0.259702, 1.0]], ['2, k, 22', [-0.959328, 0.146999, 1.0]], ['2, k, 23', [-0.715143, 0.641785, 1.0]], ['2, k, 24', [-0.622534, 0.681803, 1.0]]]
[['2, k, 0', [-0.194106, -0.287812, 1.0]], ['2, k, 1', [-0.279492, 0.00250812, 1.0]], ['2, k, 2', [-0.35589, 0.282595, 1.0]], ['2, k, 3', [-0.439324, 0.370775, 1.0]], ['2, k, 4', [-0.452972, 0.118307, 1.0]], ['2, k, 5', [-0.657714, 0.099291, 1.0]], ['2, k, 6', [-0.844746, 0.159029, 1.0]], ['2, k, 7', [-0.912316, 0.206294, 1.0]], ['2, k, 8', [-0.193717, 0.227029, 1.0]], ['2, k, 9', [-0.375299, 0.435979, 1.0]], ['2, k, 10', [-0.600733, 0.584258, 1.0]], ['2, k, 11', [-0.65775, 0.618631, 1.0]], ['2, k, 12', [-0.247475, -0.295725, 1.0]], ['2, k, 13', [-0.296116, -0.615596, 1.0]], ['2, k, 14', [-0.310375, -0.955181, 1.0]], ['2, k, 15', [-0.335015, -0.995221, 1.0]], ['2, k, 16', [-0.136765, -0.272923, 1.0]], ['2, k, 17', [-0.0455227, -0.613512, 1.0]], ['2, k, 18', [-0.046454, -0.947285, 1.0]], ['2, k, 19', [-0.04921, -1.02326, 1.0]], ['2, k, 20', [-0.336623, 0.211801, 1.0]], ['2, k, 21', [-0.947978, 0.265113, 1.0]], ['2, k, 22', [-0.958876, 0.157274, 1.0]], ['2, k, 23', [-0.710531, 0.643113, 1.0]], ['2, k, 24', [-0.621026, 0.677585, 1.0]]]
[['2, k, 0', [-0.194196, -0.287135, 1.0]], ['2, k, 1', [-0.277619, 0.00202009, 1.0]], ['2, k, 2', [-0.352558, 0.281275, 1.0]], ['2, k, 3', [-0.433813, 0.37198, 1.0]], ['2, k, 4', [-0.452676, 0.119205, 1.0]], ['2, k, 5', [-0.657703, 0.1021, 1.0]], ['2, k, 6', [-0.844125, 0.162611, 1.0]], ['2, k, 7', [-0.91047, 0.212382, 1.0]], ['2, k, 8', [-0.197587, 0.234378, 1.0]], ['2, k, 9', [-0.379783, 0.441921, 1.0]], ['2, k, 10', [-0.597734, 0.586611, 1.0]], ['2, k, 11', [-0.650426, 0.622695, 1.0]], ['2, k, 12', [-0.247888, -0.294902, 1.0]], ['2, k, 13', [-0.29611, -0.615323, 1.0]], ['2, k, 14', [-0.310355, -0.955178, 1.0]], ['2, k, 15', [-0.334596, -0.995153, 1.0]], ['2, k, 16', [-0.136617, -0.272398, 1.0]], ['2, k, 17', [-0.0454733, -0.613368, 1.0]], ['2, k, 18', [-0.0471004, -0.947464, 1.0]], ['2, k, 19', [-0.0491944, -1.0234, 1.0]], ['2, k, 20', [-0.334115, 0.211187, 1.0]], ['2, k, 21', [-0.951138, 0.26364, 1.0]], ['2, k, 22', [-0.95273, 0.171363, 1.0]], ['2, k, 23', [-0.703805, 0.648021, 1.0]], ['2, k, 24', [-0.613528, 0.683332, 1.0]]]
[['2, k, 0', [-0.193963, -0.286935, 1.0]], ['2, k, 1', [-0.276827, 0.00213333, 1.0]], ['2, k, 2', [-0.35194, 0.281776, 1.0]], ['2, k, 3', [-0.431115, 0.373538, 1.0]], ['2, k, 4', [-0.452518, 0.11936, 1.0]], ['2, k, 5', [-0.657623, 0.106023, 1.0]], ['2, k, 6', [-0.841758, 0.171376, 1.0]], ['2, k, 7', [-0.906318, 0.223774, 1.0]], ['2, k, 8', [-0.197021, 0.234782, 1.0]], ['2, k, 9', [-0.375338, 0.443948, 1.0]], ['2, k, 10', [-0.590292, 0.590961, 1.0]], ['2, k, 11', [-0.641408, 0.628596, 1.0]], ['2, k, 12', [-0.247817, -0.294817, 1.0]], ['2, k, 13', [-0.296679, -0.615531, 1.0]], ['2, k, 14', [-0.310089, -0.954931, 1.0]], ['2, k, 15', [-0.334175, -0.994865, 1.0]], ['2, k, 16', [-0.136123, -0.272092, 1.0]], ['2, k, 17', [-0.045515, -0.612698, 1.0]], ['2, k, 18', [-0.0472073, -0.949491, 1.0]], ['2, k, 19', [-0.0486396, -1.02436, 1.0]], ['2, k, 20', [-0.333468, 0.211738, 1.0]], ['2, k, 21', [-0.942907, 0.280367, 1.0]], ['2, k, 22', [-0.935398, 0.194324, 1.0]], ['2, k, 23', [-0.689588, 0.653828, 1.0]], ['2, k, 24', [-0.600883, 0.691982, 1.0]]]
[['2, k, 0', [-0.194001, -0.284499, 1.0]], ['2, k, 1', [-0.274366, 0.00436912, 1.0]], ['2, k, 2', [-0.347195, 0.285486, 1.0]], ['2, k, 3', [-0.422756, 0.378753, 1.0]], ['2, k, 4', [-0.452395, 0.120407, 1.0]], ['2, k, 5', [-0.657548, 0.112507, 1.0]], ['2, k, 6', [-0.841096, 0.177968, 1.0]], ['2, k, 7', [-0.906273, 0.232154, 1.0]], ['2, k, 8', [-0.196233, 0.237511, 1.0]], ['2, k, 9', [-0.372746, 0.447463, 1.0]], ['2, k, 10', [-0.592995, 0.61336, 1.0]], ['2, k, 11', [-0.634734, 0.642204, 1.0]], ['2, k, 12', [-0.24863, -0.293055, 1.0]], ['2, k, 13', [-0.297653, -0.615135, 1.0]], ['2, k, 14', [-0.310363, -0.955248, 1.0]], ['2, k, 15', [-0.334376, -0.995014, 1.0]], ['2, k, 16', [-0.135208, -0.268867, 1.0]], ['2, k, 17', [-0.0455652, -0.612116, 1.0]], ['2, k, 18', [-0.0475658, -0.948126, 1.0]], ['2, k, 19', [-0.048693, -1.02449, 1.0]], ['2, k, 20', [-0.329333, 0.215425, 1.0]], ['2, k, 21', [-0.94674, 0.286545, 1.0]], ['2, k, 22', [-0.952102, 0.195798, 1.0]], ['2, k, 23', [-0.686321, 0.661697, 1.0]], ['2, k, 24', [-0.591031, 0.700516, 1.0]]]
[['2, k, 0', [-0.194104, -0.284294, 1.0]], ['2, k, 1', [-0.272523, 0.00414944, 1.0]], ['2, k, 2', [-0.342864, 0.284863, 1.0]], ['2, k, 3', [-0.417835, 0.382859, 1.0]], ['2, k, 4', [-0.452497, 0.122289, 1.0]], ['2, k, 5', [-0.655819, 0.130863, 1.0]], ['2, k, 6', [-0.833116, 0.212892, 1.0]], ['2, k, 7', [-0.902885, 0.256731, 1.0]], ['2, k, 8', [-0.188858, 0.226363, 1.0]], ['2, k, 9', [-0.360518, 0.440523, 1.0]], ['2, k, 10', [-0.565961, 0.610493, 1.0]], ['2, k, 11', [-0.621789, 0.645281, 1.0]], ['2, k, 12', [-0.249408, -0.292757, 1.0]], ['2, k, 13', [-0.298533, -0.61482, 1.0]], ['2, k, 14', [-0.310336, -0.955614, 1.0]], ['2, k, 15', [-0.334361, -0.995291, 1.0]], ['2, k, 16', [-0.134686, -0.268745, 1.0]], ['2, k, 17', [-0.045728, -0.610784, 1.0]], ['2, k, 18', [-0.0473215, -0.949845, 1.0]], ['2, k, 19', [-0.0488053, -1.02462, 1.0]], ['2, k, 20', [-0.325823, 0.215097, 1.0]], ['2, k, 21', [-0.941089, 0.311399, 1.0]], ['2, k, 22', [-0.954191, 0.19915, 1.0]], ['2, k, 23', [-0.667009, 0.670614, 1.0]], ['2, k, 24', [-0.582554, 0.70092, 1.0]]]
[['2, k, 0', [-0.194062, -0.284149, 1.0]], ['2, k, 1', [-0.26978, 0.00500666, 1.0]], ['2, k, 2', [-0.336851, 0.287073, 1.0]], ['2, k, 3', [-0.413944, 0.384108, 1.0]], ['2, k, 4', [-0.45209, 0.123668, 1.0]], ['2, k, 5', [-0.655404, 0.136641, 1.0]], ['2, k, 6', [-0.831056, 0.220443, 1.0]], ['2, k, 7', [-0.895335, 0.264353, 1.0]], ['2, k, 8', [-0.188699, 0.226807, 1.0]], ['2, k, 9', [-0.355574, 0.443527, 1.0]], ['2, k, 10', [-0.560841, 0.614191, 1.0]], ['2, k, 11', [-0.609272, 0.651322, 1.0]], ['2, k, 12', [-0.24947, -0.292476, 1.0]], ['2, k, 13', [-0.299875, -0.612376, 1.0]], ['2, k, 14', [-0.31037, -0.955516, 1.0]], ['2, k, 15', [-0.334152, -0.995116, 1.0]], ['2, k, 16', [-0.134364, -0.268458, 1.0]], ['2, k, 17', [-0.0459112, -0.609249, 1.0]], ['2, k, 18', [-0.0475102, -0.950161, 1.0]], ['2, k, 19', [-0.0493473, -1.0247, 1.0]], ['2, k, 20', [-0.32063, 0.217083, 1.0]], ['2, k, 21', [-0.943245, 0.307399, 1.0]], ['2, k, 22', [-0.931132, 0.235097, 1.0]], ['2, k, 23', [-0.657999, 0.679353, 1.0]], ['2, k, 24', [-0.566845, 0.708744, 1.0]]]
[['2, k, 0', [-0.193813, -0.283509, 1.0]], ['2, k, 1', [-0.267007, 0.00664633, 1.0]], ['2, k, 2', [-0.332119, 0.290245, 1.0]], ['2, k, 3', [-0.40961, 0.386654, 1.0]], ['2, k, 4', [-0.451194, 0.126104, 1.0]], ['2, k, 5', [-0.65448, 0.143143, 1.0]], ['2, k, 6', [-0.828682, 0.22891, 1.0]], ['2, k, 7', [-0.894443, 0.274706, 1.0]], ['2, k, 8', [-0.188517, 0.226781, 1.0]], ['2, k, 9', [-0.352968, 0.445575, 1.0]], ['2, k, 10', [-0.550058, 0.619932, 1.0]], ['2, k, 11', [-0.591501, 0.658983, 1.0]], ['2, k, 12', [-0.249825, -0.291999, 1.0]], ['2, k, 13', [-0.300186, -0.612966, 1.0]], ['2, k, 14', [-0.310356, -0.95543, 1.0]], ['2, k, 15', [-0.333822, -0.994918, 1.0]], ['2, k, 16', [-0.133332, -0.267612, 1.0]], ['2, k, 17', [-0.0463857, -0.608308, 1.0]], ['2, k, 18', [-0.0476791, -0.95017, 1.0]], ['2, k, 19', [-0.0493026, -1.02469, 1.0]], ['2, k, 20', [-0.316339, 0.219967, 1.0]], ['2, k, 21', [-0.948907, 0.309796, 1.0]], ['2, k, 22', [-0.937538, 0.247052, 1.0]], ['2, k, 23', [-0.632006, 0.690454, 1.0]], ['2, k, 24', [-0.541397, 0.719568, 1.0]]]
[['2, k, 0', [-0.194509, -0.281819, 1.0]], ['2, k, 1', [-0.263733, 0.00862412, 1.0]], ['2, k, 2', [-0.322719, 0.293242, 1.0]], ['2, k, 3', [-0.403902, 0.389357, 1.0]], ['2, k, 4', [-0.447183, 0.12889, 1.0]], ['2, k, 5', [-0.651128, 0.14994, 1.0]], ['2, k, 6', [-0.824405, 0.237003, 1.0]], ['2, k, 7', [-0.888774, 0.304508, 1.0]], ['2, k, 8', [-0.188052, 0.226881, 1.0]], ['2, k, 9', [-0.351161, 0.446477, 1.0]], ['2, k, 10', [-0.533354, 0.629788, 1.0]], ['2, k, 11', [-0.577323, 0.667183, 1.0]], ['2, k, 12', [-0.252177, -0.28924, 1.0]], ['2, k, 13', [-0.300742, -0.611413, 1.0]], ['2, k, 14', [-0.310355, -0.955422, 1.0]], ['2, k, 15', [-0.330408, -1.02111, 1.0]], ['2, k, 16', [-0.133221, -0.266768, 1.0]], ['2, k, 17', [-0.046984, -0.607272, 1.0]], ['2, k, 18', [-0.0471905, -0.950756, 1.0]], ['2, k, 19', [-0.0495047, -1.02498, 1.0]], ['2, k, 20', [-0.308713, 0.222818, 1.0]], ['2, k, 21', [-0.915951, 0.370129, 1.0]], ['2, k, 22', [-0.950086, 0.258165, 1.0]], ['2, k, 23', [-0.619416, 0.698891, 1.0]], ['2, k, 24', [-0.531333, 0.723805, 1.0]]]
[['2, k, 0', [-0.195682, -0.279818, 1.0]], ['2, k, 1', [-0.262997, 0.00990109, 1.0]], ['2, k, 2', [-0.321703, 0.294127, 1.0]], ['2, k, 3', [-0.396643, 0.394792, 1.0]], ['2, k, 4', [-0.442965, 0.134648, 1.0]], ['2, k, 5', [-0.646428, 0.162432, 1.0]], ['2, k, 6', [-0.820659, 0.253961, 1.0]], ['2, k, 7', [-0.880662, 0.317603, 1.0]], ['2, k, 8', [-0.186687, 0.225686, 1.0]], ['2, k, 9', [-0.34378, 0.448741, 1.0]], ['2, k, 10', [-0.525958, 0.639157, 1.0]], ['2, k, 11', [-0.563406, 0.677293, 1.0]], ['2, k, 12', [-0.254136, -0.286558, 1.0]], ['2, k, 13', [-0.299457, -0.608594, 1.0]], ['2, k, 14', [-0.310314, -0.955426, 1.0]], ['2, k, 15', [-0.330858, -1.02115, 1.0]], ['2, k, 16', [-0.133555, -0.265658, 1.0]], ['2, k, 17', [-0.0479682, -0.599723, 1.0]], ['2, k, 18', [-0.049343, -0.930175, 1.0]], ['2, k, 19', [-0.0745841, -0.969552, 1.0]], ['2, k, 20', [-0.307678, 0.223846, 1.0]], ['2, k, 21', [-0.908763, 0.376623, 1.0]], ['2, k, 22', [-0.939891, 0.26438, 1.0]], ['2, k, 23', [-0.60139, 0.706578, 1.0]], ['2, k, 24', [-0.512411, 0.734596, 1.0]]]
[['2, k, 0', [-0.194167, -0.27628, 1.0]], ['2, k, 1', [-0.259913, 0.012251, 1.0]], ['2, k, 2', [-0.31926, 0.295166, 1.0]], ['2, k, 3', [-0.391756, 0.398874, 1.0]], ['2, k, 4', [-0.439435, 0.139345, 1.0]], ['2, k, 5', [-0.640949, 0.172208, 1.0]], ['2, k, 6', [-0.816968, 0.304464, 1.0]], ['2, k, 7', [-0.870804, 0.337161, 1.0]], ['2, k, 8', [-0.18591, 0.226384, 1.0]], ['2, k, 9', [-0.339437, 0.451652, 1.0]], ['2, k, 10', [-0.519281, 0.646644, 1.0]], ['2, k, 11', [-0.552033, 0.685718, 1.0]], ['2, k, 12', [-0.253744, -0.284163, 1.0]], ['2, k, 13', [-0.299904, -0.60762, 1.0]], ['2, k, 14', [-0.310369, -0.955394, 1.0]], ['2, k, 15', [-0.331171, -1.02089, 1.0]], ['2, k, 16', [-0.130284, -0.261294, 1.0]], ['2, k, 17', [-0.0501869, -0.601526, 1.0]], ['2, k, 18', [-0.0505232, -0.938483, 1.0]], ['2, k, 19', [-0.0547326, -1.01664, 1.0]], ['2, k, 20', [-0.305, 0.2252, 1.0]], ['2, k, 21', [-0.910498, 0.382377, 1.0]], ['2, k, 22', [-0.912513, 0.293509, 1.0]], ['2, k, 23', [-0.592886, 0.71797, 1.0]], ['2, k, 24', [-0.499955, 0.73814, 1.0]]]
[['2, k, 0', [-0.193605, -0.273711, 1.0]], ['2, k, 1', [-0.254161, 0.0168996, 1.0]], ['2, k, 2', [-0.307017, 0.302429, 1.0]], ['2, k, 3', [-0.389406, 0.399966, 1.0]], ['2, k, 4', [-0.437775, 0.141884, 1.0]], ['2, k, 5', [-0.63882, 0.181538, 1.0]], ['2, k, 6', [-0.816013, 0.304853, 1.0]], ['2, k, 7', [-0.863725, 0.351976, 1.0]], ['2, k, 8', [-0.185269, 0.227604, 1.0]], ['2, k, 9', [-0.310201, 0.466854, 1.0]], ['2, k, 10', [-0.507393, 0.655146, 1.0]], ['2, k, 11', [-0.529302, 0.696339, 1.0]], ['2, k, 12', [-0.253837, -0.281122, 1.0]], ['2, k, 13', [-0.300885, -0.606972, 1.0]], ['2, k, 14', [-0.31013, -0.955281, 1.0]], ['2, k, 15', [-0.331458, -1.0206, 1.0]], ['2, k, 16', [-0.129291, -0.259159, 1.0]], ['2, k, 17', [-0.0512582, -0.605088, 1.0]], ['2, k, 18', [-0.0499336, -0.939447, 1.0]], ['2, k, 19', [-0.0534332, -1.01844, 1.0]], ['2, k, 20', [-0.294459, 0.231837, 1.0]], ['2, k, 21', [-0.898472, 0.401354, 1.0]], ['2, k, 22', [-0.925331, 0.302865, 1.0]], ['2, k, 23', [-0.569898, 0.723825, 1.0]], ['2, k, 24', [-0.470788, 0.753146, 1.0]]]
[['2, k, 0', [-0.194076, -0.271268, 1.0]], ['2, k, 1', [-0.25046, 0.0207216, 1.0]], ['2, k, 2', [-0.298497, 0.307538, 1.0]], ['2, k, 3', [-0.387467, 0.401813, 1.0]], ['2, k, 4', [-0.435378, 0.145529, 1.0]], ['2, k, 5', [-0.635381, 0.191998, 1.0]], ['2, k, 6', [-0.794852, 0.306633, 1.0]], ['2, k, 7', [-0.859478, 0.366254, 1.0]], ['2, k, 8', [-0.184628, 0.22973, 1.0]], ['2, k, 9', [-0.313485, 0.46829, 1.0]], ['2, k, 10', [-0.502439, 0.661603, 1.0]], ['2, k, 11', [-0.514318, 0.703695, 1.0]], ['2, k, 12', [-0.254176, -0.278484, 1.0]], ['2, k, 13', [-0.301914, -0.607416, 1.0]], ['2, k, 14', [-0.310078, -0.955361, 1.0]], ['2, k, 15', [-0.331968, -1.02048, 1.0]], ['2, k, 16', [-0.129722, -0.257226, 1.0]], ['2, k, 17', [-0.0517764, -0.604689, 1.0]], ['2, k, 18', [-0.0499375, -0.941352, 1.0]], ['2, k, 19', [-0.0515013, -1.02051, 1.0]], ['2, k, 20', [-0.287137, 0.2367, 1.0]], ['2, k, 21', [-0.903744, 0.399561, 1.0]], ['2, k, 22', [-0.895546, 0.334802, 1.0]], ['2, k, 23', [-0.549993, 0.732342, 1.0]], ['2, k, 24', [-0.458721, 0.752889, 1.0]]]
[['2, k, 0', [-0.194761, -0.267008, 1.0]], ['2, k, 1', [-0.247023, 0.0238806, 1.0]], ['2, k, 2', [-0.29151, 0.30953, 1.0]], ['2, k, 3', [-0.382218, 0.407265, 1.0]], ['2, k, 4', [-0.433204, 0.15563, 1.0]], ['2, k, 5', [-0.631469, 0.207143, 1.0]], ['2, k, 6', [-0.790406, 0.311902, 1.0]], ['2, k, 7', [-0.851429, 0.38679, 1.0]], ['2, k, 8', [-0.170557, 0.247296, 1.0]], ['2, k, 9', [-0.287172, 0.487976, 1.0]], ['2, k, 10', [-0.458524, 0.664952, 1.0]], ['2, k, 11', [-0.495698, 0.705229, 1.0]], ['2, k, 12', [-0.254689, -0.273808, 1.0]], ['2, k, 13', [-0.30189, -0.606472, 1.0]], ['2, k, 14', [-0.309777, -0.955336, 1.0]], ['2, k, 15', [-0.332585, -1.02003, 1.0]], ['2, k, 16', [-0.130482, -0.253247, 1.0]], ['2, k, 17', [-0.0548531, -0.592738, 1.0]], ['2, k, 18', [-0.049712, -0.929325, 1.0]], ['2, k, 19', [-0.0726769, -0.968368, 1.0]], ['2, k, 20', [-0.281037, 0.23905, 1.0]], ['2, k, 21', [-0.857843, 0.450346, 1.0]], ['2, k, 22', [-0.918322, 0.347431, 1.0]], ['2, k, 23', [-0.531976, 0.737414, 1.0]], ['2, k, 24', [-0.440722, 0.755647, 1.0]]]
[['2, k, 0', [-0.194623, -0.26675, 1.0]], ['2, k, 1', [-0.245324, 0.0245507, 1.0]], ['2, k, 2', [-0.289198, 0.310234, 1.0]], ['2, k, 3', [-0.377183, 0.409876, 1.0]], ['2, k, 4', [-0.433052, 0.155377, 1.0]], ['2, k, 5', [-0.629351, 0.212478, 1.0]], ['2, k, 6', [-0.77807, 0.327649, 1.0]], ['2, k, 7', [-0.84175, 0.398993, 1.0]], ['2, k, 8', [-0.171469, 0.247203, 1.0]], ['2, k, 9', [-0.26865, 0.497599, 1.0]], ['2, k, 10', [-0.430182, 0.664038, 1.0]], ['2, k, 11', [-0.470942, 0.713636, 1.0]], ['2, k, 12', [-0.25444, -0.273564, 1.0]], ['2, k, 13', [-0.302909, -0.606021, 1.0]], ['2, k, 14', [-0.309732, -0.955505, 1.0]], ['2, k, 15', [-0.332713, -1.02006, 1.0]], ['2, k, 16', [-0.130361, -0.252995, 1.0]], ['2, k, 17', [-0.0551062, -0.59367, 1.0]], ['2, k, 18', [-0.049802, -0.938423, 1.0]], ['2, k, 19', [-0.0503364, -1.0204, 1.0]], ['2, k, 20', [-0.278769, 0.239752, 1.0]], ['2, k, 21', [-0.861982, 0.453468, 1.0]], ['2, k, 22', [-0.901572, 0.362584, 1.0]], ['2, k, 23', [-0.51527, 0.744865, 1.0]], ['2, k, 24', [-0.413173, 0.768825, 1.0]]]
[['2, k, 0', [-0.194989, -0.265779, 1.0]], ['2, k, 1', [-0.244068, 0.024868, 1.0]], ['2, k, 2', [-0.285858, 0.309385, 1.0]], ['2, k, 3', [-0.365291, 0.41567, 1.0]], ['2, k, 4', [-0.433008, 0.155425, 1.0]], ['2, k, 5', [-0.625082, 0.222686, 1.0]], ['2, k, 6', [-0.789018, 0.361991, 1.0]], ['2, k, 7', [-0.829656, 0.413391, 1.0]], ['2, k, 8', [-0.170788, 0.247817, 1.0]], ['2, k, 9', [-0.266266, 0.498563, 1.0]], ['2, k, 10', [-0.419529, 0.683996, 1.0]], ['2, k, 11', [-0.448238, 0.71917, 1.0]], ['2, k, 12', [-0.255037, -0.272524, 1.0]], ['2, k, 13', [-0.30408, -0.603064, 1.0]], ['2, k, 14', [-0.30962, -0.95589, 1.0]], ['2, k, 15', [-0.329684, -1.01918, 1.0]], ['2, k, 16', [-0.130557, -0.252108, 1.0]], ['2, k, 17', [-0.055528, -0.594222, 1.0]], ['2, k, 18', [-0.0492529, -0.939702, 1.0]], ['2, k, 19', [-0.0504365, -1.02173, 1.0]], ['2, k, 20', [-0.275992, 0.239273, 1.0]], ['2, k, 21', [-0.858052, 0.46701, 1.0]], ['2, k, 22', [-0.880784, 0.402618, 1.0]], ['2, k, 23', [-0.48059, 0.754835, 1.0]], ['2, k, 24', [-0.376633, 0.775091, 1.0]]]
[['2, k, 0', [-0.195266, -0.263688, 1.0]], ['2, k, 1', [-0.24118, 0.0268352, 1.0]], ['2, k, 2', [-0.279478, 0.311238, 1.0]], ['2, k, 3', [-0.355303, 0.417685, 1.0]], ['2, k, 4', [-0.432394, 0.156553, 1.0]], ['2, k, 5', [-0.617448, 0.240145, 1.0]], ['2, k, 6', [-0.785291, 0.372342, 1.0]], ['2, k, 7', [-0.823832, 0.433904, 1.0]], ['2, k, 8', [-0.169134, 0.249315, 1.0]], ['2, k, 9', [-0.263012, 0.500478, 1.0]], ['2, k, 10', [-0.401225, 0.682179, 1.0]], ['2, k, 11', [-0.432186, 0.72685, 1.0]], ['2, k, 12', [-0.25601, -0.269871, 1.0]], ['2, k, 13', [-0.304912, -0.60278, 1.0]], ['2, k, 14', [-0.309595, -0.956226, 1.0]], ['2, k, 15', [-0.329985, -1.01921, 1.0]], ['2, k, 16', [-0.130338, -0.250605, 1.0]], ['2, k, 17', [-0.0558478, -0.594908, 1.0]], ['2, k, 18', [-0.0521331, -0.944608, 1.0]], ['2, k, 19', [-0.0504967, -1.0224, 1.0]], ['2, k, 20', [-0.270508, 0.241151, 1.0]], ['2, k, 21', [-0.843061, 0.490852, 1.0]], ['2, k, 22', [-0.887395, 0.394144, 1.0]], ['2, k, 23', [-0.462657, 0.7665, 1.0]], ['2, k, 24', [-0.36365, 0.778004, 1.0]]]
[['2, k, 0', [-0.197953, -0.256225, 1.0]], ['2, k, 1', [-0.240066, 0.0292491, 1.0]], ['2, k, 2', [-0.277252, 0.311694, 1.0]], ['2, k, 3', [-0.341691, 0.42761, 1.0]], ['2, k, 4', [-0.429318, 0.168918, 1.0]], ['2, k, 5', [-0.613945, 0.248969, 1.0]], ['2, k, 6', [-0.765547, 0.394571, 1.0]], ['2, k, 7', [-0.80933, 0.454368, 1.0]], ['2, k, 8', [-0.167395, 0.249652, 1.0]], ['2, k, 9', [-0.217703, 0.496836, 1.0]], ['2, k, 10', [-0.384566, 0.682927, 1.0]], ['2, k, 11', [-0.411936, 0.734985, 1.0]], ['2, k, 12', [-0.259521, -0.261214, 1.0]], ['2, k, 13', [-0.305296, -0.602798, 1.0]], ['2, k, 14', [-0.30961, -0.956424, 1.0]], ['2, k, 15', [-0.326858, -1.01904, 1.0]], ['2, k, 16', [-0.13206, -0.244775, 1.0]], ['2, k, 17', [-0.0574301, -0.597085, 1.0]], ['2, k, 18', [-0.0534409, -0.948207, 1.0]], ['2, k, 19', [-0.0490903, -1.02297, 1.0]], ['2, k, 20', [-0.268606, 0.241974, 1.0]], ['2, k, 21', [-0.826295, 0.507901, 1.0]], ['2, k, 22', [-0.879558, 0.413039, 1.0]], ['2, k, 23', [-0.447113, 0.770026, 1.0]], ['2, k, 24', [-0.350037, 0.786315, 1.0]]]
