[['2, k, 0', [-0.312334, -0.153383, 1.0]], ['2, k, 1', [-0.326915, -0.0780408, 1.0]], ['2, k, 2', [-0.340142, -0.00387936, 1.0]], ['2, k, 3', [-0.353434, 0.121635, 1.0]], ['2, k, 4', [-0.474495, -0.0522155, 1.0]], ['2, k, 5', [-0.492131, -0.111618, 1.0]], ['2, k, 6', [-0.606329, -0.117387, 1.0]], ['2, k, 7', [-0.599503, -0.131786, 1.0]], ['2, k, 8', [-0.212207, -0.0821186, 1.0]], ['2, k, 9', [-0.0774221, -0.168663, 1.0]], ['2, k, 10', [-0.29508, -0.165869, 1.0]], ['2, k, 11', [-0.380835, -0.197172, 1.0]], ['2, k, 12', [-0.368751, -0.145005, 1.0]], ['2, k, 13', [-0.558688, -0.042976, 1.0]], ['2, k, 14', [-0.518251, -0.188344, 1.0]], ['2, k, 15', [-0.402492, -0.194822, 1.0]], ['2, k, 16', [-0.249444, -0.158575, 1.0]], ['2, k, 17', [0.0015856, -0.186004, 1.0]], ['2, k, 18', [-0.41988, -0.159713, 1.0]], ['2, k, 19', [-0.312915, -0.173037, 1.0]], ['2, k, 20', [-0.337083, -0.0222783, 1.0]], ['2, k, 21', [-0.597517, -0.13135, 1.0]], ['2, k, 22', [-0.594927, -0.13078, 1.0]], ['2, k, 23', [-0.396293, -0.194321, 1.0]], ['2, k, 24', [-0.394078, -0.197049, 1.0]]]
[['2, k, 0', [-0.365896, -0.611548, 1.0]], ['2, k, 1', [-0.317798, -0.310519, 1.0]], ['2, k, 2', [-0.273904, -0.00893647, 1.0]], ['2, k, 3', [-0.201861, 0.0948266, 1.0]], ['2, k, 4', [-0.403369, -0.0473649, 1.0]], ['2, k, 5', [-0.360297, 0.19412, 1.0]], ['2, k, 6', [-0.175253, 0.312138, 1.0]], ['2, k, 7', [-0.111981, 0.338444, 1.0]], ['2, k, 8', [-0.12412, -0.166638, 1.0]], ['2, k, 9', [0.0136091, -0.336082, 1.0]], ['2, k, 10', [0.198277, -0.271362, 1.0]], ['2, k, 11', [0.247823, -0.230065, 1.0]], ['2, k, 12', [-0.432163, -0.595486, 1.0]], ['2, k, 13', [-0.493247, -1.09162, 1.0]], ['2, k, 14', [-0.500002, -1.46336, 1.0]], ['2, k, 15', [-0.449626, -1.50135, 1.0]], ['2, k, 16', [-0.289346, -0.612236, 1.0]], ['2, k, 17', [-0.211487, -0.976351, 1.0]], ['2, k, 18', [-0.247261, -1.16184, 1.0]], ['2, k, 19', [-0.215874, -1.25106, 1.0]], ['2, k, 20', [-0.283859, -0.0830943, 1.0]], ['2, k, 21', [-0.0689998, 0.359937, 1.0]], ['2, k, 22', [-0.0505308, 0.274253, 1.0]], ['2, k, 23', [0.280792, -0.212444, 1.0]], ['2, k, 24', [0.228489, -0.186, 1.0]]]
[['2, k, 0', [-0.359817, -0.611246, 1.0]], ['2, k, 1', [-0.313187, -0.312314, 1.0]], ['2, k, 2', [-0.268944, -0.0167723, 1.0]], ['2, k, 3', [-0.210541, 0.102625, 1.0]], ['2, k, 4', [-0.404015, -0.0464105, 1.0]], ['2, k, 5', [-0.367683, 0.19519, 1.0]], ['2, k, 6', [-0.194915, 0.328408, 1.0]], ['2, k, 7', [-0.151244, 0.353234, 1.0]], ['2, k, 8', [-0.123858, -0.165756, 1.0]], ['2, k, 9', [0.0447261, -0.299927, 1.0]], ['2, k, 10', [0.210482, -0.228631, 1.0]], ['2, k, 11', [0.249638, -0.176969, 1.0]], ['2, k, 12', [-0.426777, -0.596392, 1.0]], ['2, k, 13', [-0.487327, -1.09298, 1.0]], ['2, k, 14', [-0.4999, -1.4646, 1.0]], ['2, k, 15', [-0.450269, -1.50251, 1.0]], ['2, k, 16', [-0.283525, -0.610871, 1.0]], ['2, k, 17', [-0.203612, -0.974696, 1.0]], ['2, k, 18', [-0.241244, -1.15904, 1.0]], ['2, k, 19', [-0.211354, -1.24819, 1.0]], ['2, k, 20', [-0.279674, -0.0893626, 1.0]], ['2, k, 21', [-0.112339, 0.385368, 1.0]], ['2, k, 22', [-0.0836, 0.292218, 1.0]], ['2, k, 23', [0.275979, -0.15396, 1.0]], ['2, k, 24', [0.217889, -0.112227, 1.0]]]
[['2, k, 0', [-0.357778, -0.61104, 1.0]], ['2, k, 1', [-0.312879, -0.312581, 1.0]], ['2, k, 2', [-0.26949, -0.0179294, 1.0]], ['2, k, 3', [-0.222937, 0.112622, 1.0]], ['2, k, 4', [-0.404444, -0.0464461, 1.0]], ['2, k, 5', [-0.398902, 0.201501, 1.0]], ['2, k, 6', [-0.242422, 0.348657, 1.0]], ['2, k, 7', [-0.201663, 0.366566, 1.0]], ['2, k, 8', [-0.120409, -0.163443, 1.0]], ['2, k, 9', [0.0574388, -0.279803, 1.0]], ['2, k, 10', [0.217829, -0.189961, 1.0]], ['2, k, 11', [0.24908, -0.129735, 1.0]], ['2, k, 12', [-0.422813, -0.597075, 1.0]], ['2, k, 13', [-0.484355, -1.09373, 1.0]], ['2, k, 14', [-0.51165, -1.51403, 1.0]], ['2, k, 15', [-0.48494, -1.58038, 1.0]], ['2, k, 16', [-0.282798, -0.610359, 1.0]], ['2, k, 17', [-0.197494, -0.973191, 1.0]], ['2, k, 18', [-0.234806, -1.15539, 1.0]], ['2, k, 19', [-0.206428, -1.24743, 1.0]], ['2, k, 20', [-0.280058, -0.0903962, 1.0]], ['2, k, 21', [-0.157885, 0.396292, 1.0]], ['2, k, 22', [-0.133712, 0.311619, 1.0]], ['2, k, 23', [0.270108, -0.108747, 1.0]], ['2, k, 24', [0.207303, -0.0588178, 1.0]]]
[['2, k, 0', [-0.347585, -0.610368, 1.0]], ['2, k, 1', [-0.311098, -0.312292, 1.0]], ['2, k, 2', [-0.269672, -0.0179201, 1.0]], ['2, k, 3', [-0.229731, 0.115785, 1.0]], ['2, k, 4', [-0.404967, -0.0461399, 1.0]], ['2, k, 5', [-0.432129, 0.194023, 1.0]], ['2, k, 6', [-0.286455, 0.350736, 1.0]], ['2, k, 7', [-0.226372, 0.380104, 1.0]], ['2, k, 8', [-0.117823, -0.160244, 1.0]], ['2, k, 9', [0.0701099, -0.252806, 1.0]], ['2, k, 10', [0.197975, -0.123958, 1.0]], ['2, k, 11', [0.238616, -0.0733854, 1.0]], ['2, k, 12', [-0.415635, -0.598458, 1.0]], ['2, k, 13', [-0.478111, -1.09541, 1.0]], ['2, k, 14', [-0.514288, -1.51862, 1.0]], ['2, k, 15', [-0.481327, -1.58192, 1.0]], ['2, k, 16', [-0.270223, -0.607036, 1.0]], ['2, k, 17', [-0.195435, -0.971899, 1.0]], ['2, k, 18', [-0.223296, -1.15157, 1.0]], ['2, k, 19', [-0.189718, -1.23973, 1.0]], ['2, k, 20', [-0.280054, -0.0903989, 1.0]], ['2, k, 21', [-0.190947, 0.392816, 1.0]], ['2, k, 22', [-0.14488, 0.323344, 1.0]], ['2, k, 23', [0.261807, -0.0570517, 1.0]], ['2, k, 24', [0.194513, -0.0132714, 1.0]]]
[['2, k, 0', [-0.345506, -0.610441, 1.0]], ['2, k, 1', [-0.310467, -0.312059, 1.0]], ['2, k, 2', [-0.270043, -0.0176221, 1.0]], ['2, k, 3', [-0.23916, 0.122431, 1.0]], ['2, k, 4', [-0.410614, -0.0477262, 1.0]], ['2, k, 5', [-0.450592, 0.193179, 1.0]], ['2, k, 6', [-0.33245, 0.369326, 1.0]], ['2, k, 7', [-0.275957, 0.396547, 1.0]], ['2, k, 8', [-0.110807, -0.144484, 1.0]], ['2, k, 9', [0.0932986, -0.18587, 1.0]], ['2, k, 10', [0.206465, -0.0670381, 1.0]], ['2, k, 11', [0.227336, -0.0269199, 1.0]], ['2, k, 12', [-0.412008, -0.599386, 1.0]], ['2, k, 13', [-0.47444, -1.09645, 1.0]], ['2, k, 14', [-0.514734, -1.52097, 1.0]], ['2, k, 15', [-0.480552, -1.58198, 1.0]], ['2, k, 16', [-0.268918, -0.606595, 1.0]], ['2, k, 17', [-0.176227, -0.96786, 1.0]], ['2, k, 18', [-0.214662, -1.15117, 1.0]], ['2, k, 19', [-0.192322, -1.23924, 1.0]], ['2, k, 20', [-0.28014, -0.0902684, 1.0]], ['2, k, 21', [-0.246322, 0.418006, 1.0]], ['2, k, 22', [-0.200713, 0.352942, 1.0]], ['2, k, 23', [0.250698, -0.00829521, 1.0]], ['2, k, 24', [0.1743, 0.0350458, 1.0]]]
[['2, k, 0', [-0.33518, -0.611963, 1.0]], ['2, k, 1', [-0.30915, -0.311376, 1.0]], ['2, k, 2', [-0.278006, -0.0146153, 1.0]], ['2, k, 3', [-0.246897, 0.124628, 1.0]], ['2, k, 4', [-0.413057, -0.0484546, 1.0]], ['2, k, 5', [-0.491613, 0.170863, 1.0]], ['2, k, 6', [-0.363352, 0.374606, 1.0]], ['2, k, 7', [-0.331296, 0.40282, 1.0]], ['2, k, 8', [-0.109092, -0.14247, 1.0]], ['2, k, 9', [0.0928909, -0.182331, 1.0]], ['2, k, 10', [0.163692, -0.0316838, 1.0]], ['2, k, 11', [0.209749, 0.0267422, 1.0]], ['2, k, 12', [-0.405086, -0.601911, 1.0]], ['2, k, 13', [-0.470714, -1.09876, 1.0]], ['2, k, 14', [-0.506809, -1.4689, 1.0]], ['2, k, 15', [-0.468228, -1.5042, 1.0]], ['2, k, 16', [-0.256361, -0.606754, 1.0]], ['2, k, 17', [-0.168392, -0.968762, 1.0]], ['2, k, 18', [-0.205431, -1.15178, 1.0]], ['2, k, 19', [-0.184383, -1.24238, 1.0]], ['2, k, 20', [-0.284713, -0.0883006, 1.0]], ['2, k, 21', [-0.316714, 0.442715, 1.0]], ['2, k, 22', [-0.256944, 0.362329, 1.0]], ['2, k, 23', [0.224036, 0.0588686, 1.0]], ['2, k, 24', [0.135395, 0.0875113, 1.0]]]
[['2, k, 0', [-0.324676, -0.610245, 1.0]], ['2, k, 1', [-0.307482, -0.309408, 1.0]], ['2, k, 2', [-0.283356, -0.0105919, 1.0]], ['2, k, 3', [-0.257865, 0.126369, 1.0]], ['2, k, 4', [-0.41447, -0.0461056, 1.0]], ['2, k, 5', [-0.515846, 0.15435, 1.0]], ['2, k, 6', [-0.431422, 0.346714, 1.0]], ['2, k, 7', [-0.388551, 0.404248, 1.0]], ['2, k, 8', [-0.107972, -0.117262, 1.0]], ['2, k, 9', [0.0963521, -0.109802, 1.0]], ['2, k, 10', [0.184235, 0.0217665, 1.0]], ['2, k, 11', [0.194518, 0.0704309, 1.0]], ['2, k, 12', [-0.398696, -0.603747, 1.0]], ['2, k, 13', [-0.466626, -1.10037, 1.0]], ['2, k, 14', [-0.506724, -1.47015, 1.0]], ['2, k, 15', [-0.474377, -1.50481, 1.0]], ['2, k, 16', [-0.238916, -0.599297, 1.0]], ['2, k, 17', [-0.167687, -0.96535, 1.0]], ['2, k, 18', [-0.196788, -1.15004, 1.0]], ['2, k, 19', [-0.176385, -1.23779, 1.0]], ['2, k, 20', [-0.28804, -0.0849898, 1.0]], ['2, k, 21', [-0.358994, 0.441201, 1.0]], ['2, k, 22', [-0.316023, 0.380132, 1.0]], ['2, k, 23', [0.202544, 0.107337, 1.0]], ['2, k, 24', [0.146412, 0.0979051, 1.0]]]
[['2, k, 0', [-0.315371, -0.609412, 1.0]], ['2, k, 1', [-0.305403, -0.307792, 1.0]], ['2, k, 2', [-0.285618, -0.00835116, 1.0]], ['2, k, 3', [-0.265753, 0.127936, 1.0]], ['2, k, 4', [-0.415406, -0.0455422, 1.0]], ['2, k, 5', [-0.541049, 0.143661, 1.0]], ['2, k, 6', [-0.455443, 0.348753, 1.0]], ['2, k, 7', [-0.438867, 0.402406, 1.0]], ['2, k, 8', [-0.10589, -0.109809, 1.0]], ['2, k, 9', [0.101039, -0.11018, 1.0]], ['2, k, 10', [0.153911, 0.0743631, 1.0]], ['2, k, 11', [0.167797, 0.128504, 1.0]], ['2, k, 12', [-0.388966, -0.603107, 1.0]], ['2, k, 13', [-0.460038, -1.09934, 1.0]], ['2, k, 14', [-0.50698, -1.46832, 1.0]], ['2, k, 15', [-0.478259, -1.50237, 1.0]], ['2, k, 16', [-0.232718, -0.59943, 1.0]], ['2, k, 17', [-0.156093, -0.964597, 1.0]], ['2, k, 18', [-0.195325, -1.14962, 1.0]], ['2, k, 19', [-0.15428, -1.23431, 1.0]], ['2, k, 20', [-0.28933, -0.0830964, 1.0]], ['2, k, 21', [-0.417063, 0.444272, 1.0]], ['2, k, 22', [-0.359877, 0.384273, 1.0]], ['2, k, 23', [0.152293, 0.163396, 1.0]], ['2, k, 24', [0.109393, 0.164988, 1.0]]]
[['2, k, 0', [-0.298995, -0.607653, 1.0]], ['2, k, 1', [-0.30262, -0.3067, 1.0]], ['2, k, 2', [-0.289994, -0.00749574, 1.0]], ['2, k, 3', [-0.27886, 0.128193, 1.0]], ['2, k, 4', [-0.444149, -0.0504223, 1.0]], ['2, k, 5', [-0.566495, 0.130289, 1.0]], ['2, k, 6', [-0.51658, 0.338313, 1.0]], ['2, k, 7', [-0.492888, 0.396699, 1.0]], ['2, k, 8', [-0.105678, -0.101908, 1.0]], ['2, k, 9', [0.103921, -0.0808244, 1.0]], ['2, k, 10', [0.135668, 0.110847, 1.0]], ['2, k, 11', [0.137564, 0.174208, 1.0]], ['2, k, 12', [-0.376084, -0.60376, 1.0]], ['2, k, 13', [-0.455313, -1.09828, 1.0]], ['2, k, 14', [-0.505922, -1.46669, 1.0]], ['2, k, 15', [-0.483441, -1.49894, 1.0]], ['2, k, 16', [-0.2143, -0.595771, 1.0]], ['2, k, 17', [-0.154304, -0.963788, 1.0]], ['2, k, 18', [-0.175188, -1.14255, 1.0]], ['2, k, 19', [-0.158586, -1.22616, 1.0]], ['2, k, 20', [-0.291412, -0.082239, 1.0]], ['2, k, 21', [-0.470741, 0.442716, 1.0]], ['2, k, 22', [-0.419602, 0.388019, 1.0]], ['2, k, 23', [0.114263, 0.211451, 1.0]], ['2, k, 24', [0.0553648, 0.207818, 1.0]]]
[['2, k, 0', [-0.294534, -0.608226, 1.0]], ['2, k, 1', [-0.301713, -0.306118, 1.0]], ['2, k, 2', [-0.296156, -0.00521898, 1.0]], ['2, k, 3', [-0.288567, 0.125467, 1.0]], ['2, k, 4', [-0.453073, -0.0538479, 1.0]], ['2, k, 5', [-0.590182, 0.108777, 1.0]], ['2, k, 6', [-0.568253, 0.324259, 1.0]], ['2, k, 7', [-0.542139, 0.387005, 1.0]], ['2, k, 8', [-0.109686, -0.091053, 1.0]], ['2, k, 9', [0.0904517, -0.0462845, 1.0]], ['2, k, 10', [0.104771, 0.154836, 1.0]], ['2, k, 11', [0.11095, 0.212237, 1.0]], ['2, k, 12', [-0.371688, -0.605443, 1.0]], ['2, k, 13', [-0.451215, -1.0999, 1.0]], ['2, k, 14', [-0.506028, -1.46783, 1.0]], ['2, k, 15', [-0.488128, -1.50087, 1.0]], ['2, k, 16', [-0.209166, -0.595438, 1.0]], ['2, k, 17', [-0.146607, -0.962897, 1.0]], ['2, k, 18', [-0.165864, -1.14641, 1.0]], ['2, k, 19', [-0.151511, -1.22635, 1.0]], ['2, k, 20', [-0.295324, -0.0803441, 1.0]], ['2, k, 21', [-0.525114, 0.433487, 1.0]], ['2, k, 22', [-0.466262, 0.383705, 1.0]], ['2, k, 23', [0.101236, 0.255779, 1.0]], ['2, k, 24', [0.0606012, 0.226537, 1.0]]]
[['2, k, 0', [-0.290684, -0.608409, 1.0]], ['2, k, 1', [-0.301683, -0.305919, 1.0]], ['2, k, 2', [-0.306945, -0.00418508, 1.0]], ['2, k, 3', [-0.295572, 0.124917, 1.0]], ['2, k, 4', [-0.464961, -0.0539265, 1.0]], ['2, k, 5', [-0.608431, 0.0924209, 1.0]], ['2, k, 6', [-0.602368, 0.308902, 1.0]], ['2, k, 7', [-0.593858, 0.370319, 1.0]], ['2, k, 8', [-0.1133, -0.0863733, 1.0]], ['2, k, 9', [0.0731199, -0.00281607, 1.0]], ['2, k, 10', [0.0566474, 0.192941, 1.0]], ['2, k, 11', [0.0693865, 0.259194, 1.0]], ['2, k, 12', [-0.367769, -0.606738, 1.0]], ['2, k, 13', [-0.447028, -1.10112, 1.0]], ['2, k, 14', [-0.50613, -1.46836, 1.0]], ['2, k, 15', [-0.493081, -1.50063, 1.0]], ['2, k, 16', [-0.205646, -0.594654, 1.0]], ['2, k, 17', [-0.136531, -0.960915, 1.0]], ['2, k, 18', [-0.123908, -1.32508, 1.0]], ['2, k, 19', [-0.130928, -1.20606, 1.0]], ['2, k, 20', [-0.303203, -0.0791554, 1.0]], ['2, k, 21', [-0.586114, 0.422977, 1.0]], ['2, k, 22', [-0.524147, 0.370999, 1.0]], ['2, k, 23', [0.0439881, 0.305934, 1.0]], ['2, k, 24', [-0.00543279, 0.277902, 1.0]]]
[['2, k, 0', [-0.285771, -0.608094, 1.0]], ['2, k, 1', [-0.301278, -0.305367, 1.0]], ['2, k, 2', [-0.309871, -0.00341048, 1.0]], ['2, k, 3', [-0.30897, 0.125061, 1.0]], ['2, k, 4', [-0.469447, -0.0587717, 1.0]], ['2, k, 5', [-0.634456, 0.0748769, 1.0]], ['2, k, 6', [-0.658119, 0.28271, 1.0]], ['2, k, 7', [-0.63769, 0.356377, 1.0]], ['2, k, 8', [-0.119094, -0.0821273, 1.0]], ['2, k, 9', [0.060905, 0.0122173, 1.0]], ['2, k, 10', [0.0410273, 0.226419, 1.0]], ['2, k, 11', [0.0288376, 0.293368, 1.0]], ['2, k, 12', [-0.362864, -0.607451, 1.0]], ['2, k, 13', [-0.441716, -1.10162, 1.0]], ['2, k, 14', [-0.503536, -1.46842, 1.0]], ['2, k, 15', [-0.49515, -1.5002, 1.0]], ['2, k, 16', [-0.201285, -0.593438, 1.0]], ['2, k, 17', [-0.132241, -0.959521, 1.0]], ['2, k, 18', [-0.122395, -1.32363, 1.0]], ['2, k, 19', [-0.120137, -1.20407, 1.0]], ['2, k, 20', [-0.30565, -0.0783197, 1.0]], ['2, k, 21', [-0.631514, 0.401607, 1.0]], ['2, k, 22', [-0.569738, 0.362706, 1.0]], ['2, k, 23', [0.0216294, 0.337114, 1.0]], ['2, k, 24', [-0.0437589, 0.313673, 1.0]]]
[['2, k, 0', [-0.282492, -0.607814, 1.0]], ['2, k, 1', [-0.300596, -0.304814, 1.0]], ['2, k, 2', [-0.311098, -0.00297974, 1.0]], ['2, k, 3', [-0.316416, 0.124189, 1.0]], ['2, k, 4', [-0.478461, -0.0678961, 1.0]], ['2, k, 5', [-0.651789, 0.0510572, 1.0]], ['2, k, 6', [-0.685001, 0.256865, 1.0]], ['2, k, 7', [-0.682492, 0.334665, 1.0]], ['2, k, 8', [-0.122228, -0.0742698, 1.0]], ['2, k, 9', [0.0216155, 0.0779332, 1.0]], ['2, k, 10', [-0.00601383, 0.275732, 1.0]], ['2, k, 11', [-0.0273313, 0.329524, 1.0]], ['2, k, 12', [-0.358823, -0.608145, 1.0]], ['2, k, 13', [-0.437534, -1.10243, 1.0]], ['2, k, 14', [-0.499878, -1.46919, 1.0]], ['2, k, 15', [-0.496749, -1.50139, 1.0]], ['2, k, 16', [-0.198441, -0.592231, 1.0]], ['2, k, 17', [-0.123074, -0.957077, 1.0]], ['2, k, 18', [-0.120794, -1.32121, 1.0]], ['2, k, 19', [-0.0906551, -1.20671, 1.0]], ['2, k, 20', [-0.306657, -0.0778447, 1.0]], ['2, k, 21', [-0.685082, 0.382164, 1.0]], ['2, k, 22', [-0.611695, 0.346268, 1.0]], ['2, k, 23', [-0.0592539, 0.361099, 1.0]], ['2, k, 24', [-0.112905, 0.338948, 1.0]]]
[['2, k, 0', [-0.277934, -0.608782, 1.0]], ['2, k, 1', [-0.300356, -0.304776, 1.0]], ['2, k, 2', [-0.315041, -0.00312362, 1.0]], ['2, k, 3', [-0.327134, 0.122862, 1.0]], ['2, k, 4', [-0.484698, -0.0757506, 1.0]], ['2, k, 5', [-0.662521, 0.0235553, 1.0]], ['2, k, 6', [-0.721163, 0.224434, 1.0]], ['2, k, 7', [-0.725029, 0.30152, 1.0]], ['2, k, 8', [-0.130463, -0.0706457, 1.0]], ['2, k, 9', [0.00902705, 0.088847, 1.0]], ['2, k, 10', [-0.014515, 0.27833, 1.0]], ['2, k, 11', [-0.0520744, 0.342808, 1.0]], ['2, k, 12', [-0.354126, -0.610395, 1.0]], ['2, k, 13', [-0.43359, -1.10455, 1.0]], ['2, k, 14', [-0.501982, -1.47019, 1.0]], ['2, k, 15', [-0.504278, -1.50102, 1.0]], ['2, k, 16', [-0.193507, -0.591905, 1.0]], ['2, k, 17', [-0.115782, -0.955919, 1.0]], ['2, k, 18', [-0.11682, -1.3204, 1.0]], ['2, k, 19', [-0.111755, -1.18164, 1.0]], ['2, k, 20', [-0.309459, -0.0778815, 1.0]], ['2, k, 21', [-0.719662, 0.355966, 1.0]], ['2, k, 22', [-0.634793, 0.321094, 1.0]], ['2, k, 23', [-0.0751693, 0.385089, 1.0]], ['2, k, 24', [-0.0969632, 0.324635, 1.0]]]
[['2, k, 0', [-0.273647, -0.608608, 1.0]], ['2, k, 1', [-0.298501, -0.304611, 1.0]], ['2, k, 2', [-0.315117, -0.00325597, 1.0]], ['2, k, 3', [-0.335905, 0.12123, 1.0]], ['2, k, 4', [-0.488178, -0.081003, 1.0]], ['2, k, 5', [-0.674697, 0.0105402, 1.0]], ['2, k, 6', [-0.751785, 0.206207, 1.0]], ['2, k, 7', [-0.762599, 0.275267, 1.0]], ['2, k, 8', [-0.133167, -0.0691853, 1.0]], ['2, k, 9', [-0.0273503, 0.119777, 1.0]], ['2, k, 10', [-0.0460862, 0.283782, 1.0]], ['2, k, 11', [-0.105674, 0.367441, 1.0]], ['2, k, 12', [-0.349847, -0.611589, 1.0]], ['2, k, 13', [-0.430063, -1.10573, 1.0]], ['2, k, 14', [-0.50179, -1.4708, 1.0]], ['2, k, 15', [-0.47642, -1.56485, 1.0]], ['2, k, 16', [-0.189229, -0.59008, 1.0]], ['2, k, 17', [-0.113234, -0.954034, 1.0]], ['2, k, 18', [-0.129391, -1.16353, 1.0]], ['2, k, 19', [-0.114659, -1.08307, 1.0]], ['2, k, 20', [-0.309491, -0.0779346, 1.0]], ['2, k, 21', [-0.763017, 0.325528, 1.0]], ['2, k, 22', [-0.668732, 0.3029, 1.0]], ['2, k, 23', [-0.138812, 0.405139, 1.0]], ['2, k, 24', [-0.180559, 0.36136, 1.0]]]
[['2, k, 0', [-0.268806, -0.608191, 1.0]], ['2, k, 1', [-0.297961, -0.305386, 1.0]], ['2, k, 2', [-0.320446, -0.00857941, 1.0]], ['2, k, 3', [-0.342558, 0.118693, 1.0]], ['2, k, 4', [-0.491486, -0.0871263, 1.0]], ['2, k, 5', [-0.693442, -0.0297248, 1.0]], ['2, k, 6', [-0.79304, 0.174016, 1.0]], ['2, k, 7', [-0.80871, 0.235345, 1.0]], ['2, k, 8', [-0.139756, -0.0642868, 1.0]], ['2, k, 9', [-0.0251598, 0.120714, 1.0]], ['2, k, 10', [-0.12387, 0.334917, 1.0]], ['2, k, 11', [-0.151833, 0.380811, 1.0]], ['2, k, 12', [-0.345128, -0.612533, 1.0]], ['2, k, 13', [-0.427279, -1.10639, 1.0]], ['2, k, 14', [-0.50038, -1.47118, 1.0]], ['2, k, 15', [-0.47744, -1.56378, 1.0]], ['2, k, 16', [-0.184726, -0.588194, 1.0]], ['2, k, 17', [-0.110299, -0.951905, 1.0]], ['2, k, 18', [-0.106724, -1.31656, 1.0]], ['2, k, 19', [-0.120906, -1.16551, 1.0]], ['2, k, 20', [-0.313078, -0.0816039, 1.0]], ['2, k, 21', [-0.829969, 0.287673, 1.0]], ['2, k, 22', [-0.747396, 0.273454, 1.0]], ['2, k, 23', [-0.181338, 0.424927, 1.0]], ['2, k, 24', [-0.209183, 0.363945, 1.0]]]
[['2, k, 0', [-0.265779, -0.606919, 1.0]], ['2, k, 1', [-0.296589, -0.305088, 1.0]], ['2, k, 2', [-0.320497, -0.00860936, 1.0]], ['2, k, 3', [-0.351078, 0.117211, 1.0]], ['2, k, 4', [-0.492661, -0.0914717, 1.0]], ['2, k, 5', [-0.696299, -0.0496935, 1.0]], ['2, k, 6', [-0.814686, 0.123002, 1.0]], ['2, k, 7', [-0.840963, 0.202837, 1.0]], ['2, k, 8', [-0.142774, -0.0606008, 1.0]], ['2, k, 9', [-0.0350911, 0.127696, 1.0]], ['2, k, 10', [-0.173937, 0.32495, 1.0]], ['2, k, 11', [-0.198204, 0.393814, 1.0]], ['2, k, 12', [-0.342102, -0.612701, 1.0]], ['2, k, 13', [-0.424903, -1.10663, 1.0]], ['2, k, 14', [-0.499589, -1.47115, 1.0]], ['2, k, 15', [-0.479744, -1.55989, 1.0]], ['2, k, 16', [-0.182251, -0.585003, 1.0]], ['2, k, 17', [-0.107052, -0.948072, 1.0]], ['2, k, 18', [-0.122479, -1.16553, 1.0]], ['2, k, 19', [-0.138591, -1.07048, 1.0]], ['2, k, 20', [-0.313148, -0.0816405, 1.0]], ['2, k, 21', [-0.867914, 0.249057, 1.0]], ['2, k, 22', [-0.771571, 0.243042, 1.0]], ['2, k, 23', [-0.232184, 0.436574, 1.0]], ['2, k, 24', [-0.257069, 0.389303, 1.0]]]
[['2, k, 0', [-0.26356, -0.606115, 1.0]], ['2, k, 1', [-0.29573, -0.30527, 1.0]], ['2, k, 2', [-0.321008, -0.00924034, 1.0]], ['2, k, 3', [-0.35992, 0.113268, 1.0]], ['2, k, 4', [-0.494716, -0.0954859, 1.0]], ['2, k, 5', [-0.703981, -0.0785703, 1.0]], ['2, k, 6', [-0.83392, 0.0920745, 1.0]], ['2, k, 7', [-0.871767, 0.163051, 1.0]], ['2, k, 8', [-0.145428, -0.058063, 1.0]], ['2, k, 9', [-0.109344, 0.192109, 1.0]], ['2, k, 10', [-0.204561, 0.360935, 1.0]], ['2, k, 11', [-0.249582, 0.404858, 1.0]], ['2, k, 12', [-0.340016, -0.612441, 1.0]], ['2, k, 13', [-0.423338, -1.10635, 1.0]], ['2, k, 14', [-0.500589, -1.47042, 1.0]], ['2, k, 15', [-0.479743, -1.55969, 1.0]], ['2, k, 16', [-0.180513, -0.583897, 1.0]], ['2, k, 17', [-0.102074, -0.946024, 1.0]], ['2, k, 18', [-0.121847, -1.16513, 1.0]], ['2, k, 19', [-0.139571, -1.07341, 1.0]], ['2, k, 20', [-0.313594, -0.0821823, 1.0]], ['2, k, 21', [-0.909975, 0.206094, 1.0]], ['2, k, 22', [-0.801278, 0.211125, 1.0]], ['2, k, 23', [-0.302403, 0.4335, 1.0]], ['2, k, 24', [-0.292775, 0.383206, 1.0]]]
