[['2, k, 0', [0.015014, 0.02050807, 1.0]], ['2, k, 1', [0.008143025, 0.3318504, 1.0]], ['2, k, 2', [0.0003201387, 0.6300445, 1.0]], ['2, k, 3', [-0.01968085, 0.7531926, 1.0]], ['2, k, 4', [-0.1529943, 0.5039415, 1.0]], ['2, k, 5', [-0.2131346, 0.2390567, 1.0]], ['2, k, 6', [-0.2782865, 0.03242216, 1.0]], ['2, k, 7', [-0.3225193, -0.03530575, 1.0]], ['2, k, 8', [0.1668971, 0.54471, 1.0]], ['2, k, 9', [0.2351863, 0.2794003, 1.0]], ['2, k, 10', [0.2953346, 0.04080306, 1.0]], ['2, k, 11', [0.3022002, -0.0002573538, 1.0]], ['2, k, 12', [-0.05609011, 0.02099757, 1.0]], ['2, k, 13', [-0.07374398, -0.3777177, 1.0]], ['2, k, 14', [-0.07260682, -0.7007865, 1.0]], ['2, k, 15', [-0.09127873, -0.7472457, 1.0]], ['2, k, 16', [0.08524084, 0.01932137, 1.0]], ['2, k, 17', [0.1458993, -0.4400197, 1.0]], ['2, k, 18', [0.2359863, -0.7107954, 1.0]], ['2, k, 19', [0.2322781, -0.7516774, 1.0]], ['2, k, 20', [0.002295431, 0.5574138, 1.0]], ['2, k, 21', [-0.3558786, -0.1181332, 1.0]], ['2, k, 22', [-0.316179, -0.06770809, 1.0]], ['2, k, 23', [0.3099171, -0.08728868, 1.0]], ['2, k, 24', [0.3366797, 0.01773861, 1.0]]]
[['2, k, 0', [0.04465908, 0.0458676, 1.0]], ['2, k, 1', [0.03991601, 0.3436378, 1.0]], ['2, k, 2', [0.03678105, 0.6300676, 1.0]], ['2, k, 3', [0.01319569, 0.7388948, 1.0]], ['2, k, 4', [-0.1425576, 0.571541, 1.0]], ['2, k, 5', [-0.35827, 0.5676148, 1.0]], ['2, k, 6', [-0.6030635, 0.5835301, 1.0]], ['2, k, 7', [-0.6834163, 0.5771644, 1.0]], ['2, k, 8', [0.1955707, 0.5488862, 1.0]], ['2, k, 9', [0.2549091, 0.2876974, 1.0]], ['2, k, 10', [0.3077834, 0.07224828, 1.0]], ['2, k, 11', [0.3197767, 0.03499556, 1.0]], ['2, k, 12', [-0.02804176, 0.05029627, 1.0]], ['2, k, 13', [-0.03883547, -0.3712935, 1.0]], ['2, k, 14', [-0.04844933, -0.6976441, 1.0]], ['2, k, 15', [-0.08763324, -0.7434341, 1.0]], ['2, k, 16', [0.1157127, 0.03976936, 1.0]], ['2, k, 17', [0.1653547, -0.4177747, 1.0]], ['2, k, 18', [0.1994668, -0.7001713, 1.0]], ['2, k, 19', [0.2286285, -0.7360108, 1.0]], ['2, k, 20', [0.03735269, 0.5600458, 1.0]], ['2, k, 21', [-0.7584707, 0.5525457, 1.0]], ['2, k, 22', [-0.6905305, 0.5867851, 1.0]], ['2, k, 23', [0.3206497, -0.03226947, 1.0]], ['2, k, 24', [0.32346, 0.04508981, 1.0]]]
[['2, k, 0', [0.04466262, 0.0479289, 1.0]], ['2, k, 1', [0.03994412, 0.3448617, 1.0]], ['2, k, 2', [0.03666892, 0.6303498, 1.0]], ['2, k, 3', [0.01392824, 0.7386742, 1.0]], ['2, k, 4', [-0.1410928, 0.5766946, 1.0]], ['2, k, 5', [-0.3552686, 0.593733, 1.0]], ['2, k, 6', [-0.5615723, 0.6391166, 1.0]], ['2, k, 7', [-0.6495088, 0.6346454, 1.0]], ['2, k, 8', [0.1956717, 0.5488542, 1.0]], ['2, k, 9', [0.2550664, 0.2883314, 1.0]], ['2, k, 10', [0.3079269, 0.07224566, 1.0]], ['2, k, 11', [0.3199334, 0.03491286, 1.0]], ['2, k, 12', [-0.02811936, 0.05258934, 1.0]], ['2, k, 13', [-0.03866125, -0.3700446, 1.0]], ['2, k, 14', [-0.04827154, -0.6974194, 1.0]], ['2, k, 15', [-0.08773631, -0.7435223, 1.0]], ['2, k, 16', [0.1157771, 0.04149655, 1.0]], ['2, k, 17', [0.1656229, -0.4175246, 1.0]], ['2, k, 18', [0.1995798, -0.7004667, 1.0]], ['2, k, 19', [0.2285937, -0.736286, 1.0]], ['2, k, 20', [0.03727226, 0.5605547, 1.0]], ['2, k, 21', [-0.7300076, 0.6483762, 1.0]], ['2, k, 22', [-0.6708977, 0.6299887, 1.0]], ['2, k, 23', [0.3243755, -0.03214423, 1.0]], ['2, k, 24', [0.3386235, 0.04254145, 1.0]]]
[['2, k, 0', [0.04434628, 0.05064968, 1.0]], ['2, k, 1', [0.03983194, 0.3462074, 1.0]], ['2, k, 2', [0.03655037, 0.6305575, 1.0]], ['2, k, 3', [0.01481719, 0.7388124, 1.0]], ['2, k, 4', [-0.1403285, 0.5842364, 1.0]], ['2, k, 5', [-0.3493474, 0.6268032, 1.0]], ['2, k, 6', [-0.5725905, 0.684834, 1.0]], ['2, k, 7', [-0.6483237, 0.6918221, 1.0]], ['2, k, 8', [0.1959672, 0.5489644, 1.0]], ['2, k, 9', [0.2550907, 0.292114, 1.0]], ['2, k, 10', [0.308409, 0.07315391, 1.0]], ['2, k, 11', [0.3202118, 0.0370581, 1.0]], ['2, k, 12', [-0.02829202, 0.05575398, 1.0]], ['2, k, 13', [-0.03793602, -0.3685184, 1.0]], ['2, k, 14', [-0.04824389, -0.6974244, 1.0]], ['2, k, 15', [-0.08736342, -0.7432139, 1.0]], ['2, k, 16', [0.1153531, 0.04368696, 1.0]], ['2, k, 17', [0.1656949, -0.416669, 1.0]], ['2, k, 18', [0.1997057, -0.7004845, 1.0]], ['2, k, 19', [0.2281265, -0.7363295, 1.0]], ['2, k, 20', [0.03715893, 0.5610031, 1.0]], ['2, k, 21', [-0.7161424, 0.6840982, 1.0]], ['2, k, 22', [-0.6693509, 0.7004917, 1.0]], ['2, k, 23', [0.3217754, -0.03152738, 1.0]], ['2, k, 24', [0.3180144, 0.05121282, 1.0]]]
[['2, k, 0', [0.04354668, 0.05330988, 1.0]], ['2, k, 1', [0.03969098, 0.3474678, 1.0]], ['2, k, 2', [0.03656026, 0.6306974, 1.0]], ['2, k, 3', [0.01586425, 0.7387826, 1.0]], ['2, k, 4', [-0.1406167, 0.5909256, 1.0]], ['2, k, 5', [-0.3445536, 0.6478748, 1.0]], ['2, k, 6', [-0.5729936, 0.722807, 1.0]], ['2, k, 7', [-0.6347576, 0.7421485, 1.0]], ['2, k, 8', [0.196475, 0.5489923, 1.0]], ['2, k, 9', [0.2553488, 0.2928482, 1.0]], ['2, k, 10', [0.3086353, 0.07382886, 1.0]], ['2, k, 11', [0.320032, 0.03551321, 1.0]], ['2, k, 12', [-0.02938594, 0.05908936, 1.0]], ['2, k, 13', [-0.03769815, -0.3671174, 1.0]], ['2, k, 14', [-0.04787313, -0.6970135, 1.0]], ['2, k, 15', [-0.08725023, -0.7431417, 1.0]], ['2, k, 16', [0.1148219, 0.04562639, 1.0]], ['2, k, 17', [0.1657456, -0.4166002, 1.0]], ['2, k, 18', [0.1997092, -0.7006037, 1.0]], ['2, k, 19', [0.2276225, -0.7367548, 1.0]], ['2, k, 20', [0.03717398, 0.5613804, 1.0]], ['2, k, 21', [-0.7001451, 0.7429987, 1.0]], ['2, k, 22', [-0.6496592, 0.7520865, 1.0]], ['2, k, 23', [0.322972, -0.03032853, 1.0]], ['2, k, 24', [0.3425303, 0.04160396, 1.0]]]
[['2, k, 0', [0.0420578, 0.05600712, 1.0]], ['2, k, 1', [0.03905655, 0.3493118, 1.0]], ['2, k, 2', [0.03640411, 0.6313663, 1.0]], ['2, k, 3', [0.01725687, 0.7387087, 1.0]], ['2, k, 4', [-0.1389519, 0.6007693, 1.0]], ['2, k, 5', [-0.3368238, 0.673676, 1.0]], ['2, k, 6', [-0.5369212, 0.77374, 1.0]], ['2, k, 7', [-0.6035238, 0.7898704, 1.0]], ['2, k, 8', [0.1965699, 0.548867, 1.0]], ['2, k, 9', [0.2557695, 0.2933064, 1.0]], ['2, k, 10', [0.30962, 0.07647777, 1.0]], ['2, k, 11', [0.3207977, 0.03336224, 1.0]], ['2, k, 12', [-0.03056881, 0.06248144, 1.0]], ['2, k, 13', [-0.03802778, -0.3663515, 1.0]], ['2, k, 14', [-0.04842453, -0.6973757, 1.0]], ['2, k, 15', [-0.08734875, -0.7431898, 1.0]], ['2, k, 16', [0.1131144, 0.04763292, 1.0]], ['2, k, 17', [0.1653893, -0.4165263, 1.0]], ['2, k, 18', [0.199407, -0.7009488, 1.0]], ['2, k, 19', [0.2275082, -0.736654, 1.0]], ['2, k, 20', [0.03694485, 0.5623948, 1.0]], ['2, k, 21', [-0.6677419, 0.8045914, 1.0]], ['2, k, 22', [-0.6252935, 0.7987612, 1.0]], ['2, k, 23', [0.3228939, -0.03393256, 1.0]], ['2, k, 24', [0.3436073, 0.03906017, 1.0]]]
[['2, k, 0', [0.04030597, 0.0589328, 1.0]], ['2, k, 1', [0.03858434, 0.3510802, 1.0]], ['2, k, 2', [0.03654509, 0.6319832, 1.0]], ['2, k, 3', [0.01931578, 0.7392248, 1.0]], ['2, k, 4', [-0.1368428, 0.6096074, 1.0]], ['2, k, 5', [-0.3431997, 0.7346814, 1.0]], ['2, k, 6', [-0.5364276, 0.8196383, 1.0]], ['2, k, 7', [-0.5992738, 0.844864, 1.0]], ['2, k, 8', [0.196742, 0.5484824, 1.0]], ['2, k, 9', [0.256302, 0.2933557, 1.0]], ['2, k, 10', [0.3093204, 0.07454094, 1.0]], ['2, k, 11', [0.3208779, 0.03331971, 1.0]], ['2, k, 12', [-0.03245796, 0.06593406, 1.0]], ['2, k, 13', [-0.03857597, -0.3648631, 1.0]], ['2, k, 14', [-0.04809621, -0.6966718, 1.0]], ['2, k, 15', [-0.08724046, -0.7430917, 1.0]], ['2, k, 16', [0.111569, 0.04990484, 1.0]], ['2, k, 17', [0.1645931, -0.4157335, 1.0]], ['2, k, 18', [0.1997126, -0.7010614, 1.0]], ['2, k, 19', [0.2273851, -0.7367065, 1.0]], ['2, k, 20', [0.03701058, 0.5633211, 1.0]], ['2, k, 21', [-0.6557158, 0.8553273, 1.0]], ['2, k, 22', [-0.6137131, 0.8590795, 1.0]], ['2, k, 23', [0.3226487, -0.03361751, 1.0]], ['2, k, 24', [0.3466468, 0.04187314, 1.0]]]
[['2, k, 0', [0.03878735, 0.06138294, 1.0]], ['2, k, 1', [0.03827325, 0.3527585, 1.0]], ['2, k, 2', [0.03784911, 0.6326809, 1.0]], ['2, k, 3', [0.02194972, 0.7409744, 1.0]], ['2, k, 4', [-0.1352403, 0.6150953, 1.0]], ['2, k, 5', [-0.3035938, 0.7370558, 1.0]], ['2, k, 6', [-0.4992892, 0.8562067, 1.0]], ['2, k, 7', [-0.5538731, 0.8800405, 1.0]], ['2, k, 8', [0.1970144, 0.5480505, 1.0]], ['2, k, 9', [0.2572215, 0.2938744, 1.0]], ['2, k, 10', [0.3098539, 0.0731581, 1.0]], ['2, k, 11', [0.3207368, 0.03458992, 1.0]], ['2, k, 12', [-0.03359741, 0.06846525, 1.0]], ['2, k, 13', [-0.03997521, -0.3627571, 1.0]], ['2, k, 14', [-0.0484152, -0.6967797, 1.0]], ['2, k, 15', [-0.08724112, -0.7430922, 1.0]], ['2, k, 16', [0.1097206, 0.05211644, 1.0]], ['2, k, 17', [0.1639854, -0.4138177, 1.0]], ['2, k, 18', [0.1995915, -0.7010953, 1.0]], ['2, k, 19', [0.2274291, -0.7365127, 1.0]], ['2, k, 20', [0.03782966, 0.5644493, 1.0]], ['2, k, 21', [-0.6162659, 0.9086067, 1.0]], ['2, k, 22', [-0.5681545, 0.8626398, 1.0]], ['2, k, 23', [0.3253103, -0.03379848, 1.0]], ['2, k, 24', [0.3524441, 0.03541809, 1.0]]]
[['2, k, 0', [0.0378436, 0.06378491, 1.0]], ['2, k, 1', [0.03804289, 0.3542014, 1.0]], ['2, k, 2', [0.03826908, 0.6330882, 1.0]], ['2, k, 3', [0.02467722, 0.7432355, 1.0]], ['2, k, 4', [-0.1340263, 0.6196467, 1.0]], ['2, k, 5', [-0.2940665, 0.7516257, 1.0]], ['2, k, 6', [-0.4992407, 0.8901935, 1.0]], ['2, k, 7', [-0.525835, 0.918424, 1.0]], ['2, k, 8', [0.2018778, 0.5474162, 1.0]], ['2, k, 9', [0.25821, 0.2958599, 1.0]], ['2, k, 10', [0.3102155, 0.07341097, 1.0]], ['2, k, 11', [0.3199589, 0.03272664, 1.0]], ['2, k, 12', [-0.03434066, 0.07118825, 1.0]], ['2, k, 13', [-0.0400799, -0.362674, 1.0]], ['2, k, 14', [-0.04855936, -0.6970528, 1.0]], ['2, k, 15', [-0.08808719, -0.7433895, 1.0]], ['2, k, 16', [0.1086304, 0.05410398, 1.0]], ['2, k, 17', [0.1640227, -0.4145466, 1.0]], ['2, k, 18', [0.2260785, -0.7067484, 1.0]], ['2, k, 19', [0.225217, -0.7459982, 1.0]], ['2, k, 20', [0.03810416, 0.5651967, 1.0]], ['2, k, 21', [-0.5545563, 0.9288037, 1.0]], ['2, k, 22', [-0.5426111, 0.9068112, 1.0]], ['2, k, 23', [0.3180969, -0.03427052, 1.0]], ['2, k, 24', [0.3114293, 0.04559674, 1.0]]]
[['2, k, 0', [0.03738401, 0.0651487, 1.0]], ['2, k, 1', [0.03797648, 0.3552047, 1.0]], ['2, k, 2', [0.03865538, 0.63341, 1.0]], ['2, k, 3', [0.02751864, 0.7456862, 1.0]], ['2, k, 4', [-0.132782, 0.6225766, 1.0]], ['2, k, 5', [-0.2848267, 0.7755551, 1.0]], ['2, k, 6', [-0.4407598, 0.9133028, 1.0]], ['2, k, 7', [-0.4598051, 0.9255876, 1.0]], ['2, k, 8', [0.2032144, 0.5475137, 1.0]], ['2, k, 9', [0.2578295, 0.3002582, 1.0]], ['2, k, 10', [0.3104047, 0.0736517, 1.0]], ['2, k, 11', [0.3194526, 0.03261899, 1.0]], ['2, k, 12', [-0.03460761, 0.07237655, 1.0]], ['2, k, 13', [-0.04074834, -0.3622162, 1.0]], ['2, k, 14', [-0.0485963, -0.6973265, 1.0]], ['2, k, 15', [-0.08819324, -0.7436097, 1.0]], ['2, k, 16', [0.107945, 0.05563922, 1.0]], ['2, k, 17', [0.1638439, -0.414428, 1.0]], ['2, k, 18', [0.211691, -0.7048326, 1.0]], ['2, k, 19', [0.2285296, -0.7414833, 1.0]], ['2, k, 20', [0.03839663, 0.5657402, 1.0]], ['2, k, 21', [-0.5144191, 0.9619192, 1.0]], ['2, k, 22', [-0.4639869, 0.9162233, 1.0]], ['2, k, 23', [0.3207226, -0.03238739, 1.0]], ['2, k, 24', [0.3477226, 0.03873253, 1.0]]]
[['2, k, 0', [0.03548198, 0.06635723, 1.0]], ['2, k, 1', [0.03750459, 0.3558568, 1.0]], ['2, k, 2', [0.03912571, 0.6337769, 1.0]], ['2, k, 3', [0.03076476, 0.7482377, 1.0]], ['2, k, 4', [-0.131139, 0.6252738, 1.0]], ['2, k, 5', [-0.2769946, 0.789764, 1.0]], ['2, k, 6', [-0.449524, 0.9991769, 1.0]], ['2, k, 7', [-0.5021414, 1.064292, 1.0]], ['2, k, 8', [0.2039525, 0.5474647, 1.0]], ['2, k, 9', [0.2574042, 0.3021371, 1.0]], ['2, k, 10', [0.3106286, 0.07400632, 1.0]], ['2, k, 11', [0.3191591, 0.03027527, 1.0]], ['2, k, 12', [-0.03652241, 0.07347893, 1.0]], ['2, k, 13', [-0.04182717, -0.3611764, 1.0]], ['2, k, 14', [-0.04874249, -0.6967029, 1.0]], ['2, k, 15', [-0.08834857, -0.7437056, 1.0]], ['2, k, 16', [0.1061258, 0.05686434, 1.0]], ['2, k, 17', [0.163743, -0.4147053, 1.0]], ['2, k, 18', [0.2168615, -0.7095368, 1.0]], ['2, k, 19', [0.2290665, -0.7451115, 1.0]], ['2, k, 20', [0.03860264, 0.5661936, 1.0]], ['2, k, 21', [-0.556594, 1.100033, 1.0]], ['2, k, 22', [-0.5059918, 1.053632, 1.0]], ['2, k, 23', [0.3257632, -0.03594236, 1.0]], ['2, k, 24', [0.3347678, 0.04540638, 1.0]]]
[['2, k, 0', [0.03554753, 0.0670248, 1.0]], ['2, k, 1', [0.03769425, 0.3565957, 1.0]], ['2, k, 2', [0.03945612, 0.6340707, 1.0]], ['2, k, 3', [0.0338189, 0.7515755, 1.0]], ['2, k, 4', [-0.1291792, 0.6286861, 1.0]], ['2, k, 5', [-0.2629185, 0.805869, 1.0]], ['2, k, 6', [-0.4548141, 0.9926487, 1.0]], ['2, k, 7', [-0.5148219, 1.050493, 1.0]], ['2, k, 8', [0.2046393, 0.547525, 1.0]], ['2, k, 9', [0.2580042, 0.3014255, 1.0]], ['2, k, 10', [0.31026, 0.0717583, 1.0]], ['2, k, 11', [0.318631, 0.03002421, 1.0]], ['2, k, 12', [-0.03615156, 0.07412949, 1.0]], ['2, k, 13', [-0.04206091, -0.3612709, 1.0]], ['2, k, 14', [-0.04997902, -0.6974248, 1.0]], ['2, k, 15', [-0.08794291, -0.7435181, 1.0]], ['2, k, 16', [0.1059118, 0.05756466, 1.0]], ['2, k, 17', [0.1636387, -0.4147964, 1.0]], ['2, k, 18', [0.2206983, -0.7099209, 1.0]], ['2, k, 19', [0.2284968, -0.7479376, 1.0]], ['2, k, 20', [0.03893793, 0.5666164, 1.0]], ['2, k, 21', [-0.5691922, 1.086272, 1.0]], ['2, k, 22', [-0.5184854, 1.039918, 1.0]], ['2, k, 23', [0.3216975, -0.03288929, 1.0]], ['2, k, 24', [0.3524503, 0.03196017, 1.0]]]
[['2, k, 0', [0.03467438, 0.0671939, 1.0]], ['2, k, 1', [0.03750964, 0.3567466, 1.0]], ['2, k, 2', [0.04014573, 0.6341384, 1.0]], ['2, k, 3', [0.03652566, 0.7533159, 1.0]], ['2, k, 4', [-0.1269115, 0.6313691, 1.0]], ['2, k, 5', [-0.2429759, 0.8114604, 1.0]], ['2, k, 6', [-0.2928385, 1.078935, 1.0]], ['2, k, 7', [-0.3046193, 1.16125, 1.0]], ['2, k, 8', [0.2053074, 0.5475715, 1.0]], ['2, k, 9', [0.2574497, 0.3030672, 1.0]], ['2, k, 10', [0.3107324, 0.0712384, 1.0]], ['2, k, 11', [0.3187919, 0.02893564, 1.0]], ['2, k, 12', [-0.03725322, 0.07412018, 1.0]], ['2, k, 13', [-0.04231465, -0.3629154, 1.0]], ['2, k, 14', [-0.04986436, -0.6976857, 1.0]], ['2, k, 15', [-0.09035078, -0.7440042, 1.0]], ['2, k, 16', [0.105216, 0.05785558, 1.0]], ['2, k, 17', [0.1635354, -0.4148199, 1.0]], ['2, k, 18', [0.2141597, -0.7063977, 1.0]], ['2, k, 19', [0.2286711, -0.7427253, 1.0]], ['2, k, 20', [0.03936571, 0.5667102, 1.0]], ['2, k, 21', [-0.360116, 1.196501, 1.0]], ['2, k, 22', [-0.3107952, 1.149467, 1.0]], ['2, k, 23', [0.3233197, -0.03347032, 1.0]], ['2, k, 24', [0.3192775, -0.0247329, 1.0]]]
[['2, k, 0', [0.03379102, 0.06802556, 1.0]], ['2, k, 1', [0.037395, 0.3570975, 1.0]], ['2, k, 2', [0.04078044, 0.6340969, 1.0]], ['2, k, 3', [0.03735034, 0.7563221, 1.0]], ['2, k, 4', [-0.1244068, 0.6342458, 1.0]], ['2, k, 5', [-0.2351155, 0.8214908, 1.0]], ['2, k, 6', [-0.3299877, 1.073194, 1.0]], ['2, k, 7', [-0.3576652, 1.151119, 1.0]], ['2, k, 8', [0.2056836, 0.5475554, 1.0]], ['2, k, 9', [0.2583548, 0.303425, 1.0]], ['2, k, 10', [0.31082, 0.07018654, 1.0]], ['2, k, 11', [0.3180523, 0.02763635, 1.0]], ['2, k, 12', [-0.03815347, 0.07542699, 1.0]], ['2, k, 13', [-0.04286404, -0.3628817, 1.0]], ['2, k, 14', [-0.05033076, -0.6982436, 1.0]], ['2, k, 15', [-0.09008527, -0.7442213, 1.0]], ['2, k, 16', [0.1043794, 0.05827357, 1.0]], ['2, k, 17', [0.1634296, -0.4144275, 1.0]], ['2, k, 18', [0.2114024, -0.7063542, 1.0]], ['2, k, 19', [0.2285228, -0.7421298, 1.0]], ['2, k, 20', [0.03978955, 0.5667941, 1.0]], ['2, k, 21', [-0.4128782, 1.186404, 1.0]], ['2, k, 22', [-0.3632073, 1.139419, 1.0]], ['2, k, 23', [0.3236581, -0.03357735, 1.0]], ['2, k, 24', [0.3414894, 0.03229363, 1.0]]]
[['2, k, 0', [0.03319009, 0.06881136, 1.0]], ['2, k, 1', [0.03777781, 0.3582701, 1.0]], ['2, k, 2', [0.04261236, 0.6355368, 1.0]], ['2, k, 3', [0.04050785, 0.7590033, 1.0]], ['2, k, 4', [-0.09437966, 0.6681961, 1.0]], ['2, k, 5', [-0.2259689, 0.8350772, 1.0]], ['2, k, 6', [-0.3903258, 1.046413, 1.0]], ['2, k, 7', [-0.4397587, 1.110979, 1.0]], ['2, k, 8', [0.2056681, 0.5476105, 1.0]], ['2, k, 9', [0.2579691, 0.3025749, 1.0]], ['2, k, 10', [0.3105695, 0.07076162, 1.0]], ['2, k, 11', [0.3164972, 0.0323179, 1.0]], ['2, k, 12', [-0.03829776, 0.07622893, 1.0]], ['2, k, 13', [-0.04289773, -0.3631557, 1.0]], ['2, k, 14', [-0.05237771, -0.699637, 1.0]], ['2, k, 15', [-0.08885281, -0.7434886, 1.0]], ['2, k, 16', [0.1032516, 0.05908289, 1.0]], ['2, k, 17', [0.1634159, -0.4138604, 1.0]], ['2, k, 18', [0.2235199, -0.7090964, 1.0]], ['2, k, 19', [0.2263593, -0.7473356, 1.0]], ['2, k, 20', [0.0412716, 0.5681585, 1.0]], ['2, k, 21', [-0.4945116, 1.146395, 1.0]], ['2, k, 22', [-0.444269, 1.099586, 1.0]], ['2, k, 23', [0.3231635, -0.03369672, 1.0]], ['2, k, 24', [0.3162807, 0.03896113, 1.0]]]
[['2, k, 0', [0.03341947, 0.06921796, 1.0]], ['2, k, 1', [0.03915044, 0.3592282, 1.0]], ['2, k, 2', [0.04514863, 0.6368664, 1.0]], ['2, k, 3', [0.04299288, 0.7599618, 1.0]], ['2, k, 4', [-0.0942847, 0.6692738, 1.0]], ['2, k, 5', [-0.21709, 0.8452306, 1.0]], ['2, k, 6', [-0.3674793, 1.063417, 1.0]], ['2, k, 7', [-0.4131294, 1.130632, 1.0]], ['2, k, 8', [0.2055723, 0.547603, 1.0]], ['2, k, 9', [0.2583955, 0.2977667, 1.0]], ['2, k, 10', [0.31021, 0.07029992, 1.0]], ['2, k, 11', [0.3163806, 0.02912218, 1.0]], ['2, k, 12', [-0.03704091, 0.07645708, 1.0]], ['2, k, 13', [-0.04327474, -0.3656727, 1.0]], ['2, k, 14', [-0.05209044, -0.6993679, 1.0]], ['2, k, 15', [-0.08864368, -0.7432819, 1.0]], ['2, k, 16', [0.1027662, 0.05961575, 1.0]], ['2, k, 17', [0.1633638, -0.4138037, 1.0]], ['2, k, 18', [0.2131243, -0.7053242, 1.0]], ['2, k, 19', [0.2283072, -0.7429633, 1.0]], ['2, k, 20', [0.04358101, 0.5693883, 1.0]], ['2, k, 21', [-0.4680294, 1.165959, 1.0]], ['2, k, 22', [-0.4179686, 1.119036, 1.0]], ['2, k, 23', [0.3192454, -0.03287794, 1.0]], ['2, k, 24', [0.3494267, 0.03128581, 1.0]]]
[['2, k, 0', [0.03220581, 0.07196376, 1.0]], ['2, k, 1', [0.04069749, 0.3600843, 1.0]], ['2, k, 2', [0.05232261, 0.6354666, 1.0]], ['2, k, 3', [0.04485005, 0.7597931, 1.0]], ['2, k, 4', [-0.09274933, 0.6769657, 1.0]], ['2, k, 5', [-0.2090291, 0.8523899, 1.0]], ['2, k, 6', [-0.3557088, 1.076571, 1.0]], ['2, k, 7', [-0.3996536, 1.144711, 1.0]], ['2, k, 8', [0.2046329, 0.5483574, 1.0]], ['2, k, 9', [0.258682, 0.295247, 1.0]], ['2, k, 10', [0.3101619, 0.07005402, 1.0]], ['2, k, 11', [0.3150834, 0.03035746, 1.0]], ['2, k, 12', [-0.03709703, 0.08038885, 1.0]], ['2, k, 13', [-0.04314346, -0.3660291, 1.0]], ['2, k, 14', [-0.05207011, -0.699082, 1.0]], ['2, k, 15', [-0.08773391, -0.7428021, 1.0]], ['2, k, 16', [0.100382, 0.06150951, 1.0]], ['2, k, 17', [0.1633149, -0.412203, 1.0]], ['2, k, 18', [0.211395, -0.7051962, 1.0]], ['2, k, 19', [0.2284019, -0.7419281, 1.0]], ['2, k, 20', [0.04896246, 0.5687863, 1.0]], ['2, k, 21', [-0.4546285, 1.179973, 1.0]], ['2, k, 22', [-0.4046606, 1.132969, 1.0]], ['2, k, 23', [0.3099588, -0.03817774, 1.0]], ['2, k, 24', [0.3477721, 0.03583572, 1.0]]]
[['2, k, 0', [0.03141953, 0.07237393, 1.0]], ['2, k, 1', [0.04035433, 0.3607195, 1.0]], ['2, k, 2', [0.05175843, 0.6362251, 1.0]], ['2, k, 3', [0.04678788, 0.7598599, 1.0]], ['2, k, 4', [-0.09014794, 0.6809093, 1.0]], ['2, k, 5', [-0.2009492, 0.8552095, 1.0]], ['2, k, 6', [-0.3444038, 1.083933, 1.0]], ['2, k, 7', [-0.3868961, 1.15265, 1.0]], ['2, k, 8', [0.2038134, 0.5486109, 1.0]], ['2, k, 9', [0.258818, 0.2952679, 1.0]], ['2, k, 10', [0.3088444, 0.06861232, 1.0]], ['2, k, 11', [0.3158876, 0.02900186, 1.0]], ['2, k, 12', [-0.03727563, 0.08062852, 1.0]], ['2, k, 13', [-0.04305635, -0.3679077, 1.0]], ['2, k, 14', [-0.0513906, -0.6992599, 1.0]], ['2, k, 15', [-0.08785156, -0.7428894, 1.0]], ['2, k, 16', [0.09877501, 0.06198524, 1.0]], ['2, k, 17', [0.1634272, -0.4120326, 1.0]], ['2, k, 18', [0.2109649, -0.7049869, 1.0]], ['2, k, 19', [0.2286315, -0.741657, 1.0]], ['2, k, 20', [0.04860337, 0.5694345, 1.0]], ['2, k, 21', [-0.4419369, 1.187863, 1.0]], ['2, k, 22', [-0.3920492, 1.140798, 1.0]], ['2, k, 23', [0.3181902, -0.03330056, 1.0]], ['2, k, 24', [0.31855, 0.003989933, 1.0]]]
[['2, k, 0', [0.03200269, 0.07221447, 1.0]], ['2, k, 1', [0.04218066, 0.3609452, 1.0]], ['2, k, 2', [0.05362724, 0.6368248, 1.0]], ['2, k, 3', [0.05178789, 0.7600058, 1.0]], ['2, k, 4', [-0.08768316, 0.6827348, 1.0]], ['2, k, 5', [-0.1907759, 0.8663899, 1.0]], ['2, k, 6', [-0.3188071, 1.097194, 1.0]], ['2, k, 7', [-0.3574484, 1.167815, 1.0]], ['2, k, 8', [0.2011759, 0.549527, 1.0]], ['2, k, 9', [0.2590717, 0.2899641, 1.0]], ['2, k, 10', [0.30931, 0.06806287, 1.0]], ['2, k, 11', [0.3155192, 0.03192347, 1.0]], ['2, k, 12', [-0.0355119, 0.07999025, 1.0]], ['2, k, 13', [-0.04216834, -0.3729543, 1.0]], ['2, k, 14', [-0.05135074, -0.6993787, 1.0]], ['2, k, 15', [-0.08767813, -0.742919, 1.0]], ['2, k, 16', [0.09843249, 0.06205792, 1.0]], ['2, k, 17', [0.1638921, -0.4127299, 1.0]], ['2, k, 18', [0.2096782, -0.7056226, 1.0]], ['2, k, 19', [0.2289322, -0.7415685, 1.0]], ['2, k, 20', [0.05062063, 0.5698832, 1.0]], ['2, k, 21', [-0.4126462, 1.202949, 1.0]], ['2, k, 22', [-0.3629509, 1.155781, 1.0]], ['2, k, 23', [0.3195286, -0.03343485, 1.0]], ['2, k, 24', [0.3183733, 0.04088824, 1.0]]]
