[['2, k, 0', [-0.0972923, -0.885206, 1.0]], ['2, k, 1', [-0.0897933, -0.58784, 1.0]], ['2, k, 2', [-0.0819435, -0.293548, 1.0]], ['2, k, 3', [-0.0811642, -0.151796, 1.0]], ['2, k, 4', [-0.259501, -0.361208, 1.0]], ['2, k, 5', [-0.193238, -0.561357, 1.0]], ['2, k, 6', [0.0764687, -0.549019, 1.0]], ['2, k, 7', [0.164959, -0.543111, 1.0]], ['2, k, 8', [0.102711, -0.338548, 1.0]], ['2, k, 9', [0.316498, -0.405306, 1.0]], ['2, k, 10', [0.0487478, -0.469189, 1.0]], ['2, k, 11', [-0.0081928, -0.530648, 1.0]], ['2, k, 12', [-0.178429, -0.878885, 1.0]], ['2, k, 13', [-0.244956, -1.23021, 1.0]], ['2, k, 14', [-0.184937, -1.67713, 1.0]], ['2, k, 15', [-0.0713908, -1.67866, 1.0]], ['2, k, 16', [-0.0136349, -0.868737, 1.0]], ['2, k, 17', [0.0613166, -1.22296, 1.0]], ['2, k, 18', [-0.0212338, -1.67136, 1.0]], ['2, k, 19', [-0.13889, -1.68207, 1.0]], ['2, k, 20', [-0.083972, -0.36674, 1.0]], ['2, k, 21', [0.240784, -0.541913, 1.0]], ['2, k, 22', [0.192257, -0.531706, 1.0]], ['2, k, 23', [0.000604995, -0.538597, 1.0]], ['2, k, 24', [-0.00593156, -0.525473, 1.0]]]
[['2, k, 0', [-0.108002, -0.90524, 1.0]], ['2, k, 1', [-0.109554, -0.640535, 1.0]], ['2, k, 2', [-0.110645, -0.379158, 1.0]], ['2, k, 3', [-0.129605, -0.23456, 1.0]], ['2, k, 4', [-0.293714, -0.440656, 1.0]], ['2, k, 5', [-0.406114, -0.589333, 1.0]], ['2, k, 6', [-0.46829, -0.746026, 1.0]], ['2, k, 7', [-0.469804, -0.805046, 1.0]], ['2, k, 8', [0.062225, -0.444198, 1.0]], ['2, k, 9', [0.181582, -0.59711, 1.0]], ['2, k, 10', [0.236399, -0.753478, 1.0]], ['2, k, 11', [0.234526, -0.812954, 1.0]], ['2, k, 12', [-0.188956, -0.894954, 1.0]], ['2, k, 13', [-0.21932, -1.1729, 1.0]], ['2, k, 14', [-0.183415, -1.48313, 1.0]], ['2, k, 15', [-0.185147, -1.53647, 1.0]], ['2, k, 16', [-0.0245303, -0.893634, 1.0]], ['2, k, 17', [0.0163261, -1.16406, 1.0]], ['2, k, 18', [-0.0168974, -1.46266, 1.0]], ['2, k, 19', [-0.0436391, -1.52612, 1.0]], ['2, k, 20', [-0.110492, -0.444226, 1.0]], ['2, k, 21', [-0.449584, -0.831885, 1.0]], ['2, k, 22', [-0.398742, -0.831632, 1.0]], ['2, k, 23', [0.207204, -0.841727, 1.0]], ['2, k, 24', [0.158194, -0.842929, 1.0]]]
[['2, k, 0', [-0.10808, -0.908376, 1.0]], ['2, k, 1', [-0.109801, -0.644202, 1.0]], ['2, k, 2', [-0.111037, -0.383037, 1.0]], ['2, k, 3', [-0.130416, -0.23853, 1.0]], ['2, k, 4', [-0.299438, -0.459526, 1.0]], ['2, k, 5', [-0.417201, -0.614676, 1.0]], ['2, k, 6', [-0.469145, -0.756763, 1.0]], ['2, k, 7', [-0.462629, -0.841223, 1.0]], ['2, k, 8', [0.061011, -0.448429, 1.0]], ['2, k, 9', [0.179706, -0.602715, 1.0]], ['2, k, 10', [0.23611, -0.759593, 1.0]], ['2, k, 11', [0.234588, -0.821164, 1.0]], ['2, k, 12', [-0.188846, -0.898774, 1.0]], ['2, k, 13', [-0.219961, -1.17399, 1.0]], ['2, k, 14', [-0.181423, -1.48529, 1.0]], ['2, k, 15', [-0.183043, -1.53968, 1.0]], ['2, k, 16', [-0.0247218, -0.896042, 1.0]], ['2, k, 17', [0.0169698, -1.16636, 1.0]], ['2, k, 18', [-0.0168821, -1.46392, 1.0]], ['2, k, 19', [-0.0452389, -1.52722, 1.0]], ['2, k, 20', [-0.110844, -0.448077, 1.0]], ['2, k, 21', [-0.456361, -0.865989, 1.0]], ['2, k, 22', [-0.385921, -0.843195, 1.0]], ['2, k, 23', [0.207735, -0.84964, 1.0]], ['2, k, 24', [0.158691, -0.851299, 1.0]]]
[['2, k, 0', [-0.108844, -0.911115, 1.0]], ['2, k, 1', [-0.111434, -0.648064, 1.0]], ['2, k, 2', [-0.113813, -0.388102, 1.0]], ['2, k, 3', [-0.131198, -0.242895, 1.0]], ['2, k, 4', [-0.300356, -0.464378, 1.0]], ['2, k, 5', [-0.419217, -0.618584, 1.0]], ['2, k, 6', [-0.469514, -0.765333, 1.0]], ['2, k, 7', [-0.467824, -0.825633, 1.0]], ['2, k, 8', [0.0605616, -0.450856, 1.0]], ['2, k, 9', [0.178241, -0.606063, 1.0]], ['2, k, 10', [0.236346, -0.764805, 1.0]], ['2, k, 11', [0.234838, -0.826916, 1.0]], ['2, k, 12', [-0.189757, -0.901728, 1.0]], ['2, k, 13', [-0.221181, -1.17426, 1.0]], ['2, k, 14', [-0.18095, -1.48492, 1.0]], ['2, k, 15', [-0.181795, -1.54206, 1.0]], ['2, k, 16', [-0.0253105, -0.898445, 1.0]], ['2, k, 17', [0.0167225, -1.1687, 1.0]], ['2, k, 18', [-0.0176609, -1.46516, 1.0]], ['2, k, 19', [-0.0466668, -1.52863, 1.0]], ['2, k, 20', [-0.113305, -0.452837, 1.0]], ['2, k, 21', [-0.440898, -0.853461, 1.0]], ['2, k, 22', [-0.394509, -0.851529, 1.0]], ['2, k, 23', [0.208388, -0.857907, 1.0]], ['2, k, 24', [0.158849, -0.857878, 1.0]]]
[['2, k, 0', [-0.109271, -0.913384, 1.0]], ['2, k, 1', [-0.112202, -0.650698, 1.0]], ['2, k, 2', [-0.114852, -0.390846, 1.0]], ['2, k, 3', [-0.131778, -0.24601, 1.0]], ['2, k, 4', [-0.301195, -0.4689, 1.0]], ['2, k, 5', [-0.420154, -0.623492, 1.0]], ['2, k, 6', [-0.470867, -0.774296, 1.0]], ['2, k, 7', [-0.468872, -0.833819, 1.0]], ['2, k, 8', [0.0598014, -0.454613, 1.0]], ['2, k, 9', [0.178053, -0.60958, 1.0]], ['2, k, 10', [0.234619, -0.770812, 1.0]], ['2, k, 11', [0.231134, -0.833379, 1.0]], ['2, k, 12', [-0.190194, -0.904094, 1.0]], ['2, k, 13', [-0.222012, -1.17526, 1.0]], ['2, k, 14', [-0.181997, -1.48559, 1.0]], ['2, k, 15', [-0.182679, -1.54414, 1.0]], ['2, k, 16', [-0.0257018, -0.900532, 1.0]], ['2, k, 17', [0.0167846, -1.1707, 1.0]], ['2, k, 18', [-0.0189132, -1.46615, 1.0]], ['2, k, 19', [-0.0488641, -1.52953, 1.0]], ['2, k, 20', [-0.114283, -0.455574, 1.0]], ['2, k, 21', [-0.445679, -0.863065, 1.0]], ['2, k, 22', [-0.397035, -0.863039, 1.0]], ['2, k, 23', [0.199733, -0.86619, 1.0]], ['2, k, 24', [0.155188, -0.864931, 1.0]]]
[['2, k, 0', [-0.110023, -0.915532, 1.0]], ['2, k, 1', [-0.112806, -0.653402, 1.0]], ['2, k, 2', [-0.115207, -0.394103, 1.0]], ['2, k, 3', [-0.13212, -0.248449, 1.0]], ['2, k, 4', [-0.301741, -0.471691, 1.0]], ['2, k, 5', [-0.419968, -0.627055, 1.0]], ['2, k, 6', [-0.47067, -0.779014, 1.0]], ['2, k, 7', [-0.469022, -0.841731, 1.0]], ['2, k, 8', [0.0595348, -0.456923, 1.0]], ['2, k, 9', [0.175605, -0.613975, 1.0]], ['2, k, 10', [0.23322, -0.77551, 1.0]], ['2, k, 11', [0.231748, -0.83672, 1.0]], ['2, k, 12', [-0.190841, -0.906047, 1.0]], ['2, k, 13', [-0.22274, -1.17715, 1.0]], ['2, k, 14', [-0.181654, -1.48709, 1.0]], ['2, k, 15', [-0.181692, -1.5457, 1.0]], ['2, k, 16', [-0.0265557, -0.902862, 1.0]], ['2, k, 17', [0.0167518, -1.17286, 1.0]], ['2, k, 18', [-0.019781, -1.4673, 1.0]], ['2, k, 19', [-0.0508437, -1.53045, 1.0]], ['2, k, 20', [-0.114712, -0.458694, 1.0]], ['2, k, 21', [-0.44475, -0.872513, 1.0]], ['2, k, 22', [-0.395906, -0.871156, 1.0]], ['2, k, 23', [0.201607, -0.8701, 1.0]], ['2, k, 24', [0.154023, -0.871552, 1.0]]]
[['2, k, 0', [-0.109885, -0.917727, 1.0]], ['2, k, 1', [-0.112789, -0.656167, 1.0]], ['2, k, 2', [-0.115267, -0.397213, 1.0]], ['2, k, 3', [-0.132012, -0.251308, 1.0]], ['2, k, 4', [-0.302218, -0.473909, 1.0]], ['2, k, 5', [-0.418897, -0.631176, 1.0]], ['2, k, 6', [-0.47085, -0.785131, 1.0]], ['2, k, 7', [-0.472734, -0.847453, 1.0]], ['2, k, 8', [0.0589083, -0.460223, 1.0]], ['2, k, 9', [0.174606, -0.617888, 1.0]], ['2, k, 10', [0.229344, -0.782393, 1.0]], ['2, k, 11', [0.227744, -0.844149, 1.0]], ['2, k, 12', [-0.190499, -0.9086, 1.0]], ['2, k, 13', [-0.223906, -1.17942, 1.0]], ['2, k, 14', [-0.181884, -1.48859, 1.0]], ['2, k, 15', [-0.181085, -1.54751, 1.0]], ['2, k, 16', [-0.0265828, -0.904665, 1.0]], ['2, k, 17', [0.0168004, -1.17455, 1.0]], ['2, k, 18', [-0.0187738, -1.46805, 1.0]], ['2, k, 19', [-0.0513558, -1.53098, 1.0]], ['2, k, 20', [-0.114754, -0.461737, 1.0]], ['2, k, 21', [-0.446095, -0.877412, 1.0]], ['2, k, 22', [-0.393346, -0.879107, 1.0]], ['2, k, 23', [0.195144, -0.877943, 1.0]], ['2, k, 24', [0.217711, -0.859102, 1.0]]]
[['2, k, 0', [-0.110696, -0.92097, 1.0]], ['2, k, 1', [-0.113315, -0.659316, 1.0]], ['2, k, 2', [-0.115495, -0.400207, 1.0]], ['2, k, 3', [-0.132, -0.255253, 1.0]], ['2, k, 4', [-0.302731, -0.478747, 1.0]], ['2, k, 5', [-0.419439, -0.636279, 1.0]], ['2, k, 6', [-0.470497, -0.794254, 1.0]], ['2, k, 7', [-0.482953, -0.86196, 1.0]], ['2, k, 8', [0.05828, -0.463586, 1.0]], ['2, k, 9', [0.173443, -0.62199, 1.0]], ['2, k, 10', [0.22811, -0.7878, 1.0]], ['2, k, 11', [0.226266, -0.850841, 1.0]], ['2, k, 12', [-0.191256, -0.911716, 1.0]], ['2, k, 13', [-0.224902, -1.1824, 1.0]], ['2, k, 14', [-0.181412, -1.49092, 1.0]], ['2, k, 15', [-0.179417, -1.54993, 1.0]], ['2, k, 16', [-0.0274247, -0.907925, 1.0]], ['2, k, 17', [0.0169451, -1.17753, 1.0]], ['2, k, 18', [-0.018606, -1.47042, 1.0]], ['2, k, 19', [-0.0522644, -1.53286, 1.0]], ['2, k, 20', [-0.115056, -0.464767, 1.0]], ['2, k, 21', [-0.480265, -0.896653, 1.0]], ['2, k, 22', [-0.441236, -0.880387, 1.0]], ['2, k, 23', [0.193435, -0.885134, 1.0]], ['2, k, 24', [0.149094, -0.885098, 1.0]]]
[['2, k, 0', [-0.111274, -0.922296, 1.0]], ['2, k, 1', [-0.113808, -0.661912, 1.0]], ['2, k, 2', [-0.11569, -0.404189, 1.0]], ['2, k, 3', [-0.131764, -0.258153, 1.0]], ['2, k, 4', [-0.303661, -0.48151, 1.0]], ['2, k, 5', [-0.419565, -0.639946, 1.0]], ['2, k, 6', [-0.471541, -0.799827, 1.0]], ['2, k, 7', [-0.46907, -0.866675, 1.0]], ['2, k, 8', [0.0578973, -0.466712, 1.0]], ['2, k, 9', [0.171699, -0.626442, 1.0]], ['2, k, 10', [0.226826, -0.793149, 1.0]], ['2, k, 11', [0.225369, -0.856773, 1.0]], ['2, k, 12', [-0.191852, -0.913265, 1.0]], ['2, k, 13', [-0.226599, -1.18371, 1.0]], ['2, k, 14', [-0.1803, -1.49116, 1.0]], ['2, k, 15', [-0.177039, -1.5504, 1.0]], ['2, k, 16', [-0.0279665, -0.909009, 1.0]], ['2, k, 17', [0.0163595, -1.17856, 1.0]], ['2, k, 18', [-0.0188429, -1.47083, 1.0]], ['2, k, 19', [-0.052585, -1.53347, 1.0]], ['2, k, 20', [-0.115344, -0.468395, 1.0]], ['2, k, 21', [-0.43735, -0.900236, 1.0]], ['2, k, 22', [-0.39447, -0.894923, 1.0]], ['2, k, 23', [0.194965, -0.891234, 1.0]], ['2, k, 24', [0.14828, -0.891203, 1.0]]]
[['2, k, 0', [-0.11232, -0.924491, 1.0]], ['2, k, 1', [-0.114756, -0.664893, 1.0]], ['2, k, 2', [-0.116445, -0.407661, 1.0]], ['2, k, 3', [-0.1321, -0.260731, 1.0]], ['2, k, 4', [-0.304252, -0.48441, 1.0]], ['2, k, 5', [-0.419348, -0.643935, 1.0]], ['2, k, 6', [-0.471858, -0.806563, 1.0]], ['2, k, 7', [-0.470312, -0.872129, 1.0]], ['2, k, 8', [0.0572917, -0.469993, 1.0]], ['2, k, 9', [0.170316, -0.630764, 1.0]], ['2, k, 10', [0.225808, -0.79846, 1.0]], ['2, k, 11', [0.224459, -0.864483, 1.0]], ['2, k, 12', [-0.192837, -0.915588, 1.0]], ['2, k, 13', [-0.228961, -1.18571, 1.0]], ['2, k, 14', [-0.179534, -1.49171, 1.0]], ['2, k, 15', [-0.175069, -1.5514, 1.0]], ['2, k, 16', [-0.0290444, -0.911018, 1.0]], ['2, k, 17', [0.0164526, -1.18027, 1.0]], ['2, k, 18', [-0.019006, -1.47148, 1.0]], ['2, k, 19', [-0.0541471, -1.5338, 1.0]], ['2, k, 20', [-0.116151, -0.471768, 1.0]], ['2, k, 21', [-0.440905, -0.903715, 1.0]], ['2, k, 22', [-0.394393, -0.899626, 1.0]], ['2, k, 23', [0.195979, -0.899076, 1.0]], ['2, k, 24', [0.149787, -0.900849, 1.0]]]
[['2, k, 0', [-0.113264, -0.926397, 1.0]], ['2, k, 1', [-0.115464, -0.667096, 1.0]], ['2, k, 2', [-0.11691, -0.410014, 1.0]], ['2, k, 3', [-0.132617, -0.263061, 1.0]], ['2, k, 4', [-0.304936, -0.487787, 1.0]], ['2, k, 5', [-0.419466, -0.648259, 1.0]], ['2, k, 6', [-0.471813, -0.810883, 1.0]], ['2, k, 7', [-0.470707, -0.876085, 1.0]], ['2, k, 8', [0.0567415, -0.472213, 1.0]], ['2, k, 9', [0.169127, -0.633669, 1.0]], ['2, k, 10', [0.22531, -0.802466, 1.0]], ['2, k, 11', [0.223264, -0.867986, 1.0]], ['2, k, 12', [-0.193729, -0.917474, 1.0]], ['2, k, 13', [-0.229609, -1.18753, 1.0]], ['2, k, 14', [-0.1798, -1.49288, 1.0]], ['2, k, 15', [-0.175194, -1.55295, 1.0]], ['2, k, 16', [-0.0300191, -0.912891, 1.0]], ['2, k, 17', [0.0164508, -1.18179, 1.0]], ['2, k, 18', [-0.020194, -1.47148, 1.0]], ['2, k, 19', [-0.0570729, -1.53332, 1.0]], ['2, k, 20', [-0.116676, -0.474094, 1.0]], ['2, k, 21', [-0.443745, -0.90589, 1.0]], ['2, k, 22', [-0.394508, -0.904889, 1.0]], ['2, k, 23', [0.18882, -0.903987, 1.0]], ['2, k, 24', [0.210246, -0.900689, 1.0]]]
[['2, k, 0', [-0.114441, -0.92867, 1.0]], ['2, k, 1', [-0.115885, -0.669419, 1.0]], ['2, k, 2', [-0.116633, -0.412488, 1.0]], ['2, k, 3', [-0.133187, -0.265796, 1.0]], ['2, k, 4', [-0.305827, -0.491581, 1.0]], ['2, k, 5', [-0.419358, -0.652918, 1.0]], ['2, k, 6', [-0.472334, -0.81664, 1.0]], ['2, k, 7', [-0.471288, -0.883117, 1.0]], ['2, k, 8', [0.056081, -0.475809, 1.0]], ['2, k, 9', [0.168176, -0.637758, 1.0]], ['2, k, 10', [0.223501, -0.807225, 1.0]], ['2, k, 11', [0.222498, -0.874055, 1.0]], ['2, k, 12', [-0.195029, -0.919748, 1.0]], ['2, k, 13', [-0.231495, -1.18958, 1.0]], ['2, k, 14', [-0.17923, -1.49373, 1.0]], ['2, k, 15', [-0.173698, -1.55414, 1.0]], ['2, k, 16', [-0.0310507, -0.915108, 1.0]], ['2, k, 17', [0.017966, -1.18279, 1.0]], ['2, k, 18', [-0.0190394, -1.42945, 1.0]], ['2, k, 19', [0.0314856, -1.48432, 1.0]], ['2, k, 20', [-0.116577, -0.47652, 1.0]], ['2, k, 21', [-0.442255, -0.914625, 1.0]], ['2, k, 22', [-0.394135, -0.91247, 1.0]], ['2, k, 23', [0.188549, -0.912271, 1.0]], ['2, k, 24', [0.146036, -0.910923, 1.0]]]
[['2, k, 0', [-0.115768, -0.930705, 1.0]], ['2, k, 1', [-0.116916, -0.67164, 1.0]], ['2, k, 2', [-0.117395, -0.414795, 1.0]], ['2, k, 3', [-0.133823, -0.268948, 1.0]], ['2, k, 4', [-0.306896, -0.496185, 1.0]], ['2, k, 5', [-0.41987, -0.65818, 1.0]], ['2, k, 6', [-0.471607, -0.823977, 1.0]], ['2, k, 7', [-0.473846, -0.887647, 1.0]], ['2, k, 8', [0.0556319, -0.478551, 1.0]], ['2, k, 9', [0.166291, -0.641782, 1.0]], ['2, k, 10', [0.221589, -0.812372, 1.0]], ['2, k, 11', [0.222337, -0.877674, 1.0]], ['2, k, 12', [-0.196293, -0.921561, 1.0]], ['2, k, 13', [-0.233153, -1.19117, 1.0]], ['2, k, 14', [-0.178441, -1.49445, 1.0]], ['2, k, 15', [-0.171291, -1.55471, 1.0]], ['2, k, 16', [-0.0324073, -0.917327, 1.0]], ['2, k, 17', [0.0178397, -1.18458, 1.0]], ['2, k, 18', [-0.019434, -1.42832, 1.0]], ['2, k, 19', [0.0307838, -1.48515, 1.0]], ['2, k, 20', [-0.117403, -0.478813, 1.0]], ['2, k, 21', [-0.444127, -0.920132, 1.0]], ['2, k, 22', [-0.460012, -0.905939, 1.0]], ['2, k, 23', [0.18577, -0.915764, 1.0]], ['2, k, 24', [0.140281, -0.914169, 1.0]]]
[['2, k, 0', [-0.117153, -0.933822, 1.0]], ['2, k, 1', [-0.11804, -0.674624, 1.0]], ['2, k, 2', [-0.118315, -0.417601, 1.0]], ['2, k, 3', [-0.13412, -0.271545, 1.0]], ['2, k, 4', [-0.307363, -0.500052, 1.0]], ['2, k, 5', [-0.418516, -0.663441, 1.0]], ['2, k, 6', [-0.473496, -0.830855, 1.0]], ['2, k, 7', [-0.476164, -0.895737, 1.0]], ['2, k, 8', [0.0552302, -0.482023, 1.0]], ['2, k, 9', [0.165638, -0.64559, 1.0]], ['2, k, 10', [0.22051, -0.817601, 1.0]], ['2, k, 11', [0.218699, -0.884913, 1.0]], ['2, k, 12', [-0.197684, -0.924613, 1.0]], ['2, k, 13', [-0.234344, -1.19404, 1.0]], ['2, k, 14', [-0.177508, -1.4962, 1.0]], ['2, k, 15', [-0.168605, -1.55645, 1.0]], ['2, k, 16', [-0.033755, -0.920439, 1.0]], ['2, k, 17', [0.0191847, -1.18653, 1.0]], ['2, k, 18', [-0.0200864, -1.42458, 1.0]], ['2, k, 19', [-0.0481662, -1.49152, 1.0]], ['2, k, 20', [-0.118366, -0.481664, 1.0]], ['2, k, 21', [-0.445366, -0.929678, 1.0]], ['2, k, 22', [-0.397235, -0.928636, 1.0]], ['2, k, 23', [0.184877, -0.921975, 1.0]], ['2, k, 24', [0.208368, -0.887665, 1.0]]]
[['2, k, 0', [-0.117739, -0.935557, 1.0]], ['2, k, 1', [-0.118593, -0.677104, 1.0]], ['2, k, 2', [-0.11885, -0.421085, 1.0]], ['2, k, 3', [-0.134622, -0.274584, 1.0]], ['2, k, 4', [-0.307836, -0.502965, 1.0]], ['2, k, 5', [-0.418971, -0.666411, 1.0]], ['2, k, 6', [-0.474514, -0.835432, 1.0]], ['2, k, 7', [-0.475437, -0.904384, 1.0]], ['2, k, 8', [0.0550413, -0.483871, 1.0]], ['2, k, 9', [0.164726, -0.648082, 1.0]], ['2, k, 10', [0.219525, -0.820862, 1.0]], ['2, k, 11', [0.217922, -0.888858, 1.0]], ['2, k, 12', [-0.198206, -0.926387, 1.0]], ['2, k, 13', [-0.235915, -1.19539, 1.0]], ['2, k, 14', [-0.178234, -1.49675, 1.0]], ['2, k, 15', [-0.168438, -1.55699, 1.0]], ['2, k, 16', [-0.0343932, -0.922104, 1.0]], ['2, k, 17', [0.0186795, -1.18791, 1.0]], ['2, k, 18', [-0.0209497, -1.42433, 1.0]], ['2, k, 19', [-0.0492953, -1.49158, 1.0]], ['2, k, 20', [-0.118906, -0.484879, 1.0]], ['2, k, 21', [-0.444172, -0.938927, 1.0]], ['2, k, 22', [-0.398257, -0.93704, 1.0]], ['2, k, 23', [0.184462, -0.927802, 1.0]], ['2, k, 24', [0.208024, -0.88688, 1.0]]]
[['2, k, 0', [-0.118051, -0.937849, 1.0]], ['2, k, 1', [-0.118744, -0.679725, 1.0]], ['2, k, 2', [-0.118826, -0.423982, 1.0]], ['2, k, 3', [-0.135062, -0.278047, 1.0]], ['2, k, 4', [-0.308172, -0.50549, 1.0]], ['2, k, 5', [-0.418683, -0.669385, 1.0]], ['2, k, 6', [-0.474717, -0.840702, 1.0]], ['2, k, 7', [-0.476253, -0.907538, 1.0]], ['2, k, 8', [0.0546797, -0.487325, 1.0]], ['2, k, 9', [0.164711, -0.651356, 1.0]], ['2, k, 10', [0.218143, -0.825688, 1.0]], ['2, k, 11', [0.218589, -0.892673, 1.0]], ['2, k, 12', [-0.198501, -0.928767, 1.0]], ['2, k, 13', [-0.237553, -1.1972, 1.0]], ['2, k, 14', [-0.177809, -1.49717, 1.0]], ['2, k, 15', [-0.166054, -1.55728, 1.0]], ['2, k, 16', [-0.0347166, -0.924264, 1.0]], ['2, k, 17', [0.0190921, -1.18952, 1.0]], ['2, k, 18', [-0.0230475, -1.42638, 1.0]], ['2, k, 19', [-0.052471, -1.49425, 1.0]], ['2, k, 20', [-0.118926, -0.487717, 1.0]], ['2, k, 21', [-0.443775, -0.942294, 1.0]], ['2, k, 22', [-0.398667, -0.942761, 1.0]], ['2, k, 23', [0.186475, -0.930665, 1.0]], ['2, k, 24', [0.202699, -0.907183, 1.0]]]
[['2, k, 0', [-0.118735, -0.939962, 1.0]], ['2, k, 1', [-0.11933, -0.682143, 1.0]], ['2, k, 2', [-0.119277, -0.426434, 1.0]], ['2, k, 3', [-0.13536, -0.281544, 1.0]], ['2, k, 4', [-0.308779, -0.508567, 1.0]], ['2, k, 5', [-0.418801, -0.672829, 1.0]], ['2, k, 6', [-0.474485, -0.844603, 1.0]], ['2, k, 7', [-0.473658, -0.915908, 1.0]], ['2, k, 8', [0.0539798, -0.489987, 1.0]], ['2, k, 9', [0.164066, -0.654009, 1.0]], ['2, k, 10', [0.217087, -0.829291, 1.0]], ['2, k, 11', [0.217598, -0.897731, 1.0]], ['2, k, 12', [-0.199213, -0.930679, 1.0]], ['2, k, 13', [-0.238384, -1.19888, 1.0]], ['2, k, 14', [-0.178245, -1.49829, 1.0]], ['2, k, 15', [-0.165599, -1.55834, 1.0]], ['2, k, 16', [-0.0353563, -0.926559, 1.0]], ['2, k, 17', [0.0192034, -1.19148, 1.0]], ['2, k, 18', [-0.0245205, -1.42806, 1.0]], ['2, k, 19', [0.0189225, -1.48966, 1.0]], ['2, k, 20', [-0.119412, -0.490184, 1.0]], ['2, k, 21', [-0.442269, -0.950697, 1.0]], ['2, k, 22', [-0.39844, -0.946127, 1.0]], ['2, k, 23', [0.181687, -0.938608, 1.0]], ['2, k, 24', [0.137924, -0.936759, 1.0]]]
[['2, k, 0', [-0.118942, -0.941434, 1.0]], ['2, k, 1', [-0.119867, -0.684122, 1.0]], ['2, k, 2', [-0.120224, -0.428919, 1.0]], ['2, k, 3', [-0.135347, -0.283588, 1.0]], ['2, k, 4', [-0.30932, -0.511304, 1.0]], ['2, k, 5', [-0.418253, -0.676282, 1.0]], ['2, k, 6', [-0.473236, -0.848431, 1.0]], ['2, k, 7', [-0.473361, -0.91793, 1.0]], ['2, k, 8', [0.0533238, -0.492375, 1.0]], ['2, k, 9', [0.162303, -0.65734, 1.0]], ['2, k, 10', [0.215913, -0.833211, 1.0]], ['2, k, 11', [0.216906, -0.899875, 1.0]], ['2, k, 12', [-0.199311, -0.932261, 1.0]], ['2, k, 13', [-0.239906, -1.19994, 1.0]], ['2, k, 14', [-0.178442, -1.49886, 1.0]], ['2, k, 15', [-0.164532, -1.55842, 1.0]], ['2, k, 16', [-0.035658, -0.927913, 1.0]], ['2, k, 17', [0.0178615, -1.19278, 1.0]], ['2, k, 18', [-0.0247768, -1.42757, 1.0]], ['2, k, 19', [0.0339235, -1.47555, 1.0]], ['2, k, 20', [-0.120248, -0.492544, 1.0]], ['2, k, 21', [-0.443088, -0.949396, 1.0]], ['2, k, 22', [-0.455724, -0.942866, 1.0]], ['2, k, 23', [0.180434, -0.940516, 1.0]], ['2, k, 24', [0.204305, -0.904478, 1.0]]]
[['2, k, 0', [-0.119419, -0.942679, 1.0]], ['2, k, 1', [-0.120432, -0.68608, 1.0]], ['2, k, 2', [-0.120839, -0.431572, 1.0]], ['2, k, 3', [-0.135463, -0.28583, 1.0]], ['2, k, 4', [-0.309893, -0.513905, 1.0]], ['2, k, 5', [-0.418623, -0.678991, 1.0]], ['2, k, 6', [-0.473311, -0.851448, 1.0]], ['2, k, 7', [-0.473822, -0.919962, 1.0]], ['2, k, 8', [0.0527215, -0.495186, 1.0]], ['2, k, 9', [0.161619, -0.660327, 1.0]], ['2, k, 10', [0.215636, -0.836322, 1.0]], ['2, k, 11', [0.216362, -0.904941, 1.0]], ['2, k, 12', [-0.199848, -0.933383, 1.0]], ['2, k, 13', [-0.240868, -1.20076, 1.0]], ['2, k, 14', [-0.17793, -1.49883, 1.0]], ['2, k, 15', [-0.16315, -1.55832, 1.0]], ['2, k, 16', [-0.0360731, -0.929272, 1.0]], ['2, k, 17', [0.0178727, -1.19388, 1.0]], ['2, k, 18', [-0.0239966, -1.42728, 1.0]], ['2, k, 19', [0.0342202, -1.47625, 1.0]], ['2, k, 20', [-0.120853, -0.49503, 1.0]], ['2, k, 21', [-0.444104, -0.951022, 1.0]], ['2, k, 22', [-0.395099, -0.952589, 1.0]], ['2, k, 23', [0.182237, -0.947048, 1.0]], ['2, k, 24', [0.199653, -0.94182, 1.0]]]
[['2, k, 0', [-0.11994, -0.943961, 1.0]], ['2, k, 1', [-0.120688, -0.687736, 1.0]], ['2, k, 2', [-0.120794, -0.433651, 1.0]], ['2, k, 3', [-0.135407, -0.28815, 1.0]], ['2, k, 4', [-0.309925, -0.515768, 1.0]], ['2, k, 5', [-0.418093, -0.681185, 1.0]], ['2, k, 6', [-0.472932, -0.853992, 1.0]], ['2, k, 7', [-0.47401, -0.926158, 1.0]], ['2, k, 8', [0.0526039, -0.497436, 1.0]], ['2, k, 9', [0.161577, -0.662553, 1.0]], ['2, k, 10', [0.214804, -0.839823, 1.0]], ['2, k, 11', [0.215467, -0.907683, 1.0]], ['2, k, 12', [-0.200403, -0.934549, 1.0]], ['2, k, 13', [-0.242121, -1.20157, 1.0]], ['2, k, 14', [-0.17766, -1.49879, 1.0]], ['2, k, 15', [-0.162072, -1.55819, 1.0]], ['2, k, 16', [-0.0365425, -0.930636, 1.0]], ['2, k, 17', [0.0178834, -1.195, 1.0]], ['2, k, 18', [-0.0240247, -1.42548, 1.0]], ['2, k, 19', [0.0236314, -1.48572, 1.0]], ['2, k, 20', [-0.12089, -0.497001, 1.0]], ['2, k, 21', [-0.441912, -0.961022, 1.0]], ['2, k, 22', [-0.4627, -0.938662, 1.0]], ['2, k, 23', [0.182411, -0.947002, 1.0]], ['2, k, 24', [0.198195, -0.943624, 1.0]]]
