[['2, k, 0', [0.1366353, -0.3672993, 1.0]], ['2, k, 1', [0.1295306, -0.02907589, 1.0]], ['2, k, 2', [0.1208862, 0.2980378, 1.0]], ['2, k, 3', [0.1282912, 0.4359621, 1.0]], ['2, k, 4', [-0.04999016, 0.176749, 1.0]], ['2, k, 5', [-0.08311996, -0.07875283, 1.0]], ['2, k, 6', [-0.08745492, -0.2911845, 1.0]], ['2, k, 7', [-0.09272137, -0.3430076, 1.0]], ['2, k, 8', [0.2877257, 0.2037694, 1.0]], ['2, k, 9', [0.3285705, -0.07330631, 1.0]], ['2, k, 10', [0.3830988, -0.3567173, 1.0]], ['2, k, 11', [0.3955256, -0.4367258, 1.0]], ['2, k, 12', [0.05286849, -0.3613252, 1.0]], ['2, k, 13', [0.05029938, -0.6201152, 1.0]], ['2, k, 14', [0.0761027, -0.9154995, 1.0]], ['2, k, 15', [0.1250453, -0.9756625, 1.0]], ['2, k, 16', [0.2151108, -0.3591352, 1.0]], ['2, k, 17', [0.2238507, -0.6315694, 1.0]], ['2, k, 18', [0.1755199, -0.865608, 1.0]], ['2, k, 19', [0.14538, -0.9382012, 1.0]], ['2, k, 20', [0.1232094, 0.2178848, 1.0]], ['2, k, 21', [-0.08080827, -0.4128267, 1.0]], ['2, k, 22', [-0.05844958, -0.3362089, 1.0]], ['2, k, 23', [0.4009666, -0.5129067, 1.0]], ['2, k, 24', [0.4147268, -0.4510742, 1.0]]]
[['2, k, 0', [0.04776611, -0.2639084, 1.0]], ['2, k, 1', [0.03426035, 0.02603608, 1.0]], ['2, k, 2', [0.02093842, 0.3054287, 1.0]], ['2, k, 3', [0.03390706, 0.4401754, 1.0]], ['2, k, 4', [-0.1420908, 0.1811867, 1.0]], ['2, k, 5', [-0.1866492, -0.05967617, 1.0]], ['2, k, 6', [-0.1744971, -0.2830635, 1.0]], ['2, k, 7', [-0.1776897, -0.3324295, 1.0]], ['2, k, 8', [0.2000536, 0.2133308, 1.0]], ['2, k, 9', [0.2550353, -0.04045193, 1.0]], ['2, k, 10', [0.283181, -0.2296297, 1.0]], ['2, k, 11', [0.2861255, -0.2632784, 1.0]], ['2, k, 12', [-0.02158211, -0.2599385, 1.0]], ['2, k, 13', [-0.07163254, -0.5493269, 1.0]], ['2, k, 14', [-0.1621581, -0.8265091, 1.0]], ['2, k, 15', [-0.1335481, -0.8740864, 1.0]], ['2, k, 16', [0.1151644, -0.2576651, 1.0]], ['2, k, 17', [0.1526411, -0.5485613, 1.0]], ['2, k, 18', [0.1071204, -0.8879815, 1.0]], ['2, k, 19', [0.1030173, -0.9642873, 1.0]], ['2, k, 20', [0.02424789, 0.2370446, 1.0]], ['2, k, 21', [-0.1634097, -0.4008251, 1.0]], ['2, k, 22', [-0.1440109, -0.3136177, 1.0]], ['2, k, 23', [0.2889525, -0.3096426, 1.0]], ['2, k, 24', [0.2747776, -0.3115273, 1.0]]]
[['2, k, 0', [0.04353604, -0.2638251, 1.0]], ['2, k, 1', [0.03025301, 0.02626466, 1.0]], ['2, k, 2', [0.0171394, 0.3057921, 1.0]], ['2, k, 3', [0.03050254, 0.440322, 1.0]], ['2, k, 4', [-0.1422463, 0.1811833, 1.0]], ['2, k, 5', [-0.1900271, -0.05912854, 1.0]], ['2, k, 6', [-0.1772098, -0.2832569, 1.0]], ['2, k, 7', [-0.1800043, -0.3332885, 1.0]], ['2, k, 8', [0.1992027, 0.2134705, 1.0]], ['2, k, 9', [0.2501434, -0.04111577, 1.0]], ['2, k, 10', [0.280431, -0.2271239, 1.0]], ['2, k, 11', [0.2823552, -0.2697629, 1.0]], ['2, k, 12', [-0.0257586, -0.2596943, 1.0]], ['2, k, 13', [-0.07249877, -0.5496423, 1.0]], ['2, k, 14', [-0.1590038, -0.8284563, 1.0]], ['2, k, 15', [-0.1301645, -0.8758618, 1.0]], ['2, k, 16', [0.1110301, -0.2577423, 1.0]], ['2, k, 17', [0.1357153, -0.549884, 1.0]], ['2, k, 18', [0.06414086, -0.8793525, 1.0]], ['2, k, 19', [0.06858164, -0.9604158, 1.0]], ['2, k, 20', [0.0203961, 0.2373746, 1.0]], ['2, k, 21', [-0.1658562, -0.4065876, 1.0]], ['2, k, 22', [-0.1462149, -0.314294, 1.0]], ['2, k, 23', [0.2848154, -0.3196507, 1.0]], ['2, k, 24', [0.2638567, -0.2869234, 1.0]]]
[['2, k, 0', [0.03901701, -0.2638778, 1.0]], ['2, k, 1', [0.02668935, 0.02640006, 1.0]], ['2, k, 2', [0.01443846, 0.3060753, 1.0]], ['2, k, 3', [0.02632435, 0.4410677, 1.0]], ['2, k, 4', [-0.1465447, 0.1810853, 1.0]], ['2, k, 5', [-0.1921467, -0.05883132, 1.0]], ['2, k, 6', [-0.1795523, -0.2836958, 1.0]], ['2, k, 7', [-0.1811391, -0.3335205, 1.0]], ['2, k, 8', [0.1983047, 0.2135898, 1.0]], ['2, k, 9', [0.2481666, -0.04118018, 1.0]], ['2, k, 10', [0.2783792, -0.2256845, 1.0]], ['2, k, 11', [0.2786649, -0.2908911, 1.0]], ['2, k, 12', [-0.03020475, -0.2596051, 1.0]], ['2, k, 13', [-0.07236539, -0.550276, 1.0]], ['2, k, 14', [-0.1481632, -0.8319981, 1.0]], ['2, k, 15', [-0.1204717, -0.879056, 1.0]], ['2, k, 16', [0.1066338, -0.2579383, 1.0]], ['2, k, 17', [0.1214429, -0.5506557, 1.0]], ['2, k, 18', [0.04112423, -0.8773642, 1.0]], ['2, k, 19', [0.02208676, -0.9567975, 1.0]], ['2, k, 20', [0.01748799, 0.2376245, 1.0]], ['2, k, 21', [-0.1700138, -0.40516, 1.0]], ['2, k, 22', [-0.1456947, -0.3211322, 1.0]], ['2, k, 23', [0.2917131, -0.379291, 1.0]], ['2, k, 24', [0.2646452, -0.2899399, 1.0]]]
[['2, k, 0', [0.03367533, -0.263824, 1.0]], ['2, k, 1', [0.0228949, 0.02636416, 1.0]], ['2, k, 2', [0.01183648, 0.3059808, 1.0]], ['2, k, 3', [0.02357259, 0.4408762, 1.0]], ['2, k, 4', [-0.1491852, 0.1810875, 1.0]], ['2, k, 5', [-0.1934863, -0.05859859, 1.0]], ['2, k, 6', [-0.1806012, -0.2836812, 1.0]], ['2, k, 7', [-0.1805156, -0.334798, 1.0]], ['2, k, 8', [0.1921975, 0.2146727, 1.0]], ['2, k, 9', [0.2461429, -0.03937954, 1.0]], ['2, k, 10', [0.277528, -0.2255065, 1.0]], ['2, k, 11', [0.2778012, -0.2849975, 1.0]], ['2, k, 12', [-0.03521423, -0.2594895, 1.0]], ['2, k, 13', [-0.0719932, -0.5508798, 1.0]], ['2, k, 14', [-0.1353271, -0.835767, 1.0]], ['2, k, 15', [-0.1082495, -0.8822206, 1.0]], ['2, k, 16', [0.1011514, -0.2579556, 1.0]], ['2, k, 17', [0.1131315, -0.5508628, 1.0]], ['2, k, 18', [0.02823824, -0.8752287, 1.0]], ['2, k, 19', [0.004504191, -0.9533269, 1.0]], ['2, k, 20', [0.01461802, 0.2375412, 1.0]], ['2, k, 21', [-0.1671405, -0.4055631, 1.0]], ['2, k, 22', [-0.1443853, -0.3138379, 1.0]], ['2, k, 23', [0.2778455, -0.3331883, 1.0]], ['2, k, 24', [0.2537801, -0.2537289, 1.0]]]
[['2, k, 0', [0.02910582, -0.2639098, 1.0]], ['2, k, 1', [0.01953743, 0.02614898, 1.0]], ['2, k, 2', [0.009542992, 0.3056665, 1.0]], ['2, k, 3', [0.02131553, 0.440612, 1.0]], ['2, k, 4', [-0.1520689, 0.1804837, 1.0]], ['2, k, 5', [-0.1947119, -0.05845642, 1.0]], ['2, k, 6', [-0.1811226, -0.2838582, 1.0]], ['2, k, 7', [-0.1779222, -0.3347135, 1.0]], ['2, k, 8', [0.1895353, 0.2147085, 1.0]], ['2, k, 9', [0.2443579, -0.03920074, 1.0]], ['2, k, 10', [0.2770112, -0.2256377, 1.0]], ['2, k, 11', [0.2809747, -0.2839216, 1.0]], ['2, k, 12', [-0.0395648, -0.2593178, 1.0]], ['2, k, 13', [-0.07235929, -0.5511768, 1.0]], ['2, k, 14', [-0.1295347, -0.837604, 1.0]], ['2, k, 15', [-0.1030379, -0.883781, 1.0]], ['2, k, 16', [0.09653866, -0.2583053, 1.0]], ['2, k, 17', [0.1019094, -0.5515264, 1.0]], ['2, k, 18', [0.02429293, -0.8726242, 1.0]], ['2, k, 19', [0.005378569, -0.9284176, 1.0]], ['2, k, 20', [0.01207495, 0.2372485, 1.0]], ['2, k, 21', [-0.1677733, -0.4054083, 1.0]], ['2, k, 22', [-0.1411046, -0.321277, 1.0]], ['2, k, 23', [0.278651, -0.3330252, 1.0]], ['2, k, 24', [0.2547996, -0.2691139, 1.0]]]
[['2, k, 0', [0.02417316, -0.2635131, 1.0]], ['2, k, 1', [0.01648149, 0.02618283, 1.0]], ['2, k, 2', [0.00780594, 0.3053935, 1.0]], ['2, k, 3', [0.01853365, 0.4408578, 1.0]], ['2, k, 4', [-0.1542174, 0.1802715, 1.0]], ['2, k, 5', [-0.1952505, -0.05871565, 1.0]], ['2, k, 6', [-0.181248, -0.2839957, 1.0]], ['2, k, 7', [-0.1745245, -0.3348174, 1.0]], ['2, k, 8', [0.1873891, 0.2150164, 1.0]], ['2, k, 9', [0.2431545, -0.03872045, 1.0]], ['2, k, 10', [0.2766891, -0.2363164, 1.0]], ['2, k, 11', [0.2800004, -0.3010341, 1.0]], ['2, k, 12', [-0.0444307, -0.258625, 1.0]], ['2, k, 13', [-0.07373368, -0.5508659, 1.0]], ['2, k, 14', [-0.1292726, -0.83746, 1.0]], ['2, k, 15', [-0.1030127, -0.883656, 1.0]], ['2, k, 16', [0.09173921, -0.2582167, 1.0]], ['2, k, 17', [0.09209312, -0.5514994, 1.0]], ['2, k, 18', [0.001522556, -0.796088, 1.0]], ['2, k, 19', [0.01223125, -0.8768418, 1.0]], ['2, k, 20', [0.01003303, 0.2370528, 1.0]], ['2, k, 21', [-0.1691643, -0.4026397, 1.0]], ['2, k, 22', [-0.1370466, -0.327154, 1.0]], ['2, k, 23', [0.2933792, -0.385556, 1.0]], ['2, k, 24', [0.2590643, -0.2569082, 1.0]]]
[['2, k, 0', [0.01981218, -0.2629777, 1.0]], ['2, k, 1', [0.01389713, 0.02651865, 1.0]], ['2, k, 2', [0.006649352, 0.3055895, 1.0]], ['2, k, 3', [0.01697554, 0.4411823, 1.0]], ['2, k, 4', [-0.1553603, 0.1799922, 1.0]], ['2, k, 5', [-0.1954138, -0.05888838, 1.0]], ['2, k, 6', [-0.1808138, -0.2844868, 1.0]], ['2, k, 7', [-0.1705012, -0.3338195, 1.0]], ['2, k, 8', [0.1860122, 0.2145793, 1.0]], ['2, k, 9', [0.2428068, -0.03899823, 1.0]], ['2, k, 10', [0.2773308, -0.2429737, 1.0]], ['2, k, 11', [0.2837046, -0.313305, 1.0]], ['2, k, 12', [-0.04894761, -0.2574548, 1.0]], ['2, k, 13', [-0.07544535, -0.5499883, 1.0]], ['2, k, 14', [-0.1322504, -0.8357984, 1.0]], ['2, k, 15', [-0.1060393, -0.882227, 1.0]], ['2, k, 16', [0.08759779, -0.2582749, 1.0]], ['2, k, 17', [0.08135567, -0.5514477, 1.0]], ['2, k, 18', [0.002667584, -0.8003663, 1.0]], ['2, k, 19', [0.005765122, -0.8815225, 1.0]], ['2, k, 20', [0.008521661, 0.2372766, 1.0]], ['2, k, 21', [-0.1641594, -0.400326, 1.0]], ['2, k, 22', [-0.1370032, -0.3352858, 1.0]], ['2, k, 23', [0.2929851, -0.3993689, 1.0]], ['2, k, 24', [0.278746, -0.3056782, 1.0]]]
[['2, k, 0', [0.01512746, -0.2613138, 1.0]], ['2, k, 1', [0.01130437, 0.02760034, 1.0]], ['2, k, 2', [0.006013592, 0.3062465, 1.0]], ['2, k, 3', [0.0156451, 0.4417553, 1.0]], ['2, k, 4', [-0.1566813, 0.1815547, 1.0]], ['2, k, 5', [-0.1948825, -0.05768104, 1.0]], ['2, k, 6', [-0.1798682, -0.284078, 1.0]], ['2, k, 7', [-0.1658269, -0.3287733, 1.0]], ['2, k, 8', [0.1845613, 0.2145354, 1.0]], ['2, k, 9', [0.2421419, -0.03893786, 1.0]], ['2, k, 10', [0.2774326, -0.244551, 1.0]], ['2, k, 11', [0.2834332, -0.3160405, 1.0]], ['2, k, 12', [-0.05353088, -0.255092, 1.0]], ['2, k, 13', [-0.08118092, -0.5475637, 1.0]], ['2, k, 14', [-0.1305059, -0.8345193, 1.0]], ['2, k, 15', [-0.1062947, -0.8805873, 1.0]], ['2, k, 16', [0.08303651, -0.2573636, 1.0]], ['2, k, 17', [0.072434, -0.5505592, 1.0]], ['2, k, 18', [0.005991942, -0.8029996, 1.0]], ['2, k, 19', [0.004157156, -0.8845326, 1.0]], ['2, k, 20', [0.007397886, 0.2380248, 1.0]], ['2, k, 21', [-0.1604272, -0.3928735, 1.0]], ['2, k, 22', [-0.1287611, -0.3196579, 1.0]], ['2, k, 23', [0.2952141, -0.4006361, 1.0]], ['2, k, 24', [0.2748266, -0.3055732, 1.0]]]
[['2, k, 0', [0.01185291, -0.2597454, 1.0]], ['2, k, 1', [0.008854127, 0.02894724, 1.0]], ['2, k, 2', [0.004803907, 0.3072779, 1.0]], ['2, k, 3', [0.01450516, 0.4427938, 1.0]], ['2, k, 4', [-0.1582327, 0.1832677, 1.0]], ['2, k, 5', [-0.1949939, -0.05495233, 1.0]], ['2, k, 6', [-0.177905, -0.2825287, 1.0]], ['2, k, 7', [-0.161182, -0.3236493, 1.0]], ['2, k, 8', [0.1837624, 0.214498, 1.0]], ['2, k, 9', [0.2416578, -0.03894127, 1.0]], ['2, k, 10', [0.2773784, -0.2450381, 1.0]], ['2, k, 11', [0.2786591, -0.293808, 1.0]], ['2, k, 12', [-0.05645877, -0.2529722, 1.0]], ['2, k, 13', [-0.08526473, -0.5453742, 1.0]], ['2, k, 14', [-0.1354102, -0.8321918, 1.0]], ['2, k, 15', [-0.1116324, -0.8782915, 1.0]], ['2, k, 16', [0.07953023, -0.2564523, 1.0]], ['2, k, 17', [0.06586187, -0.5495023, 1.0]], ['2, k, 18', [0.003542224, -0.8033633, 1.0]], ['2, k, 19', [0.02367853, -0.8369205, 1.0]], ['2, k, 20', [0.005870164, 0.2391362, 1.0]], ['2, k, 21', [-0.150549, -0.3866781, 1.0]], ['2, k, 22', [-0.1287515, -0.3217836, 1.0]], ['2, k, 23', [0.2842662, -0.336021, 1.0]], ['2, k, 24', [0.26053, -0.3025709, 1.0]]]
[['2, k, 0', [0.007351369, -0.258361, 1.0]], ['2, k, 1', [0.006642222, 0.0300882, 1.0]], ['2, k, 2', [0.004498834, 0.3082939, 1.0]], ['2, k, 3', [0.01431154, 0.443624, 1.0]], ['2, k, 4', [-0.159006, 0.1849391, 1.0]], ['2, k, 5', [-0.1957985, -0.05133712, 1.0]], ['2, k, 6', [-0.174335, -0.2810988, 1.0]], ['2, k, 7', [-0.1570198, -0.321631, 1.0]], ['2, k, 8', [0.182447, 0.2148924, 1.0]], ['2, k, 9', [0.2402428, -0.03862703, 1.0]], ['2, k, 10', [0.2762865, -0.2472132, 1.0]], ['2, k, 11', [0.2783847, -0.3210498, 1.0]], ['2, k, 12', [-0.06036899, -0.2509902, 1.0]], ['2, k, 13', [-0.08994824, -0.5433503, 1.0]], ['2, k, 14', [-0.1407954, -0.8304983, 1.0]], ['2, k, 15', [-0.1168539, -0.876568, 1.0]], ['2, k, 16', [0.07459002, -0.2557777, 1.0]], ['2, k, 17', [0.06132202, -0.5487378, 1.0]], ['2, k, 18', [0.001968129, -0.804759, 1.0]], ['2, k, 19', [0.02222288, -0.8383301, 1.0]], ['2, k, 20', [0.005105697, 0.2401654, 1.0]], ['2, k, 21', [-0.1425594, -0.3851648, 1.0]], ['2, k, 22', [-0.1231952, -0.3180657, 1.0]], ['2, k, 23', [0.2888443, -0.4056929, 1.0]], ['2, k, 24', [0.2823706, -0.31748, 1.0]]]
[['2, k, 0', [0.003282307, -0.2577064, 1.0]], ['2, k, 1', [0.004518637, 0.03077197, 1.0]], ['2, k, 2', [0.004177656, 0.3089314, 1.0]], ['2, k, 3', [0.01375621, 0.4443657, 1.0]], ['2, k, 4', [-0.1598014, 0.1862034, 1.0]], ['2, k, 5', [-0.1966952, -0.04991812, 1.0]], ['2, k, 6', [-0.1700944, -0.2809005, 1.0]], ['2, k, 7', [-0.1544671, -0.3205614, 1.0]], ['2, k, 8', [0.1811678, 0.2144993, 1.0]], ['2, k, 9', [0.237402, -0.03939179, 1.0]], ['2, k, 10', [0.2709519, -0.2336399, 1.0]], ['2, k, 11', [0.2738495, -0.2983803, 1.0]], ['2, k, 12', [-0.06397422, -0.2499046, 1.0]], ['2, k, 13', [-0.09706186, -0.5418944, 1.0]], ['2, k, 14', [-0.1419082, -0.8307604, 1.0]], ['2, k, 15', [-0.1191397, -0.8764968, 1.0]], ['2, k, 16', [0.07025927, -0.2556464, 1.0]], ['2, k, 17', [0.05677879, -0.5481456, 1.0]], ['2, k, 18', [-0.0005505893, -0.8070476, 1.0]], ['2, k, 19', [-0.01348145, -0.8880094, 1.0]], ['2, k, 20', [0.004372817, 0.2408164, 1.0]], ['2, k, 21', [-0.1416819, -0.3787288, 1.0]], ['2, k, 22', [-0.1221359, -0.3190492, 1.0]], ['2, k, 23', [0.284252, -0.3405776, 1.0]], ['2, k, 24', [0.2557069, -0.3030273, 1.0]]]
[['2, k, 0', [0.0004715723, -0.2580809, 1.0]], ['2, k, 1', [0.002913151, 0.03046825, 1.0]], ['2, k, 2', [0.003822164, 0.3086985, 1.0]], ['2, k, 3', [0.01319178, 0.4443616, 1.0]], ['2, k, 4', [-0.160657, 0.1865239, 1.0]], ['2, k, 5', [-0.1984343, -0.04827765, 1.0]], ['2, k, 6', [-0.1688627, -0.280345, 1.0]], ['2, k, 7', [-0.1535501, -0.3200598, 1.0]], ['2, k, 8', [0.179468, 0.2140831, 1.0]], ['2, k, 9', [0.2337843, -0.04020603, 1.0]], ['2, k, 10', [0.2698548, -0.2379749, 1.0]], ['2, k, 11', [0.2723971, -0.2990711, 1.0]], ['2, k, 12', [-0.06631821, -0.2500283, 1.0]], ['2, k, 13', [-0.1001786, -0.5419121, 1.0]], ['2, k, 14', [-0.1433936, -0.8312668, 1.0]], ['2, k, 15', [-0.1206775, -0.8771138, 1.0]], ['2, k, 16', [0.06710601, -0.256296, 1.0]], ['2, k, 17', [0.05301171, -0.5478169, 1.0]], ['2, k, 18', [-0.004175562, -0.80906, 1.0]], ['2, k, 19', [-0.013621, -0.8895153, 1.0]], ['2, k, 20', [0.003730208, 0.2405661, 1.0]], ['2, k, 21', [-0.1386982, -0.3831497, 1.0]], ['2, k, 22', [-0.1207207, -0.3204976, 1.0]], ['2, k, 23', [0.2848797, -0.3871977, 1.0]], ['2, k, 24', [0.2642387, -0.3046091, 1.0]]]
[['2, k, 0', [-0.001219726, -0.2583242, 1.0]], ['2, k, 1', [0.0009170131, 0.03033693, 1.0]], ['2, k, 2', [0.002094978, 0.308665, 1.0]], ['2, k, 3', [0.01223438, 0.4445142, 1.0]], ['2, k, 4', [-0.1616204, 0.1866948, 1.0]], ['2, k, 5', [-0.1989762, -0.04927111, 1.0]], ['2, k, 6', [-0.1684066, -0.280519, 1.0]], ['2, k, 7', [-0.1553387, -0.3216234, 1.0]], ['2, k, 8', [0.1781781, 0.2138584, 1.0]], ['2, k, 9', [0.2304545, -0.04086209, 1.0]], ['2, k, 10', [0.2685348, -0.2419712, 1.0]], ['2, k, 11', [0.2712742, -0.2779503, 1.0]], ['2, k, 12', [-0.06800118, -0.2503512, 1.0]], ['2, k, 13', [-0.1029832, -0.5420759, 1.0]], ['2, k, 14', [-0.1418747, -0.8320057, 1.0]], ['2, k, 15', [-0.1200031, -0.8779225, 1.0]], ['2, k, 16', [0.06550337, -0.2564689, 1.0]], ['2, k, 17', [0.05225597, -0.5477828, 1.0]], ['2, k, 18', [-0.005599571, -0.8086889, 1.0]], ['2, k, 19', [-0.01057631, -0.8894399, 1.0]], ['2, k, 20', [0.001882851, 0.2405107, 1.0]], ['2, k, 21', [-0.1419829, -0.3874994, 1.0]], ['2, k, 22', [-0.1223219, -0.3207446, 1.0]], ['2, k, 23', [0.279558, -0.3374824, 1.0]], ['2, k, 24', [0.248962, -0.2768791, 1.0]]]
[['2, k, 0', [0.01600155, -0.2708966, 1.0]], ['2, k, 1', [0.006797232, 0.01454113, 1.0]], ['2, k, 2', [-0.002128834, 0.2919734, 1.0]], ['2, k, 3', [0.00138901, 0.4261579, 1.0]], ['2, k, 4', [-0.1679615, 0.1656325, 1.0]], ['2, k, 5', [-0.1964226, -0.07923871, 1.0]], ['2, k, 6', [-0.187339, -0.309389, 1.0]], ['2, k, 7', [-0.1896858, -0.357574, 1.0]], ['2, k, 8', [0.1649441, 0.2059723, 1.0]], ['2, k, 9', [0.2017451, -0.05040796, 1.0]], ['2, k, 10', [0.2349499, -0.3013175, 1.0]], ['2, k, 11', [0.252681, -0.3861015, 1.0]], ['2, k, 12', [-0.05246092, -0.269573, 1.0]], ['2, k, 13', [-0.07484695, -0.5618905, 1.0]], ['2, k, 14', [-0.03690385, -0.8291206, 1.0]], ['2, k, 15', [-0.037566, -0.912713, 1.0]], ['2, k, 16', [0.08397, -0.2639838, 1.0]], ['2, k, 17', [0.097343, -0.5558265, 1.0]], ['2, k, 18', [0.03421235, -0.8113617, 1.0]], ['2, k, 19', [0.02630193, -0.9113307, 1.0]], ['2, k, 20', [6.643931e-05, 0.2237319, 1.0]], ['2, k, 21', [-0.1786812, -0.4301507, 1.0]], ['2, k, 22', [-0.1517247, -0.3519004, 1.0]], ['2, k, 23', [0.2559113, -0.4440523, 1.0]], ['2, k, 24', [0.2621014, -0.3655456, 1.0]]]
[['2, k, 0', [0.01647681, -0.2709739, 1.0]], ['2, k, 1', [0.00708247, 0.0145626, 1.0]], ['2, k, 2', [-0.002114354, 0.2921247, 1.0]], ['2, k, 3', [0.0008200245, 0.4258178, 1.0]], ['2, k, 4', [-0.1682016, 0.1649547, 1.0]], ['2, k, 5', [-0.1971845, -0.08068787, 1.0]], ['2, k, 6', [-0.188535, -0.3094727, 1.0]], ['2, k, 7', [-0.1906311, -0.3581541, 1.0]], ['2, k, 8', [0.1649269, 0.2066111, 1.0]], ['2, k, 9', [0.202278, -0.04968092, 1.0]], ['2, k, 10', [0.2348383, -0.3008556, 1.0]], ['2, k, 11', [0.2539257, -0.3831545, 1.0]], ['2, k, 12', [-0.05197082, -0.2697636, 1.0]], ['2, k, 13', [-0.07363052, -0.5621406, 1.0]], ['2, k, 14', [-0.05569974, -0.8946597, 1.0]], ['2, k, 15', [-0.01952771, -0.9426787, 1.0]], ['2, k, 16', [0.0844131, -0.2639316, 1.0]], ['2, k, 17', [0.09881249, -0.5557964, 1.0]], ['2, k, 18', [0.03619994, -0.8111759, 1.0]], ['2, k, 19', [0.02771867, -0.910659, 1.0]], ['2, k, 20', [0.0001559723, 0.2238495, 1.0]], ['2, k, 21', [-0.1785104, -0.431041, 1.0]], ['2, k, 22', [-0.1556054, -0.3563379, 1.0]], ['2, k, 23', [0.254676, -0.4459413, 1.0]], ['2, k, 24', [0.2679998, -0.3627915, 1.0]]]
[['2, k, 0', [0.01730018, -0.2712855, 1.0]], ['2, k, 1', [0.007748052, 0.01457734, 1.0]], ['2, k, 2', [-0.001647934, 0.2925212, 1.0]], ['2, k, 3', [0.000710236, 0.4257381, 1.0]], ['2, k, 4', [-0.1680199, 0.1643625, 1.0]], ['2, k, 5', [-0.1977402, -0.08107119, 1.0]], ['2, k, 6', [-0.1895566, -0.3096505, 1.0]], ['2, k, 7', [-0.1909037, -0.358579, 1.0]], ['2, k, 8', [0.1652918, 0.20644, 1.0]], ['2, k, 9', [0.2024001, -0.04992159, 1.0]], ['2, k, 10', [0.2274757, -0.2733656, 1.0]], ['2, k, 11', [0.222349, -0.2559863, 1.0]], ['2, k, 12', [-0.05120342, -0.2701905, 1.0]], ['2, k, 13', [-0.07297401, -0.562565, 1.0]], ['2, k, 14', [-0.04076668, -0.8334236, 1.0]], ['2, k, 15', [-0.03031781, -0.8706118, 1.0]], ['2, k, 16', [0.08526711, -0.2640955, 1.0]], ['2, k, 17', [0.1008864, -0.5559974, 1.0]], ['2, k, 18', [0.03763709, -0.8097112, 1.0]], ['2, k, 19', [0.02987176, -0.9109992, 1.0]], ['2, k, 20', [0.0006762334, 0.2241475, 1.0]], ['2, k, 21', [-0.1808898, -0.4312788, 1.0]], ['2, k, 22', [-0.1568936, -0.3516564, 1.0]], ['2, k, 23', [0.2212971, -0.299852, 1.0]], ['2, k, 24', [0.2556537, -0.2559007, 1.0]]]
[['2, k, 0', [0.01962954, -0.2713188, 1.0]], ['2, k, 1', [0.009396831, 0.01458115, 1.0]], ['2, k, 2', [-0.0006399655, 0.2925366, 1.0]], ['2, k, 3', [0.001022804, 0.4261526, 1.0]], ['2, k, 4', [-0.1677361, 0.1650356, 1.0]], ['2, k, 5', [-0.1979661, -0.08089469, 1.0]], ['2, k, 6', [-0.1902489, -0.309411, 1.0]], ['2, k, 7', [-0.1907918, -0.3579505, 1.0]], ['2, k, 8', [0.1652492, 0.20642, 1.0]], ['2, k, 9', [0.2025223, -0.05001338, 1.0]], ['2, k, 10', [0.2279753, -0.280719, 1.0]], ['2, k, 11', [0.2290425, -0.3184249, 1.0]], ['2, k, 12', [-0.04894395, -0.2705604, 1.0]], ['2, k, 13', [-0.07122971, -0.5628996, 1.0]], ['2, k, 14', [-0.04679142, -0.8246638, 1.0]], ['2, k, 15', [-0.03753966, -0.9110959, 1.0]], ['2, k, 16', [0.0876041, -0.263776, 1.0]], ['2, k, 17', [0.1061757, -0.5558484, 1.0]], ['2, k, 18', [0.04493441, -0.8085294, 1.0]], ['2, k, 19', [0.04854551, -0.9172558, 1.0]], ['2, k, 20', [0.001842736, 0.2241637, 1.0]], ['2, k, 21', [-0.1806305, -0.4319404, 1.0]], ['2, k, 22', [-0.1554751, -0.3569264, 1.0]], ['2, k, 23', [0.2219827, -0.4094864, 1.0]], ['2, k, 24', [0.2472876, -0.3372872, 1.0]]]
[['2, k, 0', [0.02084623, -0.2708812, 1.0]], ['2, k, 1', [0.009935335, 0.01493927, 1.0]], ['2, k, 2', [-0.00061907, 0.2928135, 1.0]], ['2, k, 3', [0.001672076, 0.4270979, 1.0]], ['2, k, 4', [-0.1668745, 0.1660592, 1.0]], ['2, k, 5', [-0.1978004, -0.08146855, 1.0]], ['2, k, 6', [-0.1903747, -0.3089469, 1.0]], ['2, k, 7', [-0.1901511, -0.3577626, 1.0]], ['2, k, 8', [0.1652763, 0.2072349, 1.0]], ['2, k, 9', [0.2025768, -0.04920257, 1.0]], ['2, k, 10', [0.2282531, -0.2680689, 1.0]], ['2, k, 11', [0.2235662, -0.2566327, 1.0]], ['2, k, 12', [-0.04774023, -0.270146, 1.0]], ['2, k, 13', [-0.07069373, -0.5624366, 1.0]], ['2, k, 14', [-0.04561251, -0.8238751, 1.0]], ['2, k, 15', [-0.03715284, -0.9116155, 1.0]], ['2, k, 16', [0.08878427, -0.2633246, 1.0]], ['2, k, 17', [0.115279, -0.5550182, 1.0]], ['2, k, 18', [0.06998383, -0.8914348, 1.0]], ['2, k, 19', [0.07946391, -0.9281967, 1.0]], ['2, k, 20', [0.001979614, 0.2244609, 1.0]], ['2, k, 21', [-0.1790904, -0.4318324, 1.0]], ['2, k, 22', [-0.1540195, -0.355145, 1.0]], ['2, k, 23', [0.2273838, -0.293111, 1.0]], ['2, k, 24', [0.1982434, -0.3063433, 1.0]]]
