[['2, k, 0', [0.0731498, -1.26329, 1.0]], ['2, k, 1', [0.0706584, -0.983726, 1.0]], ['2, k, 2', [0.0679452, -0.704745, 1.0]], ['2, k, 3', [0.0603692, -0.584765, 1.0]], ['2, k, 4', [-0.107534, -0.746925, 1.0]], ['2, k, 5', [-0.217081, -0.902308, 1.0]], ['2, k, 6', [-0.147133, -1.08674, 1.0]], ['2, k, 7', [-0.108857, -1.12784, 1.0]], ['2, k, 8', [0.229348, -0.752528, 1.0]], ['2, k, 9', [0.374615, -0.892575, 1.0]], ['2, k, 10', [0.304713, -1.0823, 1.0]], ['2, k, 11', [0.252046, -1.12325, 1.0]], ['2, k, 12', [-0.00390806, -1.25084, 1.0]], ['2, k, 13', [-0.0383734, -1.55198, 1.0]], ['2, k, 14', [-0.039359, -1.85821, 1.0]], ['2, k, 15', [0.00974258, -1.9386, 1.0]], ['2, k, 16', [0.148915, -1.25336, 1.0]], ['2, k, 17', [0.208964, -1.54821, 1.0]], ['2, k, 18', [0.243868, -1.84162, 1.0]], ['2, k, 19', [0.203979, -1.93359, 1.0]], ['2, k, 20', [0.0686653, -0.774526, 1.0]], ['2, k, 21', [-0.0913165, -1.19018, 1.0]], ['2, k, 22', [-0.0777002, -1.0968, 1.0]], ['2, k, 23', [0.22478, -1.1865, 1.0]], ['2, k, 24', [0.225921, -1.09288, 1.0]]]
[['2, k, 0', [0.137286, -1.26217, 1.0]], ['2, k, 1', [0.153123, -0.971421, 1.0]], ['2, k, 2', [0.169227, -0.681498, 1.0]], ['2, k, 3', [0.212448, -0.545122, 1.0]], ['2, k, 4', [0.0169206, -0.744339, 1.0]], ['2, k, 5', [-0.177552, -0.856981, 1.0]], ['2, k, 6', [-0.106978, -1.06022, 1.0]], ['2, k, 7', [-0.0601001, -1.09994, 1.0]], ['2, k, 8', [0.32545, -0.755526, 1.0]], ['2, k, 9', [0.37027, -0.979969, 1.0]], ['2, k, 10', [0.375867, -1.18181, 1.0]], ['2, k, 11', [0.334157, -1.18635, 1.0]], ['2, k, 12', [0.0644621, -1.24542, 1.0]], ['2, k, 13', [0.00597723, -1.53076, 1.0]], ['2, k, 14', [-0.0109172, -1.83669, 1.0]], ['2, k, 15', [0.0019569, -1.87346, 1.0]], ['2, k, 16', [0.208076, -1.25566, 1.0]], ['2, k, 17', [0.255952, -1.54164, 1.0]], ['2, k, 18', [0.260638, -1.84162, 1.0]], ['2, k, 19', [0.274444, -1.87549, 1.0]], ['2, k, 20', [0.165291, -0.753984, 1.0]], ['2, k, 21', [-0.0547801, -1.18291, 1.0]], ['2, k, 22', [-0.0235165, -1.07611, 1.0]], ['2, k, 23', [0.328548, -1.18825, 1.0]], ['2, k, 24', [0.325022, -1.17976, 1.0]]]
[['2, k, 0', [0.139276, -1.26303, 1.0]], ['2, k, 1', [0.158009, -0.971922, 1.0]], ['2, k, 2', [0.177909, -0.681331, 1.0]], ['2, k, 3', [0.225565, -0.543998, 1.0]], ['2, k, 4', [0.0271715, -0.746783, 1.0]], ['2, k, 5', [-0.170431, -0.849061, 1.0]], ['2, k, 6', [-0.105037, -1.05779, 1.0]], ['2, k, 7', [-0.0561255, -1.11007, 1.0]], ['2, k, 8', [0.329226, -0.75602, 1.0]], ['2, k, 9', [0.361675, -0.96157, 1.0]], ['2, k, 10', [0.400706, -1.17855, 1.0]], ['2, k, 11', [0.400217, -1.25455, 1.0]], ['2, k, 12', [0.066396, -1.2459, 1.0]], ['2, k, 13', [0.00955506, -1.53172, 1.0]], ['2, k, 14', [-2.64517e-05, -1.89212, 1.0]], ['2, k, 15', [-0.0488131, -1.91461, 1.0]], ['2, k, 16', [0.209968, -1.25692, 1.0]], ['2, k, 17', [0.256099, -1.54235, 1.0]], ['2, k, 18', [0.26213, -1.8417, 1.0]], ['2, k, 19', [0.278772, -1.87632, 1.0]], ['2, k, 20', [0.172948, -0.754012, 1.0]], ['2, k, 21', [-0.0401741, -1.18406, 1.0]], ['2, k, 22', [-0.0211595, -1.06927, 1.0]], ['2, k, 23', [0.384574, -1.27373, 1.0]], ['2, k, 24', [0.350294, -1.27385, 1.0]]]
[['2, k, 0', [0.143574, -1.26276, 1.0]], ['2, k, 1', [0.165283, -0.971623, 1.0]], ['2, k, 2', [0.187136, -0.68123, 1.0]], ['2, k, 3', [0.237924, -0.544818, 1.0]], ['2, k, 4', [0.0318701, -0.746334, 1.0]], ['2, k, 5', [-0.167334, -0.856113, 1.0]], ['2, k, 6', [-0.100126, -1.06139, 1.0]], ['2, k, 7', [-0.0494556, -1.10783, 1.0]], ['2, k, 8', [0.335375, -0.748638, 1.0]], ['2, k, 9', [0.364235, -0.960327, 1.0]], ['2, k, 10', [0.391478, -1.17356, 1.0]], ['2, k, 11', [0.355368, -1.17581, 1.0]], ['2, k, 12', [0.0707696, -1.245, 1.0]], ['2, k, 13', [0.0114913, -1.53466, 1.0]], ['2, k, 14', [0.00349805, -1.88651, 1.0]], ['2, k, 15', [-0.0378444, -1.91881, 1.0]], ['2, k, 16', [0.214102, -1.25733, 1.0]], ['2, k, 17', [0.256742, -1.54382, 1.0]], ['2, k, 18', [0.263055, -1.83275, 1.0]], ['2, k, 19', [0.278724, -1.8669, 1.0]], ['2, k, 20', [0.181786, -0.753836, 1.0]], ['2, k, 21', [-0.0354105, -1.18374, 1.0]], ['2, k, 22', [-0.0134818, -1.07354, 1.0]], ['2, k, 23', [0.34046, -1.18675, 1.0]], ['2, k, 24', [0.356784, -1.16548, 1.0]]]
[['2, k, 0', [0.148103, -1.26307, 1.0]], ['2, k, 1', [0.173113, -0.971948, 1.0]], ['2, k, 2', [0.198147, -0.681631, 1.0]], ['2, k, 3', [0.24832, -0.545534, 1.0]], ['2, k, 4', [0.0446302, -0.746886, 1.0]], ['2, k, 5', [-0.159938, -0.846554, 1.0]], ['2, k, 6', [-0.102338, -1.05534, 1.0]], ['2, k, 7', [-0.0527251, -1.09917, 1.0]], ['2, k, 8', [0.347374, -0.742633, 1.0]], ['2, k, 9', [0.372616, -0.971443, 1.0]], ['2, k, 10', [0.393632, -1.18586, 1.0]], ['2, k, 11', [0.375502, -1.21112, 1.0]], ['2, k, 12', [0.0754548, -1.24505, 1.0]], ['2, k, 13', [0.0127279, -1.53506, 1.0]], ['2, k, 14', [-0.00058213, -1.87617, 1.0]], ['2, k, 15', [0.0422083, -1.96243, 1.0]], ['2, k, 16', [0.218722, -1.25796, 1.0]], ['2, k, 17', [0.258163, -1.54886, 1.0]], ['2, k, 18', [0.261957, -1.83217, 1.0]], ['2, k, 19', [0.280454, -1.86655, 1.0]], ['2, k, 20', [0.192003, -0.754209, 1.0]], ['2, k, 21', [-0.0379855, -1.16962, 1.0]], ['2, k, 22', [-0.0209236, -1.07482, 1.0]], ['2, k, 23', [0.398321, -1.23679, 1.0]], ['2, k, 24', [0.397065, -1.2329, 1.0]]]
[['2, k, 0', [0.149116, -1.26386, 1.0]], ['2, k, 1', [0.17623, -0.972208, 1.0]], ['2, k, 2', [0.204363, -0.68074, 1.0]], ['2, k, 3', [0.260914, -0.546339, 1.0]], ['2, k, 4', [0.0539977, -0.745784, 1.0]], ['2, k, 5', [-0.155825, -0.840982, 1.0]], ['2, k, 6', [-0.101719, -1.05056, 1.0]], ['2, k, 7', [-0.0511078, -1.09531, 1.0]], ['2, k, 8', [0.354503, -0.75697, 1.0]], ['2, k, 9', [0.369676, -0.986693, 1.0]], ['2, k, 10', [0.395692, -1.19961, 1.0]], ['2, k, 11', [0.352579, -1.19509, 1.0]], ['2, k, 12', [0.0764802, -1.24521, 1.0]], ['2, k, 13', [0.0136105, -1.53681, 1.0]], ['2, k, 14', [-0.0028054, -1.87406, 1.0]], ['2, k, 15', [0.0170239, -1.91308, 1.0]], ['2, k, 16', [0.219701, -1.25967, 1.0]], ['2, k, 17', [0.25647, -1.5351, 1.0]], ['2, k, 18', [0.268276, -1.83137, 1.0]], ['2, k, 19', [0.238151, -1.89673, 1.0]], ['2, k, 20', [0.197368, -0.753669, 1.0]], ['2, k, 21', [-0.0371515, -1.16871, 1.0]], ['2, k, 22', [-0.0211338, -1.06686, 1.0]], ['2, k, 23', [0.375439, -1.22074, 1.0]], ['2, k, 24', [0.326831, -1.15948, 1.0]]]
[['2, k, 0', [0.151147, -1.26423, 1.0]], ['2, k, 1', [0.179845, -0.972124, 1.0]], ['2, k, 2', [0.208806, -0.680257, 1.0]], ['2, k, 3', [0.270291, -0.544503, 1.0]], ['2, k, 4', [0.0577136, -0.745123, 1.0]], ['2, k, 5', [-0.151968, -0.835789, 1.0]], ['2, k, 6', [-0.100995, -1.04622, 1.0]], ['2, k, 7', [-0.0517389, -1.096, 1.0]], ['2, k, 8', [0.356741, -0.757961, 1.0]], ['2, k, 9', [0.372024, -0.992709, 1.0]], ['2, k, 10', [0.364953, -1.17518, 1.0]], ['2, k, 11', [0.313948, -1.20081, 1.0]], ['2, k, 12', [0.0783001, -1.24475, 1.0]], ['2, k, 13', [0.0142478, -1.53668, 1.0]], ['2, k, 14', [-0.00477562, -1.87235, 1.0]], ['2, k, 15', [0.013968, -1.89065, 1.0]], ['2, k, 16', [0.222101, -1.26095, 1.0]], ['2, k, 17', [0.258242, -1.55336, 1.0]], ['2, k, 18', [0.267936, -1.83047, 1.0]], ['2, k, 19', [0.289394, -1.86531, 1.0]], ['2, k, 20', [0.201682, -0.753266, 1.0]], ['2, k, 21', [-0.035229, -1.16852, 1.0]], ['2, k, 22', [-0.021613, -1.0615, 1.0]], ['2, k, 23', [0.315963, -1.26737, 1.0]], ['2, k, 24', [0.299892, -1.17352, 1.0]]]
[['2, k, 0', [0.152315, -1.26514, 1.0]], ['2, k, 1', [0.183461, -0.973115, 1.0]], ['2, k, 2', [0.215684, -0.68152, 1.0]], ['2, k, 3', [0.278861, -0.545608, 1.0]], ['2, k, 4', [0.061429, -0.745637, 1.0]], ['2, k, 5', [-0.150353, -0.833927, 1.0]], ['2, k, 6', [-0.10006, -1.04441, 1.0]], ['2, k, 7', [-0.0510502, -1.0938, 1.0]], ['2, k, 8', [0.356325, -0.759672, 1.0]], ['2, k, 9', [0.372274, -0.988894, 1.0]], ['2, k, 10', [0.364754, -1.17747, 1.0]], ['2, k, 11', [0.311661, -1.19697, 1.0]], ['2, k, 12', [0.078898, -1.24535, 1.0]], ['2, k, 13', [0.0150145, -1.53689, 1.0]], ['2, k, 14', [-0.00295467, -1.87257, 1.0]], ['2, k, 15', [0.00375512, -1.90793, 1.0]], ['2, k, 16', [0.22366, -1.26209, 1.0]], ['2, k, 17', [0.259103, -1.56279, 1.0]], ['2, k, 18', [0.252379, -1.85847, 1.0]], ['2, k, 19', [0.246361, -1.88774, 1.0]], ['2, k, 20', [0.207681, -0.754443, 1.0]], ['2, k, 21', [-0.0351643, -1.16499, 1.0]], ['2, k, 22', [-0.0211273, -1.06169, 1.0]], ['2, k, 23', [0.299965, -1.23168, 1.0]], ['2, k, 24', [0.301173, -1.17127, 1.0]]]
[['2, k, 0', [0.152958, -1.26543, 1.0]], ['2, k, 1', [0.185953, -0.973137, 1.0]], ['2, k, 2', [0.220249, -0.681242, 1.0]], ['2, k, 3', [0.282887, -0.545414, 1.0]], ['2, k, 4', [0.0673818, -0.744862, 1.0]], ['2, k, 5', [-0.148153, -0.829976, 1.0]], ['2, k, 6', [-0.0991664, -1.04082, 1.0]], ['2, k, 7', [-0.0518455, -1.08967, 1.0]], ['2, k, 8', [0.357449, -0.759257, 1.0]], ['2, k, 9', [0.377964, -0.994257, 1.0]], ['2, k, 10', [0.365027, -1.18598, 1.0]], ['2, k, 11', [0.331839, -1.19175, 1.0]], ['2, k, 12', [0.0792325, -1.24527, 1.0]], ['2, k, 13', [0.0156123, -1.53632, 1.0]], ['2, k, 14', [-0.00708517, -1.85927, 1.0]], ['2, k, 15', [0.0101693, -1.89734, 1.0]], ['2, k, 16', [0.224527, -1.26285, 1.0]], ['2, k, 17', [0.258982, -1.56285, 1.0]], ['2, k, 18', [0.265883, -1.83516, 1.0]], ['2, k, 19', [0.24729, -1.90171, 1.0]], ['2, k, 20', [0.211737, -0.75424, 1.0]], ['2, k, 21', [-0.0379643, -1.15967, 1.0]], ['2, k, 22', [-0.0205636, -1.06628, 1.0]], ['2, k, 23', [0.327407, -1.19369, 1.0]], ['2, k, 24', [0.321187, -1.16614, 1.0]]]
[['2, k, 0', [0.152933, -1.26563, 1.0]], ['2, k, 1', [0.186925, -0.973114, 1.0]], ['2, k, 2', [0.222431, -0.681007, 1.0]], ['2, k, 3', [0.285165, -0.545577, 1.0]], ['2, k, 4', [0.0695857, -0.744227, 1.0]], ['2, k, 5', [-0.147673, -0.830014, 1.0]], ['2, k, 6', [-0.0985554, -1.0407, 1.0]], ['2, k, 7', [-0.0523312, -1.09032, 1.0]], ['2, k, 8', [0.374279, -0.788543, 1.0]], ['2, k, 9', [0.378285, -1.07063, 1.0]], ['2, k, 10', [0.359338, -1.27974, 1.0]], ['2, k, 11', [0.353396, -1.35049, 1.0]], ['2, k, 12', [0.0794671, -1.24486, 1.0]], ['2, k, 13', [0.0160765, -1.53599, 1.0]], ['2, k, 14', [-0.00348672, -1.86823, 1.0]], ['2, k, 15', [0.0203115, -1.90745, 1.0]], ['2, k, 16', [0.224227, -1.26348, 1.0]], ['2, k, 17', [0.259189, -1.56121, 1.0]], ['2, k, 18', [0.259955, -1.86037, 1.0]], ['2, k, 19', [0.284236, -1.89666, 1.0]], ['2, k, 20', [0.213602, -0.75406, 1.0]], ['2, k, 21', [-0.0400592, -1.1627, 1.0]], ['2, k, 22', [-0.0198962, -1.0573, 1.0]], ['2, k, 23', [0.348919, -1.35207, 1.0]], ['2, k, 24', [0.342643, -1.32405, 1.0]]]
[['2, k, 0', [0.153092, -1.26573, 1.0]], ['2, k, 1', [0.187574, -0.972891, 1.0]], ['2, k, 2', [0.223234, -0.680548, 1.0]], ['2, k, 3', [0.287278, -0.545911, 1.0]], ['2, k, 4', [0.0701515, -0.744088, 1.0]], ['2, k, 5', [-0.146432, -0.829508, 1.0]], ['2, k, 6', [-0.0981682, -1.04026, 1.0]], ['2, k, 7', [-0.0530449, -1.09017, 1.0]], ['2, k, 8', [0.370857, -0.772358, 1.0]], ['2, k, 9', [0.384355, -1.04464, 1.0]], ['2, k, 10', [0.365242, -1.25384, 1.0]], ['2, k, 11', [0.317233, -1.2677, 1.0]], ['2, k, 12', [0.0794261, -1.24491, 1.0]], ['2, k, 13', [0.0164073, -1.53634, 1.0]], ['2, k, 14', [-0.00322715, -1.87526, 1.0]], ['2, k, 15', [0.0114196, -1.94225, 1.0]], ['2, k, 16', [0.224565, -1.26361, 1.0]], ['2, k, 17', [0.25944, -1.56289, 1.0]], ['2, k, 18', [0.263018, -1.84198, 1.0]], ['2, k, 19', [0.282263, -1.87594, 1.0]], ['2, k, 20', [0.214382, -0.753658, 1.0]], ['2, k, 21', [-0.0395758, -1.16781, 1.0]], ['2, k, 22', [-0.0206244, -1.06481, 1.0]], ['2, k, 23', [0.312839, -1.26945, 1.0]], ['2, k, 24', [0.31537, -1.26025, 1.0]]]
[['2, k, 0', [0.153286, -1.26601, 1.0]], ['2, k, 1', [0.188372, -0.973132, 1.0]], ['2, k, 2', [0.224185, -0.680829, 1.0]], ['2, k, 3', [0.287964, -0.545825, 1.0]], ['2, k, 4', [0.070201, -0.744066, 1.0]], ['2, k, 5', [-0.145625, -0.829777, 1.0]], ['2, k, 6', [-0.0981351, -1.04062, 1.0]], ['2, k, 7', [-0.0545548, -1.08871, 1.0]], ['2, k, 8', [0.371619, -0.770286, 1.0]], ['2, k, 9', [0.38652, -1.0265, 1.0]], ['2, k, 10', [0.370846, -1.22111, 1.0]], ['2, k, 11', [0.315431, -1.27949, 1.0]], ['2, k, 12', [0.079375, -1.24501, 1.0]], ['2, k, 13', [0.016638, -1.53697, 1.0]], ['2, k, 14', [-0.00442763, -1.87471, 1.0]], ['2, k, 15', [0.00870192, -1.94106, 1.0]], ['2, k, 16', [0.225079, -1.2641, 1.0]], ['2, k, 17', [0.25974, -1.56205, 1.0]], ['2, k, 18', [0.256087, -1.87811, 1.0]], ['2, k, 19', [0.22637, -1.93905, 1.0]], ['2, k, 20', [0.215325, -0.753922, 1.0]], ['2, k, 21', [-0.0433027, -1.16895, 1.0]], ['2, k, 22', [-0.0177772, -1.06704, 1.0]], ['2, k, 23', [0.315104, -1.28762, 1.0]], ['2, k, 24', [0.321461, -1.28579, 1.0]]]
[['2, k, 0', [0.152964, -1.26589, 1.0]], ['2, k, 1', [0.188456, -0.97301, 1.0]], ['2, k, 2', [0.22437, -0.680746, 1.0]], ['2, k, 3', [0.287498, -0.54595, 1.0]], ['2, k, 4', [0.0699406, -0.744096, 1.0]], ['2, k, 5', [-0.143813, -0.823521, 1.0]], ['2, k, 6', [-0.0996968, -1.03482, 1.0]], ['2, k, 7', [-0.0550018, -1.08758, 1.0]], ['2, k, 8', [0.372534, -0.769148, 1.0]], ['2, k, 9', [0.385028, -0.969875, 1.0]], ['2, k, 10', [0.376995, -1.14572, 1.0]], ['2, k, 11', [0.338235, -1.16882, 1.0]], ['2, k, 12', [0.0789387, -1.24474, 1.0]], ['2, k, 13', [0.0166148, -1.5371, 1.0]], ['2, k, 14', [-0.0102346, -1.87308, 1.0]], ['2, k, 15', [0.00578023, -1.91254, 1.0]], ['2, k, 16', [0.224802, -1.26411, 1.0]], ['2, k, 17', [0.243745, -1.58058, 1.0]], ['2, k, 18', [0.257376, -1.8517, 1.0]], ['2, k, 19', [0.2763, -1.88096, 1.0]], ['2, k, 20', [0.2155, -0.753826, 1.0]], ['2, k, 21', [-0.0420755, -1.17118, 1.0]], ['2, k, 22', [-0.0204778, -1.06614, 1.0]], ['2, k, 23', [0.311794, -1.20487, 1.0]], ['2, k, 24', [0.35666, -1.18278, 1.0]]]
[['2, k, 0', [0.152598, -1.26565, 1.0]], ['2, k, 1', [0.187879, -0.973144, 1.0]], ['2, k, 2', [0.223011, -0.681627, 1.0]], ['2, k, 3', [0.282988, -0.545882, 1.0]], ['2, k, 4', [0.0678512, -0.743533, 1.0]], ['2, k, 5', [-0.142721, -0.820852, 1.0]], ['2, k, 6', [-0.100703, -1.03264, 1.0]], ['2, k, 7', [-0.059764, -1.07777, 1.0]], ['2, k, 8', [0.372128, -0.768022, 1.0]], ['2, k, 9', [0.41472, -0.954054, 1.0]], ['2, k, 10', [0.383815, -1.12671, 1.0]], ['2, k, 11', [0.343634, -1.15981, 1.0]], ['2, k, 12', [0.0787467, -1.24452, 1.0]], ['2, k, 13', [0.0165491, -1.53694, 1.0]], ['2, k, 14', [-0.0109282, -1.83473, 1.0]], ['2, k, 15', [-0.00619217, -1.89248, 1.0]], ['2, k, 16', [0.224099, -1.2639, 1.0]], ['2, k, 17', [0.258921, -1.55254, 1.0]], ['2, k, 18', [0.256613, -1.8407, 1.0]], ['2, k, 19', [0.272705, -1.87771, 1.0]], ['2, k, 20', [0.214402, -0.754468, 1.0]], ['2, k, 21', [-0.0516678, -1.15907, 1.0]], ['2, k, 22', [-0.0199366, -1.06018, 1.0]], ['2, k, 23', [0.314943, -1.21213, 1.0]], ['2, k, 24', [0.359956, -1.19108, 1.0]]]
[['2, k, 0', [0.15218, -1.26553, 1.0]], ['2, k, 1', [0.186699, -0.97263, 1.0]], ['2, k, 2', [0.220293, -0.680396, 1.0]], ['2, k, 3', [0.276661, -0.54642, 1.0]], ['2, k, 4', [0.0641024, -0.742816, 1.0]], ['2, k, 5', [-0.141826, -0.819667, 1.0]], ['2, k, 6', [-0.100921, -1.03179, 1.0]], ['2, k, 7', [-0.0611004, -1.07898, 1.0]], ['2, k, 8', [0.371749, -0.766271, 1.0]], ['2, k, 9', [0.434708, -0.975322, 1.0]], ['2, k, 10', [0.372084, -1.15984, 1.0]], ['2, k, 11', [0.321511, -1.19236, 1.0]], ['2, k, 12', [0.0780733, -1.24453, 1.0]], ['2, k, 13', [0.016557, -1.53692, 1.0]], ['2, k, 14', [0.000494865, -1.89302, 1.0]], ['2, k, 15', [0.0159209, -1.93579, 1.0]], ['2, k, 16', [0.223461, -1.26343, 1.0]], ['2, k, 17', [0.259354, -1.55268, 1.0]], ['2, k, 18', [0.259225, -1.84281, 1.0]], ['2, k, 19', [0.27449, -1.87986, 1.0]], ['2, k, 20', [0.212138, -0.753452, 1.0]], ['2, k, 21', [-0.0258695, -1.1564, 1.0]], ['2, k, 22', [-0.0201021, -1.04505, 1.0]], ['2, k, 23', [0.298851, -1.26471, 1.0]], ['2, k, 24', [0.342192, -1.21476, 1.0]]]
[['2, k, 0', [0.152015, -1.26461, 1.0]], ['2, k, 1', [0.185085, -0.972134, 1.0]], ['2, k, 2', [0.215332, -0.680794, 1.0]], ['2, k, 3', [0.269292, -0.546666, 1.0]], ['2, k, 4', [0.0595999, -0.742075, 1.0]], ['2, k, 5', [-0.142449, -0.824493, 1.0]], ['2, k, 6', [-0.099372, -1.03635, 1.0]], ['2, k, 7', [-0.0605596, -1.08886, 1.0]], ['2, k, 8', [0.370794, -0.765185, 1.0]], ['2, k, 9', [0.433569, -0.96822, 1.0]], ['2, k, 10', [0.372428, -1.15677, 1.0]], ['2, k, 11', [0.32059, -1.18538, 1.0]], ['2, k, 12', [0.0779572, -1.24393, 1.0]], ['2, k, 13', [0.0168178, -1.53408, 1.0]], ['2, k, 14', [-0.0161472, -1.86698, 1.0]], ['2, k, 15', [0.0254205, -1.95334, 1.0]], ['2, k, 16', [0.223256, -1.26217, 1.0]], ['2, k, 17', [0.260046, -1.55147, 1.0]], ['2, k, 18', [0.262398, -1.82936, 1.0]], ['2, k, 19', [0.276863, -1.86606, 1.0]], ['2, k, 20', [0.2082, -0.753536, 1.0]], ['2, k, 21', [-0.0511071, -1.16785, 1.0]], ['2, k, 22', [-0.0200943, -1.06198, 1.0]], ['2, k, 23', [0.308424, -1.26539, 1.0]], ['2, k, 24', [0.346625, -1.20632, 1.0]]]
[['2, k, 0', [0.151552, -1.26412, 1.0]], ['2, k, 1', [0.183101, -0.971381, 1.0]], ['2, k, 2', [0.211691, -0.679892, 1.0]], ['2, k, 3', [0.260325, -0.54555, 1.0]], ['2, k, 4', [0.0535736, -0.741151, 1.0]], ['2, k, 5', [-0.1428, -0.822, 1.0]], ['2, k, 6', [-0.100733, -1.03412, 1.0]], ['2, k, 7', [-0.0621691, -1.08282, 1.0]], ['2, k, 8', [0.358098, -0.759539, 1.0]], ['2, k, 9', [0.437485, -0.946206, 1.0]], ['2, k, 10', [0.377933, -1.13646, 1.0]], ['2, k, 11', [0.326892, -1.16523, 1.0]], ['2, k, 12', [0.0776886, -1.24368, 1.0]], ['2, k, 13', [0.0166081, -1.53428, 1.0]], ['2, k, 14', [-0.0222185, -1.87483, 1.0]], ['2, k, 15', [0.0316014, -1.94251, 1.0]], ['2, k, 16', [0.222607, -1.26138, 1.0]], ['2, k, 17', [0.259989, -1.55089, 1.0]], ['2, k, 18', [0.26154, -1.83192, 1.0]], ['2, k, 19', [0.270782, -1.86848, 1.0]], ['2, k, 20', [0.204909, -0.752679, 1.0]], ['2, k, 21', [-0.0614816, -1.16872, 1.0]], ['2, k, 22', [-0.0209296, -1.06647, 1.0]], ['2, k, 23', [0.306466, -1.24655, 1.0]], ['2, k, 24', [0.353159, -1.18158, 1.0]]]
[['2, k, 0', [0.15121, -1.26308, 1.0]], ['2, k, 1', [0.181095, -0.970734, 1.0]], ['2, k, 2', [0.207107, -0.680149, 1.0]], ['2, k, 3', [0.248987, -0.544945, 1.0]], ['2, k, 4', [0.0491917, -0.739887, 1.0]], ['2, k, 5', [-0.149799, -0.847308, 1.0]], ['2, k, 6', [-0.0960342, -1.05485, 1.0]], ['2, k, 7', [-0.0507314, -1.09581, 1.0]], ['2, k, 8', [0.354921, -0.756979, 1.0]], ['2, k, 9', [0.435004, -0.924865, 1.0]], ['2, k, 10', [0.380716, -1.12404, 1.0]], ['2, k, 11', [0.332664, -1.15091, 1.0]], ['2, k, 12', [0.0771359, -1.24291, 1.0]], ['2, k, 13', [0.0150036, -1.53999, 1.0]], ['2, k, 14', [-0.0223595, -1.87878, 1.0]], ['2, k, 15', [0.0368464, -1.94851, 1.0]], ['2, k, 16', [0.222508, -1.2599, 1.0]], ['2, k, 17', [0.259743, -1.55074, 1.0]], ['2, k, 18', [0.261009, -1.89207, 1.0]], ['2, k, 19', [0.21461, -1.94745, 1.0]], ['2, k, 20', [0.200999, -0.752659, 1.0]], ['2, k, 21', [-0.0290373, -1.17285, 1.0]], ['2, k, 22', [-0.0129165, -1.067, 1.0]], ['2, k, 23', [0.31582, -1.20507, 1.0]], ['2, k, 24', [0.344425, -1.17685, 1.0]]]
[['2, k, 0', [0.149466, -1.26115, 1.0]], ['2, k, 1', [0.175687, -0.968365, 1.0]], ['2, k, 2', [0.197933, -0.677351, 1.0]], ['2, k, 3', [0.23917, -0.542299, 1.0]], ['2, k, 4', [0.04182, -0.736729, 1.0]], ['2, k, 5', [-0.151665, -0.839716, 1.0]], ['2, k, 6', [-0.0990398, -1.04836, 1.0]], ['2, k, 7', [-0.0585887, -1.09328, 1.0]], ['2, k, 8', [0.350464, -0.753103, 1.0]], ['2, k, 9', [0.433469, -0.922304, 1.0]], ['2, k, 10', [0.375308, -1.11924, 1.0]], ['2, k, 11', [0.320542, -1.151, 1.0]], ['2, k, 12', [0.0756884, -1.24162, 1.0]], ['2, k, 13', [0.0135419, -1.54116, 1.0]], ['2, k, 14', [-0.0161676, -1.88011, 1.0]], ['2, k, 15', [0.0262299, -1.96387, 1.0]], ['2, k, 16', [0.220568, -1.25741, 1.0]], ['2, k, 17', [0.258835, -1.55032, 1.0]], ['2, k, 18', [0.264976, -1.83119, 1.0]], ['2, k, 19', [0.271723, -1.86635, 1.0]], ['2, k, 20', [0.192725, -0.749999, 1.0]], ['2, k, 21', [-0.0306459, -1.1635, 1.0]], ['2, k, 22', [-0.0206275, -1.05895, 1.0]], ['2, k, 23', [0.303381, -1.21701, 1.0]], ['2, k, 24', [0.343662, -1.16471, 1.0]]]
[['2, k, 0', [0.14823, -1.25884, 1.0]], ['2, k, 1', [0.17221, -0.967283, 1.0]], ['2, k, 2', [0.191907, -0.677824, 1.0]], ['2, k, 3', [0.22562, -0.539139, 1.0]], ['2, k, 4', [0.0347305, -0.734316, 1.0]], ['2, k, 5', [-0.150623, -0.864802, 1.0]], ['2, k, 6', [-0.0932739, -1.0701, 1.0]], ['2, k, 7', [-0.0487522, -1.10841, 1.0]], ['2, k, 8', [0.345697, -0.749929, 1.0]], ['2, k, 9', [0.433209, -0.919905, 1.0]], ['2, k, 10', [0.360508, -1.10946, 1.0]], ['2, k, 11', [0.305959, -1.14815, 1.0]], ['2, k, 12', [0.0741696, -1.23948, 1.0]], ['2, k, 13', [0.0117045, -1.53736, 1.0]], ['2, k, 14', [-0.014537, -1.88735, 1.0]], ['2, k, 15', [0.0442992, -1.96867, 1.0]], ['2, k, 16', [0.21953, -1.2548, 1.0]], ['2, k, 17', [0.257742, -1.55019, 1.0]], ['2, k, 18', [0.265594, -1.83013, 1.0]], ['2, k, 19', [0.271119, -1.86576, 1.0]], ['2, k, 20', [0.187339, -0.750036, 1.0]], ['2, k, 21', [-0.030583, -1.17996, 1.0]], ['2, k, 22', [-0.0140815, -1.07924, 1.0]], ['2, k, 23', [0.292101, -1.21797, 1.0]], ['2, k, 24', [0.335331, -1.17001, 1.0]]]
