[['2, k, 0', [-0.387372, -0.4937, 1.0]], ['2, k, 1', [-0.379, -0.211387, 1.0]], ['2, k, 2', [-0.36766, 0.0658514, 1.0]], ['2, k, 3', [-0.389981, 0.179669, 1.0]], ['2, k, 4', [-0.547895, 0.0116732, 1.0]], ['2, k, 5', [-0.653316, -0.0891903, 1.0]], ['2, k, 6', [-0.714016, -0.15698, 1.0]], ['2, k, 7', [-0.735819, -0.199874, 1.0]], ['2, k, 8', [-0.221666, 0.0197804, 1.0]], ['2, k, 9', [-0.146537, -0.0531133, 1.0]], ['2, k, 10', [-0.127862, -0.147934, 1.0]], ['2, k, 11', [-0.124789, -0.185006, 1.0]], ['2, k, 12', [-0.455455, -0.487551, 1.0]], ['2, k, 13', [-0.492748, -0.763286, 1.0]], ['2, k, 14', [-0.446006, -1.12764, 1.0]], ['2, k, 15', [-0.489327, -1.18671, 1.0]], ['2, k, 16', [-0.306973, -0.484217, 1.0]], ['2, k, 17', [-0.233944, -0.767266, 1.0]], ['2, k, 18', [-0.1998, -1.13096, 1.0]], ['2, k, 19', [-0.182142, -1.18325, 1.0]], ['2, k, 20', [-0.371019, -0.00261147, 1.0]], ['2, k, 21', [-0.724974, -0.227509, 1.0]], ['2, k, 22', [-0.708209, -0.230759, 1.0]], ['2, k, 23', [-0.120775, -0.212827, 1.0]], ['2, k, 24', [-0.130667, -0.20556, 1.0]]]
[['2, k, 0', [-0.382062, -0.472489, 1.0]], ['2, k, 1', [-0.370382, -0.226358, 1.0]], ['2, k, 2', [-0.356285, 0.0151529, 1.0]], ['2, k, 3', [-0.375104, 0.155113, 1.0]], ['2, k, 4', [-0.530092, -0.0208276, 1.0]], ['2, k, 5', [-0.661652, -0.0658752, 1.0]], ['2, k, 6', [-0.715157, -0.0770825, 1.0]], ['2, k, 7', [-0.740368, -0.107228, 1.0]], ['2, k, 8', [-0.230929, -0.00885401, 1.0]], ['2, k, 9', [-0.122683, -0.084565, 1.0]], ['2, k, 10', [-0.128692, -0.107952, 1.0]], ['2, k, 11', [-0.16657, -0.125602, 1.0]], ['2, k, 12', [-0.441972, -0.465726, 1.0]], ['2, k, 13', [-0.511141, -0.799256, 1.0]], ['2, k, 14', [-0.449001, -1.11426, 1.0]], ['2, k, 15', [-0.471987, -1.19163, 1.0]], ['2, k, 16', [-0.310634, -0.465191, 1.0]], ['2, k, 17', [-0.22346, -0.796232, 1.0]], ['2, k, 18', [-0.187029, -1.14302, 1.0]], ['2, k, 19', [-0.168468, -1.20815, 1.0]], ['2, k, 20', [-0.360261, -0.044552, 1.0]], ['2, k, 21', [-0.74091, -0.109432, 1.0]], ['2, k, 22', [-0.657665, -0.113563, 1.0]], ['2, k, 23', [-0.165212, -0.129421, 1.0]], ['2, k, 24', [-0.224891, -0.139336, 1.0]]]
[['2, k, 0', [-0.382027, -0.474445, 1.0]], ['2, k, 1', [-0.371099, -0.22936, 1.0]], ['2, k, 2', [-0.357913, 0.0110265, 1.0]], ['2, k, 3', [-0.376758, 0.15016, 1.0]], ['2, k, 4', [-0.531441, -0.0266453, 1.0]], ['2, k, 5', [-0.66232, -0.0667926, 1.0]], ['2, k, 6', [-0.704913, -0.0991464, 1.0]], ['2, k, 7', [-0.73901, -0.116673, 1.0]], ['2, k, 8', [-0.232391, -0.014617, 1.0]], ['2, k, 9', [-0.123351, -0.0862605, 1.0]], ['2, k, 10', [-0.160626, -0.126018, 1.0]], ['2, k, 11', [-0.171401, -0.134801, 1.0]], ['2, k, 12', [-0.441912, -0.467729, 1.0]], ['2, k, 13', [-0.512062, -0.801136, 1.0]], ['2, k, 14', [-0.448467, -1.11528, 1.0]], ['2, k, 15', [-0.473407, -1.192, 1.0]], ['2, k, 16', [-0.310639, -0.467019, 1.0]], ['2, k, 17', [-0.22284, -0.797698, 1.0]], ['2, k, 18', [-0.187005, -1.1411, 1.0]], ['2, k, 19', [-0.173825, -1.21314, 1.0]], ['2, k, 20', [-0.361646, -0.048391, 1.0]], ['2, k, 21', [-0.744104, -0.118481, 1.0]], ['2, k, 22', [-0.64746, -0.123943, 1.0]], ['2, k, 23', [-0.164046, -0.138069, 1.0]], ['2, k, 24', [-0.237313, -0.144018, 1.0]]]
[['2, k, 0', [-0.382404, -0.475158, 1.0]], ['2, k, 1', [-0.371374, -0.231676, 1.0]], ['2, k, 2', [-0.357848, 0.00625209, 1.0]], ['2, k, 3', [-0.378357, 0.145341, 1.0]], ['2, k, 4', [-0.532071, -0.0315331, 1.0]], ['2, k, 5', [-0.663317, -0.073876, 1.0]], ['2, k, 6', [-0.72569, -0.0994813, 1.0]], ['2, k, 7', [-0.744519, -0.12631, 1.0]], ['2, k, 8', [-0.233821, -0.0207397, 1.0]], ['2, k, 9', [-0.124776, -0.0890736, 1.0]], ['2, k, 10', [-0.125282, -0.129991, 1.0]], ['2, k, 11', [-0.169628, -0.142634, 1.0]], ['2, k, 12', [-0.442111, -0.468317, 1.0]], ['2, k, 13', [-0.513114, -0.801542, 1.0]], ['2, k, 14', [-0.448417, -1.11341, 1.0]], ['2, k, 15', [-0.473161, -1.1904, 1.0]], ['2, k, 16', [-0.311227, -0.467806, 1.0]], ['2, k, 17', [-0.222483, -0.798074, 1.0]], ['2, k, 18', [-0.187023, -1.1409, 1.0]], ['2, k, 19', [-0.172741, -1.21165, 1.0]], ['2, k, 20', [-0.361699, -0.0524846, 1.0]], ['2, k, 21', [-0.740328, -0.127577, 1.0]], ['2, k, 22', [-0.660833, -0.132059, 1.0]], ['2, k, 23', [-0.173853, -0.14735, 1.0]], ['2, k, 24', [-0.231307, -0.155979, 1.0]]]
[['2, k, 0', [-0.382623, -0.478855, 1.0]], ['2, k, 1', [-0.371482, -0.2368, 1.0]], ['2, k, 2', [-0.357799, -1.73938e-05, 1.0]], ['2, k, 3', [-0.380207, 0.137636, 1.0]], ['2, k, 4', [-0.532207, -0.0392924, 1.0]], ['2, k, 5', [-0.663895, -0.0800623, 1.0]], ['2, k, 6', [-0.723958, -0.106519, 1.0]], ['2, k, 7', [-0.745525, -0.137556, 1.0]], ['2, k, 8', [-0.235845, -0.0296054, 1.0]], ['2, k, 9', [-0.126594, -0.0963344, 1.0]], ['2, k, 10', [-0.125162, -0.13344, 1.0]], ['2, k, 11', [-0.171508, -0.152291, 1.0]], ['2, k, 12', [-0.44237, -0.471606, 1.0]], ['2, k, 13', [-0.514194, -0.804678, 1.0]], ['2, k, 14', [-0.449069, -1.11349, 1.0]], ['2, k, 15', [-0.477579, -1.18848, 1.0]], ['2, k, 16', [-0.311419, -0.471775, 1.0]], ['2, k, 17', [-0.221489, -0.80121, 1.0]], ['2, k, 18', [-0.188867, -1.13436, 1.0]], ['2, k, 19', [-0.170701, -1.21197, 1.0]], ['2, k, 20', [-0.361692, -0.0585028, 1.0]], ['2, k, 21', [-0.744537, -0.139449, 1.0]], ['2, k, 22', [-0.659302, -0.142911, 1.0]], ['2, k, 23', [-0.174523, -0.158367, 1.0]], ['2, k, 24', [-0.228584, -0.161642, 1.0]]]
[['2, k, 0', [-0.383009, -0.480498, 1.0]], ['2, k, 1', [-0.371863, -0.240628, 1.0]], ['2, k, 2', [-0.358122, -0.0064761, 1.0]], ['2, k, 3', [-0.381833, 0.132167, 1.0]], ['2, k, 4', [-0.532267, -0.0434882, 1.0]], ['2, k, 5', [-0.665042, -0.0884702, 1.0]], ['2, k, 6', [-0.723886, -0.111369, 1.0]], ['2, k, 7', [-0.747204, -0.148743, 1.0]], ['2, k, 8', [-0.235697, -0.0340077, 1.0]], ['2, k, 9', [-0.129235, -0.104592, 1.0]], ['2, k, 10', [-0.139034, -0.1402, 1.0]], ['2, k, 11', [-0.178581, -0.163971, 1.0]], ['2, k, 12', [-0.442538, -0.472948, 1.0]], ['2, k, 13', [-0.515033, -0.805874, 1.0]], ['2, k, 14', [-0.448471, -1.11393, 1.0]], ['2, k, 15', [-0.475405, -1.18899, 1.0]], ['2, k, 16', [-0.312039, -0.473716, 1.0]], ['2, k, 17', [-0.221301, -0.802642, 1.0]], ['2, k, 18', [-0.1888, -1.13444, 1.0]], ['2, k, 19', [-0.166885, -1.21171, 1.0]], ['2, k, 20', [-0.362037, -0.0642927, 1.0]], ['2, k, 21', [-0.747295, -0.152095, 1.0]], ['2, k, 22', [-0.661461, -0.154306, 1.0]], ['2, k, 23', [-0.227478, -0.195806, 1.0]], ['2, k, 24', [-0.256164, -0.166356, 1.0]]]
[['2, k, 0', [-0.383307, -0.480975, 1.0]], ['2, k, 1', [-0.372361, -0.243161, 1.0]], ['2, k, 2', [-0.358804, -0.0118345, 1.0]], ['2, k, 3', [-0.383106, 0.126028, 1.0]], ['2, k, 4', [-0.532469, -0.0484531, 1.0]], ['2, k, 5', [-0.666248, -0.0981016, 1.0]], ['2, k, 6', [-0.721127, -0.121327, 1.0]], ['2, k, 7', [-0.748838, -0.160767, 1.0]], ['2, k, 8', [-0.235971, -0.0376562, 1.0]], ['2, k, 9', [-0.130845, -0.110551, 1.0]], ['2, k, 10', [-0.196895, -0.169255, 1.0]], ['2, k, 11', [-0.191501, -0.177544, 1.0]], ['2, k, 12', [-0.442627, -0.473242, 1.0]], ['2, k, 13', [-0.515984, -0.805975, 1.0]], ['2, k, 14', [-0.448432, -1.11286, 1.0]], ['2, k, 15', [-0.472485, -1.18937, 1.0]], ['2, k, 16', [-0.312599, -0.47449, 1.0]], ['2, k, 17', [-0.220709, -0.803098, 1.0]], ['2, k, 18', [-0.188682, -1.13278, 1.0]], ['2, k, 19', [-0.16613, -1.20841, 1.0]], ['2, k, 20', [-0.362677, -0.0689287, 1.0]], ['2, k, 21', [-0.747604, -0.163014, 1.0]], ['2, k, 22', [-0.662576, -0.166016, 1.0]], ['2, k, 23', [-0.205883, -0.195274, 1.0]], ['2, k, 24', [-0.275769, -0.179274, 1.0]]]
[['2, k, 0', [-0.383077, -0.483399, 1.0]], ['2, k, 1', [-0.372122, -0.24695, 1.0]], ['2, k, 2', [-0.35856, -0.0161777, 1.0]], ['2, k, 3', [-0.384175, 0.121126, 1.0]], ['2, k, 4', [-0.532443, -0.0572395, 1.0]], ['2, k, 5', [-0.667856, -0.106677, 1.0]], ['2, k, 6', [-0.721895, -0.127572, 1.0]], ['2, k, 7', [-0.750383, -0.172432, 1.0]], ['2, k, 8', [-0.235142, -0.0418006, 1.0]], ['2, k, 9', [-0.132215, -0.116942, 1.0]], ['2, k, 10', [-0.128987, -0.173265, 1.0]], ['2, k, 11', [-0.180275, -0.188722, 1.0]], ['2, k, 12', [-0.44187, -0.475749, 1.0]], ['2, k, 13', [-0.517078, -0.808022, 1.0]], ['2, k, 14', [-0.448748, -1.11235, 1.0]], ['2, k, 15', [-0.471903, -1.18938, 1.0]], ['2, k, 16', [-0.312791, -0.476766, 1.0]], ['2, k, 17', [-0.220177, -0.804938, 1.0]], ['2, k, 18', [-0.189126, -1.13108, 1.0]], ['2, k, 19', [-0.165932, -1.20744, 1.0]], ['2, k, 20', [-0.36243, -0.073201, 1.0]], ['2, k, 21', [-0.747752, -0.173313, 1.0]], ['2, k, 22', [-0.662159, -0.178621, 1.0]], ['2, k, 23', [-0.206222, -0.196174, 1.0]], ['2, k, 24', [-0.260223, -0.192112, 1.0]]]
[['2, k, 0', [-0.383203, -0.486744, 1.0]], ['2, k, 1', [-0.371989, -0.250935, 1.0]], ['2, k, 2', [-0.358176, -0.0203421, 1.0]], ['2, k, 3', [-0.385107, 0.116764, 1.0]], ['2, k, 4', [-0.53274, -0.0621092, 1.0]], ['2, k, 5', [-0.668205, -0.111772, 1.0]], ['2, k, 6', [-0.713082, -0.161099, 1.0]], ['2, k, 7', [-0.749403, -0.183739, 1.0]], ['2, k, 8', [-0.235376, -0.047183, 1.0]], ['2, k, 9', [-0.133819, -0.124124, 1.0]], ['2, k, 10', [-0.129341, -0.175339, 1.0]], ['2, k, 11', [-0.182632, -0.201527, 1.0]], ['2, k, 12', [-0.441428, -0.478885, 1.0]], ['2, k, 13', [-0.518194, -0.810715, 1.0]], ['2, k, 14', [-0.449734, -1.11128, 1.0]], ['2, k, 15', [-0.472482, -1.18832, 1.0]], ['2, k, 16', [-0.313462, -0.480203, 1.0]], ['2, k, 17', [-0.219756, -0.807677, 1.0]], ['2, k, 18', [-0.189109, -1.13158, 1.0]], ['2, k, 19', [-0.166408, -1.20749, 1.0]], ['2, k, 20', [-0.362109, -0.077336, 1.0]], ['2, k, 21', [-0.75429, -0.186971, 1.0]], ['2, k, 22', [-0.660145, -0.190123, 1.0]], ['2, k, 23', [-0.20865, -0.209252, 1.0]], ['2, k, 24', [-0.263831, -0.206931, 1.0]]]
[['2, k, 0', [-0.383619, -0.4884, 1.0]], ['2, k, 1', [-0.37206, -0.251681, 1.0]], ['2, k, 2', [-0.358142, -0.0204466, 1.0]], ['2, k, 3', [-0.386169, 0.112365, 1.0]], ['2, k, 4', [-0.532614, -0.0609053, 1.0]], ['2, k, 5', [-0.667513, -0.116487, 1.0]], ['2, k, 6', [-0.713354, -0.162264, 1.0]], ['2, k, 7', [-0.749773, -0.192879, 1.0]], ['2, k, 8', [-0.235399, -0.0466611, 1.0]], ['2, k, 9', [-0.135595, -0.128961, 1.0]], ['2, k, 10', [-0.13209, -0.188445, 1.0]], ['2, k, 11', [-0.187492, -0.213864, 1.0]], ['2, k, 12', [-0.441287, -0.480168, 1.0]], ['2, k, 13', [-0.519, -0.811713, 1.0]], ['2, k, 14', [-0.450375, -1.11167, 1.0]], ['2, k, 15', [-0.474947, -1.18716, 1.0]], ['2, k, 16', [-0.314488, -0.482251, 1.0]], ['2, k, 17', [-0.219586, -0.809046, 1.0]], ['2, k, 18', [-0.189627, -1.12449, 1.0]], ['2, k, 19', [-0.167139, -1.20386, 1.0]], ['2, k, 20', [-0.362084, -0.0775295, 1.0]], ['2, k, 21', [-0.754873, -0.196438, 1.0]], ['2, k, 22', [-0.657115, -0.197894, 1.0]], ['2, k, 23', [-0.22828, -0.241237, 1.0]], ['2, k, 24', [-0.270959, -0.216149, 1.0]]]
[['2, k, 0', [-0.384568, -0.495108, 1.0]], ['2, k, 1', [-0.372104, -0.254807, 1.0]], ['2, k, 2', [-0.357906, -0.0209958, 1.0]], ['2, k, 3', [-0.387011, 0.107462, 1.0]], ['2, k, 4', [-0.532573, -0.0628641, 1.0]], ['2, k, 5', [-0.667806, -0.121678, 1.0]], ['2, k, 6', [-0.713584, -0.165841, 1.0]], ['2, k, 7', [-0.749797, -0.201047, 1.0]], ['2, k, 8', [-0.236887, -0.0596145, 1.0]], ['2, k, 9', [-0.137378, -0.14105, 1.0]], ['2, k, 10', [-0.190172, -0.205799, 1.0]], ['2, k, 11', [-0.193568, -0.223004, 1.0]], ['2, k, 12', [-0.441421, -0.485354, 1.0]], ['2, k, 13', [-0.520596, -0.816339, 1.0]], ['2, k, 14', [-0.450992, -1.11084, 1.0]], ['2, k, 15', [-0.47415, -1.18725, 1.0]], ['2, k, 16', [-0.316388, -0.490445, 1.0]], ['2, k, 17', [-0.218591, -0.815289, 1.0]], ['2, k, 18', [-0.189856, -1.12524, 1.0]], ['2, k, 19', [-0.16753, -1.20494, 1.0]], ['2, k, 20', [-0.361856, -0.0785203, 1.0]], ['2, k, 21', [-0.754948, -0.205117, 1.0]], ['2, k, 22', [-0.658985, -0.207153, 1.0]], ['2, k, 23', [-0.202271, -0.236761, 1.0]], ['2, k, 24', [-0.277471, -0.221408, 1.0]]]
[['2, k, 0', [-0.384854, -0.498083, 1.0]], ['2, k, 1', [-0.372193, -0.261544, 1.0]], ['2, k, 2', [-0.357279, -0.0306861, 1.0]], ['2, k, 3', [-0.387483, 0.102565, 1.0]], ['2, k, 4', [-0.532445, -0.0648002, 1.0]], ['2, k, 5', [-0.66788, -0.126437, 1.0]], ['2, k, 6', [-0.713826, -0.170551, 1.0]], ['2, k, 7', [-0.75016, -0.207244, 1.0]], ['2, k, 8', [-0.237175, -0.0624678, 1.0]], ['2, k, 9', [-0.136576, -0.144685, 1.0]], ['2, k, 10', [-0.133426, -0.210431, 1.0]], ['2, k, 11', [-0.185202, -0.228299, 1.0]], ['2, k, 12', [-0.441274, -0.487862, 1.0]], ['2, k, 13', [-0.521413, -0.818479, 1.0]], ['2, k, 14', [-0.450878, -1.10988, 1.0]], ['2, k, 15', [-0.474178, -1.18684, 1.0]], ['2, k, 16', [-0.317114, -0.493799, 1.0]], ['2, k, 17', [-0.21797, -0.817815, 1.0]], ['2, k, 18', [-0.187537, -1.12876, 1.0]], ['2, k, 19', [-0.168259, -1.20926, 1.0]], ['2, k, 20', [-0.361455, -0.0876835, 1.0]], ['2, k, 21', [-0.755151, -0.212126, 1.0]], ['2, k, 22', [-0.657302, -0.212927, 1.0]], ['2, k, 23', [-0.231596, -0.262871, 1.0]], ['2, k, 24', [-0.272351, -0.229253, 1.0]]]
[['2, k, 0', [-0.385311, -0.502096, 1.0]], ['2, k, 1', [-0.372109, -0.267073, 1.0]], ['2, k, 2', [-0.356473, -0.0368252, 1.0]], ['2, k, 3', [-0.387972, 0.0980214, 1.0]], ['2, k, 4', [-0.53485, -0.0744482, 1.0]], ['2, k, 5', [-0.67091, -0.130272, 1.0]], ['2, k, 6', [-0.71442, -0.175663, 1.0]], ['2, k, 7', [-0.750837, -0.212147, 1.0]], ['2, k, 8', [-0.236847, -0.0655493, 1.0]], ['2, k, 9', [-0.133672, -0.147922, 1.0]], ['2, k, 10', [-0.133607, -0.210956, 1.0]], ['2, k, 11', [-0.188028, -0.234382, 1.0]], ['2, k, 12', [-0.441289, -0.491775, 1.0]], ['2, k, 13', [-0.522748, -0.82186, 1.0]], ['2, k, 14', [-0.451685, -1.10991, 1.0]], ['2, k, 15', [-0.475235, -1.18666, 1.0]], ['2, k, 16', [-0.317981, -0.497714, 1.0]], ['2, k, 17', [-0.217326, -0.820621, 1.0]], ['2, k, 18', [-0.186431, -1.12797, 1.0]], ['2, k, 19', [-0.171348, -1.2094, 1.0]], ['2, k, 20', [-0.360843, -0.093744, 1.0]], ['2, k, 21', [-0.753607, -0.217149, 1.0]], ['2, k, 22', [-0.657328, -0.217404, 1.0]], ['2, k, 23', [-0.233318, -0.267347, 1.0]], ['2, k, 24', [-0.272015, -0.234275, 1.0]]]
[['2, k, 0', [-0.386273, -0.506362, 1.0]], ['2, k, 1', [-0.372695, -0.271377, 1.0]], ['2, k, 2', [-0.356675, -0.0405627, 1.0]], ['2, k, 3', [-0.388448, 0.0947238, 1.0]], ['2, k, 4', [-0.534244, -0.0833573, 1.0]], ['2, k, 5', [-0.672051, -0.132879, 1.0]], ['2, k, 6', [-0.714592, -0.179794, 1.0]], ['2, k, 7', [-0.751492, -0.216744, 1.0]], ['2, k, 8', [-0.237142, -0.0697162, 1.0]], ['2, k, 9', [-0.131207, -0.15089, 1.0]], ['2, k, 10', [-0.135693, -0.213386, 1.0]], ['2, k, 11', [-0.189452, -0.239593, 1.0]], ['2, k, 12', [-0.441727, -0.495907, 1.0]], ['2, k, 13', [-0.524023, -0.825567, 1.0]], ['2, k, 14', [-0.451939, -1.11097, 1.0]], ['2, k, 15', [-0.476399, -1.18667, 1.0]], ['2, k, 16', [-0.319452, -0.501972, 1.0]], ['2, k, 17', [-0.216783, -0.823639, 1.0]], ['2, k, 18', [-0.184989, -1.12703, 1.0]], ['2, k, 19', [-0.173299, -1.20908, 1.0]], ['2, k, 20', [-0.361138, -0.0976596, 1.0]], ['2, k, 21', [-0.757607, -0.221544, 1.0]], ['2, k, 22', [-0.659532, -0.223143, 1.0]], ['2, k, 23', [-0.23579, -0.273332, 1.0]], ['2, k, 24', [-0.270472, -0.236233, 1.0]]]
[['2, k, 0', [-0.387019, -0.509259, 1.0]], ['2, k, 1', [-0.372701, -0.274774, 1.0]], ['2, k, 2', [-0.355866, -0.0442887, 1.0]], ['2, k, 3', [-0.388887, 0.0913307, 1.0]], ['2, k, 4', [-0.535585, -0.0864989, 1.0]], ['2, k, 5', [-0.672153, -0.136988, 1.0]], ['2, k, 6', [-0.726976, -0.190271, 1.0]], ['2, k, 7', [-0.753505, -0.220401, 1.0]], ['2, k, 8', [-0.237197, -0.0730518, 1.0]], ['2, k, 9', [-0.132131, -0.151877, 1.0]], ['2, k, 10', [-0.137129, -0.216288, 1.0]], ['2, k, 11', [-0.191, -0.244668, 1.0]], ['2, k, 12', [-0.442056, -0.498351, 1.0]], ['2, k, 13', [-0.524779, -0.827756, 1.0]], ['2, k, 14', [-0.452212, -1.11026, 1.0]], ['2, k, 15', [-0.475675, -1.18602, 1.0]], ['2, k, 16', [-0.320646, -0.505281, 1.0]], ['2, k, 17', [-0.216631, -0.826032, 1.0]], ['2, k, 18', [-0.187042, -1.12424, 1.0]], ['2, k, 19', [-0.168468, -1.2055, 1.0]], ['2, k, 20', [-0.360544, -0.101322, 1.0]], ['2, k, 21', [-0.753565, -0.227613, 1.0]], ['2, k, 22', [-0.662489, -0.225964, 1.0]], ['2, k, 23', [-0.235387, -0.279236, 1.0]], ['2, k, 24', [-0.277948, -0.242427, 1.0]]]
[['2, k, 0', [-0.387232, -0.513004, 1.0]], ['2, k, 1', [-0.372987, -0.278274, 1.0]], ['2, k, 2', [-0.356189, -0.0471776, 1.0]], ['2, k, 3', [-0.389567, 0.087838, 1.0]], ['2, k, 4', [-0.535407, -0.089961, 1.0]], ['2, k, 5', [-0.672409, -0.140597, 1.0]], ['2, k, 6', [-0.718512, -0.195737, 1.0]], ['2, k, 7', [-0.751809, -0.225432, 1.0]], ['2, k, 8', [-0.237372, -0.076535, 1.0]], ['2, k, 9', [-0.132182, -0.15273, 1.0]], ['2, k, 10', [-0.143585, -0.222773, 1.0]], ['2, k, 11', [-0.192873, -0.249962, 1.0]], ['2, k, 12', [-0.441836, -0.502052, 1.0]], ['2, k, 13', [-0.525835, -0.830948, 1.0]], ['2, k, 14', [-0.452453, -1.10988, 1.0]], ['2, k, 15', [-0.475861, -1.18575, 1.0]], ['2, k, 16', [-0.321267, -0.508954, 1.0]], ['2, k, 17', [-0.216611, -0.829013, 1.0]], ['2, k, 18', [-0.188609, -1.12373, 1.0]], ['2, k, 19', [-0.173567, -1.20523, 1.0]], ['2, k, 20', [-0.360859, -0.104391, 1.0]], ['2, k, 21', [-0.754409, -0.230347, 1.0]], ['2, k, 22', [-0.660546, -0.232094, 1.0]], ['2, k, 23', [-0.23764, -0.284942, 1.0]], ['2, k, 24', [-0.275277, -0.248357, 1.0]]]
[['2, k, 0', [-0.387488, -0.515095, 1.0]], ['2, k, 1', [-0.372841, -0.280871, 1.0]], ['2, k, 2', [-0.355586, -0.050136, 1.0]], ['2, k, 3', [-0.390177, 0.0843887, 1.0]], ['2, k, 4', [-0.535971, -0.0911631, 1.0]], ['2, k, 5', [-0.672601, -0.144122, 1.0]], ['2, k, 6', [-0.725818, -0.194837, 1.0]], ['2, k, 7', [-0.754022, -0.229031, 1.0]], ['2, k, 8', [-0.237235, -0.0781579, 1.0]], ['2, k, 9', [-0.133196, -0.15317, 1.0]], ['2, k, 10', [-0.137105, -0.234527, 1.0]], ['2, k, 11', [-0.195772, -0.254413, 1.0]], ['2, k, 12', [-0.441841, -0.503946, 1.0]], ['2, k, 13', [-0.526365, -0.832597, 1.0]], ['2, k, 14', [-0.452873, -1.10991, 1.0]], ['2, k, 15', [-0.475758, -1.18605, 1.0]], ['2, k, 16', [-0.321776, -0.511183, 1.0]], ['2, k, 17', [-0.220473, -0.832207, 1.0]], ['2, k, 18', [-0.188413, -1.1253, 1.0]], ['2, k, 19', [-0.170584, -1.20641, 1.0]], ['2, k, 20', [-0.360373, -0.10728, 1.0]], ['2, k, 21', [-0.754266, -0.234715, 1.0]], ['2, k, 22', [-0.66298, -0.235031, 1.0]], ['2, k, 23', [-0.239536, -0.289481, 1.0]], ['2, k, 24', [-0.278349, -0.252165, 1.0]]]
[['2, k, 0', [-0.387348, -0.517667, 1.0]], ['2, k, 1', [-0.372398, -0.284508, 1.0]], ['2, k, 2', [-0.354789, -0.0547363, 1.0]], ['2, k, 3', [-0.39041, 0.0809695, 1.0]], ['2, k, 4', [-0.536503, -0.0922351, 1.0]], ['2, k, 5', [-0.672607, -0.146161, 1.0]], ['2, k, 6', [-0.720951, -0.199376, 1.0]], ['2, k, 7', [-0.752299, -0.232686, 1.0]], ['2, k, 8', [-0.237514, -0.0806052, 1.0]], ['2, k, 9', [-0.134364, -0.154054, 1.0]], ['2, k, 10', [-0.157498, -0.224839, 1.0]], ['2, k, 11', [-0.198122, -0.257595, 1.0]], ['2, k, 12', [-0.44129, -0.506565, 1.0]], ['2, k, 13', [-0.52697, -0.834857, 1.0]], ['2, k, 14', [-0.452857, -1.10985, 1.0]], ['2, k, 15', [-0.477996, -1.18793, 1.0]], ['2, k, 16', [-0.322024, -0.51366, 1.0]], ['2, k, 17', [-0.219443, -0.833946, 1.0]], ['2, k, 18', [-0.187949, -1.12606, 1.0]], ['2, k, 19', [-0.168177, -1.20672, 1.0]], ['2, k, 20', [-0.359667, -0.11166, 1.0]], ['2, k, 21', [-0.757148, -0.239074, 1.0]], ['2, k, 22', [-0.658861, -0.238663, 1.0]], ['2, k, 23', [-0.239208, -0.293183, 1.0]], ['2, k, 24', [-0.284878, -0.254126, 1.0]]]
[['2, k, 0', [-0.387386, -0.519756, 1.0]], ['2, k, 1', [-0.372168, -0.286579, 1.0]], ['2, k, 2', [-0.354322, -0.0567139, 1.0]], ['2, k, 3', [-0.390897, 0.0787425, 1.0]], ['2, k, 4', [-0.537456, -0.0935134, 1.0]], ['2, k, 5', [-0.672761, -0.149378, 1.0]], ['2, k, 6', [-0.720312, -0.202002, 1.0]], ['2, k, 7', [-0.753858, -0.236493, 1.0]], ['2, k, 8', [-0.237601, -0.0822113, 1.0]], ['2, k, 9', [-0.142322, -0.153511, 1.0]], ['2, k, 10', [-0.157403, -0.222808, 1.0]], ['2, k, 11', [-0.197707, -0.2609, 1.0]], ['2, k, 12', [-0.441037, -0.508678, 1.0]], ['2, k, 13', [-0.5276, -0.836648, 1.0]], ['2, k, 14', [-0.453321, -1.10998, 1.0]], ['2, k, 15', [-0.476681, -1.18868, 1.0]], ['2, k, 16', [-0.322342, -0.515662, 1.0]], ['2, k, 17', [-0.218744, -0.835374, 1.0]], ['2, k, 18', [-0.188959, -1.12531, 1.0]], ['2, k, 19', [-0.171229, -1.20677, 1.0]], ['2, k, 20', [-0.359257, -0.113667, 1.0]], ['2, k, 21', [-0.757967, -0.242982, 1.0]], ['2, k, 22', [-0.661722, -0.24284, 1.0]], ['2, k, 23', [-0.238728, -0.296817, 1.0]], ['2, k, 24', [-0.285379, -0.256704, 1.0]]]
