[['2, k, 0', [0.03809741, -0.2645356, 1.0]], ['2, k, 1', [0.02041547, 0.03274924, 1.0]], ['2, k, 2', [0.002801652, 0.3220441, 1.0]], ['2, k, 3', [0.004722789, 0.4546102, 1.0]], ['2, k, 4', [-0.1621699, 0.2048125, 1.0]], ['2, k, 5', [-0.2143255, -0.04032932, 1.0]], ['2, k, 6', [-0.2589534, -0.2368468, 1.0]], ['2, k, 7', [-0.2665712, -0.2818098, 1.0]], ['2, k, 8', [0.1789877, 0.2066093, 1.0]], ['2, k, 9', [0.2417218, 0.00437825, 1.0]], ['2, k, 10', [0.2020749, -0.1094816, 1.0]], ['2, k, 11', [0.1696769, -0.1390559, 1.0]], ['2, k, 12', [-0.05064987, -0.2642483, 1.0]], ['2, k, 13', [-0.126936, -0.2802235, 1.0]], ['2, k, 14', [-0.1207189, -0.6206719, 1.0]], ['2, k, 15', [-0.1148402, -0.6565012, 1.0]], ['2, k, 16', [0.1257589, -0.2571914, 1.0]], ['2, k, 17', [0.1753235, -0.270464, 1.0]], ['2, k, 18', [0.1501535, -0.6159778, 1.0]], ['2, k, 19', [0.1858128, -0.7004712, 1.0]], ['2, k, 20', [0.007140474, 0.250803, 1.0]], ['2, k, 21', [-0.274496, -0.3484251, 1.0]], ['2, k, 22', [-0.2387928, -0.297624, 1.0]], ['2, k, 23', [0.157386, -0.1800841, 1.0]], ['2, k, 24', [0.1246165, -0.1611126, 1.0]]]
[['2, k, 0', [0.0379805, -0.2651049, 1.0]], ['2, k, 1', [0.0202965, 0.03191273, 1.0]], ['2, k, 2', [0.003682707, 0.321036, 1.0]], ['2, k, 3', [0.009333388, 0.4540716, 1.0]], ['2, k, 4', [-0.1563602, 0.2080078, 1.0]], ['2, k, 5', [-0.2301921, -0.001773744, 1.0]], ['2, k, 6', [-0.2783036, -0.1761363, 1.0]], ['2, k, 7', [-0.2892887, -0.2202116, 1.0]], ['2, k, 8', [0.1815418, 0.2042664, 1.0]], ['2, k, 9', [0.2409304, 0.002576591, 1.0]], ['2, k, 10', [0.2008906, -0.1111149, 1.0]], ['2, k, 11', [0.1488381, -0.1455357, 1.0]], ['2, k, 12', [-0.05079437, -0.2641482, 1.0]], ['2, k, 13', [-0.1270978, -0.280021, 1.0]], ['2, k, 14', [-0.1264195, -0.6204323, 1.0]], ['2, k, 15', [-0.1178731, -0.656269, 1.0]], ['2, k, 16', [0.1255115, -0.2587197, 1.0]], ['2, k, 17', [0.1754918, -0.2710376, 1.0]], ['2, k, 18', [0.1497234, -0.6165891, 1.0]], ['2, k, 19', [0.1869476, -0.7004196, 1.0]], ['2, k, 20', [0.007736795, 0.2497951, 1.0]], ['2, k, 21', [-0.2927898, -0.2660352, 1.0]], ['2, k, 22', [-0.2547657, -0.238233, 1.0]], ['2, k, 23', [0.1376342, -0.185103, 1.0]], ['2, k, 24', [0.09771389, -0.1541899, 1.0]]]
[['2, k, 0', [0.03797534, -0.2650759, 1.0]], ['2, k, 1', [0.02033298, 0.03197737, 1.0]], ['2, k, 2', [0.003751887, 0.3211427, 1.0]], ['2, k, 3', [0.009619729, 0.4541451, 1.0]], ['2, k, 4', [-0.1564402, 0.2080572, 1.0]], ['2, k, 5', [-0.2282708, -0.007185473, 1.0]], ['2, k, 6', [-0.2723146, -0.2100607, 1.0]], ['2, k, 7', [-0.2858837, -0.2447021, 1.0]], ['2, k, 8', [0.1815418, 0.2043129, 1.0]], ['2, k, 9', [0.2408538, 0.002569369, 1.0]], ['2, k, 10', [0.2009125, -0.1111725, 1.0]], ['2, k, 11', [0.1466465, -0.1456235, 1.0]], ['2, k, 12', [-0.05079969, -0.264097, 1.0]], ['2, k, 13', [-0.1270793, -0.2800266, 1.0]], ['2, k, 14', [-0.1263267, -0.6203644, 1.0]], ['2, k, 15', [-0.1178086, -0.6562012, 1.0]], ['2, k, 16', [0.1255069, -0.2586751, 1.0]], ['2, k, 17', [0.1755259, -0.2707712, 1.0]], ['2, k, 18', [0.1497848, -0.6162866, 1.0]], ['2, k, 19', [0.1868529, -0.7002012, 1.0]], ['2, k, 20', [0.007800929, 0.2498931, 1.0]], ['2, k, 21', [-0.2955715, -0.28942, 1.0]], ['2, k, 22', [-0.2511173, -0.2694957, 1.0]], ['2, k, 23', [0.1344843, -0.1847878, 1.0]], ['2, k, 24', [0.1034286, -0.1712288, 1.0]]]
[['2, k, 0', [0.03797996, -0.265036, 1.0]], ['2, k, 1', [0.02048469, 0.03207859, 1.0]], ['2, k, 2', [0.004145036, 0.3213157, 1.0]], ['2, k, 3', [0.01016521, 0.4540315, 1.0]], ['2, k, 4', [-0.1566502, 0.2079191, 1.0]], ['2, k, 5', [-0.2257176, -0.009930372, 1.0]], ['2, k, 6', [-0.2678562, -0.2044777, 1.0]], ['2, k, 7', [-0.28592, -0.2449854, 1.0]], ['2, k, 8', [0.1819026, 0.2046395, 1.0]], ['2, k, 9', [0.2415367, 0.002342694, 1.0]], ['2, k, 10', [0.2015271, -0.1116299, 1.0]], ['2, k, 11', [0.1479995, -0.1456089, 1.0]], ['2, k, 12', [-0.05079148, -0.2640807, 1.0]], ['2, k, 13', [-0.1270796, -0.2801523, 1.0]], ['2, k, 14', [-0.1257368, -0.6204847, 1.0]], ['2, k, 15', [-0.1173177, -0.6563117, 1.0]], ['2, k, 16', [0.1255095, -0.2585927, 1.0]], ['2, k, 17', [0.1755117, -0.270773, 1.0]], ['2, k, 18', [0.1498046, -0.6163076, 1.0]], ['2, k, 19', [0.186352, -0.7005143, 1.0]], ['2, k, 20', [0.008131769, 0.2500503, 1.0]], ['2, k, 21', [-0.2882668, -0.2831019, 1.0]], ['2, k, 22', [-0.2436955, -0.2752808, 1.0]], ['2, k, 23', [0.1333755, -0.1854935, 1.0]], ['2, k, 24', [0.0913473, -0.1104657, 1.0]]]
[['2, k, 0', [0.03798388, -0.2649445, 1.0]], ['2, k, 1', [0.02067152, 0.03214983, 1.0]], ['2, k, 2', [0.004652895, 0.3213196, 1.0]], ['2, k, 3', [0.01035088, 0.4539225, 1.0]], ['2, k, 4', [-0.157849, 0.2072579, 1.0]], ['2, k, 5', [-0.2264662, -0.03073486, 1.0]], ['2, k, 6', [-0.2767709, -0.2307054, 1.0]], ['2, k, 7', [-0.2904885, -0.2693473, 1.0]], ['2, k, 8', [0.182307, 0.2049073, 1.0]], ['2, k, 9', [0.2414114, 0.002296705, 1.0]], ['2, k, 10', [0.2030235, -0.1125645, 1.0]], ['2, k, 11', [0.1468144, -0.1479339, 1.0]], ['2, k, 12', [-0.0507723, -0.2640279, 1.0]], ['2, k, 13', [-0.1272391, -0.280225, 1.0]], ['2, k, 14', [-0.1261877, -0.6206527, 1.0]], ['2, k, 15', [-0.1180958, -0.6564868, 1.0]], ['2, k, 16', [0.1254968, -0.2584434, 1.0]], ['2, k, 17', [0.1756418, -0.2705622, 1.0]], ['2, k, 18', [0.1498463, -0.6160992, 1.0]], ['2, k, 19', [0.1862677, -0.7003605, 1.0]], ['2, k, 20', [0.008551587, 0.25008, 1.0]], ['2, k, 21', [-0.2902483, -0.3112455, 1.0]], ['2, k, 22', [-0.2511239, -0.293333, 1.0]], ['2, k, 23', [0.1356522, -0.191039, 1.0]], ['2, k, 24', [0.09150692, -0.1126859, 1.0]]]
[['2, k, 0', [0.03799238, -0.2649465, 1.0]], ['2, k, 1', [0.02085504, 0.03214025, 1.0]], ['2, k, 2', [0.005064051, 0.3212995, 1.0]], ['2, k, 3', [0.01053558, 0.4537618, 1.0]], ['2, k, 4', [-0.1580943, 0.2067049, 1.0]], ['2, k, 5', [-0.2234532, -0.03706151, 1.0]], ['2, k, 6', [-0.2676715, -0.2149638, 1.0]], ['2, k, 7', [-0.285273, -0.2764002, 1.0]], ['2, k, 8', [0.18234, 0.205006, 1.0]], ['2, k, 9', [0.2415502, 0.002242964, 1.0]], ['2, k, 10', [0.203053, -0.1125428, 1.0]], ['2, k, 11', [0.1464991, -0.1468855, 1.0]], ['2, k, 12', [-0.05076374, -0.264065, 1.0]], ['2, k, 13', [-0.127285, -0.2802107, 1.0]], ['2, k, 14', [-0.1247918, -0.6205118, 1.0]], ['2, k, 15', [-0.1169448, -0.656345, 1.0]], ['2, k, 16', [0.1255173, -0.2584282, 1.0]], ['2, k, 17', [0.1755903, -0.2706103, 1.0]], ['2, k, 18', [0.1498179, -0.616133, 1.0]], ['2, k, 19', [0.1852417, -0.7008464, 1.0]], ['2, k, 20', [0.00890884, 0.250063, 1.0]], ['2, k, 21', [-0.2898432, -0.3137634, 1.0]], ['2, k, 22', [-0.2510391, -0.3001755, 1.0]], ['2, k, 23', [0.1326734, -0.1906191, 1.0]], ['2, k, 24', [0.09061071, -0.1335189, 1.0]]]
[['2, k, 0', [0.03797728, -0.2649395, 1.0]], ['2, k, 1', [0.02087061, 0.03213578, 1.0]], ['2, k, 2', [0.005088373, 0.3212822, 1.0]], ['2, k, 3', [0.01069392, 0.4536706, 1.0]], ['2, k, 4', [-0.1587082, 0.2060049, 1.0]], ['2, k, 5', [-0.222885, -0.03896973, 1.0]], ['2, k, 6', [-0.2879284, -0.2854531, 1.0]], ['2, k, 7', [-0.28737, -0.3075246, 1.0]], ['2, k, 8', [0.1824041, 0.2045759, 1.0]], ['2, k, 9', [0.241836, 0.002181493, 1.0]], ['2, k, 10', [0.2113786, -0.1176044, 1.0]], ['2, k, 11', [0.1531034, -0.1497408, 1.0]], ['2, k, 12', [-0.0507906, -0.2640591, 1.0]], ['2, k, 13', [-0.1273912, -0.2800461, 1.0]], ['2, k, 14', [-0.1242883, -0.620548, 1.0]], ['2, k, 15', [-0.1168832, -0.6563866, 1.0]], ['2, k, 16', [0.1255132, -0.258421, 1.0]], ['2, k, 17', [0.1755895, -0.2706236, 1.0]], ['2, k, 18', [0.1497205, -0.6160794, 1.0]], ['2, k, 19', [0.1852855, -0.7007728, 1.0]], ['2, k, 20', [0.008932838, 0.250049, 1.0]], ['2, k, 21', [-0.2849033, -0.3453757, 1.0]], ['2, k, 22', [-0.2478522, -0.304529, 1.0]], ['2, k, 23', [0.140314, -0.1910695, 1.0]], ['2, k, 24', [0.09910726, -0.137046, 1.0]]]
[['2, k, 0', [0.03797958, -0.2649078, 1.0]], ['2, k, 1', [0.02085077, 0.03204329, 1.0]], ['2, k, 2', [0.004903931, 0.3208674, 1.0]], ['2, k, 3', [0.01072176, 0.4530887, 1.0]], ['2, k, 4', [-0.1604204, 0.2055322, 1.0]], ['2, k, 5', [-0.2215302, -0.04145458, 1.0]], ['2, k, 6', [-0.2844858, -0.2881114, 1.0]], ['2, k, 7', [-0.2866945, -0.3071852, 1.0]], ['2, k, 8', [0.1822446, 0.2044924, 1.0]], ['2, k, 9', [0.2421062, 0.001603816, 1.0]], ['2, k, 10', [0.2056503, -0.115843, 1.0]], ['2, k, 11', [0.1477522, -0.1495867, 1.0]], ['2, k, 12', [-0.05078493, -0.2640904, 1.0]], ['2, k, 13', [-0.1274684, -0.2799958, 1.0]], ['2, k, 14', [-0.1247213, -0.6204874, 1.0]], ['2, k, 15', [-0.1174686, -0.6563399, 1.0]], ['2, k, 16', [0.1255173, -0.2582571, 1.0]], ['2, k, 17', [0.1756673, -0.2699436, 1.0]], ['2, k, 18', [0.1497588, -0.6153753, 1.0]], ['2, k, 19', [0.1853311, -0.7000203, 1.0]], ['2, k, 20', [0.008813666, 0.2497422, 1.0]], ['2, k, 21', [-0.2892769, -0.3483297, 1.0]], ['2, k, 22', [-0.243286, -0.2968431, 1.0]], ['2, k, 23', [0.1337479, -0.191245, 1.0]], ['2, k, 24', [0.0937981, -0.129175, 1.0]]]
[['2, k, 0', [0.03795786, -0.2648261, 1.0]], ['2, k, 1', [0.02083357, 0.03205915, 1.0]], ['2, k, 2', [0.004802748, 0.320812, 1.0]], ['2, k, 3', [0.01061465, 0.4531133, 1.0]], ['2, k, 4', [-0.1611972, 0.2053293, 1.0]], ['2, k, 5', [-0.2219096, -0.04151246, 1.0]], ['2, k, 6', [-0.2858842, -0.2874934, 1.0]], ['2, k, 7', [-0.2855456, -0.3096385, 1.0]], ['2, k, 8', [0.1821815, 0.2044636, 1.0]], ['2, k, 9', [0.2420684, 0.001508008, 1.0]], ['2, k, 10', [0.2048844, -0.1153538, 1.0]], ['2, k, 11', [0.1488469, -0.1481931, 1.0]], ['2, k, 12', [-0.05079332, -0.264061, 1.0]], ['2, k, 13', [-0.1274718, -0.2799948, 1.0]], ['2, k, 14', [-0.1178176, -0.620531, 1.0]], ['2, k, 15', [-0.1112411, -0.6563981, 1.0]], ['2, k, 16', [0.1254859, -0.2581044, 1.0]], ['2, k, 17', [0.1756321, -0.2699592, 1.0]], ['2, k, 18', [0.14972, -0.6154318, 1.0]], ['2, k, 19', [0.1851726, -0.7001104, 1.0]], ['2, k, 20', [0.008743327, 0.249713, 1.0]], ['2, k, 21', [-0.2828998, -0.3524876, 1.0]], ['2, k, 22', [-0.247507, -0.3033595, 1.0]], ['2, k, 23', [0.1368721, -0.1910086, 1.0]], ['2, k, 24', [0.1025452, -0.1694408, 1.0]]]
[['2, k, 0', [0.03795863, -0.264788, 1.0]], ['2, k, 1', [0.02084399, 0.03205997, 1.0]], ['2, k, 2', [0.004808677, 0.3207511, 1.0]], ['2, k, 3', [0.01048405, 0.4528036, 1.0]], ['2, k, 4', [-0.1613353, 0.2050018, 1.0]], ['2, k, 5', [-0.2219837, -0.04170506, 1.0]], ['2, k, 6', [-0.2852783, -0.2856272, 1.0]], ['2, k, 7', [-0.2849511, -0.3066657, 1.0]], ['2, k, 8', [0.1821689, 0.2044424, 1.0]], ['2, k, 9', [0.2419839, 0.001432264, 1.0]], ['2, k, 10', [0.2185251, -0.138658, 1.0]], ['2, k, 11', [0.1626964, -0.1608929, 1.0]], ['2, k, 12', [-0.05079231, -0.2640566, 1.0]], ['2, k, 13', [-0.1275581, -0.279956, 1.0]], ['2, k, 14', [-0.1199024, -0.6208759, 1.0]], ['2, k, 15', [-0.1134276, -0.6567444, 1.0]], ['2, k, 16', [0.1254906, -0.2580031, 1.0]], ['2, k, 17', [0.1756074, -0.2700275, 1.0]], ['2, k, 18', [0.1499679, -0.6155301, 1.0]], ['2, k, 19', [0.1524879, -0.6514266, 1.0]], ['2, k, 20', [0.008754392, 0.2496727, 1.0]], ['2, k, 21', [-0.2843574, -0.3499903, 1.0]], ['2, k, 22', [-0.2565131, -0.2961666, 1.0]], ['2, k, 23', [0.1494307, -0.2013837, 1.0]], ['2, k, 24', [0.1175897, -0.1770703, 1.0]]]
[['2, k, 0', [0.03795813, -0.2647917, 1.0]], ['2, k, 1', [0.02080768, 0.03205533, 1.0]], ['2, k, 2', [0.004579141, 0.3207581, 1.0]], ['2, k, 3', [0.01039626, 0.452742, 1.0]], ['2, k, 4', [-0.1612843, 0.2047628, 1.0]], ['2, k, 5', [-0.2233173, -0.04111275, 1.0]], ['2, k, 6', [-0.2633032, -0.2123089, 1.0]], ['2, k, 7', [-0.27998, -0.2742896, 1.0]], ['2, k, 8', [0.1819866, 0.2041663, 1.0]], ['2, k, 9', [0.241838, 0.001377951, 1.0]], ['2, k, 10', [0.2186856, -0.1383113, 1.0]], ['2, k, 11', [0.1623266, -0.1594079, 1.0]], ['2, k, 12', [-0.05079712, -0.2640727, 1.0]], ['2, k, 13', [-0.1276136, -0.2799082, 1.0]], ['2, k, 14', [-0.1202127, -0.6208478, 1.0]], ['2, k, 15', [-0.1138441, -0.6567205, 1.0]], ['2, k, 16', [0.1254936, -0.2580017, 1.0]], ['2, k, 17', [0.1755712, -0.2700838, 1.0]], ['2, k, 18', [0.1499937, -0.615563, 1.0]], ['2, k, 19', [0.1524025, -0.6514632, 1.0]], ['2, k, 20', [0.008590722, 0.2496724, 1.0]], ['2, k, 21', [-0.2881369, -0.3277485, 1.0]], ['2, k, 22', [-0.2455337, -0.296043, 1.0]], ['2, k, 23', [0.1502973, -0.2017677, 1.0]], ['2, k, 24', [0.1130642, -0.1550554, 1.0]]]
[['2, k, 0', [0.03796048, -0.2648033, 1.0]], ['2, k, 1', [0.02080945, 0.032074, 1.0]], ['2, k, 2', [0.004519768, 0.320917, 1.0]], ['2, k, 3', [0.01033886, 0.4524432, 1.0]], ['2, k, 4', [-0.1612683, 0.2043831, 1.0]], ['2, k, 5', [-0.2246197, -0.03550613, 1.0]], ['2, k, 6', [-0.2610062, -0.205339, 1.0]], ['2, k, 7', [-0.2776483, -0.252857, 1.0]], ['2, k, 8', [0.1813265, 0.2039693, 1.0]], ['2, k, 9', [0.241892, 0.001245422, 1.0]], ['2, k, 10', [0.1994651, -0.1123593, 1.0]], ['2, k, 11', [0.1525306, -0.1285127, 1.0]], ['2, k, 12', [-0.0508038, -0.2641061, 1.0]], ['2, k, 13', [-0.1277195, -0.279953, 1.0]], ['2, k, 14', [-0.1210571, -0.620835, 1.0]], ['2, k, 15', [-0.1147498, -0.6567234, 1.0]], ['2, k, 16', [0.1255047, -0.2580021, 1.0]], ['2, k, 17', [0.1755658, -0.2700375, 1.0]], ['2, k, 18', [0.1500038, -0.6155298, 1.0]], ['2, k, 19', [0.152339, -0.651445, 1.0]], ['2, k, 20', [0.008553639, 0.2497817, 1.0]], ['2, k, 21', [-0.2800624, -0.3126628, 1.0]], ['2, k, 22', [-0.2493301, -0.2695197, 1.0]], ['2, k, 23', [0.1354775, -0.1725713, 1.0]], ['2, k, 24', [0.1025547, -0.1198547, 1.0]]]
[['2, k, 0', [0.03796763, -0.2647676, 1.0]], ['2, k, 1', [0.0207933, 0.03210532, 1.0]], ['2, k, 2', [0.004417574, 0.3209571, 1.0]], ['2, k, 3', [0.01039542, 0.4525017, 1.0]], ['2, k, 4', [-0.1613164, 0.2042339, 1.0]], ['2, k, 5', [-0.2260811, -0.02470504, 1.0]], ['2, k, 6', [-0.2581988, -0.1949123, 1.0]], ['2, k, 7', [-0.2769085, -0.2417455, 1.0]], ['2, k, 8', [0.1810809, 0.2040658, 1.0]], ['2, k, 9', [0.2419011, 0.001278598, 1.0]], ['2, k, 10', [0.199496, -0.112566, 1.0]], ['2, k, 11', [0.1536601, -0.1297876, 1.0]], ['2, k, 12', [-0.05079349, -0.2640977, 1.0]], ['2, k, 13', [-0.1276583, -0.2797313, 1.0]], ['2, k, 14', [-0.1213821, -0.6205308, 1.0]], ['2, k, 15', [-0.1150531, -0.6564286, 1.0]], ['2, k, 16', [0.125515, -0.2578861, 1.0]], ['2, k, 17', [0.1755983, -0.269895, 1.0]], ['2, k, 18', [0.1500389, -0.6153728, 1.0]], ['2, k, 19', [0.1523906, -0.6512942, 1.0]], ['2, k, 20', [0.008478375, 0.24982, 1.0]], ['2, k, 21', [-0.2830246, -0.2980175, 1.0]], ['2, k, 22', [-0.2368769, -0.2522529, 1.0]], ['2, k, 23', [0.134264, -0.1726948, 1.0]], ['2, k, 24', [0.1021973, -0.1283929, 1.0]]]
[['2, k, 0', [0.03796878, -0.2647519, 1.0]], ['2, k, 1', [0.02073903, 0.03213339, 1.0]], ['2, k, 2', [0.004144202, 0.3210292, 1.0]], ['2, k, 3', [0.01016219, 0.452498, 1.0]], ['2, k, 4', [-0.1613209, 0.2038976, 1.0]], ['2, k, 5', [-0.2261351, -0.0184433, 1.0]], ['2, k, 6', [-0.2615975, -0.1998965, 1.0]], ['2, k, 7', [-0.2713509, -0.2289083, 1.0]], ['2, k, 8', [0.18088, 0.2039595, 1.0]], ['2, k, 9', [0.2422945, 0.001435885, 1.0]], ['2, k, 10', [0.2202475, -0.1339726, 1.0]], ['2, k, 11', [0.163198, -0.1609511, 1.0]], ['2, k, 12', [-0.05079132, -0.2640985, 1.0]], ['2, k, 13', [-0.1275476, -0.2800418, 1.0]], ['2, k, 14', [-0.1207853, -0.6206872, 1.0]], ['2, k, 15', [-0.1144572, -0.6565899, 1.0]], ['2, k, 16', [0.125519, -0.2578534, 1.0]], ['2, k, 17', [0.1755825, -0.2699823, 1.0]], ['2, k, 18', [0.1500486, -0.6154702, 1.0]], ['2, k, 19', [0.1883686, -0.6994196, 1.0]], ['2, k, 20', [0.008272784, 0.2498791, 1.0]], ['2, k, 21', [-0.2816724, -0.2723009, 1.0]], ['2, k, 22', [-0.2051999, -0.2307353, 1.0]], ['2, k, 23', [0.1494018, -0.2009558, 1.0]], ['2, k, 24', [0.1137854, -0.1740129, 1.0]]]
[['2, k, 0', [0.03796275, -0.2647384, 1.0]], ['2, k, 1', [0.02077364, 0.03214885, 1.0]], ['2, k, 2', [0.004294811, 0.3210495, 1.0]], ['2, k, 3', [0.009773856, 0.4522238, 1.0]], ['2, k, 4', [-0.16129, 0.2039572, 1.0]], ['2, k, 5', [-0.2276292, -0.01290413, 1.0]], ['2, k, 6', [-0.2572786, -0.1927195, 1.0]], ['2, k, 7', [-0.268661, -0.2026616, 1.0]], ['2, k, 8', [0.1808524, 0.2039953, 1.0]], ['2, k, 9', [0.2421668, 0.001338223, 1.0]], ['2, k, 10', [0.1991195, -0.1091725, 1.0]], ['2, k, 11', [0.1605328, -0.1616531, 1.0]], ['2, k, 12', [-0.05079756, -0.2640917, 1.0]], ['2, k, 13', [-0.1280288, -0.2797463, 1.0]], ['2, k, 14', [-0.1208109, -0.6203875, 1.0]], ['2, k, 15', [-0.1145129, -0.6562914, 1.0]], ['2, k, 16', [0.1255161, -0.2578319, 1.0]], ['2, k, 17', [0.1755873, -0.2699855, 1.0]], ['2, k, 18', [0.1505846, -0.6155605, 1.0]], ['2, k, 19', [0.1884631, -0.6996644, 1.0]], ['2, k, 20', [0.00838276, 0.2498979, 1.0]], ['2, k, 21', [-0.2851388, -0.2320169, 1.0]], ['2, k, 22', [-0.2054989, -0.2302964, 1.0]], ['2, k, 23', [0.1513019, -0.2042786, 1.0]], ['2, k, 24', [0.1097957, -0.1718428, 1.0]]]
[['2, k, 0', [0.03798034, -0.264721, 1.0]], ['2, k, 1', [0.02074645, 0.0321778, 1.0]], ['2, k, 2', [0.004123382, 0.3211032, 1.0]], ['2, k, 3', [0.009493775, 0.4524599, 1.0]], ['2, k, 4', [-0.1613248, 0.203896, 1.0]], ['2, k, 5', [-0.2262073, -0.001027716, 1.0]], ['2, k, 6', [-0.2545734, -0.1071475, 1.0]], ['2, k, 7', [-0.2612373, -0.164987, 1.0]], ['2, k, 8', [0.1807263, 0.2041722, 1.0]], ['2, k, 9', [0.241812, 0.001459517, 1.0]], ['2, k, 10', [0.1736986, -0.1324005, 1.0]], ['2, k, 11', [0.1542091, -0.1941274, 1.0]], ['2, k, 12', [-0.05077785, -0.2640985, 1.0]], ['2, k, 13', [-0.1281102, -0.2797956, 1.0]], ['2, k, 14', [-0.1218154, -0.6203643, 1.0]], ['2, k, 15', [-0.1155033, -0.6562737, 1.0]], ['2, k, 16', [0.1255444, -0.2577666, 1.0]], ['2, k, 17', [0.1755707, -0.2703063, 1.0]], ['2, k, 18', [0.1506792, -0.6158612, 1.0]], ['2, k, 19', [0.1884703, -0.6999229, 1.0]], ['2, k, 20', [0.008256722, 0.2499442, 1.0]], ['2, k, 21', [-0.2753482, -0.1881862, 1.0]], ['2, k, 22', [-0.2018937, -0.2206116, 1.0]], ['2, k, 23', [0.1426306, -0.2406596, 1.0]], ['2, k, 24', [0.1110919, -0.1963486, 1.0]]]
[['2, k, 0', [0.03798303, -0.2646263, 1.0]], ['2, k, 1', [0.02074962, 0.03220208, 1.0]], ['2, k, 2', [0.004123357, 0.3211032, 1.0]], ['2, k, 3', [0.009024733, 0.4522066, 1.0]], ['2, k, 4', [-0.1613934, 0.2038852, 1.0]], ['2, k, 5', [-0.2188121, 0.003564946, 1.0]], ['2, k, 6', [-0.2516863, -0.1009952, 1.0]], ['2, k, 7', [-0.2618609, -0.1174465, 1.0]], ['2, k, 8', [0.1804743, 0.2044125, 1.0]], ['2, k, 9', [0.2416451, 0.001723191, 1.0]], ['2, k, 10', [0.2008799, -0.1144881, 1.0]], ['2, k, 11', [0.1707242, -0.1574983, 1.0]], ['2, k, 12', [-0.05076474, -0.2640642, 1.0]], ['2, k, 13', [-0.1280656, -0.279871, 1.0]], ['2, k, 14', [-0.1222729, -0.6203191, 1.0]], ['2, k, 15', [-0.1159757, -0.6562315, 1.0]], ['2, k, 16', [0.1255311, -0.2575811, 1.0]], ['2, k, 17', [0.1756916, -0.2703218, 1.0]], ['2, k, 18', [0.1503451, -0.6157835, 1.0]], ['2, k, 19', [0.187847, -0.699998, 1.0]], ['2, k, 20', [0.008256665, 0.2499456, 1.0]], ['2, k, 21', [-0.2779448, -0.1211954, 1.0]], ['2, k, 22', [-0.2369906, -0.1543743, 1.0]], ['2, k, 23', [0.1550461, -0.1948745, 1.0]], ['2, k, 24', [0.1311736, -0.1521664, 1.0]]]
[['2, k, 0', [0.03800325, -0.2645778, 1.0]], ['2, k, 1', [0.02074428, 0.03223016, 1.0]], ['2, k, 2', [0.004085663, 0.3211251, 1.0]], ['2, k, 3', [0.008593182, 0.452488, 1.0]], ['2, k, 4', [-0.1613339, 0.2039284, 1.0]], ['2, k, 5', [-0.2183053, 0.02148246, 1.0]], ['2, k, 6', [-0.2445726, -0.04448487, 1.0]], ['2, k, 7', [-0.2608689, -0.06569055, 1.0]], ['2, k, 8', [0.1802095, 0.2048371, 1.0]], ['2, k, 9', [0.2413603, 0.001777298, 1.0]], ['2, k, 10', [0.1899401, -0.1123186, 1.0]], ['2, k, 11', [0.1583008, -0.1588221, 1.0]], ['2, k, 12', [-0.05071364, -0.2640409, 1.0]], ['2, k, 13', [-0.1277503, -0.2792825, 1.0]], ['2, k, 14', [-0.1226675, -0.6196924, 1.0]], ['2, k, 15', [-0.116392, -0.6556146, 1.0]], ['2, k, 16', [0.1255622, -0.2574321, 1.0]], ['2, k, 17', [0.1757145, -0.2704094, 1.0]], ['2, k, 18', [0.1503099, -0.6158465, 1.0]], ['2, k, 19', [0.1880502, -0.6998603, 1.0]], ['2, k, 20', [0.008229182, 0.2499676, 1.0]], ['2, k, 21', [-0.2737381, -0.05574673, 1.0]], ['2, k, 22', [-0.2419868, -0.09766372, 1.0]], ['2, k, 23', [0.149821, -0.2018875, 1.0]], ['2, k, 24', [0.108999, -0.183871, 1.0]]]
[['2, k, 0', [0.03801164, -0.2646047, 1.0]], ['2, k, 1', [0.02070009, 0.0321741, 1.0]], ['2, k, 2', [0.003872834, 0.3209917, 1.0]], ['2, k, 3', [0.008316628, 0.4524673, 1.0]], ['2, k, 4', [-0.1611679, 0.2040287, 1.0]], ['2, k, 5', [-0.2153176, 0.025449, 1.0]], ['2, k, 6', [-0.2396318, -0.007255161, 1.0]], ['2, k, 7', [-0.2538892, -0.01732974, 1.0]], ['2, k, 8', [0.1798903, 0.2048757, 1.0]], ['2, k, 9', [0.2416369, 0.001708632, 1.0]], ['2, k, 10', [0.2059785, -0.1121432, 1.0]], ['2, k, 11', [0.1801297, -0.1312223, 1.0]], ['2, k, 12', [-0.05071022, -0.2640763, 1.0]], ['2, k, 13', [-0.1277844, -0.2792192, 1.0]], ['2, k, 14', [-0.1225921, -0.6196274, 1.0]], ['2, k, 15', [-0.11639, -0.6555483, 1.0]], ['2, k, 16', [0.1255812, -0.2574651, 1.0]], ['2, k, 17', [0.1756973, -0.2704032, 1.0]], ['2, k, 18', [0.1499004, -0.6157758, 1.0]], ['2, k, 19', [0.1880295, -0.699628, 1.0]], ['2, k, 20', [0.008069627, 0.2498559, 1.0]], ['2, k, 21', [-0.2731839, 0.00328007, 1.0]], ['2, k, 22', [-0.2272543, -0.02435786, 1.0]], ['2, k, 23', [0.172878, -0.1742915, 1.0]], ['2, k, 24', [0.1350293, -0.148669, 1.0]]]
