[['2, k, 0', [-0.1631262, 0.06107363, 1.0]], ['2, k, 1', [-0.1686638, 0.3316034, 1.0]], ['2, k, 2', [-0.1741219, 0.595399, 1.0]], ['2, k, 3', [-0.1651895, 0.7321769, 1.0]], ['2, k, 4', [-0.317324, 0.477324, 1.0]], ['2, k, 5', [-0.3540781, 0.2508425, 1.0]], ['2, k, 6', [-0.359796, 0.06846566, 1.0]], ['2, k, 7', [-0.369777, 0.007403781, 1.0]], ['2, k, 8', [-0.004189958, 0.4770063, 1.0]], ['2, k, 9', [0.03431775, 0.2375683, 1.0]], ['2, k, 10', [0.04604107, 0.05583368, 1.0]], ['2, k, 11', [0.0366633, 0.005129147, 1.0]], ['2, k, 12', [-0.2241597, 0.061324, 1.0]], ['2, k, 13', [-0.2217036, -0.2526059, 1.0]], ['2, k, 14', [-0.214001, -0.5264079, 1.0]], ['2, k, 15', [-0.1979871, -0.5731723, 1.0]], ['2, k, 16', [-0.09843157, 0.05946385, 1.0]], ['2, k, 17', [-0.1161695, -0.2557181, 1.0]], ['2, k, 18', [-0.1051894, -0.5288826, 1.0]], ['2, k, 19', [-0.1141478, -0.6228489, 1.0]], ['2, k, 20', [-0.1728168, 0.5304025, 1.0]], ['2, k, 21', [-0.3730934, -0.05399203, 1.0]], ['2, k, 22', [-0.3966764, 0.02720723, 1.0]], ['2, k, 23', [0.04975297, -0.04869231, 1.0]], ['2, k, 24', [0.0004666563, -0.0003596556, 1.0]]]
[['2, k, 0', [-0.1642352, 0.06746754, 1.0]], ['2, k, 1', [-0.168689, 0.3382668, 1.0]], ['2, k, 2', [-0.1712081, 0.6012651, 1.0]], ['2, k, 3', [-0.160136, 0.7351388, 1.0]], ['2, k, 4', [-0.3212922, 0.4765867, 1.0]], ['2, k, 5', [-0.3618041, 0.2552772, 1.0]], ['2, k, 6', [-0.3569112, 0.06932662, 1.0]], ['2, k, 7', [-0.3478266, 0.02802663, 1.0]], ['2, k, 8', [0.005672903, 0.4841905, 1.0]], ['2, k, 9', [0.06316692, 0.2495893, 1.0]], ['2, k, 10', [0.1176404, 0.07354704, 1.0]], ['2, k, 11', [0.1097077, 0.01560118, 1.0]], ['2, k, 12', [-0.2248498, 0.06702569, 1.0]], ['2, k, 13', [-0.216154, -0.2455061, 1.0]], ['2, k, 14', [-0.2145339, -0.5198778, 1.0]], ['2, k, 15', [-0.2008556, -0.5673823, 1.0]], ['2, k, 16', [-0.09985821, 0.0658789, 1.0]], ['2, k, 17', [-0.1147153, -0.2490384, 1.0]], ['2, k, 18', [-0.1038183, -0.5231059, 1.0]], ['2, k, 19', [-0.09133226, -0.5705785, 1.0]], ['2, k, 20', [-0.1708659, 0.5364667, 1.0]], ['2, k, 21', [-0.3515236, -0.03440648, 1.0]], ['2, k, 22', [-0.3768245, 0.02242504, 1.0]], ['2, k, 23', [0.1334255, -0.02692781, 1.0]], ['2, k, 24', [0.1266855, 0.01485205, 1.0]]]
[['2, k, 0', [-0.1618787, 0.06622988, 1.0]], ['2, k, 1', [-0.1661952, 0.3370162, 1.0]], ['2, k, 2', [-0.1689819, 0.6002439, 1.0]], ['2, k, 3', [-0.1554432, 0.7336286, 1.0]], ['2, k, 4', [-0.3181152, 0.4784155, 1.0]], ['2, k, 5', [-0.3606139, 0.2556383, 1.0]], ['2, k, 6', [-0.3559576, 0.06948307, 1.0]], ['2, k, 7', [-0.344618, 0.02898145, 1.0]], ['2, k, 8', [0.006228976, 0.4813722, 1.0]], ['2, k, 9', [0.05187456, 0.2454944, 1.0]], ['2, k, 10', [0.07355551, 0.06163362, 1.0]], ['2, k, 11', [0.03965292, 0.003367907, 1.0]], ['2, k, 12', [-0.2227871, 0.06592108, 1.0]], ['2, k, 13', [-0.2160721, -0.246693, 1.0]], ['2, k, 14', [-0.2140701, -0.5208488, 1.0]], ['2, k, 15', [-0.1998657, -0.5684109, 1.0]], ['2, k, 16', [-0.09726356, 0.06465444, 1.0]], ['2, k, 17', [-0.1137841, -0.2501145, 1.0]], ['2, k, 18', [-0.1044632, -0.5242012, 1.0]], ['2, k, 19', [-0.09143803, -0.5717281, 1.0]], ['2, k, 20', [-0.1685192, 0.5353977, 1.0]], ['2, k, 21', [-0.3464446, -0.04070688, 1.0]], ['2, k, 22', [-0.3711902, 0.02488149, 1.0]], ['2, k, 23', [0.03768791, -0.06451566, 1.0]], ['2, k, 24', [0.06240429, 0.009073442, 1.0]]]
[['2, k, 0', [-0.1572009, 0.0640866, 1.0]], ['2, k, 1', [-0.1597596, 0.3345476, 1.0]], ['2, k, 2', [-0.161391, 0.5978155, 1.0]], ['2, k, 3', [-0.1469086, 0.7331874, 1.0]], ['2, k, 4', [-0.3102936, 0.4810201, 1.0]], ['2, k, 5', [-0.3560237, 0.2571985, 1.0]], ['2, k, 6', [-0.3522873, 0.06796288, 1.0]], ['2, k, 7', [-0.3391612, 0.02786277, 1.0]], ['2, k, 8', [0.00709298, 0.4773676, 1.0]], ['2, k, 9', [0.0435752, 0.2442734, 1.0]], ['2, k, 10', [0.04372659, 0.03400957, 1.0]], ['2, k, 11', [0.03734577, -0.01758355, 1.0]], ['2, k, 12', [-0.2182128, 0.06406382, 1.0]], ['2, k, 13', [-0.2169662, -0.2488017, 1.0]], ['2, k, 14', [-0.2139796, -0.5546097, 1.0]], ['2, k, 15', [-0.2105539, -0.6247997, 1.0]], ['2, k, 16', [-0.09255313, 0.06244287, 1.0]], ['2, k, 17', [-0.1108698, -0.2524185, 1.0]], ['2, k, 18', [-0.1062451, -0.5678888, 1.0]], ['2, k, 19', [-0.1103358, -0.6361768, 1.0]], ['2, k, 20', [-0.1611359, 0.5329877, 1.0]], ['2, k, 21', [-0.338528, -0.04066148, 1.0]], ['2, k, 22', [-0.3672185, 0.007127776, 1.0]], ['2, k, 23', [0.04283226, -0.05815877, 1.0]], ['2, k, 24', [0.06316563, -0.02023957, 1.0]]]
[['2, k, 0', [-0.1565413, 0.06387938, 1.0]], ['2, k, 1', [-0.1593864, 0.3345192, 1.0]], ['2, k, 2', [-0.1612231, 0.5978902, 1.0]], ['2, k, 3', [-0.1457675, 0.7332842, 1.0]], ['2, k, 4', [-0.309333, 0.4813864, 1.0]], ['2, k, 5', [-0.3551424, 0.2569267, 1.0]], ['2, k, 6', [-0.3519807, 0.06777999, 1.0]], ['2, k, 7', [-0.3380519, 0.02825213, 1.0]], ['2, k, 8', [0.007199451, 0.4772519, 1.0]], ['2, k, 9', [0.04334971, 0.2444204, 1.0]], ['2, k, 10', [0.0504103, 0.05579079, 1.0]], ['2, k, 11', [0.04152751, -0.006828859, 1.0]], ['2, k, 12', [-0.2175421, 0.06376579, 1.0]], ['2, k, 13', [-0.2151733, -0.2489228, 1.0]], ['2, k, 14', [-0.2135981, -0.5551811, 1.0]], ['2, k, 15', [-0.2086453, -0.6262215, 1.0]], ['2, k, 16', [-0.09191356, 0.06234407, 1.0]], ['2, k, 17', [-0.1111967, -0.2523687, 1.0]], ['2, k, 18', [-0.1060625, -0.5677713, 1.0]], ['2, k, 19', [-0.1106593, -0.6361067, 1.0]], ['2, k, 20', [-0.1609262, 0.5330454, 1.0]], ['2, k, 21', [-0.3382888, -0.0406331, 1.0]], ['2, k, 22', [-0.3673977, 0.002814881, 1.0]], ['2, k, 23', [0.03774454, -0.07233719, 1.0]], ['2, k, 24', [0.06877686, -0.001192846, 1.0]]]
[['2, k, 0', [-0.155931, 0.06363716, 1.0]], ['2, k, 1', [-0.1588902, 0.3344356, 1.0]], ['2, k, 2', [-0.1608718, 0.59795, 1.0]], ['2, k, 3', [-0.1452435, 0.7330064, 1.0]], ['2, k, 4', [-0.3085927, 0.481459, 1.0]], ['2, k, 5', [-0.3550038, 0.2571248, 1.0]], ['2, k, 6', [-0.3526235, 0.07146848, 1.0]], ['2, k, 7', [-0.3386905, 0.03012633, 1.0]], ['2, k, 8', [0.007730793, 0.4766364, 1.0]], ['2, k, 9', [0.04330285, 0.2447107, 1.0]], ['2, k, 10', [0.0504347, 0.05581807, 1.0]], ['2, k, 11', [0.04297223, -0.003842496, 1.0]], ['2, k, 12', [-0.2170044, 0.06346943, 1.0]], ['2, k, 13', [-0.2145405, -0.249016, 1.0]], ['2, k, 14', [-0.2140475, -0.5577987, 1.0]], ['2, k, 15', [-0.2082712, -0.6291978, 1.0]], ['2, k, 16', [-0.09124286, 0.06218691, 1.0]], ['2, k, 17', [-0.1118351, -0.25244, 1.0]], ['2, k, 18', [-0.108515, -0.5676166, 1.0]], ['2, k, 19', [-0.1104956, -0.6365722, 1.0]], ['2, k, 20', [-0.1605371, 0.5330759, 1.0]], ['2, k, 21', [-0.3347038, -0.039872, 1.0]], ['2, k, 22', [-0.3658542, 0.02620943, 1.0]], ['2, k, 23', [0.04294047, -0.07242996, 1.0]], ['2, k, 24', [0.06792705, -0.01246709, 1.0]]]
[['2, k, 0', [-0.1553373, 0.06364154, 1.0]], ['2, k, 1', [-0.1585444, 0.3345381, 1.0]], ['2, k, 2', [-0.1606745, 0.5981629, 1.0]], ['2, k, 3', [-0.1446697, 0.7330431, 1.0]], ['2, k, 4', [-0.3083512, 0.4815544, 1.0]], ['2, k, 5', [-0.3548338, 0.2573729, 1.0]], ['2, k, 6', [-0.3498875, 0.07197338, 1.0]], ['2, k, 7', [-0.3380463, 0.03326515, 1.0]], ['2, k, 8', [0.007835242, 0.4766327, 1.0]], ['2, k, 9', [0.04328769, 0.2447592, 1.0]], ['2, k, 10', [0.05056152, 0.05602624, 1.0]], ['2, k, 11', [0.04319881, -0.005770933, 1.0]], ['2, k, 12', [-0.2164283, 0.06344182, 1.0]], ['2, k, 13', [-0.216248, -0.248876, 1.0]], ['2, k, 14', [-0.2142155, -0.557884, 1.0]], ['2, k, 15', [-0.2088532, -0.6292002, 1.0]], ['2, k, 16', [-0.09064716, 0.06223984, 1.0]], ['2, k, 17', [-0.1104358, -0.2524001, 1.0]], ['2, k, 18', [-0.107411, -0.5668133, 1.0]], ['2, k, 19', [-0.1106739, -0.635481, 1.0]], ['2, k, 20', [-0.1603084, 0.533257, 1.0]], ['2, k, 21', [-0.3345232, -0.04173265, 1.0]], ['2, k, 22', [-0.3664548, 0.006044802, 1.0]], ['2, k, 23', [0.04554823, -0.07248273, 1.0]], ['2, k, 24', [0.06998185, -0.02081478, 1.0]]]
[['2, k, 0', [-0.1545597, 0.06330273, 1.0]], ['2, k, 1', [-0.158039, 0.3344422, 1.0]], ['2, k, 2', [-0.1603612, 0.5982383, 1.0]], ['2, k, 3', [-0.1446266, 0.7330695, 1.0]], ['2, k, 4', [-0.308254, 0.4814285, 1.0]], ['2, k, 5', [-0.3545488, 0.2571569, 1.0]], ['2, k, 6', [-0.3499332, 0.07211584, 1.0]], ['2, k, 7', [-0.3372465, 0.03046363, 1.0]], ['2, k, 8', [0.007966093, 0.4766458, 1.0]], ['2, k, 9', [0.04328067, 0.2447616, 1.0]], ['2, k, 10', [0.05055103, 0.05870143, 1.0]], ['2, k, 11', [0.04181628, -0.00362889, 1.0]], ['2, k, 12', [-0.2155375, 0.06307293, 1.0]], ['2, k, 13', [-0.218027, -0.2492537, 1.0]], ['2, k, 14', [-0.2121088, -0.5514251, 1.0]], ['2, k, 15', [-0.2091827, -0.6238722, 1.0]], ['2, k, 16', [-0.09000289, 0.06195734, 1.0]], ['2, k, 17', [-0.1102875, -0.2526287, 1.0]], ['2, k, 18', [-0.1051514, -0.5666548, 1.0]], ['2, k, 19', [-0.1104836, -0.6354456, 1.0]], ['2, k, 20', [-0.1599579, 0.5332958, 1.0]], ['2, k, 21', [-0.3333619, -0.04102352, 1.0]], ['2, k, 22', [-0.3662495, 0.01931003, 1.0]], ['2, k, 23', [0.04554644, -0.06474628, 1.0]], ['2, k, 24', [0.06575509, -0.02724653, 1.0]]]
[['2, k, 0', [-0.1542066, 0.06316189, 1.0]], ['2, k, 1', [-0.1577559, 0.3343635, 1.0]], ['2, k, 2', [-0.1601976, 0.5982285, 1.0]], ['2, k, 3', [-0.1444282, 0.7332345, 1.0]], ['2, k, 4', [-0.3082825, 0.4814265, 1.0]], ['2, k, 5', [-0.3536969, 0.2570435, 1.0]], ['2, k, 6', [-0.3477342, 0.07223193, 1.0]], ['2, k, 7', [-0.3359106, 0.03115899, 1.0]], ['2, k, 8', [0.007954804, 0.4766303, 1.0]], ['2, k, 9', [0.04314473, 0.2449934, 1.0]], ['2, k, 10', [0.04963024, 0.05882925, 1.0]], ['2, k, 11', [0.03992987, -0.005569535, 1.0]], ['2, k, 12', [-0.2150941, 0.0629686, 1.0]], ['2, k, 13', [-0.2177746, -0.2493242, 1.0]], ['2, k, 14', [-0.2139211, -0.5551705, 1.0]], ['2, k, 15', [-0.2102926, -0.6268846, 1.0]], ['2, k, 16', [-0.08973319, 0.0617959, 1.0]], ['2, k, 17', [-0.1101665, -0.252757, 1.0]], ['2, k, 18', [-0.1042674, -0.5259345, 1.0]], ['2, k, 19', [-0.1097998, -0.6226654, 1.0]], ['2, k, 20', [-0.1597626, 0.5332726, 1.0]], ['2, k, 21', [-0.3302896, -0.04167805, 1.0]], ['2, k, 22', [-0.3651611, 0.0281769, 1.0]], ['2, k, 23', [0.03803492, -0.07209337, 1.0]], ['2, k, 24', [0.06055348, -0.02723466, 1.0]]]
[['2, k, 0', [-0.1536807, 0.06313961, 1.0]], ['2, k, 1', [-0.157648, 0.3343455, 1.0]], ['2, k, 2', [-0.1602232, 0.5982247, 1.0]], ['2, k, 3', [-0.1441938, 0.7330641, 1.0]], ['2, k, 4', [-0.3082515, 0.4814543, 1.0]], ['2, k, 5', [-0.3531118, 0.2574291, 1.0]], ['2, k, 6', [-0.3454239, 0.07170495, 1.0]], ['2, k, 7', [-0.3352963, 0.03197475, 1.0]], ['2, k, 8', [0.008203374, 0.4764231, 1.0]], ['2, k, 9', [0.0423473, 0.2437351, 1.0]], ['2, k, 10', [0.04948293, 0.05780217, 1.0]], ['2, k, 11', [0.03964947, -0.003185292, 1.0]], ['2, k, 12', [-0.2146761, 0.06288024, 1.0]], ['2, k, 13', [-0.2197788, -0.2494414, 1.0]], ['2, k, 14', [-0.2120466, -0.5229791, 1.0]], ['2, k, 15', [-0.1949422, -0.5705425, 1.0]], ['2, k, 16', [-0.08910431, 0.0618655, 1.0]], ['2, k, 17', [-0.1089939, -0.2527432, 1.0]], ['2, k, 18', [-0.1043343, -0.5259476, 1.0]], ['2, k, 19', [-0.08838902, -0.5734849, 1.0]], ['2, k, 20', [-0.159768, 0.5332696, 1.0]], ['2, k, 21', [-0.3273291, -0.04021702, 1.0]], ['2, k, 22', [-0.3585707, 0.0256778, 1.0]], ['2, k, 23', [0.03944723, -0.06731554, 1.0]], ['2, k, 24', [0.0625516, -0.01873159, 1.0]]]
[['2, k, 0', [-0.152969, 0.06292592, 1.0]], ['2, k, 1', [-0.1574898, 0.3342364, 1.0]], ['2, k, 2', [-0.1602781, 0.598182, 1.0]], ['2, k, 3', [-0.1441338, 0.7330267, 1.0]], ['2, k, 4', [-0.3081571, 0.48143, 1.0]], ['2, k, 5', [-0.3526515, 0.2583867, 1.0]], ['2, k, 6', [-0.3444696, 0.07023434, 1.0]], ['2, k, 7', [-0.3312173, 0.03046539, 1.0]], ['2, k, 8', [0.008209214, 0.4763053, 1.0]], ['2, k, 9', [0.04206169, 0.2435825, 1.0]], ['2, k, 10', [0.04577588, 0.04522231, 1.0]], ['2, k, 11', [0.03863132, -0.01271483, 1.0]], ['2, k, 12', [-0.2139861, 0.06271706, 1.0]], ['2, k, 13', [-0.2204063, -0.2493696, 1.0]], ['2, k, 14', [-0.2125117, -0.5538474, 1.0]], ['2, k, 15', [-0.210888, -0.625446, 1.0]], ['2, k, 16', [-0.08839899, 0.06161948, 1.0]], ['2, k, 17', [-0.1086074, -0.2529477, 1.0]], ['2, k, 18', [-0.1037283, -0.5261909, 1.0]], ['2, k, 19', [-0.08768042, -0.5736918, 1.0]], ['2, k, 20', [-0.159784, 0.5332319, 1.0]], ['2, k, 21', [-0.3202976, -0.04026851, 1.0]], ['2, k, 22', [-0.3514091, -0.000351359, 1.0]], ['2, k, 23', [0.03527622, -0.07769538, 1.0]], ['2, k, 24', [0.06422164, -0.01903261, 1.0]]]
[['2, k, 0', [-0.1525088, 0.06288739, 1.0]], ['2, k, 1', [-0.1573743, 0.3341916, 1.0]], ['2, k, 2', [-0.1603283, 0.5981286, 1.0]], ['2, k, 3', [-0.1441706, 0.7331161, 1.0]], ['2, k, 4', [-0.3080866, 0.4814171, 1.0]], ['2, k, 5', [-0.3522298, 0.2586664, 1.0]], ['2, k, 6', [-0.3437637, 0.07411321, 1.0]], ['2, k, 7', [-0.3301813, 0.03385175, 1.0]], ['2, k, 8', [0.008278663, 0.4762375, 1.0]], ['2, k, 9', [0.04170534, 0.243269, 1.0]], ['2, k, 10', [0.04705282, 0.05221939, 1.0]], ['2, k, 11', [0.04151266, -0.01304697, 1.0]], ['2, k, 12', [-0.2134574, 0.06260875, 1.0]], ['2, k, 13', [-0.2202199, -0.2493925, 1.0]], ['2, k, 14', [-0.2136045, -0.5223449, 1.0]], ['2, k, 15', [-0.2080876, -0.6205475, 1.0]], ['2, k, 16', [-0.08800812, 0.06164515, 1.0]], ['2, k, 17', [-0.1095916, -0.2527391, 1.0]], ['2, k, 18', [-0.1036386, -0.5260523, 1.0]], ['2, k, 19', [-0.08755779, -0.5735416, 1.0]], ['2, k, 20', [-0.1597884, 0.533196, 1.0]], ['2, k, 21', [-0.3214777, -0.04151207, 1.0]], ['2, k, 22', [-0.3591701, 0.00564273, 1.0]], ['2, k, 23', [0.03005056, -0.08779988, 1.0]], ['2, k, 24', [0.06293283, -0.03177003, 1.0]]]
[['2, k, 0', [-0.1519558, 0.06273915, 1.0]], ['2, k, 1', [-0.1568985, 0.334228, 1.0]], ['2, k, 2', [-0.1599594, 0.5983934, 1.0]], ['2, k, 3', [-0.1442785, 0.7338957, 1.0]], ['2, k, 4', [-0.3078395, 0.4813217, 1.0]], ['2, k, 5', [-0.3519364, 0.2590412, 1.0]], ['2, k, 6', [-0.3423291, 0.07446586, 1.0]], ['2, k, 7', [-0.3284467, 0.03451671, 1.0]], ['2, k, 8', [0.008525008, 0.4758903, 1.0]], ['2, k, 9', [0.04137666, 0.2419913, 1.0]], ['2, k, 10', [0.05479883, 0.02713791, 1.0]], ['2, k, 11', [0.04224692, -0.02264659, 1.0]], ['2, k, 12', [-0.2129498, 0.0624814, 1.0]], ['2, k, 13', [-0.2189858, -0.249204, 1.0]], ['2, k, 14', [-0.2158739, -0.5219439, 1.0]], ['2, k, 15', [-0.2092169, -0.6193794, 1.0]], ['2, k, 16', [-0.08742994, 0.06148724, 1.0]], ['2, k, 17', [-0.1100246, -0.252743, 1.0]], ['2, k, 18', [-0.1066736, -0.5619153, 1.0]], ['2, k, 19', [-0.1084247, -0.6329991, 1.0]], ['2, k, 20', [-0.1593986, 0.5333875, 1.0]], ['2, k, 21', [-0.3237272, -0.03327177, 1.0]], ['2, k, 22', [-0.3484747, -0.002866868, 1.0]], ['2, k, 23', [0.03765116, -0.08003776, 1.0]], ['2, k, 24', [0.06964033, -0.01339073, 1.0]]]
[['2, k, 0', [-0.1514313, 0.0625238, 1.0]], ['2, k, 1', [-0.1567409, 0.3342113, 1.0]], ['2, k, 2', [-0.1599877, 0.5984559, 1.0]], ['2, k, 3', [-0.1443148, 0.7338938, 1.0]], ['2, k, 4', [-0.3077415, 0.481216, 1.0]], ['2, k, 5', [-0.3518673, 0.2590852, 1.0]], ['2, k, 6', [-0.341762, 0.07286742, 1.0]], ['2, k, 7', [-0.3300285, 0.03560511, 1.0]], ['2, k, 8', [0.008535854, 0.4758852, 1.0]], ['2, k, 9', [0.04113117, 0.2405979, 1.0]], ['2, k, 10', [0.05217496, 0.04905156, 1.0]], ['2, k, 11', [0.04740647, -0.01243529, 1.0]], ['2, k, 12', [-0.2123433, 0.06222196, 1.0]], ['2, k, 13', [-0.217635, -0.2495442, 1.0]], ['2, k, 14', [-0.2159795, -0.5222857, 1.0]], ['2, k, 15', [-0.2088817, -0.6192639, 1.0]], ['2, k, 16', [-0.086992, 0.06132061, 1.0]], ['2, k, 17', [-0.1109995, -0.252836, 1.0]], ['2, k, 18', [-0.1066419, -0.5618168, 1.0]], ['2, k, 19', [-0.1127835, -0.6330417, 1.0]], ['2, k, 20', [-0.1593938, 0.533421, 1.0]], ['2, k, 21', [-0.325535, -0.04155287, 1.0]], ['2, k, 22', [-0.3551417, 0.02475614, 1.0]], ['2, k, 23', [0.04564635, -0.08054549, 1.0]], ['2, k, 24', [0.07730847, -0.01957243, 1.0]]]
[['2, k, 0', [-0.1514816, 0.06252599, 1.0]], ['2, k, 1', [-0.1567408, 0.33422, 1.0]], ['2, k, 2', [-0.160004, 0.5985725, 1.0]], ['2, k, 3', [-0.1449579, 0.7339546, 1.0]], ['2, k, 4', [-0.3078611, 0.4812773, 1.0]], ['2, k, 5', [-0.3519538, 0.2589765, 1.0]], ['2, k, 6', [-0.3424515, 0.07153573, 1.0]], ['2, k, 7', [-0.3333035, 0.03294506, 1.0]], ['2, k, 8', [0.008461302, 0.4759624, 1.0]], ['2, k, 9', [0.04368805, 0.2378572, 1.0]], ['2, k, 10', [0.0950002, 0.05756846, 1.0]], ['2, k, 11', [0.09142528, -0.00509821, 1.0]], ['2, k, 12', [-0.2123837, 0.06224875, 1.0]], ['2, k, 13', [-0.2164339, -0.2495992, 1.0]], ['2, k, 14', [-0.2155196, -0.5496524, 1.0]], ['2, k, 15', [-0.2085225, -0.6226171, 1.0]], ['2, k, 16', [-0.08705688, 0.0612873, 1.0]], ['2, k, 17', [-0.1110331, -0.2527954, 1.0]], ['2, k, 18', [-0.1074166, -0.5641973, 1.0]], ['2, k, 19', [-0.1133736, -0.6343951, 1.0]], ['2, k, 20', [-0.1593979, 0.5334976, 1.0]], ['2, k, 21', [-0.3279726, -0.04028933, 1.0]], ['2, k, 22', [-0.3654264, 0.0254921, 1.0]], ['2, k, 23', [0.08924438, -0.07367353, 1.0]], ['2, k, 24', [0.1085952, -0.0003639079, 1.0]]]
[['2, k, 0', [-0.1527646, 0.06264593, 1.0]], ['2, k, 1', [-0.1572254, 0.3344508, 1.0]], ['2, k, 2', [-0.1605037, 0.5992422, 1.0]], ['2, k, 3', [-0.1455848, 0.7338897, 1.0]], ['2, k, 4', [-0.3078211, 0.4812357, 1.0]], ['2, k, 5', [-0.3519652, 0.2589692, 1.0]], ['2, k, 6', [-0.3452637, 0.07452925, 1.0]], ['2, k, 7', [-0.3329244, 0.03544508, 1.0]], ['2, k, 8', [0.008243292, 0.4761977, 1.0]], ['2, k, 9', [0.05462288, 0.2389472, 1.0]], ['2, k, 10', [0.1065238, 0.05880542, 1.0]], ['2, k, 11', [0.1167331, -0.005033274, 1.0]], ['2, k, 12', [-0.2137232, 0.06245474, 1.0]], ['2, k, 13', [-0.2183149, -0.2494538, 1.0]], ['2, k, 14', [-0.2147702, -0.5492154, 1.0]], ['2, k, 15', [-0.2091253, -0.6218917, 1.0]], ['2, k, 16', [-0.08830438, 0.06133037, 1.0]], ['2, k, 17', [-0.1107436, -0.2525927, 1.0]], ['2, k, 18', [-0.1076098, -0.5582265, 1.0]], ['2, k, 19', [-0.1125907, -0.6292444, 1.0]], ['2, k, 20', [-0.159878, 0.5340123, 1.0]], ['2, k, 21', [-0.3324964, -0.03400189, 1.0]], ['2, k, 22', [-0.3625998, 0.005623212, 1.0]], ['2, k, 23', [0.1155585, -0.07275969, 1.0]], ['2, k, 24', [0.1348438, -0.006086884, 1.0]]]
[['2, k, 0', [-0.1539136, 0.06254813, 1.0]], ['2, k, 1', [-0.157758, 0.3347131, 1.0]], ['2, k, 2', [-0.1608396, 0.5999669, 1.0]], ['2, k, 3', [-0.1470711, 0.7346638, 1.0]], ['2, k, 4', [-0.3103075, 0.4810961, 1.0]], ['2, k, 5', [-0.3522061, 0.2585782, 1.0]], ['2, k, 6', [-0.3453765, 0.07401825, 1.0]], ['2, k, 7', [-0.3349856, 0.03279226, 1.0]], ['2, k, 8', [0.008135338, 0.4762899, 1.0]], ['2, k, 9', [0.07223631, 0.2505349, 1.0]], ['2, k, 10', [0.1400195, 0.07575016, 1.0]], ['2, k, 11', [0.1501191, 0.01164854, 1.0]], ['2, k, 12', [-0.2149474, 0.062325, 1.0]], ['2, k, 13', [-0.216295, -0.2494395, 1.0]], ['2, k, 14', [-0.2161027, -0.5491524, 1.0]], ['2, k, 15', [-0.2090408, -0.6218042, 1.0]], ['2, k, 16', [-0.08936327, 0.06127216, 1.0]], ['2, k, 17', [-0.1110636, -0.2526471, 1.0]], ['2, k, 18', [-0.1072166, -0.559365, 1.0]], ['2, k, 19', [-0.1126278, -0.6301043, 1.0]], ['2, k, 20', [-0.1602564, 0.5346, 1.0]], ['2, k, 21', [-0.3285491, -0.03773022, 1.0]], ['2, k, 22', [-0.3651622, 0.02847593, 1.0]], ['2, k, 23', [0.1566674, -0.04664261, 1.0]], ['2, k, 24', [0.1703648, 0.005739366, 1.0]]]
[['2, k, 0', [-0.1550897, 0.06293964, 1.0]], ['2, k, 1', [-0.1589769, 0.3352529, 1.0]], ['2, k, 2', [-0.1624248, 0.6007839, 1.0]], ['2, k, 3', [-0.14885, 0.734932, 1.0]], ['2, k, 4', [-0.3103656, 0.4814659, 1.0]], ['2, k, 5', [-0.3525843, 0.2583582, 1.0]], ['2, k, 6', [-0.3459341, 0.07378891, 1.0]], ['2, k, 7', [-0.3342551, 0.0361357, 1.0]], ['2, k, 8', [0.007677372, 0.4780192, 1.0]], ['2, k, 9', [0.1198851, 0.2701427, 1.0]], ['2, k, 10', [0.2208287, 0.1128224, 1.0]], ['2, k, 11', [0.2364979, 0.05514759, 1.0]], ['2, k, 12', [-0.216204, 0.06273358, 1.0]], ['2, k, 13', [-0.2204821, -0.2495058, 1.0]], ['2, k, 14', [-0.2152359, -0.5230117, 1.0]], ['2, k, 15', [-0.1983473, -0.5703503, 1.0]], ['2, k, 16', [-0.09042231, 0.06164373, 1.0]], ['2, k, 17', [-0.1108813, -0.2522935, 1.0]], ['2, k, 18', [-0.1071287, -0.5635979, 1.0]], ['2, k, 19', [-0.1093532, -0.6322868, 1.0]], ['2, k, 20', [-0.1617201, 0.5353491, 1.0]], ['2, k, 21', [-0.3292122, -0.04154092, 1.0]], ['2, k, 22', [-0.3652258, 0.00923109, 1.0]], ['2, k, 23', [0.24919, 0.004271827, 1.0]], ['2, k, 24', [0.2457543, 0.05185496, 1.0]]]
