[['2, k, 0', [-0.332658, -0.749341, 1.0]], ['2, k, 1', [-0.321762, -0.42462, 1.0]], ['2, k, 2', [-0.309377, -0.104936, 1.0]], ['2, k, 3', [-0.314422, 0.028235, 1.0]], ['2, k, 4', [-0.449563, -0.232507, 1.0]], ['2, k, 5', [-0.559243, -0.243352, 1.0]], ['2, k, 6', [-0.387686, -0.181669, 1.0]], ['2, k, 7', [-0.320502, -0.142729, 1.0]], ['2, k, 8', [-0.161606, -0.214187, 1.0]], ['2, k, 9', [-0.0388894, -0.216219, 1.0]], ['2, k, 10', [-0.12047, -0.164435, 1.0]], ['2, k, 11', [-0.074985, -0.135314, 1.0]], ['2, k, 12', [-0.393885, -0.743765, 1.0]], ['2, k, 13', [-0.367002, -1.05922, 1.0]], ['2, k, 14', [-0.33997, -1.46131, 1.0]], ['2, k, 15', [-0.30542, -1.51074, 1.0]], ['2, k, 16', [-0.262788, -0.735453, 1.0]], ['2, k, 17', [-0.199637, -1.0466, 1.0]], ['2, k, 18', [-0.225389, -1.45129, 1.0]], ['2, k, 19', [-0.258057, -1.50781, 1.0]], ['2, k, 20', [-0.312744, -0.184195, 1.0]], ['2, k, 21', [-0.245824, -0.139309, 1.0]], ['2, k, 22', [-0.318249, -0.137571, 1.0]], ['2, k, 23', [-0.00750409, -0.131609, 1.0]], ['2, k, 24', [0.00754852, -0.127407, 1.0]]]
[['2, k, 0', [-0.311508, -0.694185, 1.0]], ['2, k, 1', [-0.309218, -0.390983, 1.0]], ['2, k, 2', [-0.304188, -0.0945574, 1.0]], ['2, k, 3', [-0.302863, 0.0262955, 1.0]], ['2, k, 4', [-0.441089, -0.174887, 1.0]], ['2, k, 5', [-0.589615, -0.240278, 1.0]], ['2, k, 6', [-0.622838, -0.169377, 1.0]], ['2, k, 7', [-0.626833, -0.13695, 1.0]], ['2, k, 8', [-0.147119, -0.194773, 1.0]], ['2, k, 9', [-0.00694855, -0.195823, 1.0]], ['2, k, 10', [0.0527445, -0.159254, 1.0]], ['2, k, 11', [0.0990627, -0.153476, 1.0]], ['2, k, 12', [-0.369838, -0.682281, 1.0]], ['2, k, 13', [-0.345839, -1.11839, 1.0]], ['2, k, 14', [-0.334981, -1.4455, 1.0]], ['2, k, 15', [-0.315808, -1.49767, 1.0]], ['2, k, 16', [-0.241541, -0.687353, 1.0]], ['2, k, 17', [-0.260219, -1.13161, 1.0]], ['2, k, 18', [-0.241232, -1.44557, 1.0]], ['2, k, 19', [-0.252318, -1.51432, 1.0]], ['2, k, 20', [-0.3057, -0.167848, 1.0]], ['2, k, 21', [-0.620351, -0.133651, 1.0]], ['2, k, 22', [-0.558374, -0.145513, 1.0]], ['2, k, 23', [0.141903, -0.155703, 1.0]], ['2, k, 24', [0.0265857, -0.153648, 1.0]]]
[['2, k, 0', [-0.309543, -0.694691, 1.0]], ['2, k, 1', [-0.307332, -0.392245, 1.0]], ['2, k, 2', [-0.302792, -0.0960632, 1.0]], ['2, k, 3', [-0.303228, 0.0266238, 1.0]], ['2, k, 4', [-0.446066, -0.183321, 1.0]], ['2, k, 5', [-0.608199, -0.244219, 1.0]], ['2, k, 6', [-0.637957, -0.169761, 1.0]], ['2, k, 7', [-0.658537, -0.136019, 1.0]], ['2, k, 8', [-0.147835, -0.195623, 1.0]], ['2, k, 9', [-0.020657, -0.194372, 1.0]], ['2, k, 10', [0.054206, -0.173426, 1.0]], ['2, k, 11', [0.0699172, -0.152139, 1.0]], ['2, k, 12', [-0.368406, -0.683363, 1.0]], ['2, k, 13', [-0.381938, -1.01016, 1.0]], ['2, k, 14', [-0.343708, -1.41789, 1.0]], ['2, k, 15', [-0.316673, -1.5, 1.0]], ['2, k, 16', [-0.23919, -0.687561, 1.0]], ['2, k, 17', [-0.25814, -1.13118, 1.0]], ['2, k, 18', [-0.240667, -1.44566, 1.0]], ['2, k, 19', [-0.263955, -1.49838, 1.0]], ['2, k, 20', [-0.304179, -0.169346, 1.0]], ['2, k, 21', [-0.655887, -0.131124, 1.0]], ['2, k, 22', [-0.572855, -0.14335, 1.0]], ['2, k, 23', [0.103571, -0.153873, 1.0]], ['2, k, 24', [0.00908962, -0.153035, 1.0]]]
[['2, k, 0', [-0.307204, -0.695407, 1.0]], ['2, k, 1', [-0.305106, -0.393299, 1.0]], ['2, k, 2', [-0.301031, -0.0970443, 1.0]], ['2, k, 3', [-0.30356, 0.0268252, 1.0]], ['2, k, 4', [-0.453468, -0.193511, 1.0]], ['2, k, 5', [-0.619455, -0.242443, 1.0]], ['2, k, 6', [-0.673297, -0.171088, 1.0]], ['2, k, 7', [-0.688395, -0.134775, 1.0]], ['2, k, 8', [-0.15835, -0.19671, 1.0]], ['2, k, 9', [-0.0347468, -0.227429, 1.0]], ['2, k, 10', [-0.00333651, -0.200999, 1.0]], ['2, k, 11', [0.0290799, -0.15233, 1.0]], ['2, k, 12', [-0.366013, -0.685121, 1.0]], ['2, k, 13', [-0.339643, -1.11048, 1.0]], ['2, k, 14', [-0.333627, -1.45074, 1.0]], ['2, k, 15', [-0.316247, -1.49833, 1.0]], ['2, k, 16', [-0.236644, -0.687779, 1.0]], ['2, k, 17', [-0.263817, -1.13134, 1.0]], ['2, k, 18', [-0.227302, -1.42783, 1.0]], ['2, k, 19', [-0.250665, -1.50801, 1.0]], ['2, k, 20', [-0.302306, -0.170379, 1.0]], ['2, k, 21', [-0.689809, -0.134581, 1.0]], ['2, k, 22', [-0.606235, -0.139558, 1.0]], ['2, k, 23', [0.0658885, -0.149517, 1.0]], ['2, k, 24', [0.0178511, -0.164486, 1.0]]]
[['2, k, 0', [-0.304018, -0.69869, 1.0]], ['2, k, 1', [-0.303193, -0.395028, 1.0]], ['2, k, 2', [-0.300199, -0.0975152, 1.0]], ['2, k, 3', [-0.303768, 0.0267277, 1.0]], ['2, k, 4', [-0.453113, -0.212951, 1.0]], ['2, k, 5', [-0.632633, -0.241247, 1.0]], ['2, k, 6', [-0.70177, -0.169526, 1.0]], ['2, k, 7', [-0.721758, -0.133122, 1.0]], ['2, k, 8', [-0.157491, -0.197444, 1.0]], ['2, k, 9', [-0.0628425, -0.179618, 1.0]], ['2, k, 10', [-0.109528, -0.164677, 1.0]], ['2, k, 11', [-0.0264114, -0.151233, 1.0]], ['2, k, 12', [-0.363395, -0.689027, 1.0]], ['2, k, 13', [-0.339443, -1.11246, 1.0]], ['2, k, 14', [-0.338854, -1.45458, 1.0]], ['2, k, 15', [-0.313813, -1.50583, 1.0]], ['2, k, 16', [-0.233081, -0.691603, 1.0]], ['2, k, 17', [-0.26184, -1.13407, 1.0]], ['2, k, 18', [-0.230457, -1.42433, 1.0]], ['2, k, 19', [-0.234744, -1.44067, 1.0]], ['2, k, 20', [-0.301254, -0.17111, 1.0]], ['2, k, 21', [-0.728191, -0.129159, 1.0]], ['2, k, 22', [-0.648339, -0.139989, 1.0]], ['2, k, 23', [0.0137195, -0.153313, 1.0]], ['2, k, 24', [-0.0321972, -0.164175, 1.0]]]
[['2, k, 0', [-0.301189, -0.702095, 1.0]], ['2, k, 1', [-0.300812, -0.39694, 1.0]], ['2, k, 2', [-0.29828, -0.0980891, 1.0]], ['2, k, 3', [-0.303975, 0.0261714, 1.0]], ['2, k, 4', [-0.452782, -0.216567, 1.0]], ['2, k, 5', [-0.641605, -0.2395, 1.0]], ['2, k, 6', [-0.727992, -0.167467, 1.0]], ['2, k, 7', [-0.747888, -0.131688, 1.0]], ['2, k, 8', [-0.160862, -0.199194, 1.0]], ['2, k, 9', [-0.0620175, -0.167029, 1.0]], ['2, k, 10', [-0.0425457, -0.178328, 1.0]], ['2, k, 11', [-0.0492508, -0.150743, 1.0]], ['2, k, 12', [-0.359537, -0.693926, 1.0]], ['2, k, 13', [-0.338508, -1.11701, 1.0]], ['2, k, 14', [-0.327189, -1.45248, 1.0]], ['2, k, 15', [-0.314203, -1.50555, 1.0]], ['2, k, 16', [-0.231673, -0.693965, 1.0]], ['2, k, 17', [-0.261329, -1.1359, 1.0]], ['2, k, 18', [-0.220509, -1.43147, 1.0]], ['2, k, 19', [-0.261979, -1.5046, 1.0]], ['2, k, 20', [-0.299251, -0.172003, 1.0]], ['2, k, 21', [-0.751637, -0.12512, 1.0]], ['2, k, 22', [-0.670631, -0.139503, 1.0]], ['2, k, 23', [-0.0207025, -0.147889, 1.0]], ['2, k, 24', [-0.121661, -0.149485, 1.0]]]
[['2, k, 0', [-0.299897, -0.705146, 1.0]], ['2, k, 1', [-0.3001, -0.398718, 1.0]], ['2, k, 2', [-0.298109, -0.09859, 1.0]], ['2, k, 3', [-0.304262, 0.0257271, 1.0]], ['2, k, 4', [-0.451734, -0.219512, 1.0]], ['2, k, 5', [-0.652271, -0.237586, 1.0]], ['2, k, 6', [-0.738086, -0.167887, 1.0]], ['2, k, 7', [-0.770239, -0.13011, 1.0]], ['2, k, 8', [-0.16325, -0.201984, 1.0]], ['2, k, 9', [-0.0530498, -0.184577, 1.0]], ['2, k, 10', [-0.0833247, -0.143384, 1.0]], ['2, k, 11', [-0.0853565, -0.147754, 1.0]], ['2, k, 12', [-0.358212, -0.69768, 1.0]], ['2, k, 13', [-0.376436, -1.02635, 1.0]], ['2, k, 14', [-0.321974, -1.43284, 1.0]], ['2, k, 15', [-0.329951, -1.46442, 1.0]], ['2, k, 16', [-0.230948, -0.696877, 1.0]], ['2, k, 17', [-0.26126, -1.13828, 1.0]], ['2, k, 18', [-0.220794, -1.43399, 1.0]], ['2, k, 19', [-0.257278, -1.50592, 1.0]], ['2, k, 20', [-0.298964, -0.172794, 1.0]], ['2, k, 21', [-0.775588, -0.123896, 1.0]], ['2, k, 22', [-0.687347, -0.136758, 1.0]], ['2, k, 23', [-0.0636993, -0.146353, 1.0]], ['2, k, 24', [-0.153657, -0.148622, 1.0]]]
[['2, k, 0', [-0.295358, -0.702498, 1.0]], ['2, k, 1', [-0.296598, -0.397898, 1.0]], ['2, k, 2', [-0.295453, -0.098734, 1.0]], ['2, k, 3', [-0.304866, 0.0252155, 1.0]], ['2, k, 4', [-0.451585, -0.223898, 1.0]], ['2, k, 5', [-0.65382, -0.231531, 1.0]], ['2, k, 6', [-0.760726, -0.1672, 1.0]], ['2, k, 7', [-0.798794, -0.128062, 1.0]], ['2, k, 8', [-0.156087, -0.109124, 1.0]], ['2, k, 9', [-0.0889573, -0.158976, 1.0]], ['2, k, 10', [-0.162061, -0.108836, 1.0]], ['2, k, 11', [-0.133154, -0.143933, 1.0]], ['2, k, 12', [-0.351813, -0.695486, 1.0]], ['2, k, 13', [-0.331192, -1.12729, 1.0]], ['2, k, 14', [-0.325027, -1.44039, 1.0]], ['2, k, 15', [-0.330822, -1.51456, 1.0]], ['2, k, 16', [-0.228261, -0.692328, 1.0]], ['2, k, 17', [-0.260822, -1.13317, 1.0]], ['2, k, 18', [-0.219644, -1.42952, 1.0]], ['2, k, 19', [-0.259451, -1.50754, 1.0]], ['2, k, 20', [-0.296094, -0.172771, 1.0]], ['2, k, 21', [-0.808521, -0.121189, 1.0]], ['2, k, 22', [-0.721812, -0.132623, 1.0]], ['2, k, 23', [-0.112504, -0.141812, 1.0]], ['2, k, 24', [-0.153621, -0.131265, 1.0]]]
[['2, k, 0', [-0.293918, -0.702545, 1.0]], ['2, k, 1', [-0.295439, -0.397509, 1.0]], ['2, k, 2', [-0.294459, -0.0976698, 1.0]], ['2, k, 3', [-0.305723, 0.0250824, 1.0]], ['2, k, 4', [-0.452884, -0.22782, 1.0]], ['2, k, 5', [-0.660767, -0.234266, 1.0]], ['2, k, 6', [-0.768323, -0.166716, 1.0]], ['2, k, 7', [-0.807894, -0.128084, 1.0]], ['2, k, 8', [-0.155938, -0.10888, 1.0]], ['2, k, 9', [-0.100137, -0.156019, 1.0]], ['2, k, 10', [-0.152852, -0.148033, 1.0]], ['2, k, 11', [-0.169966, -0.14149, 1.0]], ['2, k, 12', [-0.348108, -0.695809, 1.0]], ['2, k, 13', [-0.330971, -1.12888, 1.0]], ['2, k, 14', [-0.323531, -1.44224, 1.0]], ['2, k, 15', [-0.329571, -1.51329, 1.0]], ['2, k, 16', [-0.227627, -0.692043, 1.0]], ['2, k, 17', [-0.249801, -1.13261, 1.0]], ['2, k, 18', [-0.230764, -1.43252, 1.0]], ['2, k, 19', [-0.247367, -1.45846, 1.0]], ['2, k, 20', [-0.295067, -0.171941, 1.0]], ['2, k, 21', [-0.823964, -0.124861, 1.0]], ['2, k, 22', [-0.720801, -0.133459, 1.0]], ['2, k, 23', [-0.15904, -0.13712, 1.0]], ['2, k, 24', [-0.244224, -0.142205, 1.0]]]
[['2, k, 0', [-0.293826, -0.702752, 1.0]], ['2, k, 1', [-0.293747, -0.395921, 1.0]], ['2, k, 2', [-0.288505, -0.0895418, 1.0]], ['2, k, 3', [-0.307238, 0.0249332, 1.0]], ['2, k, 4', [-0.453335, -0.227956, 1.0]], ['2, k, 5', [-0.66864, -0.238823, 1.0]], ['2, k, 6', [-0.790461, -0.167101, 1.0]], ['2, k, 7', [-0.826166, -0.126954, 1.0]], ['2, k, 8', [-0.156499, -0.108808, 1.0]], ['2, k, 9', [-0.127042, -0.158897, 1.0]], ['2, k, 10', [-0.166055, -0.14845, 1.0]], ['2, k, 11', [-0.211894, -0.13758, 1.0]], ['2, k, 12', [-0.347751, -0.696915, 1.0]], ['2, k, 13', [-0.368212, -1.0269, 1.0]], ['2, k, 14', [-0.324398, -1.43452, 1.0]], ['2, k, 15', [-0.330531, -1.50004, 1.0]], ['2, k, 16', [-0.228527, -0.692308, 1.0]], ['2, k, 17', [-0.253779, -1.13325, 1.0]], ['2, k, 18', [-0.20711, -1.42977, 1.0]], ['2, k, 19', [-0.262906, -1.51446, 1.0]], ['2, k, 20', [-0.290377, -0.165938, 1.0]], ['2, k, 21', [-0.846991, -0.124064, 1.0]], ['2, k, 22', [-0.735038, -0.130437, 1.0]], ['2, k, 23', [-0.210743, -0.136407, 1.0]], ['2, k, 24', [-0.27906, -0.138484, 1.0]]]
[['2, k, 0', [-0.289289, -0.703222, 1.0]], ['2, k, 1', [-0.291701, -0.395637, 1.0]], ['2, k, 2', [-0.288447, -0.0895619, 1.0]], ['2, k, 3', [-0.308364, 0.0256473, 1.0]], ['2, k, 4', [-0.454922, -0.228482, 1.0]], ['2, k, 5', [-0.674815, -0.238908, 1.0]], ['2, k, 6', [-0.800921, -0.176012, 1.0]], ['2, k, 7', [-0.849597, -0.128384, 1.0]], ['2, k, 8', [-0.156179, -0.108373, 1.0]], ['2, k, 9', [-0.12841, -0.161182, 1.0]], ['2, k, 10', [-0.16845, -0.155251, 1.0]], ['2, k, 11', [-0.247206, -0.134644, 1.0]], ['2, k, 12', [-0.343589, -0.698085, 1.0]], ['2, k, 13', [-0.323996, -1.13523, 1.0]], ['2, k, 14', [-0.325877, -1.47578, 1.0]], ['2, k, 15', [-0.321561, -1.51614, 1.0]], ['2, k, 16', [-0.225183, -0.691478, 1.0]], ['2, k, 17', [-0.25248, -1.13179, 1.0]], ['2, k, 18', [-0.20643, -1.42928, 1.0]], ['2, k, 19', [-0.250112, -1.50325, 1.0]], ['2, k, 20', [-0.290043, -0.165883, 1.0]], ['2, k, 21', [-0.864548, -0.12585, 1.0]], ['2, k, 22', [-0.762187, -0.130649, 1.0]], ['2, k, 23', [-0.255612, -0.129113, 1.0]], ['2, k, 24', [-0.31014, -0.133627, 1.0]]]
[['2, k, 0', [-0.284584, -0.70415, 1.0]], ['2, k, 1', [-0.290067, -0.395709, 1.0]], ['2, k, 2', [-0.288665, -0.0896863, 1.0]], ['2, k, 3', [-0.309302, 0.0258538, 1.0]], ['2, k, 4', [-0.46691, -0.270041, 1.0]], ['2, k, 5', [-0.674464, -0.236899, 1.0]], ['2, k, 6', [-0.796654, -0.176283, 1.0]], ['2, k, 7', [-0.863681, -0.129917, 1.0]], ['2, k, 8', [-0.155459, -0.108915, 1.0]], ['2, k, 9', [-0.140607, -0.165664, 1.0]], ['2, k, 10', [-0.218078, -0.151796, 1.0]], ['2, k, 11', [-0.292546, -0.130683, 1.0]], ['2, k, 12', [-0.337451, -0.700096, 1.0]], ['2, k, 13', [-0.32261, -1.13612, 1.0]], ['2, k, 14', [-0.337788, -1.45087, 1.0]], ['2, k, 15', [-0.319079, -1.50721, 1.0]], ['2, k, 16', [-0.222212, -0.691099, 1.0]], ['2, k, 17', [-0.251783, -1.1305, 1.0]], ['2, k, 18', [-0.247117, -1.43057, 1.0]], ['2, k, 19', [-0.258579, -1.5058, 1.0]], ['2, k, 20', [-0.289966, -0.165943, 1.0]], ['2, k, 21', [-0.896295, -0.123865, 1.0]], ['2, k, 22', [-0.784282, -0.130535, 1.0]], ['2, k, 23', [-0.308701, -0.12402, 1.0]], ['2, k, 24', [-0.341811, -0.13739, 1.0]]]
[['2, k, 0', [-0.282548, -0.704273, 1.0]], ['2, k, 1', [-0.286597, -0.392533, 1.0]], ['2, k, 2', [-0.286133, -0.0830228, 1.0]], ['2, k, 3', [-0.310809, 0.0305226, 1.0]], ['2, k, 4', [-0.466972, -0.268342, 1.0]], ['2, k, 5', [-0.6781, -0.23678, 1.0]], ['2, k, 6', [-0.840489, -0.161622, 1.0]], ['2, k, 7', [-0.883134, -0.129349, 1.0]], ['2, k, 8', [-0.153737, -0.112714, 1.0]], ['2, k, 9', [-0.152469, -0.174261, 1.0]], ['2, k, 10', [-0.273794, -0.146853, 1.0]], ['2, k, 11', [-0.337847, -0.126168, 1.0]], ['2, k, 12', [-0.335826, -0.700473, 1.0]], ['2, k, 13', [-0.321479, -1.13456, 1.0]], ['2, k, 14', [-0.327188, -1.45016, 1.0]], ['2, k, 15', [-0.319827, -1.51001, 1.0]], ['2, k, 16', [-0.219734, -0.690082, 1.0]], ['2, k, 17', [-0.251565, -1.12714, 1.0]], ['2, k, 18', [-0.23083, -1.42627, 1.0]], ['2, k, 19', [-0.261039, -1.45206, 1.0]], ['2, k, 20', [-0.286793, -0.159925, 1.0]], ['2, k, 21', [-0.904003, -0.123054, 1.0]], ['2, k, 22', [-0.803891, -0.13172, 1.0]], ['2, k, 23', [-0.347304, -0.11969, 1.0]], ['2, k, 24', [-0.389217, -0.123079, 1.0]]]
[['2, k, 0', [-0.27811, -0.708382, 1.0]], ['2, k, 1', [-0.283141, -0.390591, 1.0]], ['2, k, 2', [-0.283205, -0.0744562, 1.0]], ['2, k, 3', [-0.313269, 0.0384678, 1.0]], ['2, k, 4', [-0.466693, -0.269675, 1.0]], ['2, k, 5', [-0.678464, -0.238707, 1.0]], ['2, k, 6', [-0.845756, -0.163577, 1.0]], ['2, k, 7', [-0.890156, -0.132838, 1.0]], ['2, k, 8', [-0.155426, -0.156018, 1.0]], ['2, k, 9', [-0.18525, -0.177007, 1.0]], ['2, k, 10', [-0.324847, -0.138199, 1.0]], ['2, k, 11', [-0.377982, -0.121473, 1.0]], ['2, k, 12', [-0.330981, -0.705692, 1.0]], ['2, k, 13', [-0.319559, -1.13295, 1.0]], ['2, k, 14', [-0.321549, -1.44703, 1.0]], ['2, k, 15', [-0.300343, -1.52177, 1.0]], ['2, k, 16', [-0.217004, -0.69256, 1.0]], ['2, k, 17', [-0.209482, -1.12888, 1.0]], ['2, k, 18', [-0.248664, -1.42532, 1.0]], ['2, k, 19', [-0.294416, -1.44651, 1.0]], ['2, k, 20', [-0.2836, -0.153343, 1.0]], ['2, k, 21', [-0.921865, -0.126174, 1.0]], ['2, k, 22', [-0.820615, -0.133894, 1.0]], ['2, k, 23', [-0.39205, -0.114454, 1.0]], ['2, k, 24', [-0.438663, -0.106954, 1.0]]]
[['2, k, 0', [-0.275816, -0.712591, 1.0]], ['2, k, 1', [-0.281082, -0.389657, 1.0]], ['2, k, 2', [-0.281261, -0.0684101, 1.0]], ['2, k, 3', [-0.315663, 0.0436711, 1.0]], ['2, k, 4', [-0.469724, -0.267002, 1.0]], ['2, k, 5', [-0.677202, -0.243257, 1.0]], ['2, k, 6', [-0.83516, -0.178506, 1.0]], ['2, k, 7', [-0.897885, -0.135404, 1.0]], ['2, k, 8', [-0.156629, -0.163709, 1.0]], ['2, k, 9', [-0.197723, -0.180517, 1.0]], ['2, k, 10', [-0.336905, -0.139095, 1.0]], ['2, k, 11', [-0.412239, -0.11793, 1.0]], ['2, k, 12', [-0.328269, -0.71074, 1.0]], ['2, k, 13', [-0.316247, -1.13303, 1.0]], ['2, k, 14', [-0.332831, -1.43623, 1.0]], ['2, k, 15', [-0.312012, -1.49707, 1.0]], ['2, k, 16', [-0.21559, -0.695645, 1.0]], ['2, k, 17', [-0.208012, -1.13163, 1.0]], ['2, k, 18', [-0.25445, -1.42767, 1.0]], ['2, k, 19', [-0.303261, -1.44909, 1.0]], ['2, k, 20', [-0.281543, -0.14868, 1.0]], ['2, k, 21', [-0.927993, -0.127102, 1.0]], ['2, k, 22', [-0.895969, -0.154196, 1.0]], ['2, k, 23', [-0.441371, -0.110809, 1.0]], ['2, k, 24', [-0.461602, -0.0817328, 1.0]]]
[['2, k, 0', [-0.274025, -0.71385, 1.0]], ['2, k, 1', [-0.279472, -0.388218, 1.0]], ['2, k, 2', [-0.28078, -0.0649545, 1.0]], ['2, k, 3', [-0.317364, 0.0465861, 1.0]], ['2, k, 4', [-0.47839, -0.264604, 1.0]], ['2, k, 5', [-0.669869, -0.247592, 1.0]], ['2, k, 6', [-0.832808, -0.178412, 1.0]], ['2, k, 7', [-0.899381, -0.139812, 1.0]], ['2, k, 8', [-0.15686, -0.166296, 1.0]], ['2, k, 9', [-0.23388, -0.168046, 1.0]], ['2, k, 10', [-0.403872, -0.131494, 1.0]], ['2, k, 11', [-0.459414, -0.112173, 1.0]], ['2, k, 12', [-0.326269, -0.712545, 1.0]], ['2, k, 13', [-0.314061, -1.13471, 1.0]], ['2, k, 14', [-0.324405, -1.44518, 1.0]], ['2, k, 15', [-0.311549, -1.50074, 1.0]], ['2, k, 16', [-0.214332, -0.696364, 1.0]], ['2, k, 17', [-0.206211, -1.13208, 1.0]], ['2, k, 18', [-0.248068, -1.42869, 1.0]], ['2, k, 19', [-0.299315, -1.45036, 1.0]], ['2, k, 20', [-0.28074, -0.145541, 1.0]], ['2, k, 21', [-0.93856, -0.132997, 1.0]], ['2, k, 22', [-0.818592, -0.133718, 1.0]], ['2, k, 23', [-0.484147, -0.104067, 1.0]], ['2, k, 24', [-0.520199, -0.0966701, 1.0]]]
[['2, k, 0', [-0.272805, -0.713677, 1.0]], ['2, k, 1', [-0.277628, -0.385087, 1.0]], ['2, k, 2', [-0.279405, -0.0590021, 1.0]], ['2, k, 3', [-0.319819, 0.0513318, 1.0]], ['2, k, 4', [-0.479672, -0.264864, 1.0]], ['2, k, 5', [-0.66802, -0.245616, 1.0]], ['2, k, 6', [-0.843194, -0.180374, 1.0]], ['2, k, 7', [-0.902194, -0.144694, 1.0]], ['2, k, 8', [-0.157234, -0.167647, 1.0]], ['2, k, 9', [-0.253111, -0.164792, 1.0]], ['2, k, 10', [-0.409187, -0.129643, 1.0]], ['2, k, 11', [-0.483205, -0.108391, 1.0]], ['2, k, 12', [-0.324942, -0.712366, 1.0]], ['2, k, 13', [-0.312037, -1.1327, 1.0]], ['2, k, 14', [-0.331185, -1.44254, 1.0]], ['2, k, 15', [-0.313985, -1.50682, 1.0]], ['2, k, 16', [-0.213464, -0.696289, 1.0]], ['2, k, 17', [-0.218037, -1.13157, 1.0]], ['2, k, 18', [-0.243311, -1.43041, 1.0]], ['2, k, 19', [-0.293797, -1.4541, 1.0]], ['2, k, 20', [-0.279198, -0.140109, 1.0]], ['2, k, 21', [-0.943697, -0.134144, 1.0]], ['2, k, 22', [-0.837521, -0.137515, 1.0]], ['2, k, 23', [-0.518791, -0.0996429, 1.0]], ['2, k, 24', [-0.526315, -0.0696074, 1.0]]]
[['2, k, 0', [-0.271666, -0.71303, 1.0]], ['2, k, 1', [-0.277101, -0.381907, 1.0]], ['2, k, 2', [-0.279961, -0.0538092, 1.0]], ['2, k, 3', [-0.321813, 0.0559686, 1.0]], ['2, k, 4', [-0.481507, -0.263538, 1.0]], ['2, k, 5', [-0.665746, -0.245383, 1.0]], ['2, k, 6', [-0.84363, -0.178165, 1.0]], ['2, k, 7', [-0.898774, -0.153025, 1.0]], ['2, k, 8', [-0.165011, -0.187293, 1.0]], ['2, k, 9', [-0.26657, -0.163368, 1.0]], ['2, k, 10', [-0.422406, -0.129001, 1.0]], ['2, k, 11', [-0.507243, -0.105824, 1.0]], ['2, k, 12', [-0.323831, -0.71186, 1.0]], ['2, k, 13', [-0.310327, -1.12994, 1.0]], ['2, k, 14', [-0.328488, -1.44882, 1.0]], ['2, k, 15', [-0.312949, -1.50507, 1.0]], ['2, k, 16', [-0.212775, -0.695682, 1.0]], ['2, k, 17', [-0.20949, -1.1293, 1.0]], ['2, k, 18', [-0.243663, -1.4273, 1.0]], ['2, k, 19', [-0.300523, -1.4502, 1.0]], ['2, k, 20', [-0.279477, -0.135367, 1.0]], ['2, k, 21', [-0.943687, -0.138802, 1.0]], ['2, k, 22', [-0.839401, -0.139715, 1.0]], ['2, k, 23', [-0.552942, -0.0948159, 1.0]], ['2, k, 24', [-0.543639, -0.0575746, 1.0]]]
[['2, k, 0', [-0.271102, -0.713226, 1.0]], ['2, k, 1', [-0.276859, -0.379923, 1.0]], ['2, k, 2', [-0.280385, -0.0497097, 1.0]], ['2, k, 3', [-0.323402, 0.0593512, 1.0]], ['2, k, 4', [-0.475669, -0.273274, 1.0]], ['2, k, 5', [-0.667744, -0.245301, 1.0]], ['2, k, 6', [-0.853316, -0.176002, 1.0]], ['2, k, 7', [-0.896152, -0.15714, 1.0]], ['2, k, 8', [-0.165934, -0.187564, 1.0]], ['2, k, 9', [-0.309779, -0.153932, 1.0]], ['2, k, 10', [-0.478239, -0.121842, 1.0]], ['2, k, 11', [-0.544964, -0.100528, 1.0]], ['2, k, 12', [-0.321902, -0.712196, 1.0]], ['2, k, 13', [-0.309041, -1.13196, 1.0]], ['2, k, 14', [-0.318671, -1.46122, 1.0]], ['2, k, 15', [-0.313404, -1.5122, 1.0]], ['2, k, 16', [-0.213629, -0.695722, 1.0]], ['2, k, 17', [-0.215894, -1.12875, 1.0]], ['2, k, 18', [-0.24023, -1.42818, 1.0]], ['2, k, 19', [-0.302723, -1.45289, 1.0]], ['2, k, 20', [-0.279727, -0.131772, 1.0]], ['2, k, 21', [-0.939881, -0.144751, 1.0]], ['2, k, 22', [-0.838387, -0.138216, 1.0]], ['2, k, 23', [-0.581169, -0.0895998, 1.0]], ['2, k, 24', [-0.591646, -0.0838402, 1.0]]]
